,ds,Time,Month,tgc,wth,cowspiracy,vegan_recipes,fok,okja,recipes,sustainability,animal_welfare,climate,climate_change,health,T,all_docs,owth,all_climate,Month_Dummy1,Month_Dummy2,Month_Dummy3,Month_Dummy4,Month_Dummy5,Month_Dummy6,Month_Dummy7,Month_Dummy8,Month_Dummy9,Month_Dummy10,Month_Dummy11,Month_Dummy12
821,2019-09-28,821,9,10.78,3.36,0.36,50,6.210000000000001,1.0,36.0,92.16,7.68,800.0,121.875,1918.875,2019-09-28,21.71,4.359999999999999,1014.035,0,0,0,0,0,0,0,0,1,0,0,0
822,2019-10-05,822,10,11.76,2.52,0.36,47,7.0200000000000005,2.0,35.0,87.04,7.68,962.5,87.75,1740.375,2019-10-05,23.66,4.52,1137.29,0,0,0,0,0,0,0,0,0,1,0,0
823,2019-10-12,823,10,22.54,2.52,0.36,52,7.83,1.0,35.0,79.36,6.72,912.5,73.125,1740.375,2019-10-12,34.25,3.52,1064.985,0,0,0,0,0,0,0,0,0,1,0,0
824,2019-10-19,824,10,49.0,3.36,0.24,70,8.64,1.0,38.0,89.60000000000001,7.4399999999999995,1037.5,82.875,1829.625,2019-10-19,62.24,4.359999999999999,1209.975,0,0,0,0,0,0,0,0,0,1,0,0
825,2019-10-26,825,10,42.14,4.2,0.48,67,8.100000000000001,1.0,36.0,83.2,6.96,1112.5,107.25,1785.0,2019-10-26,55.92,5.2,1302.95,0,0,0,0,0,0,0,0,0,1,0,0
826,2019-11-02,826,11,41.65,4.2,0.48,73,8.100000000000001,2.0,39.0,93.44,7.68,1037.5,136.5,1963.5,2019-11-02,56.43,6.2,1267.44,0,0,0,0,0,0,0,0,0,0,1,0
827,2019-11-09,827,11,35.769999999999996,4.2,0.48,77,8.370000000000001,2.0,41.0,87.04,6.4799999999999995,1175.0,146.25,1918.875,2019-11-09,50.82,6.2,1408.29,0,0,0,0,0,0,0,0,0,0,1,0
828,2019-11-16,828,11,41.65,4.2,0.36,86,7.83,1.0,42.0,92.16,6.4799999999999995,1050.0,175.5,1874.25,2019-11-16,55.04,5.2,1317.66,0,0,0,0,0,0,0,0,0,0,1,0
829,2019-11-23,829,11,36.75,3.36,0.36,93,7.0200000000000005,2.0,51.0,69.12,5.52,1112.5,121.875,1428.0,2019-11-23,49.49,5.359999999999999,1303.495,0,0,0,0,0,0,0,0,0,0,1,0
830,2019-11-30,830,11,32.339999999999996,3.36,0.48,64,6.48,1.0,34.0,96.0,6.96,1162.5,190.125,1874.25,2019-11-30,43.65999999999999,4.359999999999999,1448.625,0,0,0,0,0,0,0,0,0,0,1,0
831,2019-12-07,831,12,25.48,3.36,0.24,62,6.75,1.0,35.0,89.60000000000001,6.24,1162.5,180.375,1740.375,2019-12-07,36.830000000000005,4.359999999999999,1432.475,0,0,0,0,0,0,0,0,0,0,0,1
832,2019-12-14,832,12,20.09,2.52,0.36,73,6.210000000000001,1.0,42.0,75.52,6.24,1075.0,136.5,1561.875,2019-12-14,30.18,3.52,1287.02,0,0,0,0,0,0,0,0,0,0,0,1
833,2019-12-21,833,12,20.09,3.36,0.36,76,7.83,2.0,54.0,42.24,4.56,937.5,58.5,1204.875,2019-12-21,33.64,5.359999999999999,1038.24,0,0,0,0,0,0,0,0,0,0,0,1
834,2019-12-28,834,12,26.46,5.04,0.36,96,10.260000000000002,2.0,50.0,55.04,4.8,875.0,73.125,1695.75,2019-12-28,44.120000000000005,7.04,1003.165,0,0,0,0,0,0,0,0,0,0,0,1
835,2020-01-04,835,1,22.54,4.2,0.36,88,10.260000000000002,2.0,45.0,78.08,7.199999999999999,987.5,165.75,2008.125,2020-01-04,39.36,6.2,1231.33,1,0,0,0,0,0,0,0,0,0,0,0
836,2020-01-11,836,1,21.07,5.04,0.36,75,9.18,2.0,43.0,87.04,7.4399999999999995,1112.5,170.625,2008.125,2020-01-11,37.65,7.04,1370.165,1,0,0,0,0,0,0,0,0,0,0,0
837,2020-01-18,837,1,18.62,3.36,0.36,75,8.91,2.0,43.0,89.60000000000001,5.76,1025.0,136.5,2052.75,2020-01-18,33.25,5.359999999999999,1251.1,1,0,0,0,0,0,0,0,0,0,0,0
838,2020-01-25,838,1,16.169999999999998,3.36,0.36,70,8.64,2.0,39.0,101.12,6.96,912.5,141.375,2008.125,2020-01-25,30.529999999999998,5.359999999999999,1154.995,1,0,0,0,0,0,0,0,0,0,0,0
839,2020-02-01,839,2,13.23,4.2,0.48,64,7.5600000000000005,3.0,37.0,96.0,7.199999999999999,1175.0,146.25,2008.125,2020-02-01,28.470000000000002,7.2,1417.25,0,1,0,0,0,0,0,0,0,0,0,0
840,2020-02-08,840,2,11.76,4.2,0.48,61,7.0200000000000005,8.0,36.0,99.84,6.96,1087.5,156.0,1963.5,2020-02-08,31.46,12.2,1343.34,0,1,0,0,0,0,0,0,0,0,0,0
841,2020-02-15,841,2,11.76,4.2,0.36,66,8.370000000000001,5.0,38.0,99.84,6.96,1062.5,151.125,2052.75,2020-02-15,29.69,9.2,1313.465,0,1,0,0,0,0,0,0,0,0,0,0
842,2020-02-22,842,2,10.78,3.36,0.36,63,8.370000000000001,3.0,35.0,107.52,7.199999999999999,1012.5,160.875,2142.0,2020-02-22,25.869999999999997,6.359999999999999,1280.895,0,1,0,0,0,0,0,0,0,0,0,0
843,2020-02-29,843,2,9.31,3.36,0.48,60,7.290000000000001,2.0,32.0,101.12,7.199999999999999,1012.5,151.125,2097.375,2020-02-29,22.44,5.359999999999999,1264.745,0,1,0,0,0,0,0,0,0,0,0,0
