Search Term,vegan recipes
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-12-01,62
2012-12-08,59
2012-12-15,71
2012-12-22,83
2012-12-29,100
2013-01-05,94
2013-01-12,83
2013-01-19,81
2013-01-26,79
2013-02-02,77
2013-02-09,75
2013-02-16,79
2013-02-23,76
2013-03-02,78
2013-03-09,76
2013-03-16,78
2013-03-23,85
2013-03-30,67
2013-04-06,77
2013-04-13,73
2013-04-20,72
2013-04-27,62
2013-05-04,61
2013-05-11,65
2013-05-18,68
2013-05-25,65
2013-06-01,66
2013-06-08,63
2013-06-15,65
2013-06-22,67
2013-06-29,67
2013-07-06,66
2013-07-13,66
2013-07-20,64
2013-07-27,69
2013-08-03,66
2013-08-10,65
2013-08-17,65
2013-08-24,62
2013-08-31,64
2013-09-07,65
2013-09-14,65
2013-09-21,65
2013-09-28,61
2013-10-05,67
2013-10-12,60
2013-10-19,64
2013-10-26,61
2013-11-02,64
2013-11-09,69
2013-11-16,75
2013-11-23,80
2013-11-30,62
2013-12-07,64
2013-12-14,68
2013-12-21,71
2013-12-28,87
2014-01-04,88
2014-01-11,78
2014-01-18,82
2014-01-25,81
2014-02-01,75
2014-02-08,78
2014-02-15,66
2014-02-22,71
2014-03-01,75
2014-03-08,70
2014-03-15,69
2014-03-22,67
2014-03-29,68
2014-04-05,62
2014-04-12,70
2014-04-19,55
2014-04-26,57
2014-05-03,58
2014-05-10,55
2014-05-17,55
2014-05-24,59
2014-05-31,56
2014-06-07,56
2014-06-14,57
2014-06-21,54
2014-06-28,58
2014-07-05,59
2014-07-12,59
2014-07-19,57
2014-07-26,60
2014-08-02,56
2014-08-09,53
2014-08-16,54
2014-08-23,56
2014-08-30,52
2014-09-06,50
2014-09-13,53
2014-09-20,52
2014-09-27,52
2014-10-04,58
2014-10-11,53
2014-10-18,51
2014-10-25,54
2014-11-01,56
2014-11-08,57
2014-11-15,64
2014-11-22,78
2014-11-29,51
2014-12-06,49
2014-12-13,55
2014-12-20,66
2014-12-27,65
2015-01-03,67
2015-01-10,59
2015-01-17,58
2015-01-24,56
2015-01-31,53
2015-02-07,51
2015-02-14,54
2015-02-21,52
2015-02-28,51
2015-03-07,53
2015-03-14,57
2015-03-21,53
2015-03-28,58
2015-04-04,45
2015-04-11,48
2015-04-18,43
2015-04-25,48
2015-05-02,50
2015-05-09,52
2015-05-16,49
2015-05-23,52
2015-05-30,56
2015-06-06,58
2015-06-13,54
2015-06-20,55
2015-06-27,56
2015-07-04,53
2015-07-11,55
2015-07-18,52
2015-07-25,54
2015-08-01,52
2015-08-08,55
2015-08-15,50
2015-08-22,55
2015-08-29,48
2015-09-05,53
2015-09-12,50
2015-09-19,52
2015-09-26,57
2015-10-03,50
2015-10-10,56
2015-10-17,55
2015-10-24,54
2015-10-31,57
2015-11-07,60
2015-11-14,66
2015-11-21,72
2015-11-28,55
2015-12-05,52
2015-12-12,52
2015-12-19,74
2015-12-26,78
2016-01-02,77
2016-01-09,68
2016-01-16,75
2016-01-23,68
2016-01-30,62
2016-02-06,62
2016-02-13,60
2016-02-20,63
2016-02-27,62
2016-03-05,66
2016-03-12,66
2016-03-19,75
2016-03-26,63
2016-04-02,64
2016-04-09,68
2016-04-16,64
2016-04-23,63
2016-04-30,66
2016-05-07,65
2016-05-14,68
2016-05-21,66
2016-05-28,66
2016-06-04,62
2016-06-11,65
2016-06-18,57
2016-06-25,66
2016-07-02,59
2016-07-09,63
2016-07-16,59
2016-07-23,64
2016-07-30,59
2016-08-06,54
2016-08-13,52
2016-08-20,54
2016-08-27,56
2016-09-03,57
2016-09-10,49
2016-09-17,54
2016-09-24,53
2016-10-01,53
2016-10-08,59
2016-10-15,52
2016-10-22,56
2016-10-29,62
2016-11-05,57
2016-11-12,67
2016-11-19,78
2016-11-26,58
2016-12-03,66
2016-12-10,62
2016-12-17,76
2016-12-24,68
2016-12-31,89
