Search Term,health
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2008-12-06,39
2008-12-13,34
2008-12-20,27
2008-12-27,34
2009-01-03,43
2009-01-10,42
2009-01-17,40
2009-01-24,42
2009-01-31,44
2009-02-07,43
2009-02-14,42
2009-02-21,43
2009-02-28,42
2009-03-07,41
2009-03-14,41
2009-03-21,42
2009-03-28,42
2009-04-04,39
2009-04-11,42
2009-04-18,41
2009-04-25,46
2009-05-02,42
2009-05-09,42
2009-05-16,39
2009-05-23,37
2009-05-30,39
2009-06-06,40
2009-06-13,41
2009-06-20,41
2009-06-27,40
2009-07-04,39
2009-07-11,44
2009-07-18,47
2009-07-25,47
2009-08-01,46
2009-08-08,55
2009-08-15,50
2009-08-22,45
2009-08-29,47
2009-09-05,49
2009-09-12,47
2009-09-19,43
2009-09-26,44
2009-10-03,45
2009-10-10,49
2009-10-17,49
2009-10-24,49
2009-10-31,52
2009-11-07,54
2009-11-14,47
2009-11-21,38
2009-11-28,43
2009-12-05,40
2009-12-12,38
2009-12-19,34
2009-12-26,34
2010-01-02,42
2010-01-09,45
2010-01-16,43
2010-01-23,42
2010-01-30,42
2010-02-06,39
2010-02-13,42
2010-02-20,46
2010-02-27,44
2010-03-06,45
2010-03-13,51
2010-03-20,100
2010-03-27,46
2010-04-03,44
2010-04-10,44
2010-04-17,44
2010-04-24,41
2010-05-01,41
2010-05-08,42
2010-05-15,40
2010-05-22,37
2010-05-29,38
2010-06-05,39
2010-06-12,36
2010-06-19,37
2010-06-26,36
2010-07-03,33
2010-07-10,36
2010-07-17,37
2010-07-24,35
2010-07-31,36
2010-08-07,36
2010-08-14,36
2010-08-21,35
2010-08-28,37
2010-09-04,35
2010-09-11,38
2010-09-18,40
2010-09-25,38
2010-10-02,39
2010-10-09,37
2010-10-16,39
2010-10-23,37
2010-10-30,39
2010-11-06,38
2010-11-13,38
2010-11-20,28
2010-11-27,35
2010-12-04,35
2010-12-11,32
2010-12-18,25
2010-12-25,28
2011-01-01,43
2011-01-08,39
2011-01-15,41
2011-01-22,40
2011-01-29,40
2011-02-05,39
2011-02-12,39
2011-02-19,37
2011-02-26,39
2011-03-05,39
2011-03-12,38
2011-03-19,38
2011-03-26,38
2011-04-02,41
2011-04-09,39
2011-04-16,39
2011-04-23,36
2011-04-30,37
2011-05-07,37
2011-05-14,37
2011-05-21,37
2011-05-28,36
2011-06-04,37
2011-06-11,35
2011-06-18,35
2011-06-25,36
2011-07-02,33
2011-07-09,36
2011-07-16,35
2011-07-23,35
2011-07-30,34
2011-08-06,35
2011-08-13,36
2011-08-20,36
2011-08-27,36
2011-09-03,35
2011-09-10,38
2011-09-17,37
2011-09-24,37
2011-10-01,38
2011-10-08,35
2011-10-15,36
2011-10-22,38
2011-10-29,35
2011-11-05,36
2011-11-12,35
2011-11-19,28
2011-11-26,37
2011-12-03,35
2011-12-10,32
2011-12-17,26
2011-12-24,28
2011-12-31,40
2012-01-07,40
2012-01-14,37
2012-01-21,39
2012-01-28,40
2012-02-04,39
2012-02-11,36
2012-02-18,36
2012-02-25,39
2012-03-03,38
2012-03-10,33
2012-03-17,37
2012-03-24,38
2012-03-31,36
2012-04-07,35
2012-04-14,37
2012-04-21,37
2012-04-28,34
2012-05-05,35
2012-05-12,35
2012-05-19,34
2012-05-26,33
2012-06-02,36
2012-06-09,35
2012-06-16,34
2012-06-23,47
2012-06-30,34
2012-07-07,37
2012-07-14,34
2012-07-21,35
2012-07-28,36
2012-08-04,36
2012-08-11,34
2012-08-18,36
2012-08-25,35
2012-09-01,35
2012-09-08,37
2012-09-15,37
2012-09-22,36
2012-09-29,38
2012-10-06,36
2012-10-13,36
2012-10-20,35
2012-10-27,32
2012-11-03,35
2012-11-10,37
2012-11-17,26
2012-11-24,35
2012-12-01,35
2012-12-08,31
2012-12-15,29
2012-12-22,22
2012-12-29,34
