Search Term,health
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-12-03,60
2016-12-10,58
2016-12-17,47
2016-12-24,48
2016-12-31,67
2017-01-07,71
2017-01-14,79
2017-01-21,96
2017-01-28,96
2017-02-04,89
2017-02-11,89
2017-02-18,90
2017-02-25,86
2017-03-04,95
2017-03-11,92
2017-03-18,93
2017-03-25,94
2017-04-01,91
2017-04-08,85
2017-04-15,90
2017-04-22,92
2017-04-29,94
2017-05-06,87
2017-05-13,83
2017-05-20,80
2017-05-27,75
2017-06-03,87
2017-06-10,82
2017-06-17,81
2017-06-24,82
2017-07-01,79
2017-07-08,91
2017-07-15,83
2017-07-22,93
2017-07-29,89
2017-08-05,88
2017-08-12,84
2017-08-19,82
2017-08-26,82
2017-09-02,77
2017-09-09,81
2017-09-16,90
2017-09-23,91
2017-09-30,86
2017-10-07,90
2017-10-14,91
2017-10-21,92
2017-10-28,89
2017-11-04,91
2017-11-11,89
2017-11-18,65
2017-11-25,80
2017-12-02,83
2017-12-09,84
2017-12-16,68
2017-12-23,64
2017-12-30,84
2018-01-06,92
2018-01-13,92
2018-01-20,98
2018-01-27,100
2018-02-03,95
2018-02-10,91
2018-02-17,80
2018-02-24,69
2018-03-03,69
2018-03-10,64
2018-03-17,62
2018-03-24,65
2018-03-31,68
2018-04-07,68
2018-04-14,72
2018-04-21,71
2018-04-28,67
2018-05-05,66
2018-05-12,66
2018-05-19,61
2018-05-26,62
2018-06-02,65
2018-06-09,69
2018-06-16,64
2018-06-23,67
2018-06-30,58
2018-07-07,69
2018-07-14,64
2018-07-21,69
2018-07-28,70
2018-08-04,71
2018-08-11,70
2018-08-18,70
2018-08-25,66
2018-09-01,64
2018-09-08,69
2018-09-15,63
2018-09-22,62
2018-09-29,61
2018-10-06,62
2018-10-13,61
2018-10-20,58
2018-10-27,61
2018-11-03,69
2018-11-10,64
2018-11-17,52
2018-11-24,75
2018-12-01,75
2018-12-08,75
2018-12-15,64
2018-12-22,50
2018-12-29,69
2019-01-05,76
2019-01-12,78
2019-01-19,78
2019-01-26,76
2019-02-02,75
2019-02-09,72
2019-02-16,74
2019-02-23,77
2019-03-02,76
2019-03-09,74
2019-03-16,67
2019-03-23,71
2019-03-30,74
2019-04-06,76
2019-04-13,69
2019-04-20,73
2019-04-27,77
2019-05-04,73
2019-05-11,72
2019-05-18,71
2019-05-25,75
2019-06-01,82
2019-06-08,82
2019-06-15,84
2019-06-22,81
2019-06-29,70
2019-07-06,82
2019-07-13,81
2019-07-20,77
2019-07-27,81
2019-08-03,79
2019-08-10,82
2019-08-17,79
2019-08-24,75
2019-08-31,70
2019-09-07,76
2019-09-14,76
2019-09-21,77
2019-09-28,79
2019-10-05,72
2019-10-12,72
2019-10-19,75
2019-10-26,73
2019-11-02,81
2019-11-09,78
2019-11-16,76
2019-11-23,59
2019-11-30,76
2019-12-07,72
2019-12-14,65
2019-12-21,49
2019-12-28,70
2020-01-04,82
2020-01-11,83
2020-01-18,84
2020-01-25,82
2020-02-01,83
2020-02-08,80
2020-02-15,85
2020-02-22,87
2020-02-29,86
