Search Term,food
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-12-01,70
2012-12-08,69
2012-12-15,69
2012-12-22,72
2012-12-29,75
2013-01-05,71
2013-01-12,70
2013-01-19,70
2013-01-26,72
2013-02-02,73
2013-02-09,74
2013-02-16,71
2013-02-23,74
2013-03-02,67
2013-03-09,75
2013-03-16,72
2013-03-23,77
2013-03-30,73
2013-04-06,74
2013-04-13,73
2013-04-20,75
2013-04-27,73
2013-05-04,70
2013-05-11,72
2013-05-18,73
2013-05-25,70
2013-06-01,70
2013-06-08,70
2013-06-15,74
2013-06-22,75
2013-06-29,73
2013-07-06,76
2013-07-13,73
2013-07-20,74
2013-07-27,71
2013-08-03,72
2013-08-10,73
2013-08-17,71
2013-08-24,70
2013-08-31,70
2013-09-07,70
2013-09-14,70
2013-09-21,70
2013-09-28,73
2013-10-05,74
2013-10-12,73
2013-10-19,68
2013-10-26,73
2013-11-02,73
2013-11-09,71
2013-11-16,73
2013-11-23,75
2013-11-30,69
2013-12-07,66
2013-12-14,67
2013-12-21,72
2013-12-28,72
2014-01-04,70
2014-01-11,71
2014-01-18,70
2014-01-25,73
2014-02-01,71
2014-02-08,67
2014-02-15,69
2014-02-22,74
2014-03-01,67
2014-03-08,70
2014-03-15,68
2014-03-22,70
2014-03-29,72
2014-04-05,73
2014-04-12,73
2014-04-19,72
2014-04-26,71
2014-05-03,71
2014-05-10,72
2014-05-17,70
2014-05-24,70
2014-05-31,72
2014-06-07,73
2014-06-14,70
2014-06-21,68
2014-06-28,77
2014-07-05,72
2014-07-12,72
2014-07-19,71
2014-07-26,74
2014-08-02,76
2014-08-09,69
2014-08-16,70
2014-08-23,69
2014-08-30,71
2014-09-06,70
2014-09-13,69
2014-09-20,71
2014-09-27,71
2014-10-04,69
2014-10-11,71
2014-10-18,69
2014-10-25,68
2014-11-01,73
2014-11-08,76
2014-11-15,72
2014-11-22,72
2014-11-29,68
2014-12-06,68
2014-12-13,67
2014-12-20,71
2014-12-27,75
2015-01-03,72
2015-01-10,73
2015-01-17,71
2015-01-24,71
2015-01-31,67
2015-02-07,68
2015-02-14,69
2015-02-21,72
2015-02-28,72
2015-03-07,71
2015-03-14,70
2015-03-21,70
2015-03-28,73
2015-04-04,73
2015-04-11,73
2015-04-18,75
2015-04-25,73
2015-05-02,77
2015-05-09,74
2015-05-16,76
2015-05-23,73
2015-05-30,75
2015-06-06,74
2015-06-13,75
2015-06-20,75
2015-06-27,84
2015-07-04,78
2015-07-11,81
2015-07-18,77
2015-07-25,77
2015-08-01,78
2015-08-08,79
2015-08-15,78
2015-08-22,76
2015-08-29,75
2015-09-05,76
2015-09-12,76
2015-09-19,75
2015-09-26,75
2015-10-03,78
2015-10-10,77
2015-10-17,74
2015-10-24,76
2015-10-31,78
2015-11-07,77
2015-11-14,79
2015-11-21,76
2015-11-28,72
2015-12-05,74
2015-12-12,74
2015-12-19,78
2015-12-26,80
2016-01-02,77
2016-01-09,79
2016-01-16,73
2016-01-23,78
2016-01-30,81
2016-02-06,78
2016-02-13,77
2016-02-20,80
2016-02-27,84
2016-03-05,83
2016-03-12,81
2016-03-19,81
2016-03-26,85
2016-04-02,89
2016-04-09,83
2016-04-16,83
2016-04-23,83
2016-04-30,87
2016-05-07,85
2016-05-14,89
2016-05-21,86
2016-05-28,86
2016-06-04,81
2016-06-11,83
2016-06-18,88
2016-06-25,87
2016-07-02,87
2016-07-09,86
2016-07-16,84
2016-07-23,88
2016-07-30,85
2016-08-06,83
2016-08-13,84
2016-08-20,82
2016-08-27,84
2016-09-03,84
2016-09-10,85
2016-09-17,84
2016-09-24,85
2016-10-01,84
2016-10-08,84
2016-10-15,85
2016-10-22,90
2016-10-29,88
2016-11-05,82
2016-11-12,90
2016-11-19,91
2016-11-26,84
2016-12-03,85
2016-12-10,84
2016-12-17,86
2016-12-24,100
2016-12-31,88
