Search Term,recipes
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-12-01,63
2012-12-08,68
2012-12-15,76
2012-12-22,85
2012-12-29,78
2013-01-05,70
2013-01-12,69
2013-01-19,70
2013-01-26,69
2013-02-02,64
2013-02-09,64
2013-02-16,63
2013-02-23,62
2013-03-02,63
2013-03-09,61
2013-03-16,65
2013-03-23,71
2013-03-30,58
2013-04-06,57
2013-04-13,57
2013-04-20,59
2013-04-27,58
2013-05-04,58
2013-05-11,57
2013-05-18,56
2013-05-25,58
2013-06-01,59
2013-06-08,59
2013-06-15,59
2013-06-22,61
2013-06-29,68
2013-07-06,61
2013-07-13,60
2013-07-20,62
2013-07-27,59
2013-08-03,62
2013-08-10,63
2013-08-17,63
2013-08-24,61
2013-08-31,62
2013-09-07,61
2013-09-14,62
2013-09-21,62
2013-09-28,59
2013-10-05,62
2013-10-12,64
2013-10-19,66
2013-10-26,68
2013-11-02,68
2013-11-09,71
2013-11-16,78
2013-11-23,100
2013-11-30,59
2013-12-07,66
2013-12-14,73
2013-12-21,90
2013-12-28,83
2014-01-04,73
2014-01-11,70
2014-01-18,73
2014-01-25,73
2014-02-01,63
2014-02-08,62
2014-02-15,59
2014-02-22,59
2014-03-01,60
2014-03-08,59
2014-03-15,59
2014-03-22,60
2014-03-29,58
2014-04-05,55
2014-04-12,64
2014-04-19,52
2014-04-26,51
2014-05-03,50
2014-05-10,52
2014-05-17,52
2014-05-24,51
2014-05-31,51
2014-06-07,52
2014-06-14,51
2014-06-21,55
2014-06-28,60
2014-07-05,56
2014-07-12,57
2014-07-19,56
2014-07-26,58
2014-08-02,57
2014-08-09,56
2014-08-16,54
2014-08-23,55
2014-08-30,56
2014-09-06,56
2014-09-13,54
2014-09-20,56
2014-09-27,56
2014-10-04,53
2014-10-11,56
2014-10-18,56
2014-10-25,60
2014-11-01,59
2014-11-08,65
2014-11-15,70
2014-11-22,86
2014-11-29,52
2014-12-06,61
2014-12-13,65
2014-12-20,79
2014-12-27,76
2015-01-03,66
2015-01-10,65
2015-01-17,63
2015-01-24,65
2015-01-31,56
2015-02-07,56
2015-02-14,59
2015-02-21,55
2015-02-28,55
2015-03-07,50
2015-03-14,50
2015-03-21,51
2015-03-28,55
2015-04-04,45
2015-04-11,45
2015-04-18,47
2015-04-25,44
2015-05-02,44
2015-05-09,45
2015-05-16,47
2015-05-23,46
2015-05-30,45
2015-06-06,49
2015-06-13,50
2015-06-20,49
2015-06-27,56
2015-07-04,50
2015-07-11,52
2015-07-18,52
2015-07-25,51
2015-08-01,50
2015-08-08,51
2015-08-15,46
2015-08-22,48
2015-08-29,49
2015-09-05,50
2015-09-12,48
2015-09-19,48
2015-09-26,51
2015-10-03,52
2015-10-10,55
2015-10-17,51
2015-10-24,50
2015-10-31,55
2015-11-07,53
2015-11-14,59
2015-11-21,78
2015-11-28,46
2015-12-05,51
2015-12-12,57
2015-12-19,79
2015-12-26,68
2016-01-02,60
2016-01-09,58
2016-01-16,65
2016-01-23,58
2016-01-30,60
2016-02-06,52
2016-02-13,50
2016-02-20,50
2016-02-27,48
2016-03-05,47
2016-03-12,46
2016-03-19,52
2016-03-26,44
2016-04-02,45
2016-04-09,47
2016-04-16,43
2016-04-23,43
2016-04-30,46
2016-05-07,43
2016-05-14,45
2016-05-21,47
2016-05-28,44
2016-06-04,42
2016-06-11,44
2016-06-18,43
2016-06-25,47
2016-07-02,48
2016-07-09,51
2016-07-16,46
2016-07-23,48
2016-07-30,45
2016-08-06,42
2016-08-13,43
2016-08-20,44
2016-08-27,42
2016-09-03,44
2016-09-10,42
2016-09-17,45
2016-09-24,44
2016-10-01,44
2016-10-08,44
2016-10-15,46
2016-10-22,45
2016-10-29,43
2016-11-05,42
2016-11-12,51
2016-11-19,78
2016-11-26,41
2016-12-03,50
2016-12-10,48
2016-12-17,60
2016-12-24,54
2016-12-31,60
