Search Term,recipes
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-12-03,71
2016-12-10,68
2016-12-17,85
2016-12-24,77
2016-12-31,85
2017-01-07,79
2017-01-14,76
2017-01-21,72
2017-01-28,75
2017-02-04,68
2017-02-11,62
2017-02-18,61
2017-02-25,61
2017-03-04,66
2017-03-11,66
2017-03-18,60
2017-03-25,62
2017-04-01,61
2017-04-08,66
2017-04-15,57
2017-04-22,58
2017-04-29,58
2017-05-06,57
2017-05-13,58
2017-05-20,58
2017-05-27,58
2017-06-03,59
2017-06-10,59
2017-06-17,62
2017-06-24,64
2017-07-01,67
2017-07-08,65
2017-07-15,67
2017-07-22,66
2017-07-29,67
2017-08-05,68
2017-08-12,65
2017-08-19,61
2017-08-26,62
2017-09-02,61
2017-09-09,60
2017-09-16,63
2017-09-23,60
2017-09-30,69
2017-10-07,67
2017-10-14,67
2017-10-21,66
2017-10-28,64
2017-11-04,75
2017-11-11,80
2017-11-18,99
2017-11-25,64
2017-12-02,67
2017-12-09,78
2017-12-16,84
2017-12-23,93
2017-12-30,92
2018-01-06,84
2018-01-13,81
2018-01-20,75
2018-01-27,75
2018-02-03,71
2018-02-10,67
2018-02-17,65
2018-02-24,65
2018-03-03,67
2018-03-10,69
2018-03-17,64
2018-03-24,71
2018-03-31,64
2018-04-07,59
2018-04-14,62
2018-04-21,60
2018-04-28,57
2018-05-05,57
2018-05-12,55
2018-05-19,60
2018-05-26,64
2018-06-02,61
2018-06-09,61
2018-06-16,61
2018-06-23,65
2018-06-30,67
2018-07-07,64
2018-07-14,66
2018-07-21,66
2018-07-28,65
2018-08-04,64
2018-08-11,64
2018-08-18,61
2018-08-25,61
2018-09-01,63
2018-09-08,61
2018-09-15,61
2018-09-22,61
2018-09-29,60
2018-10-06,66
2018-10-13,64
2018-10-20,65
2018-10-27,66
2018-11-03,70
2018-11-10,77
2018-11-17,93
2018-11-24,67
2018-12-01,69
2018-12-08,73
2018-12-15,81
2018-12-22,100
2018-12-29,91
2019-01-05,80
2019-01-12,79
2019-01-19,79
2019-01-26,76
2019-02-02,67
2019-02-09,66
2019-02-16,67
2019-02-23,62
2019-03-02,66
2019-03-09,59
2019-03-16,59
2019-03-23,59
2019-03-30,60
2019-04-06,58
2019-04-13,62
2019-04-20,55
2019-04-27,58
2019-05-04,57
2019-05-11,54
2019-05-18,56
2019-05-25,58
2019-06-01,57
2019-06-08,60
2019-06-15,62
2019-06-22,60
2019-06-29,59
2019-07-06,58
2019-07-13,59
2019-07-20,61
2019-07-27,62
2019-08-03,62
2019-08-10,63
2019-08-17,63
2019-08-24,62
2019-08-31,61
2019-09-07,59
2019-09-14,61
2019-09-21,63
2019-09-28,64
2019-10-05,62
2019-10-12,63
2019-10-19,67
2019-10-26,64
2019-11-02,69
2019-11-09,72
2019-11-16,75
2019-11-23,91
2019-11-30,61
2019-12-07,62
2019-12-14,75
2019-12-21,96
2019-12-28,88
2020-01-04,79
2020-01-11,76
2020-01-18,76
2020-01-25,70
2020-02-01,66
2020-02-08,64
2020-02-15,67
2020-02-22,62
2020-02-29,57
