Outcome,FOK_se,Cowspiracy_se,Okja/WTH_se,TGC_se,YAWYE_se,All_se,FOK_pe,Cowspiracy_pe,Okja/WTH_pe,TGC_pe,YAWYE_pe,All_pe,FOK_pval,Cowspiracy_pval,Okja/WTH_pval,TGC_pval,YAWYE_pval,All_pval
Searches: `Plant based',0.10268550807490982,0.0440281366600714,0.036619279715168415,0.027365830114876758,0.019225162579803046,,-0.20703605724506446,0.0475466516431578,0.10374413629035571,0.045810977593757345,0.2321725451622714,,0.04447518176066012,0.28060675840809396,0.004743308029095964,0.09450686932784047,1.6110131886959205e-31,
Searches: `Vegan',0.06294052376502315,0.029246271903434717,0.0357421522756356,0.026350656213985104,0.022980022785048876,,-0.035153167911235114,-0.028328049717265283,0.02313830677444144,-0.02115512838301896,0.057641923682287724,,0.5768197685907119,0.3331267912185705,0.5176063824911523,0.42230438121258895,0.012280830435163542,
Searches: `Vegetarian',0.12216153858324873,0.07822636848196399,0.06498123291854695,0.05256857985609665,0.052838716913878314,,-0.06912463458352415,-0.07467486943089431,0.10454045329088504,0.062593374424731,0.13675724115035956,,0.5718297400717905,0.3401582891446684,0.10811551757079056,0.23411535987885088,0.009782276304588583,
StewartMilk,,0.05782313898955528,0.05595944610909648,,,,,-0.008486225048068053,0.04789385137681514,,,,,0.8835342618666135,0.3929698167518785,,,
StewartPBMilk,,0.052203454570147106,0.04406045967545862,,,,,-0.016190113785677238,-0.013912239050670717,,,,,0.7569262305085537,0.7524785480048257,,,
Zhao,,,0.021020018731625123,0.01424114860242677,,,,,-0.0819333975574068,-0.005016526089241244,,,,,0.0006817744760642741,0.7251650929538711,,
"Searches: `Vegan', Informative",0.09054472124132602,0.03474692126787877,0.04461265453064965,0.03277113246751543,0.028006177322998333,,-0.018167515231185948,-0.03306466147822647,0.030321773738336492,-0.030810003726750926,0.03928638997733458,,0.8410812077423863,0.34168419520198445,0.49693967584593934,0.34741331347888915,0.1609818436201758,
"Searches: `Vegetarian', Informative",0.10519061425453805,0.08049780393831471,0.07429518877660654,0.06096596717337728,0.057018949846364256,,0.05955301131059687,-0.006532972691378744,0.15124055757545982,0.06015054652012981,0.11516974985687298,,0.5716276110175391,0.9353435930362517,0.04215949289596734,0.32411683421935267,0.04365470258788801,
"Searches: `Plant based', Informative",0.10064183562664858,0.04216188778504935,0.037977474016723946,0.02774156108813874,0.01985691462204537,,-0.1651221148604603,0.043612659625897554,0.11850083118525669,0.05078450753827398,0.21043678765197826,,0.10168259315393549,0.30135464425962244,0.0018809401932783035,0.06751782818146956,5.435114988854307e-25,
"Searches: `Vegan', Behavior",0.039587549494239184,0.034281262386999495,0.02757931225055765,0.020219392083812453,0.017675376808154175,,-0.05662716643121629,-0.01592952280853009,0.024640031728617475,0.012696999329120856,0.11192190162666779,,0.1534093305446448,0.6423325883601325,0.37193696638828544,0.5302035921180923,3.5908943875420813e-10,
"Searches: `Vegetarian', Behavior",0.06960248418457915,0.05968018761433731,0.06204993204441537,0.053587859311076874,0.05701721856000745,,-0.18481671072952194,-0.06055478756460966,-0.01151725611367361,0.006734212066619422,0.12183512863032878,,0.00825409261193291,0.3106726938516056,0.8528022546432935,0.9000264518132628,0.03284580833361919,
"Searches: `Plant based', Behavior",0.10518826830118304,0.05870930776731721,0.05029507056460599,0.036992214509768896,0.026850768538913702,,-0.3538369654128852,0.012193428982139348,0.09989076032751816,0.03215499731122388,0.39810893884007414,,0.0008462247988838214,0.8355391101209554,0.047412448360822146,0.3849713087608918,2.8940698383498817e-45,
