ds,vegan,vegetarian,plant_based_plus_plant_based,vegan_informative,vegetarian_informative,plant based_informative,vegan_behavior,vegetarian_behavior,plant based_behavior,behavior_bare,informative_bare,food
2011-11-30,31.0,22.2,0.7254270016000001,22.193783699999997,12.870660679999997,0.54012160832,8.8062163,9.329339320000003,0.18530539328,1654.6898360655737,424.83,424.83
2011-12-31,33.0,27.3,1.2939026688000002,23.314160199999996,15.727103168,0.9572094784,9.685839800000002,11.572896832000001,0.33669319040000006,1523.3598360655737,416.5,416.5
2012-01-31,32.0,23.4,1.1496648352,23.28994375,13.765536111999998,0.91384284096,8.710056250000001,9.634463888,0.23582199424000003,1415.3534426229505,416.5,416.5
2012-02-29,31.0,23.099999999999998,1.0139026688000001,22.234223399999998,14.032443767999997,0.7638388755200001,8.7657766,9.067556232000001,0.25006379328,1293.0459016393443,424.83,424.83
2012-03-31,32.0,21.599999999999998,1.1496648352,23.17006525,12.602314239999997,0.8804875452800001,8.829934750000001,8.997685760000001,0.26917728992000006,1359.2865573770491,424.83,424.83
2012-04-30,30.0,20.7,1.0096648352000002,21.60005005,12.014825655999998,0.8138647395200002,8.39994995,8.685174344000002,0.19580009568,1357.5214377049178,422.41429999999997,424.83
2012-05-31,32.0,20.4,1.0096648352000002,23.109097,11.674038839999998,0.7700957443200002,8.890903000000002,8.72596116,0.23956909088,1404.791273770492,430.7443,433.16
2012-06-30,34.0,21.0,1.0096648352000002,25.00868375,11.875564603199999,0.7881116409600002,8.99131625,9.124435396800001,0.22155319424000003,1468.4337327868852,455.73429999999996,458.15
2012-07-31,31.0,20.7,1.0096648352000002,22.27097585,12.430151023999997,0.7990876409600002,8.72902415,8.269848976000002,0.21057719424,1379.420781967213,430.7443,433.16
2012-08-31,32.0,21.3,1.0139026688000001,23.4429046,12.746081168,0.8296948755200001,8.5570954,8.553918832,0.18420779328000003,1378.2237327868852,430.7443,433.16
2012-09-30,30.0,20.4,0.8611891680000001,22.102596499999997,12.472742167999996,0.7279792732800001,7.897403500000001,7.927257832000001,0.13320989472,1319.1838967213114,430.7443,433.16
2012-10-31,32.0,21.9,0.7254270016000001,23.597151699999998,13.604226695999998,0.61684560448,8.4028483,8.295773304,0.10858139712,1470.9545524590164,430.7443,433.16
2012-11-30,32.0,21.3,0.8611891680000001,23.373549999999998,12.533105608,0.6994146723200001,8.626450000000002,8.766894392000001,0.16177449568,1617.5616016393442,422.41429999999997,424.83
2012-12-31,36.0,24.9,1.2896648352000002,25.574875149999997,14.232564011199997,1.0439914419200003,10.425124850000001,10.667435988800001,0.24567339328000004,1459.971273770492,422.41429999999997,424.83
2013-01-31,36.0,24.0,1.2896648352000002,26.1940416,14.8087235072,1.0730103395200001,9.805958400000002,9.1912764928,0.21665449568000003,1393.8747163934424,430.7443,433.16
2013-02-28,38.0,22.2,1.2939026688000002,27.98342245,12.5551647288,1.07288477408,10.016577550000001,9.6448352712,0.22101789472000005,1420.2053721311474,430.7443,433.16
2013-03-31,32.0,20.099999999999998,1.1496648352,23.37078885,11.846175160799998,0.97204264192,8.62921115,8.2538248392,0.17762219328000003,1246.6360278688526,422.41429999999997,424.83
2013-04-30,34.0,20.7,1.1496648352,25.48415035,13.3369656432,0.9785472390400001,8.51584965,7.363034356800001,0.17111759616000005,1287.1388147540981,439.0743,441.49
2013-05-31,33.0,20.099999999999998,1.0096648352000002,24.26236655,12.247130200799997,0.8561088390400002,8.73763345,7.8528697992000005,0.15355599615999999,1375.6873016393442,428.32860000000005,433.16
2013-06-30,33.0,20.099999999999998,1.1539026688,24.04700845,11.638749728799997,0.9751288736,8.952991550000002,8.4612502712,0.1787737952,1412.7095967213113,428.32860000000005,433.16
2013-07-31,34.0,19.5,1.001189168,25.13694305,11.269247214399998,0.85368347232,8.863056950000002,8.230752785600002,0.14750569568000002,1355.7011983606558,417.5829,424.83
2013-08-31,33.0,19.5,1.0139026688000001,24.851978,11.393650456799998,0.9004225731200002,8.148022000000001,8.106349543200002,0.11348009568,1296.3038590163933,411.6686,416.5
2013-09-30,32.0,20.7,1.0054270016000002,23.86563495,12.707556547503998,0.8738230054400002,8.134365050000001,7.992443452496,0.13160399616000001,1284.113695081967,428.32860000000005,433.16
2013-10-31,37.0,22.5,0.8611891680000001,27.865647199999998,13.753153934399998,0.7503315680000001,9.134352800000002,8.746846065600002,0.11085760000000001,1521.4461163934425,434.2429,441.49
2013-11-30,36.0,21.3,1.0054270016000002,27.5497148,12.805443565536,0.8744393078400001,8.4502852,8.494556434464,0.13098769376000002,1549.9415262295083,400.9229,408.17
2013-12-31,38.0,24.9,1.1539026688,27.926753299999998,14.754846496799997,0.99103057312,10.073246700000002,10.145153503200001,0.16287209568000002,1443.4810344262294,417.5829,424.83
2014-01-31,37.0,22.2,1.1454270016,27.8463706,13.482370969103998,0.95243840832,9.153629400000002,8.717629030896001,0.19298859328000004,1334.137919672131,409.2529,416.5
2014-02-28,37.0,21.9,1.1496648352,27.721879436000002,13.366299923687995,0.9878633385600001,9.278120564,8.533700076312003,0.16180149664000001,1262.714149180328,425.91290000000004,433.16
2014-03-31,36.0,20.4,1.1454270016,27.846585354,12.815642921903997,1.01660750688,8.153414646,7.584357078096001,0.12881949472,1236.413493442623,409.2529,416.5
2014-04-30,33.0,18.0,1.1454270016,25.299010586,10.842174451687999,1.0444478016,7.700989414,7.157825548312001,0.10097920000000002,1247.917062295082,423.4972,433.16
2014-05-31,33.0,19.5,1.0054270016000002,25.09014005,12.141668564487999,0.8974079049600002,7.909859950000001,7.358331435512001,0.10801909664000002,1267.7687016393443,406.8372,416.5
2014-06-30,34.0,20.099999999999998,1.1496648352,25.55527745,12.423058621655997,1.00708483904,8.44472255,7.676941378344001,0.14257999616,1316.7757508196719,431.8272,441.49
2014-07-31,32.0,19.2,1.001189168,24.178954349999998,11.144663725592,0.8772953728,7.821045650000001,8.055336274407999,0.12389379520000002,1302.1942754098359,431.8272,441.49
2014-08-31,29.0,18.3,1.0054270016000002,21.925417704,11.310953005719998,0.9155318054400002,7.074582296,6.9890469942800015,0.08989519616000001,1178.9418163934427,398.5072,408.17
