Search Term,vegan recipes
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,38
2016-12-03,42
2016-12-10,40
2016-12-17,51
2016-12-24,45
2016-12-31,57
2017-01-07,48
2017-01-14,47
2017-01-21,45
2017-01-28,41
2017-02-04,38
2017-02-11,36
2017-02-18,40
2017-02-25,42
2017-03-04,42
2017-03-11,44
2017-03-18,43
2017-03-25,42
2017-04-01,40
2017-04-08,47
2017-04-15,38
2017-04-22,34
2017-04-29,37
2017-05-06,37
2017-05-13,35
2017-05-20,37
2017-05-27,39
2017-06-03,42
2017-06-10,39
2017-06-17,46
2017-06-24,59
2017-07-01,72
2017-07-08,82
2017-07-15,88
2017-07-22,92
2017-07-29,100
2017-08-05,95
2017-08-12,88
2017-08-19,76
2017-08-26,76
2017-09-02,68
2017-09-09,65
2017-09-16,67
2017-09-23,69
2017-09-30,63
2017-10-07,67
2017-10-14,65
2017-10-21,62
2017-10-28,63
2017-11-04,72
2017-11-11,81
2017-11-18,84
2017-11-25,62
2017-12-02,63
2017-12-09,63
2017-12-16,73
2017-12-23,74
2017-12-30,90
2018-01-06,87
2018-01-13,79
2018-01-20,73
2018-01-27,74
2018-02-03,67
2018-02-10,66
2018-02-17,64
2018-02-24,62
2018-03-03,65
2018-03-10,64
2018-03-17,65
2018-03-24,71
2018-03-31,65
2018-04-07,55
2018-04-14,54
2018-04-21,54
2018-04-28,51
2018-05-05,52
2018-05-12,52
2018-05-19,50
2018-05-26,54
2018-06-02,55
2018-06-09,53
2018-06-16,53
2018-06-23,54
2018-06-30,55
2018-07-07,53
2018-07-14,51
2018-07-21,53
2018-07-28,53
2018-08-04,54
2018-08-11,52
2018-08-18,50
2018-08-25,48
2018-09-01,49
2018-09-08,47
2018-09-15,50
2018-09-22,50
2018-09-29,51
2018-10-06,49
2018-10-13,50
2018-10-20,50
2018-10-27,53
2018-11-03,59
2018-11-10,71
2018-11-17,75
2018-11-24,50
2018-12-01,53
2018-12-08,51
2018-12-15,60
2018-12-22,63
2018-12-29,72
2019-01-05,65
2019-01-12,62
2019-01-19,58
2019-01-26,54
2019-02-02,51
2019-02-09,51
2019-02-16,50
2019-02-23,45
2019-03-02,49
2019-03-09,49
2019-03-16,49
2019-03-23,45
2019-03-30,52
2019-04-06,51
2019-04-13,55
2019-04-20,44
2019-04-27,46
2019-05-04,45
2019-05-11,41
2019-05-18,42
2019-05-25,45
2019-06-01,48
2019-06-08,49
2019-06-15,48
2019-06-22,43
2019-06-29,48
2019-07-06,48
2019-07-13,52
2019-07-20,49
2019-07-27,50
2019-08-03,49
2019-08-10,49
2019-08-17,47
2019-08-24,46
2019-08-31,45
2019-09-07,44
2019-09-14,46
2019-09-21,46
2019-09-28,48
2019-10-05,47
2019-10-12,50
2019-10-19,67
2019-10-26,65
2019-11-02,71
2019-11-09,72
2019-11-16,82
2019-11-23,85
2019-11-30,62
2019-12-07,60
2019-12-14,70
2019-12-21,73
2019-12-28,93
2020-01-04,87
2020-01-11,71
2020-01-18,74
2020-01-25,68
2020-02-01,63
2020-02-08,60
2020-02-15,64
2020-02-22,62
