,Search Term,plant based diet plan
151,2015-10-17,0.0
152,2015-10-24,0.0
153,2015-10-31,0.0
154,2015-11-07,0.0
155,2015-11-14,0.0
156,2015-11-21,0.0
157,2015-11-28,0.0
158,2015-12-05,0.0
159,2015-12-12,0.0
160,2015-12-19,0.0
161,2015-12-26,9.351791530944626
162,2016-01-02,7.954397394136809
163,2016-01-09,0.0
164,2016-01-16,0.0
165,2016-01-23,0.0
166,2016-01-30,0.0
167,2016-02-06,0.0
168,2016-02-13,0.0
169,2016-02-20,0.0
170,2016-02-27,8.061889250814332
171,2016-03-05,10.749185667752444
172,2016-03-12,0.0
173,2016-03-19,0.0
174,2016-03-26,0.0
175,2016-04-02,0.0
176,2016-04-09,0.0
177,2016-04-16,0.0
178,2016-04-23,7.954397394136809
179,2016-04-30,0.0
180,2016-05-07,0.0
181,2016-05-14,0.0
182,2016-05-21,0.0
183,2016-05-28,0.0
184,2016-06-04,0.0
185,2016-06-11,0.0
186,2016-06-18,0.0
187,2016-06-25,0.0
188,2016-07-02,0.0
189,2016-07-09,0.0
190,2016-07-16,0.0
191,2016-07-23,0.0
192,2016-07-30,0.0
193,2016-08-06,0.0
194,2016-08-13,0.0
195,2016-08-20,0.0
196,2016-08-27,0.0
197,2016-09-03,0.0
198,2016-09-10,0.0
199,2016-09-17,0.0
200,2016-09-24,0.0
201,2016-10-01,0.0
202,2016-10-08,0.0
203,2016-10-15,0.0
204,2016-10-22,0.0
205,2016-10-29,0.0
206,2016-11-05,0.0
207,2016-11-12,0.0
208,2016-11-19,0.0
209,2016-11-26,14.000000000000002
210,2016-12-03,0.0
211,2016-12-10,0.0
212,2016-12-17,0.0
213,2016-12-24,0.0
214,2016-12-31,19.0
215,2017-01-07,19.0
216,2017-01-14,0.0
217,2017-01-21,18.0
218,2017-01-28,13.0
219,2017-02-04,0.0
220,2017-02-11,0.0
221,2017-02-18,0.0
222,2017-02-25,13.0
223,2017-03-04,0.0
224,2017-03-11,0.0
225,2017-03-18,14.000000000000002
226,2017-03-25,0.0
227,2017-04-01,0.0
228,2017-04-08,0.0
229,2017-04-15,16.0
230,2017-04-22,0.0
231,2017-04-29,0.0
232,2017-05-06,0.0
233,2017-05-13,23.0
234,2017-05-20,0.0
235,2017-05-27,17.0
236,2017-06-03,14.000000000000002
237,2017-06-10,22.0
238,2017-06-17,38.0
239,2017-06-24,62.0
240,2017-07-01,64.0
241,2017-07-08,79.0
242,2017-07-15,65.99999999999999
243,2017-07-22,72.0
244,2017-07-29,75.00000000000001
245,2017-08-05,65.99999999999999
246,2017-08-12,63.0
247,2017-08-19,52.0
248,2017-08-26,37.0
249,2017-09-02,34.0
250,2017-09-09,27.0
251,2017-09-16,34.0
252,2017-09-23,30.0
253,2017-09-30,24.000000000000004
254,2017-10-07,24.000000000000004
255,2017-10-14,23.0
256,2017-10-21,15.0
257,2017-10-28,14.000000000000002
258,2017-11-04,22.0
259,2017-11-11,26.0
260,2017-11-18,22.0
261,2017-11-25,40.0
262,2017-12-02,25.0
263,2017-12-09,0.0
264,2017-12-16,0.0
265,2017-12-23,18.0
266,2017-12-30,36.0
267,2018-01-06,26.0
268,2018-01-13,26.0
269,2018-01-20,14.000000000000002
270,2018-01-27,14.000000000000002
271,2018-02-03,26.0
272,2018-02-10,21.000000000000004
273,2018-02-17,21.000000000000004
274,2018-02-24,14.000000000000002
275,2018-03-03,23.0
276,2018-03-10,17.0
277,2018-03-17,0.0
278,2018-03-24,18.0
279,2018-03-31,31.0
280,2018-04-07,12.000000000000002
281,2018-04-14,22.0
282,2018-04-21,16.0
283,2018-04-28,21.000000000000004
284,2018-05-05,0.0
285,2018-05-12,0.0
286,2018-05-19,16.0
287,2018-05-26,16.0
288,2018-06-02,18.0
289,2018-06-09,16.0
290,2018-06-16,0.0
291,2018-06-23,14.000000000000002
292,2018-06-30,21.000000000000004
293,2018-07-07,22.0
294,2018-07-14,0.0
295,2018-07-21,19.0
296,2018-07-28,0.0
297,2018-08-04,19.0
298,2018-08-11,0.0
299,2018-08-18,0.0
300,2018-08-25,0.0
301,2018-09-01,19.0
302,2018-09-08,13.0
303,2018-09-15,13.0
304,2018-09-22,15.0
305,2018-09-29,14.000000000000002
306,2018-10-06,15.0
307,2018-10-13,0.0
308,2018-10-20,0.0
309,2018-10-27,15.0
310,2018-11-03,27.0
311,2018-11-10,0.0
312,2018-11-17,0.0
313,2018-11-24,0.0
314,2018-12-01,0.0
315,2018-12-08,12.000000000000002
316,2018-12-15,13.0
317,2018-12-22,26.0
318,2018-12-29,30.0
319,2019-01-05,15.0
320,2019-01-12,19.0
321,2019-01-19,18.0
322,2019-01-26,26.0
323,2019-02-02,22.0
324,2019-02-09,27.0
325,2019-02-16,0.0
326,2019-02-23,26.0
327,2019-03-02,15.0
328,2019-03-09,16.0
329,2019-03-16,18.0
330,2019-03-23,12.000000000000002
331,2019-03-30,21.000000000000004
332,2019-04-06,23.0
333,2019-04-13,0.0
334,2019-04-20,23.0
335,2019-04-27,17.0
336,2019-05-04,12.000000000000002
337,2019-05-11,13.0
338,2019-05-18,21.000000000000004
339,2019-05-25,22.0
340,2019-06-01,21.000000000000004
341,2019-06-08,20.0
342,2019-06-15,17.0
343,2019-06-22,0.0
344,2019-06-29,20.0
345,2019-07-06,16.0
346,2019-07-13,21.000000000000004
347,2019-07-20,31.0
348,2019-07-27,34.0
349,2019-08-03,24.000000000000004
350,2019-08-10,16.0
351,2019-08-17,17.0
352,2019-08-24,27.0
353,2019-08-31,31.0
354,2019-09-07,21.000000000000004
355,2019-09-14,13.0
356,2019-09-21,12.000000000000002
357,2019-09-28,23.0
358,2019-10-05,38.0
359,2019-10-12,28.999999999999996
360,2019-10-19,100.0
361,2019-10-26,68.0
362,2019-11-02,87.0
363,2019-11-09,79.0
364,2019-11-16,57.99999999999999
365,2019-11-23,68.0
366,2019-11-30,69.0
367,2019-12-07,50.0
368,2019-12-14,53.0
369,2019-12-21,62.0
370,2019-12-28,98.0
371,2020-01-04,51.0
372,2020-01-11,60.0
373,2020-01-18,51.0
374,2020-01-25,44.612068965517246
375,2020-02-01,41.04310344827587
376,2020-02-08,41.04310344827587
377,2020-02-15,43.7198275862069
378,2020-02-22,36.58189655172414
379,2020-02-29,41.48922413793104
380,2020-03-07,22.306034482758623
381,2020-03-14,16.06034482758621
382,2020-03-21,20.521551724137936
383,2020-03-28,16.95258620689655
384,2020-04-04,12.937500000000002
385,2020-04-11,17.398706896551726
386,2020-04-18,8.92241379310345
387,2020-04-25,33.01293103448276
388,2020-05-02,22.752155172413797
389,2020-05-09,21.413793103448278
390,2020-05-16,19.629310344827587
391,2020-05-23,26.76724137931035
392,2020-05-30,12.49137931034483
393,2020-06-06,22.306034482758623
394,2020-06-13,24.536637931034484
395,2020-06-20,24.090517241379313
396,2020-06-27,22.306034482758623
397,2020-07-04,31.674568965517246
398,2020-07-11,22.306034482758623
399,2020-07-18,24.536637931034484
400,2020-07-25,22.306034482758623
401,2020-08-01,16.50646551724138
402,2020-08-08,20.521551724137936
403,2020-08-15,20.07543103448276
404,2020-08-22,25.875000000000004
405,2020-08-29,15.168103448275863
406,2020-09-05,16.95258620689655
407,2020-09-12,19.183189655172416
408,2020-09-19,19.183189655172416
409,2020-09-26,21.413793103448278
410,2020-10-03,20.07543103448276
411,2020-10-10,27.21336206896552
412,2020-10-17,21.413793103448278
413,2020-10-24,20.07543103448276
414,2020-10-31,12.937500000000002
415,2020-11-07,14.27586206896552
416,2020-11-14,0.0
417,2020-11-21,15.614224137931037
418,2020-11-28,19.629310344827587
419,2020-12-05,13.829741379310345
420,2020-12-12,15.614224137931037
421,2020-12-19,19.183189655172416
422,2020-12-26,17.8448275862069
423,2021-01-02,19.183189655172416
424,2021-01-09,19.629310344827587
425,2021-01-16,24.090517241379313
426,2021-01-23,19.629310344827587
427,2021-01-30,16.50646551724138
428,2021-02-06,24.98275862068966
429,2021-02-13,14.27586206896552
430,2021-02-20,29.443965517241384
431,2021-02-27,19.629310344827587
432,2021-03-06,12.937500000000002
433,2021-03-13,12.937500000000002
434,2021-03-20,0.0
435,2021-03-27,20.521551724137936
436,2021-04-03,16.95258620689655
437,2021-04-10,9.814655172413794
438,2021-04-17,20.521551724137936
439,2021-04-24,13.383620689655174
440,2021-05-01,20.07543103448276
441,2021-05-08,0.0
442,2021-05-15,15.168103448275863
443,2021-05-22,24.536637931034484
444,2021-05-29,20.07543103448276
445,2021-06-05,18.29094827586207
446,2021-06-12,13.829741379310345
447,2021-06-19,33.9051724137931
448,2021-06-26,18.29094827586207
449,2021-07-03,21.85991379310345
450,2021-07-10,15.168103448275863
451,2021-07-17,17.8448275862069
452,2021-07-24,19.183189655172416
453,2021-07-31,14.721982758620692
454,2021-08-07,0.0
455,2021-08-14,0.0
456,2021-08-21,14.27586206896552
457,2021-08-28,12.937500000000002
458,2021-09-04,13.829741379310345
459,2021-09-11,12.49137931034483
460,2021-09-18,15.168103448275863
461,2021-09-25,16.06034482758621
462,2021-10-02,12.937500000000002
463,2021-10-09,0.0
464,2021-10-16,14.721982758620692
465,2021-10-23,0.0
466,2021-10-30,0.0
467,2021-11-06,20.07543103448276
468,2021-11-13,0.0
469,2021-11-20,0.0
470,2021-11-27,12.045258620689657
471,2021-12-04,12.937500000000002
472,2021-12-11,12.937500000000002
473,2021-12-18,0.0
474,2021-12-25,14.721982758620692
475,2022-01-01,17.8448275862069
476,2022-01-08,0.0
477,2022-01-15,22.306034482758623
478,2022-01-22,13.383620689655174
479,2022-01-29,0.0
480,2022-02-05,14.721982758620692
481,2022-02-12,12.937500000000002
482,2022-02-19,0.0
483,2022-02-26,8.92241379310345
484,2022-03-05,12.937500000000002
485,2022-03-12,14.721982758620692
486,2022-03-19,10.260775862068968
487,2022-03-26,12.045258620689657
488,2022-04-02,10.260775862068968
489,2022-04-09,0.0
490,2022-04-16,13.829741379310345
491,2022-04-23,10.706896551724139
492,2022-04-30,13.829741379310345
493,2022-05-07,12.49137931034483
494,2022-05-14,0.0
495,2022-05-21,10.706896551724139
496,2022-05-28,15.614224137931037
497,2022-06-04,10.706896551724139
498,2022-06-11,12.937500000000002
499,2022-06-18,13.383620689655174
500,2022-06-25,12.045258620689657
501,2022-07-02,20.967672413793107
502,2022-07-09,12.045258620689657
503,2022-07-16,0.0
504,2022-07-23,17.398706896551726
505,2022-07-30,13.829741379310345
506,2022-08-06,9.814655172413794
507,2022-08-13,16.50646551724138
508,2022-08-20,9.368534482758621
509,2022-08-27,9.814655172413794
510,2022-09-03,0.0
511,2022-09-10,12.045258620689657
512,2022-09-17,0.0
513,2022-09-24,9.814655172413794
514,2022-10-01,13.383620689655174
515,2022-10-08,13.829741379310345
516,2022-10-15,0.0
517,2022-10-22,0.0
518,2022-10-29,0.0
519,2022-11-05,0.0
520,2022-11-12,9.814655172413794
521,2022-11-19,9.814655172413794
522,2022-11-26,9.368534482758621
523,2022-12-03,15.614224137931037
524,2022-12-10,0.0
525,2022-12-17,0.0
526,2022-12-24,10.260775862068968
527,2022-12-31,13.829741379310345
528,2023-01-07,10.260775862068968
529,2023-01-14,11.153017241379311
530,2023-01-21,17.8448275862069
531,2023-01-28,0.0
532,2023-02-04,13.829741379310345
533,2023-02-11,12.045258620689657
534,2023-02-18,10.260775862068968
535,2023-02-25,12.49137931034483
536,2023-03-04,0.0
537,2023-03-11,13.829741379310345
538,2023-03-18,0.0
539,2023-03-25,0.0
540,2023-04-01,0.0
541,2023-04-08,24.98275862068966
542,2023-04-15,17.398706896551726
543,2023-04-22,15.168103448275863
544,2023-04-29,12.045258620689657
545,2023-05-06,15.614224137931037
546,2023-05-13,15.614224137931037
547,2023-05-20,0.0
548,2023-05-27,0.0
549,2023-06-03,13.829741379310345
550,2023-06-10,0.0
551,2023-06-17,11.153017241379311
552,2023-06-24,14.27586206896552
553,2023-07-01,0.0
554,2023-07-08,10.260775862068968
555,2023-07-15,12.045258620689657
556,2023-07-22,18.29094827586207
557,2023-07-29,0.0
558,2023-08-05,14.27586206896552
559,2023-08-12,19.629310344827587
560,2023-08-19,0.0
561,2023-08-26,13.829741379310345
562,2023-09-02,10.260775862068968
563,2023-09-09,0.0
564,2023-09-16,0.0
565,2023-09-23,0.0
566,2023-09-30,10.260775862068968
567,2023-10-07,0.0
568,2023-10-14,9.814655172413794
569,2023-10-21,0.0
570,2023-10-28,0.0
571,2023-11-04,0.0
572,2023-11-11,0.0
573,2023-11-18,0.0
574,2023-11-25,0.0
575,2023-12-02,0.0
576,2023-12-09,0.0
577,2023-12-16,0.0
578,2023-12-23,21.85991379310345
579,2023-12-30,41.04310344827587
580,2024-01-06,25.428879310344833
581,2024-01-13,10.706896551724139
582,2024-01-20,20.967672413793107
583,2024-01-27,10.260775862068968
584,2024-02-03,16.95258620689655
585,2024-02-10,17.398706896551726
586,2024-02-17,15.168103448275863
587,2024-02-24,0.0
588,2024-03-02,12.045258620689657
589,2024-03-09,0.0
590,2024-03-16,15.168103448275863
591,2024-03-23,0.0
592,2024-03-30,0.0
593,2024-04-06,0.0
594,2024-04-13,0.0
595,2024-04-20,0.0
596,2024-04-27,11.153017241379311
597,2024-05-04,0.0
598,2024-05-11,0.0
599,2024-05-18,0.0
600,2024-05-25,11.599137931034484
