,Search Term,plant based near me
171,2020-03-07,40.0
172,2020-03-14,24.0
173,2020-03-21,15.0
174,2020-03-28,22.0
175,2020-04-04,22.0
176,2020-04-11,25.0
177,2020-04-18,20.0
178,2020-04-25,21.0
179,2020-05-02,32.0
180,2020-05-09,28.000000000000004
181,2020-05-16,39.0
182,2020-05-23,31.0
183,2020-05-30,31.0
184,2020-06-06,37.0
185,2020-06-13,34.0
186,2020-06-20,42.0
187,2020-06-27,44.0
188,2020-07-04,47.0
189,2020-07-11,54.0
190,2020-07-18,40.0
191,2020-07-25,57.99999999999999
192,2020-08-01,46.0
193,2020-08-08,55.00000000000001
194,2020-08-15,54.0
195,2020-08-22,47.0
196,2020-08-29,49.0
197,2020-09-05,38.0
198,2020-09-12,43.0
199,2020-09-19,47.0
200,2020-09-26,46.0
201,2020-10-03,46.0
202,2020-10-10,60.0
203,2020-10-17,45.0
204,2020-10-24,37.0
205,2020-10-31,25.0
206,2020-11-07,41.0
207,2020-11-14,44.0
208,2020-11-21,46.0
209,2020-11-28,28.999999999999996
210,2020-12-05,48.0
211,2020-12-12,46.0
212,2020-12-19,51.0
213,2020-12-26,54.0
214,2021-01-02,64.0
215,2021-01-09,56.00000000000001
216,2021-01-16,54.0
217,2021-01-23,54.0
218,2021-01-30,52.0
219,2021-02-06,50.0
220,2021-02-13,56.00000000000001
221,2021-02-20,69.0
222,2021-02-27,41.0
223,2021-03-06,48.0
224,2021-03-13,54.0
225,2021-03-20,57.99999999999999
226,2021-03-27,75.0
227,2021-04-03,69.0
228,2021-04-10,64.0
229,2021-04-17,71.0
230,2021-04-24,61.0
231,2021-05-01,69.0
232,2021-05-08,67.0
233,2021-05-15,60.0
234,2021-05-22,69.0
235,2021-05-29,67.0
236,2021-06-05,61.0
237,2021-06-12,80.0
238,2021-06-19,66.0
239,2021-06-26,66.0
240,2021-07-03,74.0
241,2021-07-10,72.0
242,2021-07-17,82.0
243,2021-07-24,66.0
244,2021-07-31,63.0
245,2021-08-07,62.0
246,2021-08-14,66.0
247,2021-08-21,65.0
248,2021-08-28,59.0
249,2021-09-04,64.0
250,2021-09-11,60.0
251,2021-09-18,55.00000000000001
252,2021-09-25,69.0
253,2021-10-02,63.0
254,2021-10-09,56.99999999999999
255,2021-10-16,53.0
256,2021-10-23,54.0
257,2021-10-30,62.0
258,2021-11-06,53.0
259,2021-11-13,51.0
260,2021-11-20,43.0
261,2021-11-27,41.0
262,2021-12-04,36.0
263,2021-12-11,41.0
264,2021-12-18,49.0
265,2021-12-25,54.0
266,2022-01-01,75.0
267,2022-01-08,74.0
268,2022-01-15,92.0
269,2022-01-22,50.0
270,2022-01-29,68.0
271,2022-02-05,66.0
272,2022-02-12,55.00000000000001
273,2022-02-19,68.0
274,2022-02-26,61.0
275,2022-03-05,65.0
276,2022-03-12,64.0
277,2022-03-19,67.0
278,2022-03-26,56.00000000000001
279,2022-04-02,57.99999999999999
280,2022-04-09,52.0
281,2022-04-16,55.00000000000001
282,2022-04-23,52.0
283,2022-04-30,72.0
284,2022-05-07,52.0
285,2022-05-14,55.00000000000001
286,2022-05-21,47.0
287,2022-05-28,54.0
288,2022-06-04,51.0
289,2022-06-11,60.0
290,2022-06-18,62.0
291,2022-06-25,48.0
292,2022-07-02,52.0
293,2022-07-09,56.00000000000001
294,2022-07-16,56.99999999999999
295,2022-07-23,64.0
296,2022-07-30,54.0
297,2022-08-06,53.0
298,2022-08-13,50.0
299,2022-08-20,60.0
300,2022-08-27,53.0
301,2022-09-03,44.0
302,2022-09-10,46.0
303,2022-09-17,52.0
304,2022-09-24,59.0
305,2022-10-01,47.0
306,2022-10-08,49.0
307,2022-10-15,50.0
308,2022-10-22,46.0
309,2022-10-29,46.0
310,2022-11-05,43.0
311,2022-11-12,43.0
312,2022-11-19,38.0
313,2022-11-26,44.0
314,2022-12-03,40.0
315,2022-12-10,43.0
316,2022-12-17,40.0
317,2022-12-24,41.0
318,2022-12-31,46.0
319,2023-01-07,44.0
320,2023-01-14,52.0
321,2023-01-21,53.0
322,2023-01-28,42.0
323,2023-02-04,49.0
324,2023-02-11,50.0
325,2023-02-18,59.0
326,2023-02-25,52.0
327,2023-03-04,44.0
328,2023-03-11,54.0
329,2023-03-18,56.00000000000001
330,2023-03-25,55.00000000000001
331,2023-04-01,50.0
332,2023-04-08,68.0
333,2023-04-15,47.0
334,2023-04-22,52.0
335,2023-04-29,43.0
336,2023-05-06,56.00000000000001
337,2023-05-13,52.0
338,2023-05-20,54.0
339,2023-05-27,64.0
340,2023-06-03,56.00000000000001
341,2023-06-10,56.00000000000001
342,2023-06-17,54.0
343,2023-06-24,60.0
344,2023-07-01,55.00000000000001
345,2023-07-08,54.0
346,2023-07-15,49.0
347,2023-07-22,55.00000000000001
348,2023-07-29,54.0
349,2023-08-05,44.0
350,2023-08-12,56.99999999999999
351,2023-08-19,40.0
352,2023-08-26,60.0
353,2023-09-02,40.0
354,2023-09-09,47.0
355,2023-09-16,50.0
356,2023-09-23,40.0
357,2023-09-30,40.0
358,2023-10-07,44.0
359,2023-10-14,32.0
360,2023-10-21,47.0
361,2023-10-28,28.999999999999996
362,2023-11-04,44.0
363,2023-11-11,36.0
364,2023-11-18,30.0
365,2023-11-25,23.0
366,2023-12-02,31.0
367,2023-12-09,39.0
368,2023-12-16,38.0
369,2023-12-23,32.0
370,2023-12-30,100.0
371,2024-01-06,99.0
372,2024-01-13,70.0
373,2024-01-20,50.0
374,2024-01-27,47.0
375,2024-02-03,55.00000000000001
376,2024-02-10,34.0
377,2024-02-17,43.0
378,2024-02-24,46.0
379,2024-03-02,42.0
380,2024-03-09,37.0
381,2024-03-16,49.0
382,2024-03-23,37.0
383,2024-03-30,37.0
384,2024-04-06,35.0
385,2024-04-13,38.0
386,2024-04-20,44.0
387,2024-04-27,28.999999999999996
388,2024-05-04,33.0
389,2024-05-11,40.0
390,2024-05-18,26.0
391,2024-05-25,33.0
