,Search Term,vegan diet plan
0,2008-11-29,0.0
1,2008-12-06,0.0
2,2008-12-13,0.0
3,2008-12-20,0.0
4,2008-12-27,0.0
5,2009-01-03,0.0
6,2009-01-10,0.0
7,2009-01-17,0.0
8,2009-01-24,0.0
9,2009-01-31,0.0
10,2009-02-07,0.0
11,2009-02-14,0.0
12,2009-02-21,0.0
13,2009-02-28,0.0
14,2009-03-07,0.0
15,2009-03-14,0.0
16,2009-03-21,0.0
17,2009-03-28,0.0
18,2009-04-04,0.0
19,2009-04-11,0.0
20,2009-04-18,0.0
21,2009-04-25,0.0
22,2009-05-02,0.0
23,2009-05-09,0.0
24,2009-05-16,0.0
25,2009-05-23,0.0
26,2009-05-30,17.319193202531615
27,2009-06-06,0.0
28,2009-06-13,0.0
29,2009-06-20,0.0
30,2009-06-27,0.0
31,2009-07-04,0.0
32,2009-07-11,0.0
33,2009-07-18,0.0
34,2009-07-25,0.0
35,2009-08-01,0.0
36,2009-08-08,0.0
37,2009-08-15,0.0
38,2009-08-22,0.0
39,2009-08-29,0.0
40,2009-09-05,0.0
41,2009-09-12,0.0
42,2009-09-19,0.0
43,2009-09-26,0.0
44,2009-10-03,0.0
45,2009-10-10,0.0
46,2009-10-17,0.0
47,2009-10-24,0.0
48,2009-10-31,13.298666209086777
49,2009-11-07,14.8450227450271
50,2009-11-14,0.0
51,2009-11-21,0.0
52,2009-11-28,21.030448888788392
53,2009-12-05,0.0
54,2009-12-12,0.0
55,2009-12-19,0.0
56,2009-12-26,0.0
57,2010-01-02,0.0
58,2010-01-09,0.0
59,2010-01-16,0.0
60,2010-01-23,13.60793751627484
61,2010-01-30,0.0
62,2010-02-06,0.0
63,2010-02-13,14.535751437839034
64,2010-02-20,0.0
65,2010-02-27,0.0
66,2010-03-06,0.0
67,2010-03-13,0.0
68,2010-03-20,0.0
69,2010-03-27,18.865549738471938
70,2010-04-03,0.0
71,2010-04-10,14.8450227450271
72,2010-04-17,0.0
73,2010-04-24,0.0
74,2010-05-01,0.0
75,2010-05-08,0.0
76,2010-05-15,0.0
77,2010-05-22,0.0
78,2010-05-29,14.8450227450271
79,2010-06-05,14.535751437839034
80,2010-06-12,0.0
81,2010-06-19,0.0
82,2010-06-26,0.0
83,2010-07-03,0.0
84,2010-07-10,0.0
85,2010-07-17,0.0
86,2010-07-24,0.0
87,2010-07-31,0.0
88,2010-08-07,0.0
89,2010-08-14,0.0
90,2010-08-21,0.0
91,2010-08-28,0.0
92,2010-09-04,0.0
93,2010-09-11,0.0
94,2010-09-18,13.298666209086777
95,2010-09-25,0.0
96,2010-10-02,0.0
97,2010-10-09,0.0
98,2010-10-16,11.752309673146453
99,2010-10-23,0.0
100,2010-10-30,0.0
101,2010-11-06,0.0
102,2010-11-13,0.0
103,2010-11-20,0.0
104,2010-11-27,0.0
105,2010-12-04,0.0
106,2010-12-11,0.0
107,2010-12-18,0.0
108,2010-12-25,16.39137928096742
109,2011-01-01,10.515224444394196
110,2011-01-08,10.82449575158226
111,2011-01-15,11.133767058770324
112,2011-01-22,12.061580980334519
113,2011-01-29,27.52514633973775
114,2011-02-05,13.917208823462904
115,2011-02-12,8.659596601265807
116,2011-02-19,11.443038365958389
117,2011-02-26,0.0
118,2011-03-05,13.298666209086777
119,2011-03-12,13.298666209086777
120,2011-03-19,17.009921895343552
121,2011-03-26,0.0
122,2011-04-02,9.896681830018066
123,2011-04-09,8.041053986889679
124,2011-04-16,11.443038365958389
125,2011-04-23,13.298666209086777
126,2011-04-30,0.0
127,2011-05-07,9.896681830018066
128,2011-05-14,0.0
129,2011-05-21,10.20595313720613
130,2011-05-28,10.20595313720613
131,2011-06-04,14.8450227450271
132,2011-06-11,8.659596601265807
133,2011-06-18,10.20595313720613
134,2011-06-25,11.443038365958389
135,2011-07-02,0.0
136,2011-07-09,10.82449575158226
137,2011-07-16,13.917208823462904
138,2011-07-23,10.20595313720613
139,2011-07-30,14.8450227450271
140,2011-08-06,8.968867908453873
141,2011-08-13,23.195348039104843
142,2011-08-20,22.886076731916777
143,2011-08-27,13.917208823462904
144,2011-09-03,19.793363660036132
145,2011-09-10,19.484092352848066
146,2011-09-17,12.989394901898713
147,2011-09-24,13.298666209086777
148,2011-10-01,0.0
149,2011-10-08,18.556278431283875
150,2011-10-15,13.298666209086777
151,2011-10-22,8.968867908453873
152,2011-10-29,10.82449575158226
153,2011-11-05,10.515224444394196
154,2011-11-12,8.041053986889679
155,2011-11-19,7.42251137251355
156,2011-11-26,22.26753411754065
157,2011-12-03,10.515224444394196
158,2011-12-10,10.20595313720613
159,2011-12-17,0.0
160,2011-12-24,13.917208823462904
161,2011-12-31,19.484092352848066
162,2012-01-07,17.319193202531615
163,2012-01-14,16.39137928096742
164,2012-01-21,14.22648013065097
165,2012-01-28,11.752309673146453
166,2012-02-04,16.700650588155487
167,2012-02-11,13.60793751627484
168,2012-02-18,11.752309673146453
169,2012-02-25,15.154294052215162
170,2012-03-03,7.731782679701614
171,2012-03-10,13.60793751627484
172,2012-03-17,14.8450227450271
173,2012-03-24,12.989394901898713
174,2012-03-31,15.463565359403228
175,2012-04-07,15.772836666591292
176,2012-04-14,10.82449575158226
177,2012-04-21,17.319193202531615
178,2012-04-28,17.62846450971968
179,2012-05-05,14.22648013065097
180,2012-05-12,15.463565359403228
181,2012-05-19,13.298666209086777
182,2012-05-26,16.082107973779358
183,2012-06-02,30.927130718806456
184,2012-06-09,21.339720195976454
185,2012-06-16,22.576805424728715
186,2012-06-23,20.41190627441226
187,2012-06-30,8.350325294077743
188,2012-07-07,18.865549738471938
189,2012-07-14,24.4324332678571
190,2012-07-21,19.174821045660003
191,2012-07-28,19.484092352848066
192,2012-08-04,12.061580980334519
193,2012-08-11,12.989394901898713
194,2012-08-18,17.009921895343552
195,2012-08-25,14.8450227450271
196,2012-09-01,18.247007124095806
197,2012-09-08,17.319193202531615
198,2012-09-15,15.463565359403228
199,2012-09-22,15.154294052215162
200,2012-09-29,16.082107973779358
201,2012-10-06,15.463565359403228
202,2012-10-13,11.443038365958389
203,2012-10-20,13.298666209086777
204,2012-10-27,10.82449575158226
205,2012-11-03,12.061580980334519
206,2012-11-10,12.061580980334519
207,2012-11-17,11.133767058770324
208,2012-11-24,36.84496124031008
209,2012-12-01,26.31782945736434
210,2012-12-08,35.34108527131782
211,2012-12-15,30.829457364341085
212,2012-12-22,42.860465116279066
213,2012-12-29,42.860465116279066
214,2013-01-05,36.84496124031008
215,2013-01-12,26.31782945736434
216,2013-01-19,33.83720930232558
217,2013-01-26,39.10077519379844
218,2013-02-02,37.5968992248062
219,2013-02-09,26.31782945736434
220,2013-02-16,29.325581395348838
221,2013-02-23,30.077519379844958
222,2013-03-02,26.31782945736434
223,2013-03-09,29.325581395348838
224,2013-03-16,28.57364341085271
225,2013-03-23,33.83720930232558
226,2013-03-30,33.08527131782946
227,2013-04-06,36.84496124031008
228,2013-04-13,35.34108527131782
229,2013-04-20,43.61240310077519
230,2013-04-27,31.581395348837205
231,2013-05-04,36.84496124031008
232,2013-05-11,18.7984496124031
233,2013-05-18,37.5968992248062
234,2013-05-25,32.33333333333333
235,2013-06-01,26.31782945736434
236,2013-06-08,26.31782945736434
237,2013-06-15,22.55813953488372
238,2013-06-22,30.829457364341085
239,2013-06-29,26.31782945736434
240,2013-07-06,29.325581395348838
241,2013-07-13,24.813953488372093
242,2013-07-20,27.821705426356587
243,2013-07-27,27.069767441860463
244,2013-08-03,31.581395348837205
245,2013-08-10,29.325581395348838
246,2013-08-17,39.10077519379844
247,2013-08-24,29.325581395348838
248,2013-08-31,24.06201550387597
249,2013-09-07,27.069767441860463
250,2013-09-14,30.077519379844958
251,2013-09-21,30.829457364341085
252,2013-09-28,21.054263565891475
253,2013-10-05,32.33333333333333
254,2013-10-12,21.054263565891475
255,2013-10-19,18.046511627906973
256,2013-10-26,29.325581395348838
257,2013-11-02,27.821705426356587
258,2013-11-09,17.294573643410853
259,2013-11-16,18.7984496124031
260,2013-11-23,17.294573643410853
261,2013-11-30,36.84496124031008
262,2013-12-07,31.581395348837205
263,2013-12-14,22.55813953488372
264,2013-12-21,33.83720930232558
265,2013-12-28,63.16279069767441
266,2014-01-04,46.620155038759684
267,2014-01-11,43.61240310077519
268,2014-01-18,38.348837209302324
269,2014-01-25,69.93023255813952
270,2014-02-01,42.10852713178295
271,2014-02-08,45.11627906976744
272,2014-02-15,48.12403100775194
273,2014-02-22,40.604651162790695
274,2014-03-01,42.860465116279066
275,2014-03-08,41.35658914728682
276,2014-03-15,46.620155038759684
277,2014-03-22,40.604651162790695
278,2014-03-29,40.604651162790695
279,2014-04-05,33.08527131782946
280,2014-04-12,41.35658914728682
281,2014-04-19,40.604651162790695
282,2014-04-26,42.10852713178295
283,2014-05-03,27.069767441860463
284,2014-05-10,40.604651162790695
285,2014-05-17,48.87596899224806
286,2014-05-24,25.565891472868213
287,2014-05-31,40.604651162790695
288,2014-06-07,24.813953488372093
289,2014-06-14,35.34108527131782
290,2014-06-21,26.31782945736434
291,2014-06-28,30.829457364341085
292,2014-07-05,50.37984496124031
293,2014-07-12,31.581395348837205
294,2014-07-19,39.85271317829457
295,2014-07-26,38.348837209302324
296,2014-08-02,23.310077519379842
297,2014-08-09,30.077519379844958
298,2014-08-16,24.813953488372093
299,2014-08-23,38.348837209302324
300,2014-08-30,24.813953488372093
301,2014-09-06,31.581395348837205
302,2014-09-13,23.310077519379842
303,2014-09-20,30.829457364341085
304,2014-09-27,24.06201550387597
305,2014-10-04,33.83720930232558
306,2014-10-11,30.829457364341085
307,2014-10-18,21.806201550387595
308,2014-10-25,21.054263565891475
309,2014-11-01,32.33333333333333
310,2014-11-08,26.31782945736434
311,2014-11-15,20.302325581395348
312,2014-11-22,17.294573643410853
313,2014-11-29,15.790697674418603
314,2014-12-06,27.069767441860463
315,2014-12-13,18.046511627906973
316,2014-12-20,21.806201550387595
317,2014-12-27,35.34108527131782
318,2015-01-03,25.565891472868213
319,2015-01-10,27.821705426356587
320,2015-01-17,39.85271317829457
321,2015-01-24,23.310077519379842
322,2015-01-31,51.883720930232556
323,2015-02-07,29.325581395348838
324,2015-02-14,37.5968992248062
325,2015-02-21,35.34108527131782
326,2015-02-28,14.286821705426355
327,2015-03-07,19.55038759689922
328,2015-03-14,32.33333333333333
329,2015-03-21,23.310077519379842
330,2015-03-28,16.54263565891473
331,2015-04-04,37.5968992248062
332,2015-04-11,34.58914728682171
333,2015-04-18,27.821705426356587
334,2015-04-25,22.55813953488372
335,2015-05-02,40.604651162790695
336,2015-05-09,30.077519379844958
337,2015-05-16,23.310077519379842
338,2015-05-23,39.85271317829457
339,2015-05-30,27.069767441860463
340,2015-06-06,75.1937984496124
341,2015-06-13,23.310077519379842
342,2015-06-20,41.35658914728682
343,2015-06-27,25.565891472868213
344,2015-07-04,30.077519379844958
345,2015-07-11,24.813953488372093
346,2015-07-18,44.36434108527131
347,2015-07-25,35.34108527131782
348,2015-08-01,26.31782945736434
349,2015-08-08,33.08527131782946
350,2015-08-15,23.310077519379842
351,2015-08-22,24.06201550387597
352,2015-08-29,28.57364341085271
353,2015-09-05,27.069767441860463
354,2015-09-12,24.813953488372093
355,2015-09-19,33.08527131782946
356,2015-09-26,33.83720930232558
357,2015-10-03,23.310077519379842
358,2015-10-10,30.077519379844958
359,2015-10-17,24.813953488372093
360,2015-10-24,19.55038759689922
361,2015-10-31,32.33333333333333
362,2015-11-07,33.83720930232558
363,2015-11-14,22.55813953488372
364,2015-11-21,34.58914728682171
365,2015-11-28,24.813953488372093
366,2015-12-05,20.302325581395348
367,2015-12-12,20.302325581395348
368,2015-12-19,27.821705426356587
369,2015-12-26,42.860465116279066
370,2016-01-02,33.83720930232558
371,2016-01-09,26.31782945736434
372,2016-01-16,29.325581395348838
373,2016-01-23,35.34108527131782
374,2016-01-30,27.069767441860463
375,2016-02-06,32.33333333333333
376,2016-02-13,37.5968992248062
377,2016-02-20,38.348837209302324
378,2016-02-27,46.620155038759684
379,2016-03-05,36.09302325581395
380,2016-03-12,29.325581395348838
381,2016-03-19,42.860465116279066
382,2016-03-26,35.34108527131782
383,2016-04-02,40.604651162790695
384,2016-04-09,35.34108527131782
385,2016-04-16,31.581395348837205
386,2016-04-23,33.83720930232558
387,2016-04-30,34.58914728682171
388,2016-05-07,23.310077519379842
389,2016-05-14,43.61240310077519
390,2016-05-21,34.58914728682171
391,2016-05-28,39.85271317829457
392,2016-06-04,33.83720930232558
393,2016-06-11,30.077519379844958
394,2016-06-18,33.83720930232558
395,2016-06-25,33.83720930232558
396,2016-07-02,29.325581395348838
397,2016-07-09,28.57364341085271
398,2016-07-16,38.348837209302324
399,2016-07-23,26.31782945736434
400,2016-07-30,39.85271317829457
401,2016-08-06,33.83720930232558
402,2016-08-13,18.7984496124031
403,2016-08-20,30.829457364341085
404,2016-08-27,28.57364341085271
405,2016-09-03,36.84496124031008
406,2016-09-10,27.821705426356587
407,2016-09-17,21.806201550387595
408,2016-09-24,21.054263565891475
409,2016-10-01,27.069767441860463
410,2016-10-08,21.054263565891475
411,2016-10-15,25.565891472868213
412,2016-10-22,21.806201550387595
413,2016-10-29,16.54263565891473
414,2016-11-05,24.813953488372093
415,2016-11-12,26.31782945736434
416,2016-11-19,35.34108527131782
417,2016-11-26,40.0
418,2016-12-03,22.0
419,2016-12-10,25.0
420,2016-12-17,26.999999999999996
421,2016-12-24,36.00000000000001
422,2016-12-31,44.0
423,2017-01-07,36.00000000000001
424,2017-01-14,38.0
425,2017-01-21,34.0
426,2017-01-28,28.000000000000004
427,2017-02-04,32.0
428,2017-02-11,36.00000000000001
429,2017-02-18,28.000000000000004
430,2017-02-25,41.0
431,2017-03-04,41.0
432,2017-03-11,48.00000000000001
433,2017-03-18,21.000000000000004
434,2017-03-25,40.0
435,2017-04-01,42.00000000000001
436,2017-04-08,25.0
437,2017-04-15,29.000000000000004
438,2017-04-22,26.999999999999996
439,2017-04-29,29.000000000000004
440,2017-05-06,36.00000000000001
441,2017-05-13,31.0
442,2017-05-20,38.0
443,2017-05-27,38.0
444,2017-06-03,37.0
445,2017-06-10,32.0
446,2017-06-17,52.99999999999999
447,2017-06-24,69.0
448,2017-07-01,68.0
449,2017-07-08,81.0
450,2017-07-15,100.0
451,2017-07-22,95.0
452,2017-07-29,73.0
453,2017-08-05,84.00000000000001
454,2017-08-12,77.0
455,2017-08-19,67.0
456,2017-08-26,53.99999999999999
457,2017-09-02,42.00000000000001
458,2017-09-09,47.0
459,2017-09-16,45.0
460,2017-09-23,49.0
461,2017-09-30,46.0
462,2017-10-07,42.00000000000001
463,2017-10-14,38.0
464,2017-10-21,42.00000000000001
465,2017-10-28,30.0
466,2017-11-04,43.0
467,2017-11-11,55.00000000000001
468,2017-11-18,47.0
469,2017-11-25,43.0
470,2017-12-02,41.0
471,2017-12-09,46.0
472,2017-12-16,49.0
473,2017-12-23,55.00000000000001
474,2017-12-30,77.0
475,2018-01-06,63.0
476,2018-01-13,56.99999999999999
477,2018-01-20,47.0
478,2018-01-27,50.0
479,2018-02-03,48.00000000000001
480,2018-02-10,42.00000000000001
481,2018-02-17,43.0
482,2018-02-24,46.0
483,2018-03-03,50.0
484,2018-03-10,41.0
485,2018-03-17,42.00000000000001
486,2018-03-24,41.0
487,2018-03-31,49.0
488,2018-04-07,38.0
489,2018-04-14,49.0
490,2018-04-21,38.99999999999999
491,2018-04-28,49.0
492,2018-05-05,42.00000000000001
493,2018-05-12,41.0
494,2018-05-19,43.0
495,2018-05-26,43.0
496,2018-06-02,45.0
497,2018-06-09,40.0
498,2018-06-16,36.00000000000001
499,2018-06-23,29.000000000000004
500,2018-06-30,36.00000000000001
501,2018-07-07,38.99999999999999
502,2018-07-14,44.0
503,2018-07-21,48.00000000000001
504,2018-07-28,52.0
505,2018-08-04,45.0
506,2018-08-11,44.0
507,2018-08-18,35.0
508,2018-08-25,32.0
509,2018-09-01,37.0
510,2018-09-08,35.0
511,2018-09-15,28.000000000000004
512,2018-09-22,29.000000000000004
513,2018-09-29,31.0
514,2018-10-06,34.0
515,2018-10-13,25.0
516,2018-10-20,29.000000000000004
517,2018-10-27,29.000000000000004
518,2018-11-03,26.0
519,2018-11-10,29.000000000000004
520,2018-11-17,20.0
521,2018-11-24,32.0
522,2018-12-01,23.0
523,2018-12-08,25.0
524,2018-12-15,26.999999999999996
525,2018-12-22,32.0
526,2018-12-29,45.0
527,2019-01-05,30.0
528,2019-01-12,34.0
529,2019-01-19,32.99999999999999
530,2019-01-26,38.99999999999999
531,2019-02-02,32.0
532,2019-02-09,30.0
533,2019-02-16,38.99999999999999
534,2019-02-23,31.0
535,2019-03-02,28.000000000000004
