Search Term,vegetarian recipe
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-11-24,52
2012-12-01,57
2012-12-08,60
2012-12-15,68
2012-12-22,81
2012-12-29,100
2013-01-05,77
2013-01-12,76
2013-01-19,76
2013-01-26,71
2013-02-02,68
2013-02-09,67
2013-02-16,72
2013-02-23,65
2013-03-02,64
2013-03-09,65
2013-03-16,67
2013-03-23,71
2013-03-30,52
2013-04-06,55
2013-04-13,56
2013-04-20,52
2013-04-27,48
2013-05-04,55
2013-05-11,54
2013-05-18,53
2013-05-25,51
2013-06-01,46
2013-06-08,47
2013-06-15,52
2013-06-22,51
2013-06-29,49
2013-07-06,52
2013-07-13,53
2013-07-20,51
2013-07-27,52
2013-08-03,55
2013-08-10,55
2013-08-17,56
2013-08-24,52
2013-08-31,57
2013-09-07,59
2013-09-14,53
2013-09-21,57
2013-09-28,55
2013-10-05,56
2013-10-12,64
2013-10-19,64
2013-10-26,59
2013-11-02,60
2013-11-09,66
2013-11-16,71
2013-11-23,93
2013-11-30,57
2013-12-07,61
2013-12-14,72
2013-12-21,82
2013-12-28,98
2014-01-04,80
2014-01-11,70
2014-01-18,73
2014-01-25,71
2014-02-01,61
2014-02-08,62
2014-02-15,55
2014-02-22,60
2014-03-01,62
2014-03-08,55
2014-03-15,53
2014-03-22,54
2014-03-29,52
2014-04-05,49
2014-04-12,55
2014-04-19,45
2014-04-26,45
2014-05-03,44
2014-05-10,44
2014-05-17,42
2014-05-24,46
2014-05-31,44
2014-06-07,44
2014-06-14,41
2014-06-21,47
2014-06-28,47
2014-07-05,45
2014-07-12,45
2014-07-19,44
2014-07-26,49
2014-08-02,45
2014-08-09,45
2014-08-16,46
2014-08-23,43
2014-08-30,43
2014-09-06,45
2014-09-13,48
2014-09-20,50
2014-09-27,49
2014-10-04,48
2014-10-11,49
2014-10-18,52
2014-10-25,51
2014-11-01,54
2014-11-08,59
2014-11-15,65
2014-11-22,82
2014-11-29,44
2014-12-06,50
2014-12-13,57
2014-12-20,70
2014-12-27,79
2015-01-03,60
2015-01-10,59
2015-01-17,50
2015-01-24,59
2015-01-31,48
2015-02-07,53
2015-02-14,54
2015-02-21,50
2015-02-28,48
2015-03-07,44
2015-03-14,43
2015-03-21,45
2015-03-28,50
2015-04-04,41
2015-04-11,40
2015-04-18,38
2015-04-25,36
2015-05-02,35
2015-05-09,38
2015-05-16,36
2015-05-23,36
2015-05-30,38
2015-06-06,37
2015-06-13,37
2015-06-20,41
2015-06-27,41
2015-07-04,44
2015-07-11,43
2015-07-18,39
2015-07-25,41
2015-08-01,38
2015-08-08,41
2015-08-15,39
2015-08-22,42
2015-08-29,40
2015-09-05,40
2015-09-12,39
2015-09-19,40
2015-09-26,47
2015-10-03,45
2015-10-10,47
2015-10-17,44
2015-10-24,53
2015-10-31,49
2015-11-07,52
2015-11-14,58
2015-11-21,80
2015-11-28,40
2015-12-05,49
2015-12-12,51
2015-12-19,68
2015-12-26,72
2016-01-02,58
2016-01-09,51
2016-01-16,59
2016-01-23,48
2016-01-30,49
2016-02-06,49
2016-02-13,43
2016-02-20,47
2016-02-27,42
2016-03-05,42
2016-03-12,44
2016-03-19,40
2016-03-26,36
2016-04-02,37
2016-04-09,41
2016-04-16,35
2016-04-23,33
2016-04-30,36
2016-05-07,34
2016-05-14,40
2016-05-21,32
2016-05-28,36
2016-06-04,33
2016-06-11,32
2016-06-18,35
2016-06-25,36
2016-07-02,36
2016-07-09,33
2016-07-16,32
2016-07-23,35
2016-07-30,34
2016-08-06,33
2016-08-13,34
2016-08-20,36
2016-08-27,33
2016-09-03,36
2016-09-10,35
2016-09-17,40
2016-09-24,39
2016-10-01,41
2016-10-08,40
2016-10-15,41
2016-10-22,46
2016-10-29,35
2016-11-05,42
2016-11-12,47
2016-11-19,61
2016-11-26,38
2016-12-03,46
2016-12-10,42
2016-12-17,57
2016-12-24,52
2016-12-31,61
