Search Term,vegan restaurant
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,37
2016-12-03,38
2016-12-10,41
2016-12-17,46
2016-12-24,49
2016-12-31,50
2017-01-07,47
2017-01-14,44
2017-01-21,38
2017-01-28,46
2017-02-04,42
2017-02-11,45
2017-02-18,47
2017-02-25,42
2017-03-04,48
2017-03-11,51
2017-03-18,48
2017-03-25,45
2017-04-01,47
2017-04-08,51
2017-04-15,48
2017-04-22,46
2017-04-29,51
2017-05-06,54
2017-05-13,56
2017-05-20,53
2017-05-27,49
2017-06-03,54
2017-06-10,54
2017-06-17,54
2017-06-24,64
2017-07-01,78
2017-07-08,75
2017-07-15,80
2017-07-22,88
2017-07-29,91
2017-08-05,89
2017-08-12,86
2017-08-19,78
2017-08-26,72
2017-09-02,64
2017-09-09,63
2017-09-16,65
2017-09-23,64
2017-09-30,70
2017-10-07,63
2017-10-14,62
2017-10-21,63
2017-10-28,55
2017-11-04,70
2017-11-11,67
2017-11-18,69
2017-11-25,58
2017-12-02,54
2017-12-09,61
2017-12-16,74
2017-12-23,83
2017-12-30,68
2018-01-06,75
2018-01-13,75
2018-01-20,73
2018-01-27,74
2018-02-03,69
2018-02-10,81
2018-02-17,77
2018-02-24,66
2018-03-03,82
2018-03-10,76
2018-03-17,74
2018-03-24,74
2018-03-31,78
2018-04-07,72
2018-04-14,69
2018-04-21,73
2018-04-28,72
2018-05-05,77
2018-05-12,77
2018-05-19,73
2018-05-26,71
2018-06-02,80
2018-06-09,77
2018-06-16,78
2018-06-23,83
2018-06-30,84
2018-07-07,81
2018-07-14,73
2018-07-21,79
2018-07-28,78
2018-08-04,80
2018-08-11,80
2018-08-18,77
2018-08-25,74
2018-09-01,64
2018-09-08,63
2018-09-15,68
2018-09-22,65
2018-09-29,59
2018-10-06,67
2018-10-13,70
2018-10-20,59
2018-10-27,62
2018-11-03,64
2018-11-10,60
2018-11-17,60
2018-11-24,54
2018-12-01,58
2018-12-08,62
2018-12-15,67
2018-12-22,86
2018-12-29,85
2019-01-05,76
2019-01-12,98
2019-01-19,88
2019-01-26,83
2019-02-02,100
2019-02-09,99
2019-02-16,100
2019-02-23,75
2019-03-02,82
2019-03-09,90
2019-03-16,95
2019-03-23,85
2019-03-30,85
2019-04-06,86
2019-04-13,85
2019-04-20,75
2019-04-27,81
2019-05-04,82
2019-05-11,82
2019-05-18,80
2019-05-25,77
2019-06-01,69
2019-06-08,77
2019-06-15,82
2019-06-22,79
2019-06-29,98
2019-07-06,89
2019-07-13,91
2019-07-20,87
2019-07-27,83
2019-08-03,95
2019-08-10,82
2019-08-17,78
2019-08-24,74
2019-08-31,74
2019-09-07,69
2019-09-14,69
2019-09-21,70
2019-09-28,67
2019-10-05,71
2019-10-12,71
2019-10-19,69
2019-10-26,74
2019-11-02,78
2019-11-09,74
2019-11-16,83
2019-11-23,75
2019-11-30,66
2019-12-07,68
2019-12-14,73
2019-12-21,92
2019-12-28,91
2020-01-04,82
2020-01-11,90
2020-01-18,96
2020-01-25,83
2020-02-01,89
2020-02-08,92
2020-02-15,96
2020-02-22,77
