,Search Term,plant based restaurant
195,2020-08-22,27.0
196,2020-08-29,39.0
197,2020-09-05,37.0
198,2020-09-12,38.0
199,2020-09-19,41.0
200,2020-09-26,39.0
201,2020-10-03,30.0
202,2020-10-10,0.0
203,2020-10-17,46.0
204,2020-10-24,0.0
205,2020-10-31,0.0
206,2020-11-07,0.0
207,2020-11-14,0.0
208,2020-11-21,0.0
209,2020-11-28,34.0
210,2020-12-05,31.0
211,2020-12-12,30.0
212,2020-12-19,0.0
213,2020-12-26,0.0
214,2021-01-02,42.0
215,2021-01-09,34.0
216,2021-01-16,0.0
217,2021-01-23,43.0
218,2021-01-30,0.0
219,2021-02-06,51.0
220,2021-02-13,30.0
221,2021-02-20,46.0
222,2021-02-27,41.0
223,2021-03-06,37.0
224,2021-03-13,31.0
225,2021-03-20,30.0
226,2021-03-27,56.00000000000001
227,2021-04-03,35.0
228,2021-04-10,30.0
229,2021-04-17,49.0
230,2021-04-24,39.0
231,2021-05-01,49.0
232,2021-05-08,41.0
233,2021-05-15,51.0
234,2021-05-22,47.0
235,2021-05-29,52.0
236,2021-06-05,34.0
237,2021-06-12,54.0
238,2021-06-19,56.00000000000001
239,2021-06-26,49.0
240,2021-07-03,45.0
241,2021-07-10,40.0
242,2021-07-17,0.0
243,2021-07-24,47.0
244,2021-07-31,41.0
245,2021-08-07,60.0
246,2021-08-14,32.0
247,2021-08-21,32.0
248,2021-08-28,36.0
249,2021-09-04,0.0
250,2021-09-11,54.0
251,2021-09-18,47.0
252,2021-09-25,68.0
253,2021-10-02,46.0
254,2021-10-09,37.0
255,2021-10-16,39.0
256,2021-10-23,36.0
257,2021-10-30,35.0
258,2021-11-06,39.0
259,2021-11-13,35.0
260,2021-11-20,56.00000000000001
261,2021-11-27,37.0
262,2021-12-04,42.0
263,2021-12-11,0.0
264,2021-12-18,34.0
265,2021-12-25,38.0
266,2022-01-01,46.0
267,2022-01-08,56.00000000000001
268,2022-01-15,54.0
269,2022-01-22,53.0
270,2022-01-29,49.0
271,2022-02-05,46.0
272,2022-02-12,51.0
273,2022-02-19,50.0
274,2022-02-26,49.0
275,2022-03-05,53.0
276,2022-03-12,46.0
277,2022-03-19,88.0
278,2022-03-26,66.0
279,2022-04-02,50.0
280,2022-04-09,65.0
281,2022-04-16,52.0
282,2022-04-23,77.0
283,2022-04-30,71.0
284,2022-05-07,46.0
285,2022-05-14,51.0
286,2022-05-21,81.0
287,2022-05-28,40.0
288,2022-06-04,43.0
289,2022-06-11,85.0
290,2022-06-18,61.0
291,2022-06-25,54.0
292,2022-07-02,0.0
293,2022-07-09,51.0
294,2022-07-16,65.0
295,2022-07-23,36.0
296,2022-07-30,52.0
297,2022-08-06,52.0
298,2022-08-13,40.0
299,2022-08-20,62.0
300,2022-08-27,88.0
301,2022-09-03,52.0
302,2022-09-10,63.0
303,2022-09-17,37.0
304,2022-09-24,45.0
305,2022-10-01,41.0
306,2022-10-08,49.0
307,2022-10-15,45.0
308,2022-10-22,41.0
309,2022-10-29,33.0
310,2022-11-05,33.0
311,2022-11-12,50.0
312,2022-11-19,37.0
313,2022-11-26,35.0
314,2022-12-03,48.0
315,2022-12-10,0.0
316,2022-12-17,0.0
317,2022-12-24,30.0
318,2022-12-31,53.0
319,2023-01-07,41.0
320,2023-01-14,59.0
321,2023-01-21,47.0
322,2023-01-28,72.0
323,2023-02-04,56.99999999999999
324,2023-02-11,57.99999999999999
325,2023-02-18,55.00000000000001
326,2023-02-25,38.0
327,2023-03-04,65.0
328,2023-03-11,53.0
329,2023-03-18,46.0
330,2023-03-25,47.0
331,2023-04-01,52.0
332,2023-04-08,52.0
333,2023-04-15,50.0
334,2023-04-22,0.0
335,2023-04-29,60.0
336,2023-05-06,47.0
337,2023-05-13,30.0
338,2023-05-20,63.0
339,2023-05-27,35.0
340,2023-06-03,60.0
341,2023-06-10,49.0
342,2023-06-17,50.0
343,2023-06-24,44.0
344,2023-07-01,66.0
345,2023-07-08,48.0
346,2023-07-15,62.0
347,2023-07-22,70.0
348,2023-07-29,0.0
349,2023-08-05,52.0
350,2023-08-12,43.0
351,2023-08-19,54.0
352,2023-08-26,0.0
353,2023-09-02,0.0
354,2023-09-09,41.0
355,2023-09-16,44.0
356,2023-09-23,43.0
357,2023-09-30,52.0
358,2023-10-07,31.0
359,2023-10-14,56.00000000000001
360,2023-10-21,41.0
361,2023-10-28,0.0
362,2023-11-04,49.0
363,2023-11-11,56.99999999999999
364,2023-11-18,42.0
365,2023-11-25,46.0
366,2023-12-02,37.0
367,2023-12-09,0.0
368,2023-12-16,0.0
369,2023-12-23,55.00000000000001
370,2023-12-30,66.0
371,2024-01-06,94.0
372,2024-01-13,60.0
373,2024-01-20,46.0
374,2024-01-27,37.0
375,2024-02-03,53.0
376,2024-02-10,56.99999999999999
377,2024-02-17,48.0
378,2024-02-24,32.0
379,2024-03-02,48.0
380,2024-03-09,39.0
381,2024-03-16,42.0
382,2024-03-23,0.0
383,2024-03-30,61.0
384,2024-04-06,0.0
385,2024-04-13,56.00000000000001
386,2024-04-20,42.0
387,2024-04-27,36.0
388,2024-05-04,39.0
389,2024-05-11,34.0
390,2024-05-18,40.0
391,2024-05-25,0.0
