,Search Term,vegetarian restaurants near me
420,2020-12-12,36.0
421,2020-12-19,37.0
422,2020-12-26,56.00000000000001
423,2021-01-02,46.0
424,2021-01-09,51.0
425,2021-01-16,51.0
426,2021-01-23,42.0
427,2021-01-30,42.0
428,2021-02-06,48.0
429,2021-02-13,52.0
430,2021-02-20,54.0
431,2021-02-27,49.0
432,2021-03-06,59.0
433,2021-03-13,62.0
434,2021-03-20,61.0
435,2021-03-27,70.0
436,2021-04-03,59.0
437,2021-04-10,61.0
438,2021-04-17,67.0
439,2021-04-24,65.0
440,2021-05-01,71.0
441,2021-05-08,79.0
442,2021-05-15,65.0
443,2021-05-22,81.0
444,2021-05-29,83.0
445,2021-06-05,90.0
446,2021-06-12,79.0
447,2021-06-19,90.0
448,2021-06-26,88.0
449,2021-07-03,93.0
450,2021-07-10,100.0
451,2021-07-17,94.0
452,2021-07-24,89.0
453,2021-07-31,95.0
454,2021-08-07,91.0
455,2021-08-14,88.0
456,2021-08-21,72.0
457,2021-08-28,73.0
458,2021-09-04,87.0
459,2021-09-11,79.0
460,2021-09-18,73.0
461,2021-09-25,75.0
462,2021-10-02,73.0
463,2021-10-09,82.0
464,2021-10-16,68.0
465,2021-10-23,64.0
466,2021-10-30,68.0
467,2021-11-06,69.0
468,2021-11-13,59.0
469,2021-11-20,63.0
470,2021-11-27,61.0
471,2021-12-04,53.0
472,2021-12-11,53.0
473,2021-12-18,69.0
474,2021-12-25,76.0
475,2022-01-01,49.0
476,2022-01-08,52.0
477,2022-01-15,46.0
478,2022-01-22,55.00000000000001
479,2022-01-29,44.0
480,2022-02-05,66.0
481,2022-02-12,69.0
482,2022-02-19,59.0
483,2022-02-26,70.0
484,2022-03-05,67.0
485,2022-03-12,69.0
486,2022-03-19,70.0
487,2022-03-26,71.0
488,2022-04-02,71.0
489,2022-04-09,72.0
490,2022-04-16,66.0
491,2022-04-23,54.0
492,2022-04-30,71.0
493,2022-05-07,65.0
494,2022-05-14,61.0
495,2022-05-21,62.0
496,2022-05-28,68.0
497,2022-06-04,66.0
498,2022-06-11,68.0
499,2022-06-18,74.0
500,2022-06-25,67.0
501,2022-07-02,71.0
502,2022-07-09,73.0
503,2022-07-16,74.0
504,2022-07-23,70.0
505,2022-07-30,76.0
506,2022-08-06,71.0
507,2022-08-13,70.0
508,2022-08-20,67.0
509,2022-08-27,63.0
510,2022-09-03,67.0
511,2022-09-10,57.99999999999999
512,2022-09-17,50.0
513,2022-09-24,57.99999999999999
514,2022-10-01,60.0
515,2022-10-08,61.0
516,2022-10-15,59.0
517,2022-10-22,50.0
518,2022-10-29,49.0
519,2022-11-05,50.0
520,2022-11-12,44.0
521,2022-11-19,49.0
522,2022-11-26,42.0
523,2022-12-03,51.0
524,2022-12-10,43.0
525,2022-12-17,49.0
526,2022-12-24,64.0
527,2022-12-31,56.00000000000001
528,2023-01-07,56.00000000000001
529,2023-01-14,55.00000000000001
530,2023-01-21,53.0
531,2023-01-28,49.0
532,2023-02-04,55.00000000000001
533,2023-02-11,61.0
534,2023-02-18,60.0
535,2023-02-25,53.0
536,2023-03-04,54.0
537,2023-03-11,53.0
538,2023-03-18,57.99999999999999
539,2023-03-25,54.0
540,2023-04-01,63.0
541,2023-04-08,63.0
542,2023-04-15,56.99999999999999
543,2023-04-22,47.0
544,2023-04-29,52.0
545,2023-05-06,62.0
546,2023-05-13,57.99999999999999
547,2023-05-20,70.0
548,2023-05-27,79.0
549,2023-06-03,69.0
550,2023-06-10,67.0
551,2023-06-17,67.0
552,2023-06-24,72.0
553,2023-07-01,83.0
554,2023-07-08,61.0
555,2023-07-15,66.0
556,2023-07-22,67.0
557,2023-07-29,64.0
558,2023-08-05,66.0
559,2023-08-12,67.0
560,2023-08-19,52.0
561,2023-08-26,56.99999999999999
562,2023-09-02,56.99999999999999
563,2023-09-09,49.0
564,2023-09-16,57.99999999999999
565,2023-09-23,40.0
566,2023-09-30,49.0
567,2023-10-07,52.0
568,2023-10-14,52.0
569,2023-10-21,46.0
570,2023-10-28,43.0
571,2023-11-04,49.0
572,2023-11-11,42.0
573,2023-11-18,44.0
574,2023-11-25,31.0
575,2023-12-02,44.0
576,2023-12-09,30.0
577,2023-12-16,37.0
578,2023-12-23,48.0
579,2023-12-30,41.0
580,2024-01-06,36.0
581,2024-01-13,34.0
582,2024-01-20,34.0
583,2024-01-27,30.0
584,2024-02-03,37.0
585,2024-02-10,40.0
586,2024-02-17,34.0
587,2024-02-24,35.0
588,2024-03-02,32.0
589,2024-03-09,38.0
590,2024-03-16,34.0
591,2024-03-23,40.0
592,2024-03-30,34.0
593,2024-04-06,36.0
594,2024-04-13,32.0
595,2024-04-20,32.0
596,2024-04-27,34.0
597,2024-05-04,38.0
598,2024-05-11,35.0
599,2024-05-18,39.0
600,2024-05-25,40.0
