,Search Term,vegetarian near me
174,2016-03-26,21.722590218605156
175,2016-04-02,24.771374810690087
176,2016-04-09,19.817099848552072
177,2016-04-16,23.24698251464762
178,2016-04-23,24.009178662668855
179,2016-04-30,23.24698251464762
180,2016-05-07,27.439061328764407
181,2016-05-14,28.201257476785642
182,2016-05-21,28.201257476785642
183,2016-05-28,28.582355550796258
184,2016-06-04,23.62808058865824
185,2016-06-11,30.106747846838722
186,2016-06-18,28.963453624806874
187,2016-06-25,35.82321895699798
188,2016-07-02,37.72870932705106
189,2016-07-09,36.20431703100859
190,2016-07-16,34.67992473496612
191,2016-07-23,36.966513179029825
192,2016-07-30,32.77443436491304
193,2016-08-06,30.868943994859954
194,2016-08-13,27.439061328764407
195,2016-08-20,34.298826660955505
196,2016-08-27,29.34455169881749
197,2016-09-03,30.868943994859954
198,2016-09-10,27.057963254753787
199,2016-09-17,25.533570958711323
200,2016-09-24,30.106747846838722
201,2016-10-01,29.34455169881749
202,2016-10-08,27.439061328764407
203,2016-10-15,32.01223821689181
204,2016-10-22,27.820159402775026
205,2016-10-29,25.91466903272194
206,2016-11-05,26.67686518074317
207,2016-11-12,29.725649772828106
208,2016-11-19,30.106747846838722
209,2016-11-26,25.531806615776087
210,2016-12-03,25.531806615776087
211,2016-12-10,29.053435114503824
212,2016-12-17,34.335877862595424
213,2016-12-24,36.0966921119593
214,2016-12-31,39.618320610687036
215,2017-01-07,37.85750636132316
216,2017-01-14,33.455470737913494
217,2017-01-21,31.694656488549626
218,2017-01-28,31.694656488549626
219,2017-02-04,29.053435114503824
220,2017-02-11,34.335877862595424
221,2017-02-18,35.21628498727736
222,2017-02-25,36.97709923664123
223,2017-03-04,36.0966921119593
224,2017-03-11,34.335877862595424
225,2017-03-18,37.85750636132316
226,2017-03-25,40.498727735368966
227,2017-04-01,37.85750636132316
228,2017-04-08,44.90076335877863
229,2017-04-15,37.85750636132316
230,2017-04-22,42.259541984732834
231,2017-04-29,35.21628498727736
232,2017-05-06,42.259541984732834
233,2017-05-13,45.78117048346057
234,2017-05-20,44.0203562340967
235,2017-05-27,51.063613231552175
236,2017-06-03,44.0203562340967
237,2017-06-10,43.13994910941477
238,2017-06-17,49.30279898218831
239,2017-06-24,58.987277353689585
240,2017-07-01,58.987277353689585
241,2017-07-08,60.74809160305345
242,2017-07-15,64.26972010178119
243,2017-07-22,55.46564885496185
244,2017-07-29,62.50890585241732
245,2017-08-05,62.50890585241732
246,2017-08-12,62.50890585241732
247,2017-08-19,64.26972010178119
248,2017-08-26,62.50890585241732
249,2017-09-02,58.10687022900765
250,2017-09-09,58.987277353689585
251,2017-09-16,63.38931297709925
252,2017-09-23,65.15012722646313
253,2017-09-30,61.62849872773538
254,2017-10-07,58.987277353689585
255,2017-10-14,58.10687022900765
256,2017-10-21,52.82442748091605
257,2017-10-28,53.70483460559798
258,2017-11-04,51.063613231552175
259,2017-11-11,50.18320610687025
260,2017-11-18,51.063613231552175
261,2017-11-25,43.13994910941477
262,2017-12-02,44.90076335877863
263,2017-12-09,43.13994910941477
264,2017-12-16,51.063613231552175
265,2017-12-23,57.22646310432572
266,2017-12-30,59.867684478371515
267,2018-01-06,56.346055979643786
268,2018-01-13,56.346055979643786
269,2018-01-20,61.62849872773538
270,2018-01-27,58.987277353689585
271,2018-02-03,53.70483460559798
272,2018-02-10,58.987277353689585
