Outcome,FOK_se,Cowspiracy_se,Okja/WTH_se,TGC_se,YAWYE_se,All_se,FOK_pe,Cowspiracy_pe,Okja/WTH_pe,TGC_pe,YAWYE_pe,All_pe,FOK_pval,Cowspiracy_pval,Okja/WTH_pval,TGC_pval,YAWYE_pval,All_pval
Searches: `Plant based',0.06307023660840629,0.06428012134565304,0.05792489511919968,0.050349095353467634,0.060650156882657937,0.051501124115173574,0.30530343581730857,0.07216419784526598,0.3750001920530204,0.42261787418517893,0.4284179401889442,0.5522983427038822,2.3127425784815496e-06,0.2627025602222512,5.303650395059094e-10,4.038432063315477e-15,1.7282553782391194e-11,3.4267352572525156e-22
Searches: `Vegan',0.06547503473381497,0.06497943997548135,0.05770012096619425,0.05884003328022993,0.06630539404441899,0.05579402277513889,0.11501271835704749,0.013475829652706576,0.43201198669736546,0.25261508770874064,0.12718400275960648,0.48822941539461423,0.08025792704968397,0.8358835019754448,1.3209310239975523e-12,2.5530746356953093e-05,0.056273077558619926,3.757554578155479e-16
Searches: `Vegetarian',0.06253368465478913,0.06224993460896673,0.05847361824568466,0.05265485669086423,0.06599782297042879,0.05692880857759256,0.22598055121787275,-0.019759396904531896,0.23222350489197996,0.18717087739672741,0.15093074376718252,0.30885125290514176,0.0003673512613347812,0.7511994879254237,9.437283392311398e-05,0.0004553455605482234,0.023069152215414494,1.4072741775091235e-07
Beef Demand,0.05398764692987298,0.050578499261391074,0.048023347661669415,0.04008199538878501,0.05812427103739415,0.047881139591976776,0.028765595043700846,0.07475617356265334,0.038334995198761185,0.013263883886529333,0.14748665640726932,0.06508250332603996,0.5946545627541899,0.14071830014791598,0.42551356585073863,0.7409957957185336,0.011803578686216233,0.1753481171413741
Pork Demand,0.060030774219091664,0.057563801819316515,0.0549728638097705,0.04685963703874548,0.06431450071787505,0.055095266056216584,0.10577251133187093,0.018281996108496103,-0.0596892380587836,0.05158872410117473,0.10529735419930278,-0.012938924764840012,0.07935251947794866,0.7510691920871768,0.2786638235829322,0.272038903259067,0.10289928985297993,0.8145290337701623
Chicken Demand,0.05177198592978158,0.04871536985566704,0.0460444391400417,0.03810061556185208,0.056700060158772436,0.04611510742152905,0.06701661916318108,0.037549669879839466,-0.048398611286418154,-0.028921086378629793,0.08209013530436857,-0.03154593959548375,0.19675682608715356,0.44158846490370773,0.29426131920043147,0.4485578419769707,0.14898452835296638,0.49459400042912416
StewartMilk,,0.06650675853697234,0.06560621356422458,,,0.06930589395991381,,0.022272212276127065,-0.004582523516533519,,,0.0016229024438709832,,0.7389400279128517,0.9445583845950071,,,0.9813998169216933
StewartPBMilk,,0.06105720256780831,0.06178232212789739,,,0.06536229328688113,,-0.00094684764374956,-0.017425666605591313,,,-0.011498707778597619,,0.9876814143592815,0.7789272022450264,,,0.8609782291187759
Zhao,,,0.062142781823331446,0.06829041061341891,,0.06463963744569981,,,-0.007183080258425315,0.15337337767495154,,0.013543186342519813,,,0.9086381895174824,0.031124929933250972,,0.8352584517935463
"Searches: `Vegan', Informative",0.06579057177375482,0.06473590964057856,0.057896355086659135,0.05719265604015918,0.06727544802217213,0.05646896864594466,0.08226499573551169,0.015140385804946397,0.3990243708158481,0.2311570061808556,0.09084571727542862,0.44391689099907694,0.21236358828384666,0.8152772749007207,4.775212266519581e-11,7.140892855902583e-05,0.1781689389517613,1.2669073362869266e-13
"Searches: `Vegetarian', Informative",0.0617930747209856,0.06058528375784997,0.05705740553681592,0.04930636781992377,0.0656437727803126,0.05573806530970016,0.18181533876391254,-0.004098063362310441,0.19161221032271855,0.19636816748585917,0.11891408747465487,0.26377490225748085,0.0035752901940327188,0.9461273141359653,0.0009115764677769057,9.029931222600514e-05,0.0713074047188563,3.784005860659226e-06
"Searches: `Plant based', Informative",0.06338783450883095,0.0641244361273124,0.05810914430888207,0.05022638610997159,0.0615733733996266,0.05225106784157154,0.28417979239920194,0.07258019951868597,0.3580590412860051,0.4136796322147516,0.4059524013719121,0.5280634135334925,1.1377203511864153e-05,0.25881618142551344,2.9961636938438986e-09,1.13294159173372e-14,2.698589381517352e-10,3.0113643641016474e-20
"Searches: `Vegan', Behavior",0.06309512394507438,0.06445932400500112,0.0583961433633479,0.06244899736063686,0.06216873960729725,0.055355155454057434,0.2138120931786483,0.007540763981436761,0.43373522472566717,0.2574601938037059,0.23512815940375714,0.5205816002292601,0.0008201330030533263,0.906969494144333,1.908839450795137e-12,5.1544561467755007e-05,0.0001961959997290472,4.284421115388361e-18
"Searches: `Vegetarian', Behavior",0.0634028862827209,0.06393569170517123,0.06069704553366969,0.05717497443752252,0.0665542850850321,0.059559176795275955,0.2459830439110093,-0.04024040316095004,0.23176577859821043,0.11727174924034214,0.1575562543153617,0.29595045681918786,0.00013501305273019468,0.5296907728226632,0.00017087508491968963,0.041338293342878814,0.0187075995834903,1.2765688805258933e-06
"Searches: `Plant based', Behavior",0.06106583893522498,0.06476797341648591,0.05715834983179114,0.05167395257031455,0.0558248097181627,0.048450549036781296,0.3949654269845442,0.06516848087236449,0.43712666956048285,0.43637804149978365,0.5149804459265875,0.6403256318365671,5.487420443102126e-10,0.31533636292007927,4.871559614591596e-13,2.883473069600404e-15,1.4846814386304513e-17,2.3488863843964573e-30
