Outcome,FOK_se,Cowspiracy_se,Okja/WTH_se,TGC_se,YAWYE_se,All_se,FOK_pe,Cowspiracy_pe,Okja/WTH_pe,TGC_pe,YAWYE_pe,All_pe,FOK_pval,Cowspiracy_pval,Okja/WTH_pval,TGC_pval,YAWYE_pval,All_pval
Searches: `Plant based',0.04806982007455518,0.045217867045608526,0.044948990504514515,0.05018895665639371,0.044743900280870184,0.047397754699137415,0.11704758298453166,0.0205390262427774,0.336156128423067,0.35479261287321273,0.33705618550175903,0.4929572484019312,0.01571683494346853,0.6501303522716028,1.935365531781863e-12,2.1955742508140484e-11,1.4318073594655439e-12,7.56378725212532e-21
Searches: `Vegan',0.05379300444665572,0.05049250692984374,0.05208967533711837,0.05540546008396864,0.055706284613250334,0.051050370273976284,0.039460029528787785,0.010547512681590173,0.3826100132986483,0.149006329181485,0.10523967544894097,0.43570114093240836,0.4640277230403418,0.8347316890524611,4.305925386545879e-12,0.007725425251019028,0.06023800136368885,2.3544726955400724e-15
Searches: `Vegetarian',0.04215861004891239,0.039021272055235964,0.03917739563631021,0.0414543898067872,0.043502359237969246,0.038668341800296505,0.09577553241584993,-0.011406794297574045,0.18317375334748912,0.07850272304133771,0.037575172141216695,0.23184638149833398,0.024098001275861404,0.7703246271917865,5.20211043054732e-06,0.059618398022575174,0.38870591779105224,8.26623360691937e-09
Beef Demand,0.04612775805301035,0.04345542356201437,0.042561858595317636,0.0459108357651526,0.048057284146558375,0.042036443221279765,0.033122665317420946,0.11532917987103018,-0.025655343285657942,-0.0167609707745106,0.1269328447619402,0.01906351255293305,0.4735123583749604,0.008561116043099651,0.5473038232024259,0.7154199151226657,0.008883441544356196,0.650642165128639
Pork Demand,0.04606098884795352,0.04337824033305707,0.04224043850829019,0.04548404463385159,0.04898219719849766,0.04165073237473479,0.05896104872499294,-0.027936829261430516,-0.04636812420396523,0.07385554551315089,0.038084390503211996,-0.024007764567256742,0.20192789337631056,0.5202563059553211,0.2735783912750527,0.10591824898521844,0.43773422360081493,0.5649376453203733
Chicken Demand,0.042662090329027194,0.040076528858356934,0.03900142219408226,0.04150068656293009,0.04599022459082729,0.03802865413612085,0.04123966449286477,0.043126672428543664,-0.059877520000802056,0.012754740999138751,0.02197691729080227,-0.0372615288112067,0.3348215232505807,0.2831078507643997,0.1262168452100338,0.7588891857418688,0.6332488183461638,0.3282622911800117
StewartMilk,,0.06196480971600298,0.08133246205805784,,,0.06669200447712682,,0.022191195828369342,0.11368633650453601,,,0.04539801600374552,,0.7226763728086507,0.17209682372227122,,,0.5005328653592238
StewartPBMilk,,0.04097537616879654,0.05522457210307801,,,0.05765071555025886,,-0.03695024570530062,0.05675379795229925,,,-0.028111355658360697,,0.37413387903043405,0.3120476160529172,,,0.6288630812830178
Zhao,,,0.40904499091246993,0.14107128025157656,,0.07779875762217178,,,0.02792544573876754,0.08117530492006125,,0.07175965733105902,,,0.9474799926524666,0.5830225873848172,,0.37313497379195704
"Searches: `Vegan', Informative",0.057153307464288816,0.0537043624554839,0.05472154882758855,0.058835643460064195,0.05946591202992521,0.05358892098898962,0.02332077617899978,0.006325684912802231,0.3543164230839049,0.13362254199571544,0.0749839426130356,0.39459129429740414,0.6836549334714761,0.9063472919044018,6.443509898022066e-10,0.02413955002757633,0.20871689403578145,3.5944021181492305e-12
"Searches: `Vegetarian', Informative",0.04783733275628718,0.044584882420774595,0.04446039540312468,0.04724248552057245,0.049733230536064224,0.04408934277005364,0.08158650353153712,-0.006442543091437533,0.16082681789984665,0.07454953218324673,0.03136367393230053,0.20844012986917157,0.08955926914845534,0.8852417994636529,0.00037174929002036454,0.11604523500624667,0.5289595768476563,4.064187521832758e-06
"Searches: `Plant based', Informative",0.04903786710634047,0.04618466572806778,0.04583799417387597,0.05115001151009205,0.04665528813291174,0.047908822522546225,0.09552186773837128,0.019792044134761645,0.3242586483704494,0.3502797941392175,0.3170668476928239,0.4681884285973265,0.05273842029425803,0.6686900053291254,2.1339508935096406e-11,7.880397282383595e-11,1.0819199348507079e-10,5.950719075608469e-19
"Searches: `Vegan', Behavior",0.04280238485491869,0.04046303783568246,0.0420551256025765,0.04403599312886544,0.043251586747682855,0.041384928689385064,0.10558782175814184,0.0362051639690785,0.35611930307431766,0.13836106733563824,0.18216093307428904,0.4450848847858142,0.01441911759853693,0.3719193460089528,4.074783502969716e-15,0.0019166724114439055,3.754244089456853e-05,6.1959950792661675e-22
"Searches: `Vegetarian', Behavior",0.03905514100062641,0.03639514196471928,0.03669903149631092,0.038688314630870864,0.04030429846559781,0.03603807364834506,0.10031443851343275,0.0020021689589357124,0.11414985986376942,0.0327748146088481,0.046871147972693684,0.1521213976422749,0.010896865810899714,0.9561804817017261,0.0021237282145210455,0.39786223679124433,0.24617072824213238,3.5624116357077636e-05
"Searches: `Plant based', Behavior",0.04558293290733558,0.04285384919113766,0.04305793560941946,0.046671675604821015,0.037196433976556656,0.046332185975496716,0.226337388750969,0.022712217388788914,0.37920058018290326,0.33168754916272114,0.43883063747312673,0.5828528628139699,1.4038460039673448e-06,0.5966691807797115,4.535745635788759e-16,1.761506049314699e-11,5.309532123217424e-25,1.1337525490856385e-27
