Search Term,recipe
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-11-24,49
2012-12-01,55
2012-12-08,63
2012-12-15,78
2012-12-22,97
2012-12-29,69
2013-01-05,55
2013-01-12,56
2013-01-19,58
2013-01-26,54
2013-02-02,54
2013-02-09,53
2013-02-16,52
2013-02-23,49
2013-03-02,48
2013-03-09,50
2013-03-16,52
2013-03-23,60
2013-03-30,49
2013-04-06,46
2013-04-13,46
2013-04-20,46
2013-04-27,47
2013-05-04,49
2013-05-11,46
2013-05-18,47
2013-05-25,51
2013-06-01,46
2013-06-08,50
2013-06-15,51
2013-06-22,50
2013-06-29,60
2013-07-06,51
2013-07-13,51
2013-07-20,53
2013-07-27,52
2013-08-03,53
2013-08-10,53
2013-08-17,52
2013-08-24,50
2013-08-31,54
2013-09-07,50
2013-09-14,48
2013-09-21,48
2013-09-28,48
2013-10-05,51
2013-10-12,53
2013-10-19,53
2013-10-26,53
2013-11-02,55
2013-11-09,56
2013-11-16,68
2013-11-23,100
2013-11-30,52
2013-12-07,61
2013-12-14,69
2013-12-21,100
2013-12-28,71
2014-01-04,59
2014-01-11,56
2014-01-18,59
2014-01-25,56
2014-02-01,54
2014-02-08,57
2014-02-15,49
2014-02-22,48
2014-03-01,49
2014-03-08,45
2014-03-15,45
2014-03-22,47
2014-03-29,45
2014-04-05,45
2014-04-12,55
2014-04-19,43
2014-04-26,45
2014-05-03,44
2014-05-10,43
2014-05-17,43
2014-05-24,44
2014-05-31,40
2014-06-07,43
2014-06-14,45
2014-06-21,42
2014-06-28,53
2014-07-05,46
2014-07-12,47
2014-07-19,48
2014-07-26,46
2014-08-02,48
2014-08-09,47
2014-08-16,44
2014-08-23,45
2014-08-30,45
2014-09-06,44
2014-09-13,43
2014-09-20,46
2014-09-27,46
2014-10-04,48
2014-10-11,47
2014-10-18,49
2014-10-25,47
2014-11-01,48
2014-11-08,52
2014-11-15,59
2014-11-22,91
2014-11-29,45
2014-12-06,53
2014-12-13,64
2014-12-20,94
2014-12-27,67
2015-01-03,51
2015-01-10,51
2015-01-17,49
2015-01-24,51
2015-01-31,49
2015-02-07,48
2015-02-14,50
2015-02-21,47
2015-02-28,43
2015-03-07,40
2015-03-14,41
2015-03-21,40
2015-03-28,46
2015-04-04,39
2015-04-11,36
2015-04-18,37
2015-04-25,38
2015-05-02,38
2015-05-09,38
2015-05-16,38
2015-05-23,40
2015-05-30,38
2015-06-06,39
2015-06-13,42
2015-06-20,42
2015-06-27,54
2015-07-04,43
2015-07-11,43
2015-07-18,44
2015-07-25,44
2015-08-01,43
2015-08-08,42
2015-08-15,41
2015-08-22,41
2015-08-29,41
2015-09-05,41
2015-09-12,41
2015-09-19,41
2015-09-26,41
2015-10-03,43
2015-10-10,43
2015-10-17,42
2015-10-24,44
2015-10-31,42
2015-11-07,43
2015-11-14,51
2015-11-21,85
2015-11-28,39
2015-12-05,45
2015-12-12,54
2015-12-19,91
2015-12-26,59
2016-01-02,47
2016-01-09,46
2016-01-16,50
2016-01-23,44
2016-01-30,46
2016-02-06,45
2016-02-13,40
2016-02-20,41
2016-02-27,39
2016-03-05,39
2016-03-12,41
2016-03-19,47
2016-03-26,40
2016-04-02,39
2016-04-09,39
2016-04-16,36
2016-04-23,37
2016-04-30,40
2016-05-07,38
2016-05-14,38
2016-05-21,39
2016-05-28,40
2016-06-04,36
2016-06-11,38
2016-06-18,38
2016-06-25,41
2016-07-02,42
2016-07-09,39
2016-07-16,39
2016-07-23,40
2016-07-30,39
2016-08-06,37
2016-08-13,36
2016-08-20,36
2016-08-27,38
2016-09-03,38
2016-09-10,38
2016-09-17,39
2016-09-24,39
2016-10-01,37
2016-10-08,40
2016-10-15,40
2016-10-22,40
2016-10-29,38
2016-11-05,36
2016-11-12,46
2016-11-19,77
2016-11-26,40
2016-12-03,47
2016-12-10,50
2016-12-17,73
2016-12-24,57
2016-12-31,50
