Search Term,restaurant
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2008-11-29,72
2008-12-06,75
2008-12-13,77
2008-12-20,78
2008-12-27,89
2009-01-03,76
2009-01-10,82
2009-01-17,84
2009-01-24,83
2009-01-31,80
2009-02-07,100
2009-02-14,81
2009-02-21,76
2009-02-28,76
2009-03-07,80
2009-03-14,77
2009-03-21,83
2009-03-28,75
2009-04-04,77
2009-04-11,78
2009-04-18,74
2009-04-25,75
2009-05-02,83
2009-05-09,76
2009-05-16,76
2009-05-23,77
2009-05-30,79
2009-06-06,83
2009-06-13,85
2009-06-20,84
2009-06-27,77
2009-07-04,83
2009-07-11,90
2009-07-18,89
2009-07-25,88
2009-08-01,84
2009-08-08,91
2009-08-15,85
2009-08-22,83
2009-08-29,79
2009-09-05,75
2009-09-12,78
2009-09-19,81
2009-09-26,79
2009-10-03,79
2009-10-10,83
2009-10-17,74
2009-10-24,71
2009-10-31,80
2009-11-07,83
2009-11-14,80
2009-11-21,72
2009-11-28,76
2009-12-05,79
2009-12-12,80
2009-12-19,76
2009-12-26,98
2010-01-02,80
2010-01-09,86
2010-01-16,86
2010-01-23,86
2010-01-30,82
2010-02-06,92
2010-02-13,89
2010-02-20,81
2010-02-27,83
2010-03-06,82
2010-03-13,78
2010-03-20,80
2010-03-27,78
2010-04-03,76
2010-04-10,76
2010-04-17,76
2010-04-24,79
2010-05-01,81
2010-05-08,82
2010-05-15,77
2010-05-22,74
2010-05-29,79
2010-06-05,76
2010-06-12,75
2010-06-19,80
2010-06-26,75
2010-07-03,80
2010-07-10,87
2010-07-17,82
2010-07-24,84
2010-07-31,84
2010-08-07,84
2010-08-14,85
2010-08-21,74
2010-08-28,72
2010-09-04,74
2010-09-11,73
2010-09-18,80
2010-09-25,76
2010-10-02,73
2010-10-09,75
2010-10-16,74
2010-10-23,70
2010-10-30,71
2010-11-06,77
2010-11-13,73
2010-11-20,65
2010-11-27,67
2010-12-04,74
2010-12-11,76
2010-12-18,79
2010-12-25,84
2011-01-01,80
2011-01-08,84
2011-01-15,92
2011-01-22,92
2011-01-29,85
2011-02-05,91
2011-02-12,98
2011-02-19,88
2011-02-26,87
2011-03-05,89
2011-03-12,87
2011-03-19,85
2011-03-26,88
2011-04-02,87
2011-04-09,81
2011-04-16,88
2011-04-23,77
2011-04-30,93
2011-05-07,90
2011-05-14,84
2011-05-21,83
2011-05-28,87
2011-06-04,90
2011-06-11,93
2011-06-18,90
2011-06-25,87
2011-07-02,93
2011-07-09,98
2011-07-16,92
2011-07-23,94
2011-07-30,96
2011-08-06,94
2011-08-13,94
2011-08-20,88
2011-08-27,80
2011-09-03,85
2011-09-10,83
2011-09-17,85
2011-09-24,81
2011-10-01,78
2011-10-08,80
2011-10-15,84
2011-10-22,76
2011-10-29,84
2011-11-05,81
2011-11-12,81
2011-11-19,76
2011-11-26,76
2011-12-03,78
2011-12-10,81
2011-12-17,83
2011-12-24,96
2011-12-31,85
2012-01-07,86
2012-01-14,83
2012-01-21,89
2012-01-28,85
2012-02-04,82
2012-02-11,93
2012-02-18,88
2012-02-25,83
2012-03-03,87
2012-03-10,86
2012-03-17,84
2012-03-24,78
2012-03-31,79
2012-04-07,78
2012-04-14,75
2012-04-21,83
2012-04-28,83
2012-05-05,85
2012-05-12,87
2012-05-19,80
2012-05-26,82
2012-06-02,82
2012-06-09,85
2012-06-16,81
2012-06-23,82
2012-06-30,84
2012-07-07,92
2012-07-14,88
2012-07-21,86
2012-07-28,86
2012-08-04,85
2012-08-11,87
2012-08-18,86
2012-08-25,80
2012-09-01,73
2012-09-08,74
2012-09-15,77
2012-09-22,76
2012-09-29,78
2012-10-06,76
2012-10-13,76
2012-10-20,72
2012-10-27,66
2012-11-03,69
2012-11-10,75
2012-11-17,69
2012-11-24,69
2012-12-01,71
2012-12-08,72
2012-12-15,73
2012-12-22,84
2012-12-29,82
