Search Term,restaurant
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,65
2016-12-03,70
2016-12-10,72
2016-12-17,81
2016-12-24,90
2016-12-31,74
2017-01-07,77
2017-01-14,79
2017-01-21,82
2017-01-28,79
2017-02-04,72
2017-02-11,87
2017-02-18,81
2017-02-25,77
2017-03-04,81
2017-03-11,80
2017-03-18,83
2017-03-25,80
2017-04-01,79
2017-04-08,83
2017-04-15,82
2017-04-22,78
2017-04-29,81
2017-05-06,91
2017-05-13,85
2017-05-20,82
2017-05-27,86
2017-06-03,82
2017-06-10,84
2017-06-17,89
2017-06-24,90
2017-07-01,94
2017-07-08,91
2017-07-15,92
2017-07-22,94
2017-07-29,93
2017-08-05,92
2017-08-12,90
2017-08-19,82
2017-08-26,73
2017-09-02,72
2017-09-09,77
2017-09-16,74
2017-09-23,77
2017-09-30,78
2017-10-07,79
2017-10-14,82
2017-10-21,74
2017-10-28,76
2017-11-04,80
2017-11-11,77
2017-11-18,76
2017-11-25,69
2017-12-02,74
2017-12-09,75
2017-12-16,84
2017-12-23,92
2017-12-30,80
2018-01-06,79
2018-01-13,82
2018-01-20,84
2018-01-27,78
2018-02-03,77
2018-02-10,90
2018-02-17,85
2018-02-24,77
2018-03-03,81
2018-03-10,89
2018-03-17,82
2018-03-24,86
2018-03-31,84
2018-04-07,80
2018-04-14,82
2018-04-21,83
2018-04-28,83
2018-05-05,91
2018-05-12,87
2018-05-19,83
2018-05-26,87
2018-06-02,85
2018-06-09,93
2018-06-16,95
2018-06-23,99
2018-06-30,100
2018-07-07,94
2018-07-14,93
2018-07-21,97
2018-07-28,96
2018-08-04,93
2018-08-11,94
2018-08-18,86
2018-08-25,82
2018-09-01,89
2018-09-08,82
2018-09-15,86
2018-09-22,80
2018-09-29,79
2018-10-06,79
2018-10-13,85
2018-10-20,80
2018-10-27,80
2018-11-03,79
2018-11-10,80
2018-11-17,79
2018-11-24,72
2018-12-01,79
2018-12-08,80
2018-12-15,87
2018-12-22,100
2018-12-29,97
2019-01-05,81
2019-01-12,84
2019-01-19,87
2019-01-26,82
2019-02-02,82
2019-02-09,94
2019-02-16,88
2019-02-23,81
2019-03-02,87
2019-03-09,89
2019-03-16,89
2019-03-23,87
2019-03-30,85
2019-04-06,82
2019-04-13,81
2019-04-20,77
2019-04-27,83
2019-05-04,90
2019-05-11,89
2019-05-18,84
2019-05-25,87
2019-06-01,86
2019-06-08,89
2019-06-15,93
2019-06-22,90
2019-06-29,93
2019-07-06,96
2019-07-13,96
2019-07-20,92
2019-07-27,97
2019-08-03,95
2019-08-10,94
2019-08-17,88
2019-08-24,83
2019-08-31,81
2019-09-07,77
2019-09-14,79
2019-09-21,78
2019-09-28,80
2019-10-05,79
2019-10-12,76
2019-10-19,79
2019-10-26,74
2019-11-02,79
2019-11-09,77
2019-11-16,76
2019-11-23,75
2019-11-30,69
2019-12-07,76
2019-12-14,79
2019-12-21,98
2019-12-28,92
2020-01-04,81
2020-01-11,85
2020-01-18,87
2020-01-25,84
2020-02-01,78
2020-02-08,96
2020-02-15,87
2020-02-22,81
