Search Term,food
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-11-24,72
2012-12-01,76
2012-12-08,73
2012-12-15,73
2012-12-22,77
2012-12-29,78
2013-01-05,72
2013-01-12,75
2013-01-19,73
2013-01-26,75
2013-02-02,75
2013-02-09,76
2013-02-16,76
2013-02-23,76
2013-03-02,72
2013-03-09,78
2013-03-16,77
2013-03-23,78
2013-03-30,76
2013-04-06,80
2013-04-13,74
2013-04-20,77
2013-04-27,77
2013-05-04,77
2013-05-11,75
2013-05-18,77
2013-05-25,75
2013-06-01,73
2013-06-08,73
2013-06-15,77
2013-06-22,72
2013-06-29,77
2013-07-06,79
2013-07-13,72
2013-07-20,75
2013-07-27,75
2013-08-03,76
2013-08-10,77
2013-08-17,69
2013-08-24,75
2013-08-31,73
2013-09-07,72
2013-09-14,73
2013-09-21,79
2013-09-28,77
2013-10-05,77
2013-10-12,77
2013-10-19,73
2013-10-26,76
2013-11-02,75
2013-11-09,79
2013-11-16,81
2013-11-23,78
2013-11-30,72
2013-12-07,69
2013-12-14,70
2013-12-21,77
2013-12-28,75
2014-01-04,75
2014-01-11,73
2014-01-18,72
2014-01-25,75
2014-02-01,70
2014-02-08,69
2014-02-15,72
2014-02-22,74
2014-03-01,72
2014-03-08,72
2014-03-15,72
2014-03-22,75
2014-03-29,76
2014-04-05,74
2014-04-12,80
2014-04-19,76
2014-04-26,75
2014-05-03,75
2014-05-10,76
2014-05-17,74
2014-05-24,74
2014-05-31,75
2014-06-07,74
2014-06-14,72
2014-06-21,71
2014-06-28,79
2014-07-05,74
2014-07-12,75
2014-07-19,77
2014-07-26,77
2014-08-02,78
2014-08-09,75
2014-08-16,74
2014-08-23,74
2014-08-30,71
2014-09-06,74
2014-09-13,72
2014-09-20,72
2014-09-27,74
2014-10-04,74
2014-10-11,74
2014-10-18,76
2014-10-25,71
2014-11-01,75
2014-11-08,79
2014-11-15,76
2014-11-22,78
2014-11-29,68
2014-12-06,73
2014-12-13,72
2014-12-20,75
2014-12-27,76
2015-01-03,74
2015-01-10,73
2015-01-17,72
2015-01-24,73
2015-01-31,72
2015-02-07,72
2015-02-14,73
2015-02-21,78
2015-02-28,75
2015-03-07,76
2015-03-14,73
2015-03-21,75
2015-03-28,76
2015-04-04,75
2015-04-11,76
2015-04-18,76
2015-04-25,77
2015-05-02,82
2015-05-09,79
2015-05-16,79
2015-05-23,75
2015-05-30,75
2015-06-06,77
2015-06-13,78
2015-06-20,75
2015-06-27,84
2015-07-04,81
2015-07-11,84
2015-07-18,82
2015-07-25,79
2015-08-01,78
2015-08-08,79
2015-08-15,86
2015-08-22,76
2015-08-29,80
2015-09-05,82
2015-09-12,84
2015-09-19,79
2015-09-26,81
2015-10-03,81
2015-10-10,82
2015-10-17,78
2015-10-24,77
2015-10-31,80
2015-11-07,82
2015-11-14,83
2015-11-21,78
2015-11-28,73
2015-12-05,77
2015-12-12,77
2015-12-19,85
2015-12-26,85
2016-01-02,82
2016-01-09,84
2016-01-16,80
2016-01-23,79
2016-01-30,84
2016-02-06,82
2016-02-13,82
2016-02-20,82
2016-02-27,87
2016-03-05,87
2016-03-12,85
2016-03-19,87
2016-03-26,89
2016-04-02,87
2016-04-09,89
2016-04-16,85
2016-04-23,85
2016-04-30,90
2016-05-07,94
2016-05-14,94
2016-05-21,89
2016-05-28,91
2016-06-04,87
2016-06-11,83
2016-06-18,86
2016-06-25,92
2016-07-02,97
2016-07-09,88
2016-07-16,90
2016-07-23,87
2016-07-30,92
2016-08-06,86
2016-08-13,84
2016-08-20,87
2016-08-27,89
2016-09-03,89
2016-09-10,89
2016-09-17,91
2016-09-24,88
2016-10-01,86
2016-10-08,88
2016-10-15,90
2016-10-22,94
2016-10-29,90
2016-11-05,85
2016-11-12,92
2016-11-19,92
2016-11-26,88
2016-12-03,91
2016-12-10,87
2016-12-17,89
2016-12-24,100
2016-12-31,95
