Search Term,restaurants
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-11-24,57
2012-12-01,57
2012-12-08,57
2012-12-15,61
2012-12-22,75
2012-12-29,69
2013-01-05,60
2013-01-12,65
2013-01-19,64
2013-01-26,59
2013-02-02,59
2013-02-09,79
2013-02-16,68
2013-02-23,62
2013-03-02,66
2013-03-09,67
2013-03-16,66
2013-03-23,70
2013-03-30,68
2013-04-06,62
2013-04-13,62
2013-04-20,64
2013-04-27,64
2013-05-04,69
2013-05-11,67
2013-05-18,67
2013-05-25,70
2013-06-01,68
2013-06-08,71
2013-06-15,73
2013-06-22,72
2013-06-29,79
2013-07-06,72
2013-07-13,68
2013-07-20,71
2013-07-27,65
2013-08-03,69
2013-08-10,67
2013-08-17,58
2013-08-24,59
2013-08-31,59
2013-09-07,52
2013-09-14,52
2013-09-21,54
2013-09-28,54
2013-10-05,56
2013-10-12,55
2013-10-19,54
2013-10-26,52
2013-11-02,56
2013-11-09,59
2013-11-16,53
2013-11-23,51
2013-11-30,47
2013-12-07,49
2013-12-14,52
2013-12-21,74
2013-12-28,63
2014-01-04,52
2014-01-11,58
2014-01-18,53
2014-01-25,53
2014-02-01,52
2014-02-08,68
2014-02-15,57
2014-02-22,57
2014-03-01,57
2014-03-08,59
2014-03-15,58
2014-03-22,61
2014-03-29,59
2014-04-05,58
2014-04-12,60
2014-04-19,57
2014-04-26,57
2014-05-03,63
2014-05-10,62
2014-05-17,60
2014-05-24,61
2014-05-31,61
2014-06-07,65
2014-06-14,68
2014-06-21,63
2014-06-28,64
2014-07-05,65
2014-07-12,73
2014-07-19,69
2014-07-26,69
2014-08-02,70
2014-08-09,65
2014-08-16,66
2014-08-23,58
2014-08-30,57
2014-09-06,56
2014-09-13,55
2014-09-20,57
2014-09-27,55
2014-10-04,59
2014-10-11,56
2014-10-18,57
2014-10-25,51
2014-11-01,56
2014-11-08,58
2014-11-15,53
2014-11-22,54
2014-11-29,49
2014-12-06,54
2014-12-13,56
2014-12-20,72
2014-12-27,73
2015-01-03,54
2015-01-10,55
2015-01-17,59
2015-01-24,55
2015-01-31,58
2015-02-07,71
2015-02-14,61
2015-02-21,56
2015-02-28,57
2015-03-07,63
2015-03-14,62
2015-03-21,61
2015-03-28,61
2015-04-04,59
2015-04-11,60
2015-04-18,62
2015-04-25,62
2015-05-02,68
2015-05-09,67
2015-05-16,64
2015-05-23,69
2015-05-30,66
2015-06-06,72
2015-06-13,74
2015-06-20,87
2015-06-27,82
2015-07-04,85
2015-07-11,87
2015-07-18,82
2015-07-25,83
2015-08-01,79
2015-08-08,79
2015-08-15,74
2015-08-22,66
2015-08-29,69
2015-09-05,71
2015-09-12,63
2015-09-19,64
2015-09-26,64
2015-10-03,64
2015-10-10,69
2015-10-17,66
2015-10-24,57
2015-10-31,63
2015-11-07,64
2015-11-14,61
2015-11-21,63
2015-11-28,56
2015-12-05,63
2015-12-12,63
2015-12-19,85
2015-12-26,84
2016-01-02,61
2016-01-09,66
2016-01-16,62
2016-01-23,61
2016-01-30,69
2016-02-06,75
2016-02-13,79
2016-02-20,68
2016-02-27,68
2016-03-05,72
2016-03-12,74
2016-03-19,76
2016-03-26,77
2016-04-02,72
2016-04-09,73
2016-04-16,72
2016-04-23,68
2016-04-30,83
2016-05-07,78
2016-05-14,75
2016-05-21,76
2016-05-28,79
2016-06-04,77
2016-06-11,80
2016-06-18,86
2016-06-25,86
2016-07-02,89
2016-07-09,88
2016-07-16,88
2016-07-23,90
2016-07-30,86
2016-08-06,81
2016-08-13,77
2016-08-20,75
2016-08-27,72
2016-09-03,75
2016-09-10,68
2016-09-17,70
2016-09-24,71
2016-10-01,70
2016-10-08,74
2016-10-15,74
2016-10-22,69
2016-10-29,69
2016-11-05,68
2016-11-12,69
2016-11-19,70
2016-11-26,58
2016-12-03,66
2016-12-10,64
2016-12-17,75
2016-12-24,100
2016-12-31,70
