Search Term,recipes
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2008-11-29,53
2008-12-06,59
2008-12-13,66
2008-12-20,85
2008-12-27,70
2009-01-03,57
2009-01-10,55
2009-01-17,49
2009-01-24,57
2009-01-31,47
2009-02-07,50
2009-02-14,46
2009-02-21,46
2009-02-28,47
2009-03-07,46
2009-03-14,46
2009-03-21,45
2009-03-28,44
2009-04-04,54
2009-04-11,44
2009-04-18,40
2009-04-25,41
2009-05-02,46
2009-05-09,44
2009-05-16,49
2009-05-23,46
2009-05-30,44
2009-06-06,48
2009-06-13,48
2009-06-20,47
2009-06-27,56
2009-07-04,47
2009-07-11,50
2009-07-18,50
2009-07-25,51
2009-08-01,49
2009-08-08,50
2009-08-15,51
2009-08-22,48
2009-08-29,48
2009-09-05,49
2009-09-12,48
2009-09-19,50
2009-09-26,50
2009-10-03,54
2009-10-10,57
2009-10-17,56
2009-10-24,61
2009-10-31,56
2009-11-07,56
2009-11-14,67
2009-11-21,100
2009-11-28,52
2009-12-05,61
2009-12-12,69
2009-12-19,92
2009-12-26,72
2010-01-02,63
2010-01-09,60
2010-01-16,54
2010-01-23,57
2010-01-30,60
2010-02-06,57
2010-02-13,53
2010-02-20,52
2010-02-27,48
2010-03-06,49
2010-03-13,49
2010-03-20,51
2010-03-27,60
2010-04-03,47
2010-04-10,45
2010-04-17,47
2010-04-24,46
2010-05-01,47
2010-05-08,47
2010-05-15,47
2010-05-22,48
2010-05-29,46
2010-06-05,46
2010-06-12,46
2010-06-19,46
2010-06-26,49
2010-07-03,46
2010-07-10,44
2010-07-17,44
2010-07-24,43
2010-07-31,42
2010-08-07,44
2010-08-14,44
2010-08-21,43
2010-08-28,40
2010-09-04,45
2010-09-11,44
2010-09-18,44
2010-09-25,44
2010-10-02,46
2010-10-09,46
2010-10-16,47
2010-10-23,51
2010-10-30,49
2010-11-06,51
2010-11-13,57
2010-11-20,79
2010-11-27,45
2010-12-04,49
2010-12-11,58
2010-12-18,74
2010-12-25,62
2011-01-01,65
2011-01-08,68
2011-01-15,63
2011-01-22,63
2011-01-29,64
2011-02-05,58
2011-02-12,55
2011-02-19,53
2011-02-26,50
2011-03-05,50
2011-03-12,50
2011-03-19,51
2011-03-26,50
2011-04-02,47
2011-04-09,49
2011-04-16,60
2011-04-23,44
2011-04-30,48
2011-05-07,46
2011-05-14,49
2011-05-21,49
2011-05-28,51
2011-06-04,49
2011-06-11,53
2011-06-18,51
2011-06-25,56
2011-07-02,55
2011-07-09,54
2011-07-16,56
2011-07-23,56
2011-07-30,55
2011-08-06,55
2011-08-13,57
2011-08-20,56
2011-08-27,54
2011-09-03,53
2011-09-10,55
2011-09-17,56
2011-09-24,58
2011-10-01,58
2011-10-08,56
2011-10-15,57
2011-10-22,60
2011-10-29,57
2011-11-05,62
2011-11-12,68
2011-11-19,90
2011-11-26,55
2011-12-03,62
2011-12-10,66
2011-12-17,86
2011-12-24,73
2011-12-31,67
2012-01-07,68
2012-01-14,65
2012-01-21,58
2012-01-28,64
2012-02-04,56
2012-02-11,54
2012-02-18,56
2012-02-25,53
2012-03-03,53
2012-03-10,51
2012-03-17,49
2012-03-24,53
2012-03-31,59
2012-04-07,49
2012-04-14,50
2012-04-21,50
2012-04-28,50
2012-05-05,52
2012-05-12,49
2012-05-19,50
2012-05-26,48
2012-06-02,49
2012-06-09,55
2012-06-16,52
2012-06-23,54
2012-06-30,58
2012-07-07,50
2012-07-14,56
2012-07-21,51
2012-07-28,48
2012-08-04,50
2012-08-11,50
2012-08-18,52
2012-08-25,51
2012-09-01,50
2012-09-08,49
2012-09-15,53
2012-09-22,51
2012-09-29,53
2012-10-06,53
2012-10-13,54
2012-10-20,56
2012-10-27,52
2012-11-03,52
2012-11-10,63
2012-11-17,79
2012-11-24,50
2012-12-01,51
2012-12-08,57
2012-12-15,62
2012-12-22,68
2012-12-29,65
