Search Term,vegan
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2008-11-29,43
2008-12-06,46
2008-12-13,46
2008-12-20,52
2008-12-27,49
2009-01-03,41
2009-01-10,46
2009-01-17,42
2009-01-24,43
2009-01-31,42
2009-02-07,41
2009-02-14,40
2009-02-21,44
2009-02-28,48
2009-03-07,41
2009-03-14,41
2009-03-21,44
2009-03-28,46
2009-04-04,51
2009-04-11,43
2009-04-18,44
2009-04-25,43
2009-05-02,45
2009-05-09,39
2009-05-16,40
2009-05-23,42
2009-05-30,40
2009-06-06,43
2009-06-13,44
2009-06-20,42
2009-06-27,41
2009-07-04,44
2009-07-11,49
2009-07-18,49
2009-07-25,45
2009-08-01,49
2009-08-08,48
2009-08-15,47
2009-08-22,45
2009-08-29,45
2009-09-05,43
2009-09-12,44
2009-09-19,48
2009-09-26,43
2009-10-03,49
2009-10-10,49
2009-10-17,50
2009-10-24,51
2009-10-31,55
2009-11-07,54
2009-11-14,54
2009-11-21,66
2009-11-28,50
2009-12-05,54
2009-12-12,54
2009-12-19,58
2009-12-26,58
2010-01-02,55
2010-01-09,52
2010-01-16,53
2010-01-23,54
2010-01-30,54
2010-02-06,54
2010-02-13,54
2010-02-20,52
2010-02-27,51
2010-03-06,56
2010-03-13,54
2010-03-20,55
2010-03-27,61
2010-04-03,52
2010-04-10,50
2010-04-17,50
2010-04-24,54
2010-05-01,50
2010-05-08,52
2010-05-15,48
2010-05-22,47
2010-05-29,52
2010-06-05,50
2010-06-12,50
2010-06-19,47
2010-06-26,52
2010-07-03,51
2010-07-10,57
2010-07-17,54
2010-07-24,51
2010-07-31,61
2010-08-07,58
2010-08-14,57
2010-08-21,57
2010-08-28,54
2010-09-04,58
2010-09-11,58
2010-09-18,57
2010-09-25,53
2010-10-02,57
2010-10-09,55
2010-10-16,57
2010-10-23,58
2010-10-30,61
2010-11-06,60
2010-11-13,62
2010-11-20,69
2010-11-27,55
2010-12-04,57
2010-12-11,58
2010-12-18,68
2010-12-25,60
2011-01-01,65
2011-01-08,62
2011-01-15,61
2011-01-22,60
2011-01-29,75
2011-02-05,68
2011-02-12,64
2011-02-19,58
2011-02-26,64
2011-03-05,66
2011-03-12,62
2011-03-19,68
2011-03-26,68
2011-04-02,68
2011-04-09,66
2011-04-16,75
2011-04-23,62
2011-04-30,59
2011-05-07,61
2011-05-14,60
2011-05-21,60
2011-05-28,61
2011-06-04,58
2011-06-11,62
2011-06-18,61
2011-06-25,60
2011-07-02,60
2011-07-09,59
2011-07-16,60
2011-07-23,60
2011-07-30,62
2011-08-06,64
2011-08-13,70
2011-08-20,69
2011-08-27,66
2011-09-03,71
2011-09-10,71
2011-09-17,65
2011-09-24,70
2011-10-01,70
2011-10-08,69
2011-10-15,69
2011-10-22,73
2011-10-29,76
2011-11-05,76
2011-11-12,75
2011-11-19,85
2011-11-26,72
2011-12-03,70
2011-12-10,73
2011-12-17,83
2011-12-24,74
2011-12-31,82
2012-01-07,84
2012-01-14,80
2012-01-21,81
2012-01-28,77
2012-02-04,77
2012-02-11,82
2012-02-18,82
2012-02-25,80
2012-03-03,78
2012-03-10,78
2012-03-17,76
2012-03-24,76
2012-03-31,81
2012-04-07,74
2012-04-14,71
2012-04-21,77
2012-04-28,77
2012-05-05,75
2012-05-12,73
2012-05-19,74
2012-05-26,78
2012-06-02,79
2012-06-09,79
2012-06-16,81
2012-06-23,90
2012-06-30,91
2012-07-07,83
2012-07-14,76
2012-07-21,82
2012-07-28,80
2012-08-04,78
2012-08-11,83
2012-08-18,84
2012-08-25,82
2012-09-01,83
2012-09-08,81
2012-09-15,81
2012-09-22,80
2012-09-29,85
2012-10-06,82
2012-10-13,79
2012-10-20,76
2012-10-27,78
2012-11-03,77
2012-11-10,81
2012-11-17,98
2012-11-24,81
2012-12-01,79
2012-12-08,82
2012-12-15,89
2012-12-22,94
2012-12-29,100
