,Search Term,vegetarian
0,2003-12-27,90.08306468008482
1,2004-01-03,81.07475821207632
2,2004-01-10,79.27309691847462
3,2004-01-17,74.7689436844704
4,2004-01-24,79.27309691847462
5,2004-01-31,69.3639598036653
6,2004-02-07,74.7689436844704
7,2004-02-14,64.85980656966107
8,2004-02-21,69.3639598036653
9,2004-02-28,67.5622985100636
10,2004-03-06,65.76063721646192
11,2004-03-13,67.5622985100636
12,2004-03-20,68.46312915686445
13,2004-03-27,64.85980656966107
14,2004-04-03,63.958975922860205
15,2004-04-10,51.34734686764835
16,2004-04-17,58.55399204205513
17,2004-04-24,59.45482268885597
18,2004-05-01,58.55399204205513
19,2004-05-08,55.85150010165258
20,2004-05-15,59.45482268885597
21,2004-05-22,57.65316139525428
22,2004-05-29,59.45482268885597
23,2004-06-05,61.256483982457674
24,2004-06-12,59.45482268885597
25,2004-06-19,56.75233074845343
26,2004-06-26,57.65316139525428
27,2004-07-03,63.05814527605936
28,2004-07-10,55.85150010165258
29,2004-07-17,66.66146786326276
30,2004-07-24,63.958975922860205
31,2004-07-31,64.85980656966107
32,2004-08-07,64.85980656966107
33,2004-08-14,67.5622985100636
34,2004-08-21,63.958975922860205
35,2004-08-28,56.75233074845343
36,2004-09-04,62.15731462925852
37,2004-09-11,67.5622985100636
38,2004-09-18,58.55399204205513
39,2004-09-25,64.85980656966107
40,2004-10-02,64.85980656966107
41,2004-10-09,63.958975922860205
42,2004-10-16,70.26479045046615
43,2004-10-23,60.355653335656825
44,2004-10-30,68.46312915686445
45,2004-11-06,58.55399204205513
46,2004-11-13,74.7689436844704
47,2004-11-20,77.47143562487292
48,2004-11-27,59.45482268885597
49,2004-12-04,59.45482268885597
50,2004-12-11,58.55399204205513
51,2004-12-18,71.165621097267
52,2004-12-25,63.05814527605936
53,2005-01-01,69.3639598036653
54,2005-01-08,63.05814527605936
55,2005-01-15,63.958975922860205
56,2005-01-22,59.45482268885597
57,2005-01-29,63.05814527605936
58,2005-02-05,66.66146786326276
59,2005-02-12,61.256483982457674
60,2005-02-19,62.15731462925852
61,2005-02-26,61.256483982457674
62,2005-03-05,63.05814527605936
63,2005-03-12,57.65316139525428
64,2005-03-19,63.958975922860205
65,2005-03-26,58.55399204205513
66,2005-04-02,57.65316139525428
67,2005-04-09,58.55399204205513
68,2005-04-16,58.55399204205513
69,2005-04-23,56.75233074845343
70,2005-04-30,62.15731462925852
71,2005-05-07,55.85150010165258
72,2005-05-14,58.55399204205513
73,2005-05-21,59.45482268885597
74,2005-05-28,55.85150010165258
75,2005-06-04,53.14900816125003
76,2005-06-11,57.65316139525428
77,2005-06-18,56.75233074845343
78,2005-06-25,58.55399204205513
79,2005-07-02,54.95066945485173
80,2005-07-09,58.55399204205513
81,2005-07-16,59.45482268885597
82,2005-07-23,58.55399204205513
83,2005-07-30,60.355653335656825
84,2005-08-06,60.355653335656825
85,2005-08-13,59.45482268885597
86,2005-08-20,56.75233074845343
87,2005-08-27,53.14900816125003
88,2005-09-03,51.34734686764835
89,2005-09-10,56.75233074845343
90,2005-09-17,57.65316139525428
91,2005-09-24,60.355653335656825
92,2005-10-01,62.15731462925852
93,2005-10-08,60.355653335656825
94,2005-10-15,61.256483982457674
95,2005-10-22,56.75233074845343
96,2005-10-29,62.15731462925852
97,2005-11-05,63.05814527605936
98,2005-11-12,66.66146786326276
99,2005-11-19,71.165621097267
100,2005-11-26,57.65316139525428
101,2005-12-03,57.65316139525428
102,2005-12-10,54.95066945485173
103,2005-12-17,65.76063721646192
104,2005-12-24,58.55399204205513
105,2005-12-31,63.05814527605936
106,2006-01-07,62.15731462925852
107,2006-01-14,60.355653335656825
108,2006-01-21,57.65316139525428
109,2006-01-28,60.355653335656825
110,2006-02-04,57.65316139525428
111,2006-02-11,58.55399204205513
112,2006-02-18,56.75233074845343
113,2006-02-25,59.45482268885597
114,2006-03-04,58.55399204205513
115,2006-03-11,58.55399204205513
116,2006-03-18,56.75233074845343
117,2006-03-25,54.049838808050886
118,2006-04-01,52.24817751444919
119,2006-04-08,57.65316139525428
120,2006-04-15,54.95066945485173
121,2006-04-22,52.24817751444919
122,2006-04-29,54.95066945485173
123,2006-05-06,55.85150010165258
124,2006-05-13,49.54568557404665
125,2006-05-20,52.24817751444919
126,2006-05-27,48.644854927245795
127,2006-06-03,50.44651622084749
128,2006-06-10,52.24817751444919
129,2006-06-17,51.34734686764835
130,2006-06-24,49.54568557404665
131,2006-07-01,50.44651622084749
132,2006-07-08,52.24817751444919
133,2006-07-15,53.14900816125003
134,2006-07-22,52.24817751444919
135,2006-07-29,51.34734686764835
136,2006-08-05,52.24817751444919
137,2006-08-12,54.95066945485173
138,2006-08-19,48.644854927245795
139,2006-08-26,48.644854927245795
140,2006-09-02,52.24817751444919
141,2006-09-09,52.24817751444919
142,2006-09-16,51.34734686764835
143,2006-09-23,55.85150010165258
144,2006-09-30,53.14900816125003
145,2006-10-07,53.14900816125003
146,2006-10-14,53.14900816125003
147,2006-10-21,47.744024280444954
148,2006-10-28,53.14900816125003
149,2006-11-04,49.54568557404665
150,2006-11-11,52.24817751444919
151,2006-11-18,59.45482268885597
152,2006-11-25,47.744024280444954
153,2006-12-02,50.44651622084749
154,2006-12-09,50.44651622084749
155,2006-12-16,54.95066945485173
156,2006-12-23,55.85150010165258
157,2006-12-30,63.05814527605936
158,2007-01-06,46.843193633644105
159,2007-01-13,53.14900816125003
160,2007-01-20,51.34734686764835
161,2007-01-27,51.34734686764835
162,2007-02-03,51.34734686764835
163,2007-02-10,48.644854927245795
164,2007-02-17,52.24817751444919
165,2007-02-24,48.644854927245795
166,2007-03-03,50.44651622084749
167,2007-03-10,52.24817751444919
168,2007-03-17,48.644854927245795
169,2007-03-24,47.744024280444954
170,2007-03-31,48.644854927245795
171,2007-04-07,45.94236298684326
172,2007-04-14,50.44651622084749
173,2007-04-21,46.843193633644105
174,2007-04-28,49.54568557404665
175,2007-05-05,45.04153234004241
176,2007-05-12,52.24817751444919
177,2007-05-19,47.744024280444954
178,2007-05-26,52.24817751444919
179,2007-06-02,45.04153234004241
180,2007-06-09,47.744024280444954
181,2007-06-16,46.843193633644105
182,2007-06-23,47.744024280444954
183,2007-06-30,47.744024280444954
184,2007-07-07,50.44651622084749
185,2007-07-14,49.54568557404665
186,2007-07-21,47.744024280444954
187,2007-07-28,48.644854927245795
188,2007-08-04,47.744024280444954
189,2007-08-11,50.44651622084749
190,2007-08-18,48.644854927245795
191,2007-08-25,44.14070169324155
192,2007-09-01,47.744024280444954
193,2007-09-08,45.04153234004241
194,2007-09-15,48.644854927245795
195,2007-09-22,50.44651622084749
196,2007-09-29,54.049838808050886
197,2007-10-06,53.14900816125003
198,2007-10-13,45.94236298684326
199,2007-10-20,42.33904039963986
200,2007-10-27,46.843193633644105
201,2007-11-03,52.24817751444919
202,2007-11-10,49.54568557404665
203,2007-11-17,58.55399204205513
204,2007-11-24,45.04153234004241
205,2007-12-01,46.843193633644105
206,2007-12-08,46.843193633644105
207,2007-12-15,51.34734686764835
208,2007-12-22,51.34734686764835
209,2007-12-29,61.256483982457674
210,2008-01-05,54.95066945485173
211,2008-01-12,52.24817751444919
212,2008-01-19,53.14900816125003
213,2008-01-26,49.54568557404665
214,2008-02-02,50.44651622084749
215,2008-02-09,50.44651622084749
216,2008-02-16,50.44651622084749
217,2008-02-23,44.14070169324155
218,2008-03-01,47.744024280444954
219,2008-03-08,45.94236298684326
220,2008-03-15,49.54568557404665
221,2008-03-22,45.04153234004241
222,2008-03-29,44.14070169324155
223,2008-04-05,46.843193633644105
224,2008-04-12,48.644854927245795
225,2008-04-19,45.94236298684326
226,2008-04-26,45.94236298684326
227,2008-05-03,43.23987104644071
228,2008-05-10,42.33904039963986
229,2008-05-17,47.744024280444954
230,2008-05-24,44.14070169324155
231,2008-05-31,41.438209752839015
232,2008-06-07,41.438209752839015
233,2008-06-14,43.23987104644071
234,2008-06-21,45.94236298684326
235,2008-06-28,42.33904039963986
236,2008-07-05,44.14070169324155
237,2008-07-12,47.744024280444954
238,2008-07-19,42.33904039963986
239,2008-07-26,45.04153234004241
240,2008-08-02,42.33904039963986
241,2008-08-09,45.04153234004241
242,2008-08-16,47.744024280444954
243,2008-08-23,45.94236298684326
244,2008-08-30,46.843193633644105
245,2008-09-06,44.14070169324155
246,2008-09-13,46.843193633644105
247,2008-09-20,45.94236298684326
248,2008-09-27,54.049838808050886
249,2008-10-04,47.744024280444954
250,2008-10-11,47.744024280444954
251,2008-10-18,46.843193633644105
252,2008-10-25,46.843193633644105
253,2008-11-01,45.94236298684326
254,2008-11-08,57.65316139525428
255,2008-11-15,54.95066945485173
256,2008-11-22,56.75233074845343
257,2008-11-29,45.26863250310144
258,2008-12-06,50.84015650348316
259,2008-12-13,45.26863250310144
260,2008-12-20,48.750835003340015
261,2008-12-27,58.501002004008015
262,2009-01-03,57.80456150396031
263,2009-01-10,54.32235900372173
264,2009-01-17,50.14371600343544
265,2009-01-24,50.84015650348316
266,2009-01-31,51.53659700353087
267,2009-02-07,50.14371600343544
268,2009-02-14,45.96507300314916
269,2009-02-21,48.750835003340015
270,2009-02-28,48.750835003340015
271,2009-03-07,48.0543945032923
272,2009-03-14,50.14371600343544
273,2009-03-21,49.447275503387736
274,2009-03-28,50.14371600343544
275,2009-04-04,53.62591850367402
276,2009-04-11,48.750835003340015
277,2009-04-18,47.357954003244586
278,2009-04-25,51.53659700353087
279,2009-05-02,48.750835003340015
280,2009-05-09,46.66151350319687
281,2009-05-16,48.750835003340015
282,2009-05-23,46.66151350319687
283,2009-05-30,47.357954003244586
284,2009-06-06,52.23303750357859
285,2009-06-13,49.447275503387736
286,2009-06-20,45.96507300314916
287,2009-06-27,48.750835003340015
288,2009-07-04,49.447275503387736
289,2009-07-11,51.53659700353087
290,2009-07-18,51.53659700353087
291,2009-07-25,52.23303750357859
292,2009-08-01,51.53659700353087
293,2009-08-08,50.84015650348316
294,2009-08-15,52.92947800362629
295,2009-08-22,50.84015650348316
296,2009-08-29,50.14371600343544
297,2009-09-05,50.84015650348316
298,2009-09-12,52.23303750357859
299,2009-09-19,52.23303750357859
300,2009-09-26,55.01879950376944
