,Search Term,vegan
0,2003-12-27,13.706670153644987
1,2004-01-03,11.136669499836552
2,2004-01-10,9.994446987032802
3,2004-01-17,10.993891685736083
4,2004-01-24,10.137224801133273
5,2004-01-31,10.565558243434678
6,2004-02-07,10.565558243434678
7,2004-02-14,9.851669172932334
8,2004-02-21,9.994446987032802
9,2004-02-28,9.28055791653046
10,2004-03-06,8.709446660128584
11,2004-03-13,10.565558243434678
12,2004-03-20,10.422780429334209
13,2004-03-27,9.137780102429991
14,2004-04-03,10.422780429334209
15,2004-04-10,8.423891031927647
16,2004-04-17,9.28055791653046
17,2004-04-24,9.423335730630928
18,2004-05-01,8.28111321782718
19,2004-05-08,8.566668846028117
20,2004-05-15,8.852224474229054
21,2004-05-22,8.566668846028117
22,2004-05-29,9.566113544731397
23,2004-06-05,9.708891358831865
24,2004-06-12,9.137780102429991
25,2004-06-19,8.566668846028117
26,2004-06-26,8.995002288329522
27,2004-07-03,10.280002615233741
28,2004-07-10,10.280002615233741
29,2004-07-17,10.137224801133273
30,2004-07-24,10.708336057535146
31,2004-07-31,10.565558243434678
32,2004-08-07,10.137224801133273
33,2004-08-14,10.565558243434678
34,2004-08-21,9.708891358831865
35,2004-08-28,9.851669172932334
36,2004-09-04,9.566113544731397
37,2004-09-11,10.708336057535146
38,2004-09-18,8.709446660128584
39,2004-09-25,9.851669172932334
40,2004-10-02,10.565558243434678
41,2004-10-09,10.565558243434678
42,2004-10-16,11.27944731393702
43,2004-10-23,9.708891358831865
44,2004-10-30,10.137224801133273
45,2004-11-06,11.27944731393702
46,2004-11-13,11.993336384439363
47,2004-11-20,14.277781410046861
48,2004-11-27,10.708336057535146
49,2004-12-04,10.851113871635613
50,2004-12-11,11.27944731393702
51,2004-12-18,11.850558570338894
52,2004-12-25,10.565558243434678
53,2005-01-01,9.851669172932334
54,2005-01-08,9.566113544731397
55,2005-01-15,8.995002288329522
56,2005-01-22,9.708891358831865
57,2005-01-29,9.566113544731397
58,2005-02-05,10.993891685736083
59,2005-02-12,9.708891358831865
60,2005-02-19,9.994446987032802
61,2005-02-26,9.137780102429991
62,2005-03-05,9.566113544731397
63,2005-03-12,10.137224801133273
64,2005-03-19,9.851669172932334
65,2005-03-26,10.565558243434678
66,2005-04-02,9.708891358831865
67,2005-04-09,8.709446660128584
68,2005-04-16,8.709446660128584
69,2005-04-23,9.851669172932334
70,2005-04-30,10.422780429334209
71,2005-05-07,9.423335730630928
72,2005-05-14,9.566113544731397
73,2005-05-21,8.995002288329522
74,2005-05-28,10.280002615233741
75,2005-06-04,9.708891358831865
76,2005-06-11,10.280002615233741
77,2005-06-18,9.994446987032802
78,2005-06-25,9.137780102429991
79,2005-07-02,8.995002288329522
80,2005-07-09,10.137224801133273
81,2005-07-16,8.995002288329522
82,2005-07-23,10.137224801133273
83,2005-07-30,9.994446987032802
84,2005-08-06,12.992781083142644
85,2005-08-13,10.565558243434678
86,2005-08-20,8.995002288329522
87,2005-08-27,9.28055791653046
88,2005-09-03,9.423335730630928
89,2005-09-10,9.566113544731397
90,2005-09-17,9.566113544731397
91,2005-09-24,9.851669172932334
92,2005-10-01,10.137224801133273
93,2005-10-08,9.28055791653046
94,2005-10-15,9.851669172932334
95,2005-10-22,9.994446987032802
96,2005-10-29,10.993891685736083
97,2005-11-05,10.280002615233741
98,2005-11-12,11.850558570338894
99,2005-11-19,13.42111452544405
100,2005-11-26,10.708336057535146
101,2005-12-03,11.42222512803749
102,2005-12-10,10.708336057535146
103,2005-12-17,12.707225454941707
104,2005-12-24,11.136669499836552
105,2005-12-31,9.994446987032802
106,2006-01-07,10.422780429334209
107,2006-01-14,9.566113544731397
108,2006-01-21,9.851669172932334
109,2006-01-28,10.422780429334209
110,2006-02-04,9.28055791653046
111,2006-02-11,9.994446987032802
112,2006-02-18,10.565558243434678
113,2006-02-25,10.851113871635613
114,2006-03-04,9.851669172932334
115,2006-03-11,10.422780429334209
116,2006-03-18,10.422780429334209
117,2006-03-25,10.137224801133273
118,2006-04-01,9.708891358831865
119,2006-04-08,10.422780429334209
120,2006-04-15,9.708891358831865
121,2006-04-22,9.423335730630928
122,2006-04-29,9.708891358831865
123,2006-05-06,9.423335730630928
124,2006-05-13,9.708891358831865
125,2006-05-20,9.851669172932334
126,2006-05-27,9.28055791653046
127,2006-06-03,9.566113544731397
128,2006-06-10,9.851669172932334
129,2006-06-17,9.566113544731397
130,2006-06-24,10.280002615233741
131,2006-07-01,10.422780429334209
132,2006-07-08,9.851669172932334
133,2006-07-15,9.708891358831865
134,2006-07-22,13.135558897243113
135,2006-07-29,10.708336057535146
136,2006-08-05,11.42222512803749
137,2006-08-12,10.993891685736083
138,2006-08-19,9.851669172932334
