,Search Term,plant-based
474,2017-12-30,16.605214152700185
475,2018-01-06,13.912476722532588
476,2018-01-13,15.258845437616387
477,2018-01-20,15.707635009310986
478,2018-01-27,14.361266294227187
479,2018-02-03,16.156424581005584
480,2018-02-10,15.258845437616387
481,2018-02-17,17.951582867783983
482,2018-02-24,20.64432029795158
483,2018-03-03,20.64432029795158
484,2018-03-10,17.502793296089383
485,2018-03-17,18.849162011173185
486,2018-03-24,17.502793296089383
487,2018-03-31,16.605214152700185
488,2018-04-07,19.297951582867782
489,2018-04-14,14.810055865921786
490,2018-04-21,13.463687150837988
491,2018-04-28,17.054003724394786
492,2018-05-05,25.132216014897573
493,2018-05-12,14.361266294227187
494,2018-05-19,14.810055865921786
495,2018-05-26,14.810055865921786
496,2018-06-02,13.014897579143389
497,2018-06-09,14.810055865921786
498,2018-06-16,11.21973929236499
499,2018-06-23,13.463687150837988
500,2018-06-30,12.566108007448786
501,2018-07-07,13.463687150837988
502,2018-07-14,12.566108007448786
503,2018-07-21,15.707635009310986
504,2018-07-28,13.912476722532588
505,2018-08-04,12.566108007448786
506,2018-08-11,16.605214152700185
507,2018-08-18,17.951582867783983
508,2018-08-25,14.810055865921786
509,2018-09-01,14.361266294227187
510,2018-09-08,17.054003724394786
511,2018-09-15,17.054003724394786
512,2018-09-22,15.258845437616387
513,2018-09-29,17.951582867783983
514,2018-10-06,16.156424581005584
515,2018-10-13,18.400372439478584
516,2018-10-20,18.400372439478584
517,2018-10-27,17.054003724394786
518,2018-11-03,15.707635009310986
519,2018-11-10,16.156424581005584
520,2018-11-17,13.014897579143389
521,2018-11-24,15.258845437616387
522,2018-12-01,14.810055865921786
523,2018-12-08,17.054003724394786
524,2018-12-15,12.566108007448786
525,2018-12-22,11.66852886405959
526,2018-12-29,18.400372439478584
527,2019-01-05,20.64432029795158
528,2019-01-12,21.09310986964618
529,2019-01-19,18.849162011173185
530,2019-01-26,22.43947858472998
531,2019-02-02,17.502793296089383
532,2019-02-09,17.951582867783983
533,2019-02-16,19.297951582867782
534,2019-02-23,21.09310986964618
535,2019-03-02,22.88826815642458
536,2019-03-09,20.195530726256983
537,2019-03-16,21.99068901303538
538,2019-03-23,21.54189944134078
539,2019-03-30,24.23463687150838
540,2019-04-06,19.746741154562383
541,2019-04-13,20.195530726256983
542,2019-04-20,20.64432029795158
543,2019-04-27,23.33705772811918
544,2019-05-04,21.54189944134078
545,2019-05-11,23.785847299813778
546,2019-05-18,17.951582867783983
547,2019-05-25,18.400372439478584
548,2019-06-01,25.581005586592177
549,2019-06-08,32.76163873370577
550,2019-06-15,26.927374301675975
551,2019-06-22,22.88826815642458
552,2019-06-29,18.400372439478584
553,2019-07-06,22.88826815642458
554,2019-07-13,23.33705772811918
555,2019-07-20,28.273743016759774
556,2019-07-27,26.029795158286777
557,2019-08-03,26.029795158286777
558,2019-08-10,29.17132216014898
559,2019-08-17,28.273743016759774
560,2019-08-24,31.41527001862197
561,2019-08-31,24.23463687150838
562,2019-09-07,25.581005586592177
563,2019-09-14,28.722532588454374
564,2019-09-21,27.376163873370572
565,2019-09-28,28.273743016759774
566,2019-10-05,27.376163873370572
567,2019-10-12,28.722532588454374
568,2019-10-19,39.493482309124765
569,2019-10-26,39.94227188081936
570,2019-11-02,37.249534450651765
571,2019-11-09,41.737430167597765
572,2019-11-16,41.28864059590316
573,2019-11-23,31.41527001862197
574,2019-11-30,36.80074487895717
575,2019-12-07,31.86405959031657
576,2019-12-14,31.86405959031657
577,2019-12-21,27.824953445065177
578,2019-12-28,37.249534450651765
579,2020-01-04,44.87895716945996
580,2020-01-11,41.28864059590316
581,2020-01-18,37.69832402234637
582,2020-01-25,43.0
583,2020-02-01,42.0
584,2020-02-08,39.0
585,2020-02-15,36.0
586,2020-02-22,42.0
587,2020-02-29,39.0
588,2020-03-07,35.0
589,2020-03-14,25.0
590,2020-03-21,28.999999999999996
591,2020-03-28,34.0
592,2020-04-04,34.0
