Search Term,vegan
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,53
2016-12-03,52
2016-12-10,51
2016-12-17,59
2016-12-24,79
2016-12-31,53
2017-01-07,49
2017-01-14,48
2017-01-21,47
2017-01-28,45
2017-02-04,46
2017-02-11,45
2017-02-18,46
2017-02-25,49
2017-03-04,47
2017-03-11,47
2017-03-18,48
2017-03-25,49
2017-04-01,47
2017-04-08,52
2017-04-15,45
2017-04-22,43
2017-04-29,45
2017-05-06,48
2017-05-13,43
2017-05-20,45
2017-05-27,46
2017-06-03,46
2017-06-10,46
2017-06-17,48
2017-06-24,54
2017-07-01,62
2017-07-08,64
2017-07-15,68
2017-07-22,68
2017-07-29,70
2017-08-05,71
2017-08-12,68
2017-08-19,65
2017-08-26,64
2017-09-02,64
2017-09-09,60
2017-09-16,62
2017-09-23,59
2017-09-30,60
2017-10-07,62
2017-10-14,58
2017-10-21,59
2017-10-28,64
2017-11-04,60
2017-11-11,62
2017-11-18,72
2017-11-25,63
2017-12-02,62
2017-12-09,64
2017-12-16,70
2017-12-23,69
2017-12-30,75
2018-01-06,66
2018-01-13,70
2018-01-20,68
2018-01-27,71
2018-02-03,62
2018-02-10,71
2018-02-17,64
2018-02-24,64
2018-03-03,62
2018-03-10,62
2018-03-17,64
2018-03-24,69
2018-03-31,65
2018-04-07,59
2018-04-14,61
2018-04-21,64
2018-04-28,63
2018-05-05,56
2018-05-12,59
2018-05-19,58
2018-05-26,61
2018-06-02,58
2018-06-09,61
2018-06-16,56
2018-06-23,56
2018-06-30,58
2018-07-07,59
2018-07-14,61
2018-07-21,60
2018-07-28,60
2018-08-04,61
2018-08-11,62
2018-08-18,60
2018-08-25,58
2018-09-01,58
2018-09-08,57
2018-09-15,56
2018-09-22,61
2018-09-29,59
2018-10-06,60
2018-10-13,60
2018-10-20,57
2018-10-27,63
2018-11-03,63
2018-11-10,64
2018-11-17,68
2018-11-24,59
2018-12-01,64
2018-12-08,62
2018-12-15,68
2018-12-22,71
2018-12-29,80
2019-01-05,71
2019-01-12,69
2019-01-19,69
2019-01-26,64
2019-02-02,66
2019-02-09,65
2019-02-16,62
2019-02-23,62
2019-03-02,63
2019-03-09,61
2019-03-16,63
2019-03-23,62
2019-03-30,62
2019-04-06,66
2019-04-13,65
2019-04-20,61
2019-04-27,58
2019-05-04,61
2019-05-11,60
2019-05-18,60
2019-05-25,56
2019-06-01,63
2019-06-08,60
2019-06-15,65
2019-06-22,64
2019-06-29,58
2019-07-06,63
2019-07-13,66
2019-07-20,62
2019-07-27,62
2019-08-03,64
2019-08-10,66
2019-08-17,65
2019-08-24,64
2019-08-31,63
2019-09-07,61
2019-09-14,63
2019-09-21,62
2019-09-28,64
2019-10-05,65
2019-10-12,66
2019-10-19,72
2019-10-26,83
2019-11-02,83
2019-11-09,84
2019-11-16,86
2019-11-23,87
2019-11-30,77
2019-12-07,77
2019-12-14,83
2019-12-21,86
2019-12-28,100
2020-01-04,95
2020-01-11,86
2020-01-18,86
2020-01-25,83
2020-02-01,76
2020-02-08,78
2020-02-15,78
2020-02-22,75
2020-02-29,70
