Search Term,vegetarian
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-11-24,70
2012-12-01,67
2012-12-08,70
2012-12-15,74
2012-12-22,78
2012-12-29,86
2013-01-05,82
2013-01-12,80
2013-01-19,82
2013-01-26,80
2013-02-02,79
2013-02-09,80
2013-02-16,84
2013-02-23,76
2013-03-02,76
2013-03-09,77
2013-03-16,77
2013-03-23,78
2013-03-30,70
2013-04-06,74
2013-04-13,70
2013-04-20,74
2013-04-27,73
2013-05-04,68
2013-05-11,68
2013-05-18,70
2013-05-25,70
2013-06-01,69
2013-06-08,68
2013-06-15,69
2013-06-22,69
2013-06-29,69
2013-07-06,72
2013-07-13,71
2013-07-20,69
2013-07-27,68
2013-08-03,75
2013-08-10,72
2013-08-17,75
2013-08-24,70
2013-08-31,70
2013-09-07,68
2013-09-14,69
2013-09-21,72
2013-09-28,78
2013-10-05,78
2013-10-12,74
2013-10-19,74
2013-10-26,72
2013-11-02,76
2013-11-09,76
2013-11-16,78
2013-11-23,76
2013-11-30,70
2013-12-07,76
2013-12-14,76
2013-12-21,78
2013-12-28,90
2014-01-04,89
2014-01-11,79
2014-01-18,82
2014-01-25,82
2014-02-01,77
2014-02-08,76
2014-02-15,76
2014-02-22,77
2014-03-01,79
2014-03-08,75
2014-03-15,76
2014-03-22,76
2014-03-29,75
2014-04-05,74
2014-04-12,79
2014-04-19,71
2014-04-26,72
2014-05-03,72
2014-05-10,70
2014-05-17,70
2014-05-24,66
2014-05-31,71
2014-06-07,66
2014-06-14,66
2014-06-21,67
2014-06-28,69
2014-07-05,69
2014-07-12,70
2014-07-19,71
2014-07-26,75
2014-08-02,72
2014-08-09,71
2014-08-16,73
2014-08-23,67
2014-08-30,70
2014-09-06,70
2014-09-13,70
2014-09-20,73
2014-09-27,79
2014-10-04,71
2014-10-11,73
2014-10-18,77
2014-10-25,69
2014-11-01,75
2014-11-08,73
2014-11-15,77
2014-11-22,77
2014-11-29,70
2014-12-06,74
2014-12-13,71
2014-12-20,79
2014-12-27,86
2015-01-03,81
2015-01-10,78
2015-01-17,75
2015-01-24,77
2015-01-31,73
2015-02-07,65
2015-02-14,78
2015-02-21,71
2015-02-28,72
2015-03-07,73
2015-03-14,70
2015-03-21,72
2015-03-28,77
2015-04-04,70
2015-04-11,71
2015-04-18,67
2015-04-25,67
2015-05-02,68
2015-05-09,66
2015-05-16,69
2015-05-23,69
2015-05-30,71
2015-06-06,68
2015-06-13,70
2015-06-20,71
2015-06-27,75
2015-07-04,71
2015-07-11,72
2015-07-18,76
2015-07-25,76
2015-08-01,74
2015-08-08,75
2015-08-15,73
2015-08-22,72
2015-08-29,72
2015-09-05,71
2015-09-12,68
2015-09-19,73
2015-09-26,78
2015-10-03,76
2015-10-10,80
2015-10-17,79
2015-10-24,78
2015-10-31,83
2015-11-07,81
2015-11-14,81
2015-11-21,83
2015-11-28,77
2015-12-05,77
2015-12-12,80
2015-12-19,92
2015-12-26,94
2016-01-02,93
2016-01-09,84
2016-01-16,86
2016-01-23,82
2016-01-30,84
2016-02-06,87
2016-02-13,81
2016-02-20,82
2016-02-27,79
2016-03-05,79
2016-03-12,76
2016-03-19,83
2016-03-26,79
2016-04-02,83
2016-04-09,82
2016-04-16,78
2016-04-23,77
2016-04-30,83
2016-05-07,78
2016-05-14,87
2016-05-21,79
2016-05-28,78
2016-06-04,76
2016-06-11,77
2016-06-18,75
2016-06-25,76
2016-07-02,76
2016-07-09,76
2016-07-16,79
2016-07-23,78
2016-07-30,77
2016-08-06,73
2016-08-13,72
2016-08-20,75
2016-08-27,81
2016-09-03,78
2016-09-10,79
2016-09-17,76
2016-09-24,80
2016-10-01,81
2016-10-08,78
2016-10-15,78
2016-10-22,76
2016-10-29,80
2016-11-05,77
2016-11-12,84
2016-11-19,84
2016-11-26,81
2016-12-03,78
2016-12-10,83
2016-12-17,93
2016-12-24,90
2016-12-31,100
