,Search Term,okja
110,2019-01-12,1.0
111,2019-01-19,1.0
112,2019-01-26,1.0
113,2019-02-02,1.0
114,2019-02-09,1.0
115,2019-02-16,1.0
116,2019-02-23,1.0
117,2019-03-02,1.0
118,2019-03-09,1.0
119,2019-03-16,1.0
120,2019-03-23,1.0
121,2019-03-30,1.0
122,2019-04-06,1.0
123,2019-04-13,1.0
124,2019-04-20,1.0
125,2019-04-27,1.0
126,2019-05-04,1.0
127,2019-05-11,1.0
128,2019-05-18,1.0
129,2019-05-25,1.0
130,2019-06-01,1.0
131,2019-06-08,1.0
132,2019-06-15,1.0
133,2019-06-22,1.0
134,2019-06-29,1.0
135,2019-07-06,1.0
136,2019-07-13,1.0
137,2019-07-20,1.0
138,2019-07-27,1.0
139,2019-08-03,1.0
140,2019-08-10,1.0
141,2019-08-17,1.0
142,2019-08-24,1.0
143,2019-08-31,1.0
144,2019-09-07,1.0
145,2019-09-14,1.0
146,2019-09-21,1.0
147,2019-09-28,1.0
148,2019-10-05,2.0
149,2019-10-12,1.0
150,2019-10-19,1.0
151,2019-10-26,1.0
152,2019-11-02,2.0
153,2019-11-09,2.0
154,2019-11-16,1.0
155,2019-11-23,2.0
156,2019-11-30,1.0
157,2019-12-07,1.0
158,2019-12-14,1.0
159,2019-12-21,2.0
160,2019-12-28,2.0
161,2020-01-04,2.0
162,2020-01-11,2.0
163,2020-01-18,2.0
164,2020-01-25,1.8078602620087338
165,2020-02-01,3.013100436681223
166,2020-02-08,7.532751091703058
167,2020-02-15,5.323144104803494
168,2020-02-22,3.2139737991266375
169,2020-02-29,2.109170305676856
170,2020-03-07,2.2096069868995634
171,2020-03-14,2.9126637554585155
172,2020-03-21,3.2139737991266375
173,2020-03-28,2.7117903930131004
174,2020-04-04,6.1266375545851535
175,2020-04-11,4.218340611353712
176,2020-04-18,3.2139737991266375
177,2020-04-25,2.9126637554585155
178,2020-05-02,2.3100436681222707
179,2020-05-09,2.109170305676856
180,2020-05-16,2.611353711790393
181,2020-05-23,2.3100436681222707
182,2020-05-30,2.109170305676856
183,2020-06-06,2.812227074235808
184,2020-06-13,2.109170305676856
185,2020-06-20,1.5065502183406114
186,2020-06-27,1.8078602620087338
187,2020-07-04,1.6069868995633187
188,2020-07-11,1.5065502183406114
189,2020-07-18,1.7074235807860265
190,2020-07-25,1.5065502183406114
191,2020-08-01,1.5065502183406114
192,2020-08-08,1.5065502183406114
193,2020-08-15,1.3056768558951966
194,2020-08-22,1.3056768558951966
195,2020-08-29,1.406113537117904
196,2020-09-05,1.3056768558951966
197,2020-09-12,1.0043668122270744
198,2020-09-19,0.9039301310043669
199,2020-09-26,0.9039301310043669
200,2020-10-03,1.0043668122270744
201,2020-10-10,1.1048034934497817
202,2020-10-17,0.8034934497816594
203,2020-10-24,1.0043668122270744
204,2020-10-31,0.703056768558952
205,2020-11-07,0.9039301310043669
206,2020-11-14,1.2052401746724892
207,2020-11-21,1.2052401746724892
208,2020-11-28,0.8034934497816594
209,2020-12-05,1.0043668122270744
210,2020-12-12,1.0043668122270744
211,2020-12-19,1.5065502183406114
212,2020-12-26,1.7074235807860265
213,2021-01-02,1.8078602620087338
214,2021-01-09,2.0087336244541487
215,2021-01-16,1.6069868995633187
216,2021-01-23,1.6069868995633187
217,2021-01-30,1.406113537117904
218,2021-02-06,1.6069868995633187
219,2021-02-13,1.3056768558951966
220,2021-02-20,1.2052401746724892
221,2021-02-27,1.2052401746724892
222,2021-03-06,1.2052401746724892
223,2021-03-13,1.1048034934497817
224,2021-03-20,0.9039301310043669
225,2021-03-27,1.2052401746724892
226,2021-04-03,1.0043668122270744
227,2021-04-10,1.0043668122270744
228,2021-04-17,1.0043668122270744
229,2021-04-24,1.0043668122270744
230,2021-05-01,0.703056768558952
231,2021-05-08,1.2052401746724892
232,2021-05-15,1.8078602620087338
233,2021-05-22,1.6069868995633187
234,2021-05-29,1.1048034934497817
235,2021-06-05,1.0043668122270744
236,2021-06-12,1.0043668122270744
237,2021-06-19,1.0043668122270744
238,2021-06-26,0.9039301310043669
239,2021-07-03,1.0043668122270744
240,2021-07-10,0.8034934497816594
241,2021-07-17,0.9039301310043669
242,2021-07-24,1.0043668122270744
243,2021-07-31,1.1048034934497817
244,2021-08-07,1.1048034934497817
245,2021-08-14,0.9039301310043669
246,2021-08-21,0.6026200873362446
247,2021-08-28,0.6026200873362446
248,2021-09-04,1.0043668122270744
249,2021-09-11,0.9039301310043669
250,2021-09-18,1.3056768558951966
251,2021-09-25,1.1048034934497817
252,2021-10-02,0.9039301310043669
253,2021-10-09,1.1048034934497817
254,2021-10-16,0.9039301310043669
255,2021-10-23,0.8034934497816594
256,2021-10-30,1.0043668122270744
257,2021-11-06,0.6026200873362446
258,2021-11-13,0.9039301310043669
259,2021-11-20,1.0043668122270744
260,2021-11-27,0.6026200873362446
261,2021-12-04,0.6026200873362446
262,2021-12-11,0.9039301310043669
263,2021-12-18,0.703056768558952
264,2021-12-25,1.0043668122270744
265,2022-01-01,1.1048034934497817
266,2022-01-08,1.2052401746724892
267,2022-01-15,1.1048034934497817
268,2022-01-22,0.8034934497816594
269,2022-01-29,1.0043668122270744
270,2022-02-05,0.8034934497816594
271,2022-02-12,0.9039301310043669
272,2022-02-19,0.8034934497816594
273,2022-02-26,0.9039301310043669
274,2022-03-05,1.3056768558951966
275,2022-03-12,1.3056768558951966
276,2022-03-19,1.6069868995633187
277,2022-03-26,1.406113537117904
278,2022-04-02,1.3056768558951966
279,2022-04-09,1.6069868995633187
280,2022-04-16,2.109170305676856
281,2022-04-23,1.6069868995633187
282,2022-04-30,1.406113537117904
283,2022-05-07,1.2052401746724892
284,2022-05-14,1.0043668122270744
285,2022-05-21,1.1048034934497817
286,2022-05-28,0.9039301310043669
287,2022-06-04,1.0043668122270744
288,2022-06-11,1.0043668122270744
289,2022-06-18,0.9039301310043669
290,2022-06-25,0.9039301310043669
291,2022-07-02,1.7074235807860265
292,2022-07-09,1.1048034934497817
293,2022-07-16,1.1048034934497817
294,2022-07-23,1.1048034934497817
295,2022-07-30,1.1048034934497817
296,2022-08-06,0.703056768558952
297,2022-08-13,0.703056768558952
298,2022-08-20,0.8034934497816594
299,2022-08-27,0.6026200873362446
300,2022-09-03,1.0043668122270744
301,2022-09-10,0.703056768558952
302,2022-09-17,0.703056768558952
303,2022-09-24,0.5021834061135372
304,2022-10-01,0.6026200873362446
305,2022-10-08,0.8034934497816594
306,2022-10-15,1.2052401746724892
307,2022-10-22,0.703056768558952
308,2022-10-29,0.9039301310043669
309,2022-11-05,0.8034934497816594
310,2022-11-12,0.703056768558952
311,2022-11-19,0.6026200873362446
312,2022-11-26,0.6026200873362446
313,2022-12-03,0.9039301310043669
314,2022-12-10,1.7074235807860265
315,2022-12-17,0.8034934497816594
316,2022-12-24,0.9039301310043669
317,2022-12-31,0.8034934497816594
318,2023-01-07,0.8034934497816594
319,2023-01-14,0.6026200873362446
320,2023-01-21,3.91703056768559
321,2023-01-28,10.043668122270743
322,2023-02-04,7.03056768558952
323,2023-02-11,5.222707423580786
324,2023-02-18,4.620087336244541
325,2023-02-25,3.3144104803493453
326,2023-03-04,2.9126637554585155
327,2023-03-11,2.611353711790393
328,2023-03-18,1.8078602620087338
329,2023-03-25,2.0087336244541487
330,2023-04-01,1.406113537117904
331,2023-04-08,2.4104803493449785
332,2023-04-15,1.8078602620087338
333,2023-04-22,1.6069868995633187
334,2023-04-29,1.3056768558951966
335,2023-05-06,0.9039301310043669
336,2023-05-13,0.8034934497816594
337,2023-05-20,1.0043668122270744
338,2023-05-27,1.2052401746724892
339,2023-06-03,1.2052401746724892
340,2023-06-10,1.406113537117904
341,2023-06-17,0.8034934497816594
342,2023-06-24,1.1048034934497817
343,2023-07-01,1.2052401746724892
344,2023-07-08,1.2052401746724892
345,2023-07-15,1.3056768558951966
346,2023-07-22,1.5065502183406114
347,2023-07-29,0.9039301310043669
348,2023-08-05,0.9039301310043669
349,2023-08-12,0.8034934497816594
350,2023-08-19,0.8034934497816594
351,2023-08-26,1.0043668122270744
352,2023-09-02,0.8034934497816594
353,2023-09-09,0.9039301310043669
354,2023-09-16,0.9039301310043669
355,2023-09-23,1.0043668122270744
356,2023-09-30,0.6026200873362446
357,2023-10-07,0.9039301310043669
358,2023-10-14,0.8034934497816594
359,2023-10-21,0.6026200873362446
360,2023-10-28,0.6026200873362446
361,2023-11-04,0.9039301310043669
362,2023-11-11,0.9039301310043669
363,2023-11-18,0.703056768558952
364,2023-11-25,1.3056768558951966
365,2023-12-02,0.9039301310043669
366,2023-12-09,0.9039301310043669
367,2023-12-16,0.9039301310043669
368,2023-12-23,1.0043668122270744
369,2023-12-30,1.0043668122270744
370,2024-01-06,1.2052401746724892
371,2024-01-13,1.1048034934497817
372,2024-01-20,1.2052401746724892
373,2024-01-27,1.1048034934497817
374,2024-02-03,1.0043668122270744
375,2024-02-10,1.0043668122270744
376,2024-02-17,1.1048034934497817
377,2024-02-24,0.703056768558952
378,2024-03-02,0.703056768558952
379,2024-03-09,0.5021834061135372
380,2024-03-16,0.703056768558952
381,2024-03-23,0.703056768558952
382,2024-03-30,0.6026200873362446
383,2024-04-06,0.703056768558952
384,2024-04-13,0.8034934497816594
385,2024-04-20,0.703056768558952
386,2024-04-27,0.8034934497816594
387,2024-05-04,0.6026200873362446
388,2024-05-11,0.5021834061135372
389,2024-05-18,0.5021834061135372
390,2024-05-25,0.6026200873362446
