Search Term,forks over knives
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2008-12-06,0
2008-12-13,0
2008-12-20,0
2008-12-27,0
2009-01-03,0
2009-01-10,0
2009-01-17,0
2009-01-24,0
2009-01-31,0
2009-02-07,0
2009-02-14,0
2009-02-21,0
2009-02-28,0
2009-03-07,0
2009-03-14,4
2009-03-21,0
2009-03-28,0
2009-04-04,0
2009-04-11,0
2009-04-18,0
2009-04-25,0
2009-05-02,0
2009-05-09,0
2009-05-16,0
2009-05-23,0
2009-05-30,0
2009-06-06,0
2009-06-13,0
2009-06-20,0
2009-06-27,0
2009-07-04,0
2009-07-11,0
2009-07-18,2
2009-07-25,0
2009-08-01,5
2009-08-08,0
2009-08-15,0
2009-08-22,0
2009-08-29,0
2009-09-05,0
2009-09-12,0
2009-09-19,0
2009-09-26,0
2009-10-03,0
2009-10-10,0
2009-10-17,0
2009-10-24,0
2009-10-31,0
2009-11-07,0
2009-11-14,0
2009-11-21,3
2009-11-28,2
2009-12-05,2
2009-12-12,0
2009-12-19,0
2009-12-26,0
2010-01-02,0
2010-01-09,0
2010-01-16,4
2010-01-23,0
2010-01-30,0
2010-02-06,0
2010-02-13,5
2010-02-20,1
2010-02-27,2
2010-03-06,0
2010-03-13,0
2010-03-20,0
2010-03-27,3
2010-04-03,0
2010-04-10,0
2010-04-17,0
2010-04-24,0
2010-05-01,3
2010-05-08,2
2010-05-15,0
2010-05-22,2
2010-05-29,0
2010-06-05,1
2010-06-12,3
2010-06-19,0
2010-06-26,0
2010-07-03,0
2010-07-10,0
2010-07-17,0
2010-07-24,4
2010-07-31,3
2010-08-07,2
2010-08-14,1
2010-08-21,0
2010-08-28,1
2010-09-04,2
2010-09-11,1
2010-09-18,1
2010-09-25,1
2010-10-02,5
2010-10-09,6
2010-10-16,5
2010-10-23,3
2010-10-30,1
2010-11-06,7
2010-11-13,2
2010-11-20,4
2010-11-27,3
2010-12-04,4
2010-12-11,1
2010-12-18,0
2010-12-25,3
2011-01-01,11
2011-01-08,12
2011-01-15,6
2011-01-22,8
2011-01-29,9
2011-02-05,4
2011-02-12,5
2011-02-19,5
2011-02-26,4
2011-03-05,10
2011-03-12,6
2011-03-19,6
2011-03-26,6
2011-04-02,7
2011-04-09,4
2011-04-16,9
2011-04-23,36
2011-04-30,43
2011-05-07,72
2011-05-14,68
2011-05-21,69
2011-05-28,57
2011-06-04,47
2011-06-11,43
2011-06-18,32
2011-06-25,31
2011-07-02,23
2011-07-09,39
2011-07-16,56
2011-07-23,29
2011-07-30,18
2011-08-06,27
2011-08-13,24
2011-08-20,23
2011-08-27,49
2011-09-03,93
2011-09-10,91
2011-09-17,77
2011-09-24,100
2011-10-01,73
2011-10-08,59
2011-10-15,59
2011-10-22,69
2011-10-29,52
2011-11-05,49
2011-11-12,58
2011-11-19,45
2011-11-26,47
2011-12-03,47
2011-12-10,41
2011-12-17,39
2011-12-24,51
2011-12-31,67
2012-01-07,67
2012-01-14,64
2012-01-21,72
2012-01-28,67
2012-02-04,57
2012-02-11,55
2012-02-18,61
2012-02-25,67
2012-03-03,63
2012-03-10,57
2012-03-17,58
2012-03-24,54
2012-03-31,56
2012-04-07,56
2012-04-14,59
2012-04-21,50
2012-04-28,51
2012-05-05,49
2012-05-12,43
2012-05-19,46
2012-05-26,48
2012-06-02,51
2012-06-09,40
2012-06-16,43
2012-06-23,52
2012-06-30,52
2012-07-07,48
2012-07-14,49
2012-07-21,45
2012-07-28,43
2012-08-04,42
2012-08-11,46
2012-08-18,44
2012-08-25,41
2012-09-01,44
2012-09-08,37
2012-09-15,40
2012-09-22,45
2012-09-29,40
2012-10-06,39
2012-10-13,38
2012-10-20,34
2012-10-27,32
2012-11-03,30
2012-11-10,39
2012-11-17,33
2012-11-24,39
2012-12-01,34
2012-12-08,31
2012-12-15,27
2012-12-22,37
2012-12-29,48
