,Search Term,forks over knives
0,2008-12-06,0.0
1,2008-12-13,0.0
2,2008-12-20,0.0
3,2008-12-27,0.0
4,2009-01-03,0.0
5,2009-01-10,0.0
6,2009-01-17,0.0
7,2009-01-24,0.0
8,2009-01-31,0.0
9,2009-02-07,0.0
10,2009-02-14,0.0
11,2009-02-21,0.0
12,2009-02-28,0.0
13,2009-03-07,0.0
14,2009-03-14,4.0
15,2009-03-21,0.0
16,2009-03-28,0.0
17,2009-04-04,0.0
18,2009-04-11,0.0
19,2009-04-18,0.0
20,2009-04-25,0.0
21,2009-05-02,0.0
22,2009-05-09,0.0
23,2009-05-16,0.0
24,2009-05-23,0.0
25,2009-05-30,0.0
26,2009-06-06,0.0
27,2009-06-13,0.0
28,2009-06-20,0.0
29,2009-06-27,0.0
30,2009-07-04,0.0
31,2009-07-11,0.0
32,2009-07-18,2.0
33,2009-07-25,0.0
34,2009-08-01,5.0
35,2009-08-08,0.0
36,2009-08-15,0.0
37,2009-08-22,0.0
38,2009-08-29,0.0
39,2009-09-05,0.0
40,2009-09-12,0.0
41,2009-09-19,0.0
42,2009-09-26,0.0
43,2009-10-03,0.0
44,2009-10-10,0.0
45,2009-10-17,0.0
46,2009-10-24,0.0
47,2009-10-31,0.0
48,2009-11-07,0.0
49,2009-11-14,0.0
50,2009-11-21,3.0000000000000004
51,2009-11-28,2.0
52,2009-12-05,2.0
53,2009-12-12,0.0
54,2009-12-19,0.0
55,2009-12-26,0.0
56,2010-01-02,0.0
57,2010-01-09,0.0
58,2010-01-16,4.0
59,2010-01-23,0.0
60,2010-01-30,0.0
61,2010-02-06,0.0
62,2010-02-13,5.0
63,2010-02-20,1.0
64,2010-02-27,2.0
65,2010-03-06,0.0
66,2010-03-13,0.0
67,2010-03-20,0.0
68,2010-03-27,3.0000000000000004
69,2010-04-03,0.0
70,2010-04-10,0.0
71,2010-04-17,0.0
72,2010-04-24,0.0
73,2010-05-01,3.0000000000000004
74,2010-05-08,2.0
75,2010-05-15,0.0
76,2010-05-22,2.0
77,2010-05-29,0.0
78,2010-06-05,1.0
79,2010-06-12,3.0000000000000004
80,2010-06-19,0.0
81,2010-06-26,0.0
82,2010-07-03,0.0
83,2010-07-10,0.0
84,2010-07-17,0.0
85,2010-07-24,4.0
86,2010-07-31,3.0000000000000004
87,2010-08-07,2.0
88,2010-08-14,1.0
89,2010-08-21,0.0
90,2010-08-28,1.0
91,2010-09-04,2.0
92,2010-09-11,1.0
93,2010-09-18,1.0
94,2010-09-25,1.0
95,2010-10-02,5.0
96,2010-10-09,6.000000000000001
97,2010-10-16,5.0
98,2010-10-23,3.0000000000000004
99,2010-10-30,1.0
100,2010-11-06,6.999999999999999
101,2010-11-13,2.0
102,2010-11-20,4.0
103,2010-11-27,3.0000000000000004
104,2010-12-04,4.0
105,2010-12-11,1.0
106,2010-12-18,0.0
107,2010-12-25,3.0000000000000004
108,2011-01-01,11.0
109,2011-01-08,12.000000000000002
110,2011-01-15,6.000000000000001
111,2011-01-22,8.0
112,2011-01-29,9.000000000000002
113,2011-02-05,4.0
114,2011-02-12,5.0
115,2011-02-19,5.0
116,2011-02-26,4.0
117,2011-03-05,10.0
118,2011-03-12,6.000000000000001
119,2011-03-19,6.000000000000001
120,2011-03-26,6.000000000000001
121,2011-04-02,6.999999999999999
122,2011-04-09,4.0
123,2011-04-16,9.000000000000002
124,2011-04-23,36.00000000000001
125,2011-04-30,43.0
126,2011-05-07,72.00000000000001
127,2011-05-14,68.0
128,2011-05-21,69.0
129,2011-05-28,57.00000000000001
130,2011-06-04,47.0
