Search Term,vegan
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2020-01-25,94
2020-02-01,94
2020-02-08,99
2020-02-15,87
2020-02-22,94
2020-02-29,84
2020-03-07,75
2020-03-14,61
2020-03-21,64
2020-03-28,68
2020-04-04,78
2020-04-11,74
2020-04-18,75
2020-04-25,79
2020-05-02,77
2020-05-09,87
2020-05-16,83
2020-05-23,78
2020-05-30,73
2020-06-06,82
2020-06-13,82
2020-06-20,85
2020-06-27,88
2020-07-04,80
2020-07-11,83
2020-07-18,86
2020-07-25,85
2020-08-01,82
2020-08-08,85
2020-08-15,81
2020-08-22,80
2020-08-29,76
2020-09-05,81
2020-09-12,75
2020-09-19,73
2020-09-26,75
2020-10-03,77
2020-10-10,79
2020-10-17,75
2020-10-24,79
2020-10-31,64
2020-11-07,82
2020-11-14,87
2020-11-21,97
2020-11-28,73
2020-12-05,75
2020-12-12,77
2020-12-19,89
2020-12-26,85
2021-01-02,81
2021-01-09,77
2021-01-16,85
2021-01-23,84
2021-01-30,88
2021-02-06,82
2021-02-13,83
2021-02-20,82
2021-02-27,81
2021-03-06,76
2021-03-13,76
2021-03-20,79
2021-03-27,80
2021-04-03,78
2021-04-10,73
2021-04-17,81
2021-04-24,75
2021-05-01,78
2021-05-08,77
2021-05-15,74
2021-05-22,73
2021-05-29,78
2021-06-05,72
2021-06-12,84
2021-06-19,77
2021-06-26,78
2021-07-03,81
2021-07-10,79
2021-07-17,81
2021-07-24,79
2021-07-31,79
2021-08-07,77
2021-08-14,76
2021-08-21,75
2021-08-28,72
2021-09-04,73
2021-09-11,69
2021-09-18,72
2021-09-25,68
2021-10-02,74
2021-10-09,69
2021-10-16,75
2021-10-23,73
2021-10-30,77
2021-11-06,80
2021-11-13,83
2021-11-20,99
2021-11-27,70
2021-12-04,77
2021-12-11,75
2021-12-18,86
2021-12-25,77
2022-01-01,86
2022-01-08,82
2022-01-15,75
2022-01-22,76
2022-01-29,78
2022-02-05,81
2022-02-12,78
2022-02-19,78
2022-02-26,78
2022-03-05,81
2022-03-12,92
2022-03-19,100
2022-03-26,88
2022-04-02,82
2022-04-09,84
2022-04-16,78
2022-04-23,75
2022-04-30,73
2022-05-07,75
2022-05-14,69
2022-05-21,71
2022-05-28,73
2022-06-04,70
2022-06-11,73
2022-06-18,73
2022-06-25,73
2022-07-02,78
2022-07-09,74
2022-07-16,73
2022-07-23,73
2022-07-30,72
2022-08-06,74
2022-08-13,73
2022-08-20,72
2022-08-27,68
2022-09-03,67
2022-09-10,65
2022-09-17,69
2022-09-24,72
2022-10-01,66
2022-10-08,68
2022-10-15,65
2022-10-22,66
2022-10-29,65
2022-11-05,67
2022-11-12,73
2022-11-19,87
2022-11-26,64
2022-12-03,65
2022-12-10,70
2022-12-17,84
2022-12-24,76
2022-12-31,71
2023-01-07,69
2023-01-14,75
2023-01-21,66
2023-01-28,67
2023-02-04,69
2023-02-11,68
2023-02-18,68
2023-02-25,67
2023-03-04,70
2023-03-11,64
2023-03-18,67
2023-03-25,66
2023-04-01,68
2023-04-08,64
2023-04-15,61
2023-04-22,60
2023-04-29,62
2023-05-06,61
2023-05-13,63
2023-05-20,64
2023-05-27,65
2023-06-03,65
2023-06-10,69
2023-06-17,65
2023-06-24,66
2023-07-01,67
2023-07-08,63
2023-07-15,63
2023-07-22,65
2023-07-29,64
2023-08-05,64
2023-08-12,58
2023-08-19,61
2023-08-26,59
2023-09-02,60
2023-09-09,56
2023-09-16,57
2023-09-23,58
2023-09-30,56
2023-10-07,59
2023-10-14,58
2023-10-21,61
2023-10-28,59
2023-11-04,59
2023-11-11,64
2023-11-18,81
2023-11-25,57
2023-12-02,61
2023-12-09,61
2023-12-16,74
2023-12-23,70
2023-12-30,80
2024-01-06,77
2024-01-13,73
2024-01-20,63
2024-01-27,61
2024-02-03,64
2024-02-10,60
2024-02-17,62
2024-02-24,60
2024-03-02,57
2024-03-09,60
2024-03-16,58
2024-03-23,63
2024-03-30,56
2024-04-06,56
2024-04-13,54
2024-04-20,57
2024-04-27,54
2024-05-04,57
2024-05-11,53
2024-05-18,55
2024-05-25,56
