Search Term,vegan
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2008-12-06,42
2008-12-13,43
2008-12-20,53
2008-12-27,48
2009-01-03,43
2009-01-10,42
2009-01-17,43
2009-01-24,43
2009-01-31,40
2009-02-07,40
2009-02-14,40
2009-02-21,42
2009-02-28,41
2009-03-07,39
2009-03-14,40
2009-03-21,40
2009-03-28,44
2009-04-04,44
2009-04-11,40
2009-04-18,40
2009-04-25,37
2009-05-02,39
2009-05-09,38
2009-05-16,39
2009-05-23,40
2009-05-30,39
2009-06-06,41
2009-06-13,41
2009-06-20,41
2009-06-27,43
2009-07-04,40
2009-07-11,42
2009-07-18,43
2009-07-25,41
2009-08-01,42
2009-08-08,42
2009-08-15,41
2009-08-22,40
2009-08-29,41
2009-09-05,41
2009-09-12,38
2009-09-19,41
2009-09-26,41
2009-10-03,44
2009-10-10,42
2009-10-17,44
2009-10-24,47
2009-10-31,50
2009-11-07,54
2009-11-14,52
2009-11-21,68
2009-11-28,44
2009-12-05,46
2009-12-12,47
2009-12-19,57
2009-12-26,52
2010-01-02,49
2010-01-09,48
2010-01-16,45
2010-01-23,50
2010-01-30,48
2010-02-06,49
2010-02-13,50
2010-02-20,48
2010-02-27,46
2010-03-06,52
2010-03-13,51
2010-03-20,47
2010-03-27,54
2010-04-03,44
2010-04-10,46
2010-04-17,46
2010-04-24,43
2010-05-01,45
2010-05-08,47
2010-05-15,43
2010-05-22,43
2010-05-29,46
2010-06-05,44
2010-06-12,43
2010-06-19,44
2010-06-26,47
2010-07-03,44
2010-07-10,50
2010-07-17,47
2010-07-24,46
2010-07-31,51
2010-08-07,50
2010-08-14,47
2010-08-21,47
2010-08-28,45
2010-09-04,50
2010-09-11,49
2010-09-18,48
2010-09-25,47
2010-10-02,48
2010-10-09,49
2010-10-16,55
2010-10-23,48
2010-10-30,49
2010-11-06,51
2010-11-13,54
2010-11-20,64
2010-11-27,45
2010-12-04,49
2010-12-11,51
2010-12-18,58
2010-12-25,53
2011-01-01,52
2011-01-08,53
2011-01-15,51
2011-01-22,56
2011-01-29,69
2011-02-05,62
2011-02-12,56
2011-02-19,54
2011-02-26,56
2011-03-05,61
2011-03-12,57
2011-03-19,57
2011-03-26,63
2011-04-02,62
2011-04-09,61
2011-04-16,63
2011-04-23,52
2011-04-30,56
2011-05-07,55
2011-05-14,52
2011-05-21,51
2011-05-28,55
2011-06-04,52
2011-06-11,54
2011-06-18,53
2011-06-25,53
2011-07-02,57
2011-07-09,48
2011-07-16,53
2011-07-23,53
2011-07-30,51
2011-08-06,56
2011-08-13,59
2011-08-20,64
2011-08-27,58
2011-09-03,64
2011-09-10,60
2011-09-17,61
2011-09-24,65
2011-10-01,63
2011-10-08,63
2011-10-15,64
2011-10-22,68
2011-10-29,63
2011-11-05,66
2011-11-12,74
2011-11-19,93
2011-11-26,60
2011-12-03,64
2011-12-10,66
2011-12-17,80
2011-12-24,69
2011-12-31,80
2012-01-07,76
2012-01-14,78
2012-01-21,75
2012-01-28,76
2012-02-04,74
2012-02-11,75
2012-02-18,78
2012-02-25,79
2012-03-03,77
2012-03-10,74
2012-03-17,77
2012-03-24,74
2012-03-31,79
2012-04-07,69
2012-04-14,71
2012-04-21,76
2012-04-28,72
2012-05-05,69
2012-05-12,70
2012-05-19,70
2012-05-26,72
2012-06-02,74
2012-06-09,72
2012-06-16,76
2012-06-23,88
2012-06-30,84
2012-07-07,76
2012-07-14,79
2012-07-21,76
2012-07-28,74
2012-08-04,73
2012-08-11,76
2012-08-18,75
2012-08-25,74
2012-09-01,77
2012-09-08,73
2012-09-15,72
2012-09-22,74
2012-09-29,73
2012-10-06,74
2012-10-13,75
2012-10-20,68
2012-10-27,65
2012-11-03,71
2012-11-10,76
2012-11-17,100
2012-11-24,70
2012-12-01,73
2012-12-08,73
2012-12-15,77
2012-12-22,91
2012-12-29,94
