Search Term,vegetarian
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2004-01-03,80
2004-01-10,81
2004-01-17,79
2004-01-24,78
2004-01-31,63
2004-02-07,74
2004-02-14,61
2004-02-21,69
2004-02-28,59
2004-03-06,62
2004-03-13,71
2004-03-20,71
2004-03-27,63
2004-04-03,62
2004-04-10,49
2004-04-17,66
2004-04-24,66
2004-05-01,55
2004-05-08,57
2004-05-15,60
2004-05-22,59
2004-05-29,65
2004-06-05,61
2004-06-12,60
2004-06-19,63
2004-06-26,64
2004-07-03,69
2004-07-10,65
2004-07-17,68
2004-07-24,68
2004-07-31,67
2004-08-07,69
2004-08-14,68
2004-08-21,65
2004-08-28,56
2004-09-04,64
2004-09-11,60
2004-09-18,62
2004-09-25,65
2004-10-02,64
2004-10-09,68
2004-10-16,68
2004-10-23,65
2004-10-30,69
2004-11-06,63
2004-11-13,75
2004-11-20,100
2004-11-27,57
2004-12-04,58
2004-12-11,64
2004-12-18,78
2004-12-25,78
2005-01-01,70
2005-01-08,68
2005-01-15,65
2005-01-22,61
2005-01-29,71
2005-02-05,70
2005-02-12,61
2005-02-19,62
2005-02-26,63
2005-03-05,63
2005-03-12,64
2005-03-19,68
2005-03-26,64
2005-04-02,56
2005-04-09,62
2005-04-16,63
2005-04-23,55
2005-04-30,65
2005-05-07,56
2005-05-14,59
2005-05-21,62
2005-05-28,61
2005-06-04,59
2005-06-11,62
2005-06-18,58
2005-06-25,61
2005-07-02,57
2005-07-09,59
2005-07-16,61
2005-07-23,62
2005-07-30,60
2005-08-06,60
2005-08-13,52
2005-08-20,57
2005-08-27,53
2005-09-03,48
2005-09-10,52
2005-09-17,58
2005-09-24,62
2005-10-01,59
2005-10-08,65
2005-10-15,66
2005-10-22,58
2005-10-29,61
2005-11-05,68
2005-11-12,71
2005-11-19,88
2005-11-26,56
2005-12-03,58
2005-12-10,55
2005-12-17,68
2005-12-24,67
2005-12-31,63
2006-01-07,60
2006-01-14,61
2006-01-21,58
2006-01-28,60
2006-02-04,61
2006-02-11,57
2006-02-18,58
2006-02-25,59
2006-03-04,61
2006-03-11,61
2006-03-18,59
2006-03-25,53
2006-04-01,58
2006-04-08,60
2006-04-15,56
2006-04-22,57
2006-04-29,54
2006-05-06,55
2006-05-13,50
2006-05-20,52
2006-05-27,53
2006-06-03,53
2006-06-10,54
2006-06-17,57
2006-06-24,51
2006-07-01,60
2006-07-08,54
2006-07-15,55
2006-07-22,54
2006-07-29,55
2006-08-05,51
2006-08-12,53
2006-08-19,52
2006-08-26,50
2006-09-02,54
2006-09-09,57
2006-09-16,53
2006-09-23,54
2006-09-30,54
2006-10-07,54
2006-10-14,55
2006-10-21,58
2006-10-28,61
2006-11-04,58
2006-11-11,72
2006-11-18,83
2006-11-25,50
2006-12-02,51
2006-12-09,54
2006-12-16,58
2006-12-23,67
2006-12-30,71
2007-01-06,61
2007-01-13,66
2007-01-20,55
2007-01-27,60
2007-02-03,60
2007-02-10,60
2007-02-17,59
2007-02-24,51
2007-03-03,53
2007-03-10,55
2007-03-17,59
2007-03-24,52
2007-03-31,59
2007-04-07,50
2007-04-14,51
2007-04-21,50
2007-04-28,56
2007-05-05,56
2007-05-12,53
2007-05-19,58
2007-05-26,52
2007-06-02,48
2007-06-09,51
2007-06-16,54
2007-06-23,61
2007-06-30,62
2007-07-07,58
2007-07-14,55
2007-07-21,61
2007-07-28,59
2007-08-04,60
2007-08-11,54
2007-08-18,57
2007-08-25,53
2007-09-01,55
2007-09-08,55
2007-09-15,61
2007-09-22,62
2007-09-29,61
2007-10-06,60
2007-10-13,60
2007-10-20,55
2007-10-27,61
2007-11-03,66
2007-11-10,69
2007-11-17,90
2007-11-24,55
2007-12-01,59
2007-12-08,56
2007-12-15,61
2007-12-22,72
2007-12-29,78
2008-01-05,63
2008-01-12,66
2008-01-19,63
2008-01-26,66
2008-02-02,64
2008-02-09,65
2008-02-16,72
2008-02-23,64
2008-03-01,62
2008-03-08,57
2008-03-15,61
2008-03-22,60
2008-03-29,58
2008-04-05,56
2008-04-12,63
2008-04-19,57
2008-04-26,54
2008-05-03,53
2008-05-10,51
2008-05-17,61
2008-05-24,58
2008-05-31,55
2008-06-07,56
2008-06-14,56
2008-06-21,65
2008-06-28,57
2008-07-05,58
2008-07-12,59
2008-07-19,56
2008-07-26,55
2008-08-02,53
2008-08-09,53
2008-08-16,54
2008-08-23,53
2008-08-30,52
2008-09-06,53
2008-09-13,58
2008-09-20,56
2008-09-27,63
2008-10-04,58
2008-10-11,61
2008-10-18,60
2008-10-25,58
2008-11-01,62
2008-11-08,65
2008-11-15,74
2008-11-22,88
2008-11-29,61
2008-12-06,61
2008-12-13,60
2008-12-20,68
2008-12-27,81
