,Search Term,vegetarian
0,2004-01-03,60.579455394160185
1,2004-01-10,61.33669858658719
2,2004-01-17,59.82221220173318
3,2004-01-24,59.06496900930619
4,2004-01-31,47.706321122901144
5,2004-02-07,56.035996239598184
6,2004-02-14,46.19183473804714
7,2004-02-21,52.24978027746317
8,2004-02-28,44.67734835319314
9,2004-03-06,46.94907793047415
10,2004-03-13,53.76426666231717
11,2004-03-20,53.76426666231717
12,2004-03-27,47.706321122901144
13,2004-04-03,46.94907793047415
14,2004-04-10,37.10491642892312
15,2004-04-17,49.97805070018215
16,2004-04-24,49.97805070018215
17,2004-05-01,41.648375583485134
18,2004-05-08,43.162861968339136
19,2004-05-15,45.434591545620144
20,2004-05-22,44.67734835319314
21,2004-05-29,49.220807507755154
22,2004-06-05,46.19183473804714
23,2004-06-12,45.434591545620144
24,2004-06-19,47.706321122901144
25,2004-06-26,48.46356431532815
26,2004-07-03,52.24978027746317
27,2004-07-10,49.220807507755154
28,2004-07-17,51.49253708503616
29,2004-07-24,51.49253708503616
30,2004-07-31,50.73529389260916
31,2004-08-07,52.24978027746317
32,2004-08-14,51.49253708503616
33,2004-08-21,49.220807507755154
34,2004-08-28,42.40561877591213
35,2004-09-04,48.46356431532815
36,2004-09-11,45.434591545620144
37,2004-09-18,46.94907793047415
38,2004-09-25,49.220807507755154
39,2004-10-02,48.46356431532815
40,2004-10-09,51.49253708503616
41,2004-10-16,51.49253708503616
42,2004-10-23,49.220807507755154
43,2004-10-30,52.24978027746317
44,2004-11-06,47.706321122901144
45,2004-11-13,56.793239432025175
46,2004-11-20,75.72431924270023
47,2004-11-27,43.162861968339136
48,2004-12-04,43.920105160766134
49,2004-12-11,48.46356431532815
50,2004-12-18,59.06496900930619
51,2004-12-25,59.06496900930619
52,2005-01-01,53.00702346989016
53,2005-01-08,51.49253708503616
54,2005-01-15,49.220807507755154
55,2005-01-22,46.19183473804714
56,2005-01-29,53.76426666231717
57,2005-02-05,53.00702346989016
58,2005-02-12,46.19183473804714
59,2005-02-19,46.94907793047415
60,2005-02-26,47.706321122901144
61,2005-03-05,47.706321122901144
62,2005-03-12,48.46356431532815
63,2005-03-19,51.49253708503616
64,2005-03-26,48.46356431532815
65,2005-04-02,42.40561877591213
66,2005-04-09,46.94907793047415
67,2005-04-16,47.706321122901144
68,2005-04-23,41.648375583485134
69,2005-04-30,49.220807507755154
70,2005-05-07,42.40561877591213
71,2005-05-14,44.67734835319314
72,2005-05-21,46.94907793047415
73,2005-05-28,46.19183473804714
74,2005-06-04,44.67734835319314
75,2005-06-11,46.94907793047415
76,2005-06-18,43.920105160766134
77,2005-06-25,46.19183473804714
78,2005-07-02,43.162861968339136
79,2005-07-09,44.67734835319314
80,2005-07-16,46.19183473804714
81,2005-07-23,46.94907793047415
82,2005-07-30,45.434591545620144
83,2005-08-06,45.434591545620144
84,2005-08-13,39.376646006204126
85,2005-08-20,43.162861968339136
86,2005-08-27,40.133889198631124
87,2005-09-03,36.347673236496114
88,2005-09-10,39.376646006204126
89,2005-09-17,43.920105160766134
90,2005-09-24,46.94907793047415
91,2005-10-01,44.67734835319314
92,2005-10-08,49.220807507755154
93,2005-10-15,49.97805070018215
94,2005-10-22,43.920105160766134
95,2005-10-29,46.19183473804714
96,2005-11-05,51.49253708503616
97,2005-11-12,53.76426666231717
98,2005-11-19,66.6374009335762
99,2005-11-26,42.40561877591213
100,2005-12-03,43.920105160766134
101,2005-12-10,41.648375583485134
102,2005-12-17,51.49253708503616
103,2005-12-24,50.73529389260916
104,2005-12-31,47.706321122901144
105,2006-01-07,45.434591545620144
106,2006-01-14,46.19183473804714
107,2006-01-21,43.920105160766134
108,2006-01-28,45.434591545620144
109,2006-02-04,46.19183473804714
110,2006-02-11,43.162861968339136
111,2006-02-18,43.920105160766134
112,2006-02-25,44.67734835319314
113,2006-03-04,46.19183473804714
114,2006-03-11,46.19183473804714
115,2006-03-18,44.67734835319314
116,2006-03-25,40.133889198631124
117,2006-04-01,43.920105160766134
118,2006-04-08,45.434591545620144
119,2006-04-15,42.40561877591213
120,2006-04-22,43.162861968339136
121,2006-04-29,40.89113239105813
122,2006-05-06,41.648375583485134
123,2006-05-13,37.862159621350116
124,2006-05-20,39.376646006204126
125,2006-05-27,40.133889198631124
126,2006-06-03,40.133889198631124
127,2006-06-10,40.89113239105813
128,2006-06-17,43.162861968339136
129,2006-06-24,38.61940281377712
130,2006-07-01,45.434591545620144
131,2006-07-08,40.89113239105813
132,2006-07-15,41.648375583485134
133,2006-07-22,40.89113239105813
134,2006-07-29,41.648375583485134
135,2006-08-05,38.61940281377712
136,2006-08-12,40.133889198631124
137,2006-08-19,39.376646006204126
138,2006-08-26,37.862159621350116
139,2006-09-02,40.89113239105813
140,2006-09-09,43.162861968339136
141,2006-09-16,40.133889198631124
142,2006-09-23,40.89113239105813
143,2006-09-30,40.89113239105813
144,2006-10-07,40.89113239105813
145,2006-10-14,41.648375583485134
146,2006-10-21,43.920105160766134
147,2006-10-28,46.19183473804714
148,2006-11-04,43.920105160766134
149,2006-11-11,54.521509854744174
150,2006-11-18,62.8511849714412
151,2006-11-25,37.862159621350116
152,2006-12-02,38.61940281377712
153,2006-12-09,40.89113239105813
154,2006-12-16,43.920105160766134
155,2006-12-23,50.73529389260916
156,2006-12-30,53.76426666231717
157,2007-01-06,46.19183473804714
158,2007-01-13,49.97805070018215
159,2007-01-20,41.648375583485134
160,2007-01-27,45.434591545620144
161,2007-02-03,45.434591545620144
162,2007-02-10,45.434591545620144
163,2007-02-17,44.67734835319314
164,2007-02-24,38.61940281377712
165,2007-03-03,40.133889198631124
166,2007-03-10,41.648375583485134
167,2007-03-17,44.67734835319314
168,2007-03-24,39.376646006204126
169,2007-03-31,44.67734835319314
170,2007-04-07,37.862159621350116
171,2007-04-14,38.61940281377712
172,2007-04-21,37.862159621350116
173,2007-04-28,42.40561877591213
174,2007-05-05,42.40561877591213
175,2007-05-12,40.133889198631124
176,2007-05-19,43.920105160766134
177,2007-05-26,39.376646006204126
178,2007-06-02,36.347673236496114
179,2007-06-09,38.61940281377712
180,2007-06-16,40.89113239105813
181,2007-06-23,46.19183473804714
182,2007-06-30,46.94907793047415
183,2007-07-07,43.920105160766134
184,2007-07-14,41.648375583485134
185,2007-07-21,46.19183473804714
186,2007-07-28,44.67734835319314
187,2007-08-04,45.434591545620144
188,2007-08-11,40.89113239105813
189,2007-08-18,43.162861968339136
190,2007-08-25,40.133889198631124
191,2007-09-01,41.648375583485134
192,2007-09-08,41.648375583485134
193,2007-09-15,46.19183473804714
194,2007-09-22,46.94907793047415
195,2007-09-29,46.19183473804714
196,2007-10-06,45.434591545620144
197,2007-10-13,45.434591545620144
198,2007-10-20,41.648375583485134
199,2007-10-27,46.19183473804714
200,2007-11-03,49.97805070018215
201,2007-11-10,52.24978027746317
202,2007-11-17,68.1518873184302
203,2007-11-24,41.648375583485134
204,2007-12-01,44.67734835319314
205,2007-12-08,42.40561877591213
206,2007-12-15,46.19183473804714
207,2007-12-22,54.521509854744174
208,2007-12-29,59.06496900930619
209,2008-01-05,47.706321122901144
210,2008-01-12,49.97805070018215
211,2008-01-19,47.706321122901144
212,2008-01-26,49.97805070018215
213,2008-02-02,48.46356431532815
214,2008-02-09,49.220807507755154
215,2008-02-16,54.521509854744174
216,2008-02-23,48.46356431532815
217,2008-03-01,46.94907793047415
218,2008-03-08,43.162861968339136
219,2008-03-15,46.19183473804714
220,2008-03-22,45.434591545620144
221,2008-03-29,43.920105160766134
222,2008-04-05,42.40561877591213
223,2008-04-12,47.706321122901144
224,2008-04-19,43.162861968339136
225,2008-04-26,40.89113239105813
226,2008-05-03,40.133889198631124
227,2008-05-10,38.61940281377712
228,2008-05-17,46.19183473804714
229,2008-05-24,43.920105160766134
230,2008-05-31,41.648375583485134
231,2008-06-07,42.40561877591213
232,2008-06-14,42.40561877591213
233,2008-06-21,49.220807507755154
234,2008-06-28,43.162861968339136
235,2008-07-05,43.920105160766134
236,2008-07-12,44.67734835319314
237,2008-07-19,42.40561877591213
238,2008-07-26,41.648375583485134
239,2008-08-02,40.133889198631124
240,2008-08-09,40.133889198631124
241,2008-08-16,40.89113239105813
242,2008-08-23,40.133889198631124
243,2008-08-30,39.376646006204126
244,2008-09-06,40.133889198631124
245,2008-09-13,43.920105160766134
246,2008-09-20,42.40561877591213
247,2008-09-27,47.706321122901144
248,2008-10-04,43.920105160766134
249,2008-10-11,46.19183473804714
250,2008-10-18,45.434591545620144
251,2008-10-25,43.920105160766134
252,2008-11-01,46.94907793047415
253,2008-11-08,49.220807507755154
254,2008-11-15,56.035996239598184
255,2008-11-22,66.6374009335762
256,2008-11-29,46.19183473804714
257,2008-12-06,46.18931897993276
258,2008-12-13,45.51006428905139
259,2008-12-20,51.623356506983676
260,2008-12-27,61.13292217932277
261,2009-01-03,57.05739403403458
262,2009-01-10,53.66112057962776
263,2009-01-17,49.58559243433958
264,2009-01-24,54.340375270509135
265,2009-01-31,46.86857367081412
266,2009-02-07,47.54782836169549
267,2009-02-14,44.15155490728867
268,2009-02-21,50.264847125220946
269,2009-02-28,46.18931897993276
270,2009-03-07,45.51006428905139
271,2009-03-14,46.18931897993276
272,2009-03-21,48.90633774345822
273,2009-03-28,48.90633774345822
274,2009-04-04,52.98186588874639
275,2009-04-11,44.15155490728867
276,2009-04-18,45.51006428905139
277,2009-04-25,46.18931897993276
278,2009-05-02,42.79304552552593
279,2009-05-09,44.15155490728867
280,2009-05-16,45.51006428905139
281,2009-05-23,44.83080959817003
282,2009-05-30,43.472300216407305
283,2009-06-06,45.51006428905139
284,2009-06-13,46.18931897993276
285,2009-06-20,43.472300216407305
286,2009-06-27,46.18931897993276
287,2009-07-04,45.51006428905139
288,2009-07-11,44.83080959817003
289,2009-07-18,47.54782836169549
290,2009-07-25,47.54782836169549
291,2009-08-01,45.51006428905139
292,2009-08-08,45.51006428905139
293,2009-08-15,46.86857367081412
294,2009-08-22,46.18931897993276
295,2009-08-29,43.472300216407305
296,2009-09-05,44.15155490728867
297,2009-09-12,43.472300216407305
298,2009-09-19,48.90633774345822
299,2009-09-26,50.944101816102304
300,2009-10-03,50.944101816102304
301,2009-10-10,51.623356506983676
302,2009-10-17,50.944101816102304
303,2009-10-24,50.944101816102304
304,2009-10-31,55.698884652271865
305,2009-11-07,55.698884652271865
306,2009-11-14,58.41590341579731
307,2009-11-21,67.92546908813641
308,2009-11-28,48.22708305257685
309,2009-12-05,50.944101816102304
310,2009-12-12,48.22708305257685
311,2009-12-19,59.09515810667868
312,2009-12-26,63.17068625196687
313,2010-01-02,62.4914315610855
314,2010-01-09,57.73664872491595
315,2010-01-16,55.698884652271865
316,2010-01-23,53.66112057962776
317,2010-01-30,54.340375270509135
318,2010-02-06,55.698884652271865
319,2010-02-13,59.09515810667868
320,2010-02-20,55.698884652271865
321,2010-02-27,52.98186588874639
322,2010-03-06,52.30261119786505
323,2010-03-13,55.698884652271865
324,2010-03-20,53.66112057962776
325,2010-03-27,55.698884652271865
326,2010-04-03,47.54782836169549
327,2010-04-10,49.58559243433958
328,2010-04-17,48.90633774345822
329,2010-04-24,48.90633774345822
330,2010-05-01,47.54782836169549
331,2010-05-08,50.264847125220946
332,2010-05-15,47.54782836169549
333,2010-05-22,47.54782836169549
334,2010-05-29,48.22708305257685
335,2010-06-05,47.54782836169549
336,2010-06-12,46.18931897993276
337,2010-06-19,46.86857367081412
338,2010-06-26,46.18931897993276
339,2010-07-03,41.43453614376321
340,2010-07-10,44.83080959817003
341,2010-07-17,44.15155490728867
342,2010-07-24,45.51006428905139
343,2010-07-31,45.51006428905139
344,2010-08-07,45.51006428905139
345,2010-08-14,44.83080959817003
346,2010-08-21,43.472300216407305
347,2010-08-28,43.472300216407305
348,2010-09-04,46.18931897993276
349,2010-09-11,46.18931897993276
350,2010-09-18,49.58559243433958
351,2010-09-25,48.90633774345822
352,2010-10-02,47.54782836169549
353,2010-10-09,47.54782836169549
354,2010-10-16,48.22708305257685
355,2010-10-23,46.86857367081412
356,2010-10-30,50.264847125220946
357,2010-11-06,52.98186588874639
358,2010-11-13,54.340375270509135
359,2010-11-20,60.4536674884414
360,2010-11-27,43.472300216407305
361,2010-12-04,44.15155490728867
362,2010-12-11,44.83080959817003
363,2010-12-18,52.30261119786505
364,2010-12-25,60.4536674884414
365,2011-01-01,63.17068625196687
366,2011-01-08,55.698884652271865
367,2011-01-15,56.37813934315322
368,2011-01-22,52.98186588874639
369,2011-01-29,54.340375270509135
370,2011-02-05,57.73664872491595
371,2011-02-12,48.22708305257685
372,2011-02-19,50.264847125220946
