,Search Term,diet plan
0,2003-12-27,49.28743657517372
1,2004-01-03,41.40144672314593
2,2004-01-10,40.90857235739419
3,2004-01-17,36.47270306562855
4,2004-01-24,33.022582505366394
5,2004-01-31,26.615215750593812
6,2004-02-07,22.672220824579913
7,2004-02-14,28.586713213600763
8,2004-02-21,28.093838847849025
9,2004-02-28,31.54395940811118
10,2004-03-06,26.615215750593812
11,2004-03-13,26.122341384842073
12,2004-03-20,31.05108504235945
13,2004-03-27,25.629467019090335
14,2004-04-03,21.1935977273247
15,2004-04-10,26.615215750593812
16,2004-04-17,28.586713213600763
17,2004-04-24,30.065336310855972
18,2004-05-01,25.629467019090335
19,2004-05-08,30.065336310855972
20,2004-05-15,30.065336310855972
21,2004-05-22,27.600964482097286
22,2004-05-29,22.179346458828174
23,2004-06-05,28.093838847849025
24,2004-06-12,26.615215750593812
25,2004-06-19,21.1935977273247
26,2004-06-26,24.150843921835126
27,2004-07-03,22.179346458828174
28,2004-07-10,24.64371828758686
29,2004-07-17,25.136592653338603
30,2004-07-24,22.672220824579913
31,2004-07-31,23.165095190331648
32,2004-08-07,22.672220824579913
33,2004-08-14,20.207848995821227
34,2004-08-21,24.64371828758686
35,2004-08-28,18.729225898566014
36,2004-09-04,18.236351532814275
37,2004-09-11,21.686472093076436
38,2004-09-18,20.207848995821227
39,2004-09-25,21.1935977273247
40,2004-10-02,21.686472093076436
41,2004-10-09,20.700723361572965
42,2004-10-16,19.71497463006949
43,2004-10-23,20.207848995821227
44,2004-10-30,22.672220824579913
45,2004-11-06,28.093838847849025
46,2004-11-13,23.657969556083387
47,2004-11-20,16.26485406980733
48,2004-11-27,18.236351532814275
49,2004-12-04,17.74347716706254
50,2004-12-11,13.800482241048643
51,2004-12-18,15.77197970405559
52,2004-12-25,29.079587579352495
53,2005-01-01,39.42994926013898
54,2005-01-08,28.093838847849025
55,2005-01-15,28.093838847849025
56,2005-01-22,23.657969556083387
57,2005-01-29,23.657969556083387
58,2005-02-05,27.108090116345547
59,2005-02-12,24.150843921835126
60,2005-02-19,26.615215750593812
61,2005-02-26,22.179346458828174
62,2005-03-05,24.64371828758686
63,2005-03-12,29.079587579352495
64,2005-03-19,22.672220824579913
65,2005-03-26,30.065336310855972
66,2005-04-02,27.108090116345547
67,2005-04-09,24.64371828758686
68,2005-04-16,29.079587579352495
69,2005-04-23,26.122341384842073
70,2005-04-30,25.136592653338603
71,2005-05-07,22.179346458828174
72,2005-05-14,25.136592653338603
73,2005-05-21,29.079587579352495
74,2005-05-28,26.122341384842073
75,2005-06-04,25.136592653338603
76,2005-06-11,26.122341384842073
77,2005-06-18,23.657969556083387
78,2005-06-25,22.672220824579913
79,2005-07-02,21.686472093076436
80,2005-07-09,23.165095190331648
81,2005-07-16,27.600964482097286
82,2005-07-23,25.629467019090335
83,2005-07-30,27.108090116345547
84,2005-08-06,23.165095190331648
85,2005-08-13,23.657969556083387
86,2005-08-20,21.1935977273247
87,2005-08-27,19.222100264317753
88,2005-09-03,18.236351532814275
89,2005-09-10,24.150843921835126
90,2005-09-17,24.150843921835126
91,2005-09-24,23.165095190331648
92,2005-10-01,18.729225898566014
93,2005-10-08,21.1935977273247
94,2005-10-15,21.1935977273247
95,2005-10-22,18.729225898566014
96,2005-10-29,20.700723361572965
97,2005-11-05,19.222100264317753
98,2005-11-12,20.207848995821227
99,2005-11-19,18.729225898566014
100,2005-11-26,20.207848995821227
101,2005-12-03,18.729225898566014
102,2005-12-10,15.77197970405559
103,2005-12-17,13.307607875296906
104,2005-12-24,25.136592653338603
105,2005-12-31,38.444200528635506
106,2006-01-07,30.065336310855972
107,2006-01-14,28.093838847849025
108,2006-01-21,26.122341384842073
109,2006-01-28,25.136592653338603
110,2006-02-04,23.657969556083387
111,2006-02-11,20.700723361572965
112,2006-02-18,24.150843921835126
113,2006-02-25,25.629467019090335
114,2006-03-04,25.136592653338603
115,2006-03-11,22.179346458828174
116,2006-03-18,25.629467019090335
117,2006-03-25,25.629467019090335
118,2006-04-01,23.165095190331648
119,2006-04-08,22.179346458828174
120,2006-04-15,22.179346458828174
121,2006-04-22,24.150843921835126
122,2006-04-29,28.093838847849025
123,2006-05-06,22.179346458828174
124,2006-05-13,23.165095190331648
125,2006-05-20,20.700723361572965
126,2006-05-27,22.179346458828174
127,2006-06-03,22.179346458828174
128,2006-06-10,21.686472093076436
129,2006-06-17,19.71497463006949
130,2006-06-24,22.179346458828174
131,2006-07-01,21.1935977273247
132,2006-07-08,24.64371828758686
133,2006-07-15,22.179346458828174
134,2006-07-22,23.165095190331648
135,2006-07-29,20.207848995821227
136,2006-08-05,20.700723361572965
137,2006-08-12,22.179346458828174
138,2006-08-19,18.729225898566014
139,2006-08-26,19.222100264317753
140,2006-09-02,19.71497463006949
141,2006-09-09,18.236351532814275
142,2006-09-16,20.700723361572965
143,2006-09-23,20.700723361572965
144,2006-09-30,20.207848995821227
145,2006-10-07,22.179346458828174
146,2006-10-14,21.686472093076436
147,2006-10-21,19.222100264317753
148,2006-10-28,21.1935977273247
149,2006-11-04,23.165095190331648
150,2006-11-11,20.700723361572965
151,2006-11-18,18.236351532814275
152,2006-11-25,22.179346458828174
153,2006-12-02,17.2506028013108
154,2006-12-09,17.2506028013108
155,2006-12-16,14.293356606800382
156,2006-12-23,22.672220824579913
157,2006-12-30,34.00833123686987
158,2007-01-06,31.54395940811118
159,2007-01-13,26.122341384842073
160,2007-01-20,25.629467019090335
161,2007-01-27,25.629467019090335
162,2007-02-03,24.150843921835126
163,2007-02-10,24.64371828758686
164,2007-02-17,26.615215750593812
165,2007-02-24,27.108090116345547
166,2007-03-03,30.558210676607704
167,2007-03-10,28.586713213600763
168,2007-03-17,26.122341384842073
169,2007-03-24,28.093838847849025
170,2007-03-31,24.64371828758686
171,2007-04-07,27.108090116345547
172,2007-04-14,27.108090116345547
173,2007-04-21,27.600964482097286
174,2007-04-28,28.093838847849025
175,2007-05-05,25.629467019090335
176,2007-05-12,26.122341384842073
177,2007-05-19,26.122341384842073
178,2007-05-26,27.600964482097286
179,2007-06-02,27.600964482097286
180,2007-06-09,25.136592653338603
181,2007-06-16,34.00833123686987
182,2007-06-23,26.615215750593812
183,2007-06-30,25.136592653338603
184,2007-07-07,28.586713213600763
185,2007-07-14,27.108090116345547
186,2007-07-21,25.629467019090335
187,2007-07-28,25.629467019090335
188,2007-08-04,25.629467019090335
189,2007-08-11,25.136592653338603
190,2007-08-18,24.150843921835126
191,2007-08-25,25.629467019090335
192,2007-09-01,23.657969556083387
193,2007-09-08,23.165095190331648
194,2007-09-15,23.657969556083387
195,2007-09-22,25.136592653338603
196,2007-09-29,24.150843921835126
197,2007-10-06,23.657969556083387
198,2007-10-13,25.629467019090335
199,2007-10-20,24.150843921835126
200,2007-10-27,22.179346458828174
201,2007-11-03,23.657969556083387
202,2007-11-10,20.700723361572965
203,2007-11-17,19.71497463006949
204,2007-11-24,21.1935977273247
205,2007-12-01,19.71497463006949
206,2007-12-08,18.729225898566014
207,2007-12-15,16.757728435559066
208,2007-12-22,24.150843921835126
209,2007-12-29,42.3871954546494
210,2008-01-05,34.00833123686987
211,2008-01-12,30.065336310855972
212,2008-01-19,28.093838847849025
213,2008-01-26,26.615215750593812
214,2008-02-02,23.657969556083387
215,2008-02-09,23.165095190331648
216,2008-02-16,25.136592653338603
217,2008-02-23,26.122341384842073
218,2008-03-01,24.150843921835126
219,2008-03-08,24.64371828758686
220,2008-03-15,22.179346458828174
221,2008-03-22,27.108090116345547
222,2008-03-29,27.108090116345547
223,2008-04-05,25.136592653338603
224,2008-04-12,29.572461945104234
225,2008-04-19,27.600964482097286
226,2008-04-26,24.64371828758686
227,2008-05-03,22.672220824579913
228,2008-05-10,24.150843921835126
229,2008-05-17,20.700723361572965
230,2008-05-24,21.1935977273247
231,2008-05-31,21.686472093076436
232,2008-06-07,21.686472093076436
233,2008-06-14,21.1935977273247
234,2008-06-21,20.700723361572965
235,2008-06-28,20.207848995821227
236,2008-07-05,20.700723361572965
237,2008-07-12,22.672220824579913
238,2008-07-19,19.71497463006949
239,2008-07-26,21.686472093076436
240,2008-08-02,21.1935977273247
241,2008-08-09,21.686472093076436
242,2008-08-16,21.1935977273247
243,2008-08-23,20.207848995821227
244,2008-08-30,20.207848995821227
245,2008-09-06,23.165095190331648
246,2008-09-13,24.64371828758686
247,2008-09-20,23.165095190331648
248,2008-09-27,22.179346458828174
249,2008-10-04,22.672220824579913
250,2008-10-11,23.657969556083387
251,2008-10-18,22.672220824579913
252,2008-10-25,22.179346458828174
253,2008-11-01,24.150843921835126
254,2008-11-08,27.108090116345547
255,2008-11-15,25.136592653338603
256,2008-11-22,18.729225898566014
257,2008-11-29,24.627715873114404
258,2008-12-06,22.80344062325408
259,2008-12-13,22.80344062325408
260,2008-12-20,21.891302998323916
261,2008-12-27,48.34329412129865
262,2009-01-03,49.25543174622881
263,2009-01-10,41.9583307467875
264,2009-01-17,33.74909212241604
265,2009-01-24,36.485504997206526
266,2009-01-31,31.924816872555706
267,2009-02-07,31.012679247625552
268,2009-02-14,32.83695449748587
269,2009-02-21,35.57336737227636
270,2009-02-28,34.6612297473462
271,2009-03-07,32.83695449748587
272,2009-03-14,31.012679247625552
273,2009-03-21,41.9583307467875
274,2009-03-28,38.309780247066854
275,2009-04-04,39.221917871997015
276,2009-04-11,38.309780247066854
277,2009-04-18,38.309780247066854
278,2009-04-25,39.221917871997015
279,2009-05-02,38.309780247066854
280,2009-05-09,41.04619312185734
281,2009-05-16,39.221917871997015
282,2009-05-23,42.87046837171767
283,2009-05-30,43.78260599664783
284,2009-06-06,43.78260599664783
285,2009-06-13,41.9583307467875
286,2009-06-20,41.04619312185734
287,2009-06-27,42.87046837171767
288,2009-07-04,44.69474362157799
289,2009-07-11,46.51901887143832
290,2009-07-18,46.51901887143832
291,2009-07-25,47.43115649636849
292,2009-08-01,45.60688124650816
293,2009-08-08,49.25543174622881
294,2009-08-15,47.43115649636849
295,2009-08-22,44.69474362157799
296,2009-08-29,41.9583307467875
297,2009-09-05,41.04619312185734
298,2009-09-12,42.87046837171767
299,2009-09-19,47.43115649636849
300,2009-09-26,51.079706996089136
301,2009-10-03,43.78260599664783
302,2009-10-10,45.60688124650816
303,2009-10-17,44.69474362157799
304,2009-10-24,46.51901887143832
305,2009-10-31,46.51901887143832
306,2009-11-07,43.78260599664783
307,2009-11-14,42.87046837171767
308,2009-11-21,40.13405549692718
309,2009-11-28,43.78260599664783
310,2009-12-05,43.78260599664783
311,2009-12-12,39.221917871997015
312,2009-12-19,38.309780247066854
313,2009-12-26,70.23459711962256
314,2010-01-02,82.09238624371469
315,2010-01-09,63.84963374511141
316,2010-01-16,59.288945620460595
317,2010-01-23,61.11322087032093
318,2010-01-30,59.288945620460595
319,2010-02-06,57.46467037060028
320,2010-02-13,62.93749612018126
321,2010-02-20,57.46467037060028
322,2010-02-27,58.37680799553044
323,2010-03-06,57.46467037060028
324,2010-03-13,55.64039512073995
325,2010-03-20,59.288945620460595
326,2010-03-27,60.20108324539078
327,2010-04-03,62.025358495251105
328,2010-04-10,57.46467037060028
329,2010-04-17,60.20108324539078
330,2010-04-24,57.46467037060028
331,2010-05-01,55.64039512073995
332,2010-05-08,56.55253274567011
333,2010-05-15,52.903982245949464
334,2010-05-22,56.55253274567011
335,2010-05-29,57.46467037060028
336,2010-06-05,52.903982245949464
337,2010-06-12,51.079706996089136
338,2010-06-19,48.34329412129865
339,2010-06-26,58.37680799553044
340,2010-07-03,52.903982245949464
341,2010-07-10,57.46467037060028
342,2010-07-17,52.903982245949464
343,2010-07-24,51.99184462101929
344,2010-07-31,51.079706996089136
345,2010-08-07,51.079706996089136
346,2010-08-14,50.16756937115897
347,2010-08-21,48.34329412129865
348,2010-08-28,46.51901887143832
349,2010-09-04,46.51901887143832
350,2010-09-11,48.34329412129865
351,2010-09-18,45.60688124650816
352,2010-09-25,42.87046837171767
353,2010-10-02,51.079706996089136
354,2010-10-09,49.25543174622881
355,2010-10-16,43.78260599664783
356,2010-10-23,46.51901887143832
357,2010-10-30,45.60688124650816
358,2010-11-06,41.04619312185734
359,2010-11-13,40.13405549692718
360,2010-11-20,37.397642622136686
361,2010-11-27,41.04619312185734
362,2010-12-04,33.74909212241604
363,2010-12-11,35.57336737227636
364,2010-12-18,33.74909212241604
365,2010-12-25,55.64039512073995
366,2011-01-01,86.6530743683655
367,2011-01-08,65.67390899497174
368,2011-01-15,61.11322087032093
369,2011-01-22,58.37680799553044
370,2011-01-29,57.46467037060028
371,2011-02-05,53.81611987087962
372,2011-02-12,52.903982245949464
373,2011-02-19,59.288945620460595
374,2011-02-26,59.288945620460595
375,2011-03-05,57.46467037060028
376,2011-03-12,53.81611987087962
377,2011-03-19,66.58604661990191
378,2011-03-26,62.93749612018126
379,2011-04-02,63.84963374511141
380,2011-04-09,53.81611987087962
381,2011-04-16,72.97100999441305
382,2011-04-23,70.23459711962256
383,2011-04-30,71.14673474455272
384,2011-05-07,68.41032186976224
385,2011-05-14,62.025358495251105
386,2011-05-21,62.93749612018126
387,2011-05-28,68.41032186976224
388,2011-06-04,64.76177137004159
389,2011-06-11,65.67390899497174
390,2011-06-18,66.58604661990191
391,2011-06-25,62.025358495251105
392,2011-07-02,61.11322087032093
393,2011-07-09,67.49818424483207
394,2011-07-16,69.3224594946924
395,2011-07-23,64.76177137004159
396,2011-07-30,67.49818424483207
397,2011-08-06,59.288945620460595
398,2011-08-13,62.93749612018126
399,2011-08-20,58.37680799553044
400,2011-08-27,55.64039512073995
