Search Term,diet plan
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-11-24,58
2012-12-01,51
2012-12-08,44
2012-12-15,37
2012-12-22,54
2012-12-29,89
2013-01-05,91
2013-01-12,75
2013-01-19,72
2013-01-26,67
2013-02-02,69
2013-02-09,64
2013-02-16,69
2013-02-23,78
2013-03-02,70
2013-03-09,67
2013-03-16,72
2013-03-23,67
2013-03-30,73
2013-04-06,71
2013-04-13,72
2013-04-20,73
2013-04-27,73
2013-05-04,69
2013-05-11,70
2013-05-18,69
2013-05-25,70
2013-06-01,68
2013-06-08,69
2013-06-15,66
2013-06-22,65
2013-06-29,65
2013-07-06,72
2013-07-13,71
2013-07-20,59
2013-07-27,67
2013-08-03,70
2013-08-10,68
2013-08-17,67
2013-08-24,65
2013-08-31,64
2013-09-07,61
2013-09-14,60
2013-09-21,59
2013-09-28,59
2013-10-05,60
2013-10-12,59
2013-10-19,59
2013-10-26,57
2013-11-02,58
2013-11-09,59
2013-11-16,57
2013-11-23,49
2013-11-30,54
2013-12-07,50
2013-12-14,43
2013-12-21,51
2013-12-28,92
2014-01-04,100
2014-01-11,81
2014-01-18,76
2014-01-25,76
2014-02-01,73
2014-02-08,67
2014-02-15,73
2014-02-22,76
2014-03-01,76
2014-03-08,70
2014-03-15,68
2014-03-22,68
2014-03-29,72
2014-04-05,64
2014-04-12,67
2014-04-19,71
2014-04-26,72
2014-05-03,69
2014-05-10,68
2014-05-17,66
2014-05-24,65
2014-05-31,64
2014-06-07,62
2014-06-14,59
2014-06-21,62
2014-06-28,61
2014-07-05,64
2014-07-12,60
2014-07-19,61
2014-07-26,66
2014-08-02,62
2014-08-09,63
2014-08-16,62
2014-08-23,59
2014-08-30,55
2014-09-06,61
2014-09-13,61
2014-09-20,57
2014-09-27,52
2014-10-04,60
2014-10-11,53
2014-10-18,50
2014-10-25,54
2014-11-01,55
2014-11-08,49
2014-11-15,51
2014-11-22,46
2014-11-29,53
2014-12-06,49
2014-12-13,43
2014-12-20,44
2014-12-27,75
2015-01-03,89
2015-01-10,75
2015-01-17,68
2015-01-24,67
2015-01-31,64
2015-02-07,59
2015-02-14,66
2015-02-21,67
2015-02-28,65
2015-03-07,67
2015-03-14,64
2015-03-21,63
2015-03-28,66
2015-04-04,68
2015-04-11,70
2015-04-18,70
2015-04-25,66
2015-05-02,64
2015-05-09,69
2015-05-16,63
2015-05-23,64
2015-05-30,67
2015-06-06,64
2015-06-13,62
2015-06-20,59
2015-06-27,59
2015-07-04,64
2015-07-11,60
2015-07-18,67
2015-07-25,61
2015-08-01,64
2015-08-08,62
2015-08-15,61
2015-08-22,61
2015-08-29,58
2015-09-05,61
2015-09-12,60
2015-09-19,56
2015-09-26,55
2015-10-03,55
2015-10-10,54
2015-10-17,53
2015-10-24,52
2015-10-31,55
2015-11-07,50
2015-11-14,50
2015-11-21,46
2015-11-28,49
2015-12-05,48
2015-12-12,45
2015-12-19,42
2015-12-26,69
2016-01-02,81
2016-01-09,70
2016-01-16,65
2016-01-23,74
2016-01-30,71
2016-02-06,67
2016-02-13,67
2016-02-20,71
2016-02-27,73
2016-03-05,67
2016-03-12,67
2016-03-19,61
2016-03-26,67
2016-04-02,67
2016-04-09,67
2016-04-16,67
2016-04-23,66
2016-04-30,64
2016-05-07,64
2016-05-14,62
2016-05-21,62
2016-05-28,62
2016-06-04,65
2016-06-11,58
2016-06-18,59
2016-06-25,58
2016-07-02,62
2016-07-09,61
2016-07-16,68
2016-07-23,65
2016-07-30,65
2016-08-06,61
2016-08-13,56
2016-08-20,57
2016-08-27,57
2016-09-03,59
2016-09-10,57
2016-09-17,55
2016-09-24,52
2016-10-01,49
2016-10-08,50
2016-10-15,51
2016-10-22,48
2016-10-29,50
2016-11-05,49
2016-11-12,51
2016-11-19,45
2016-11-26,57
2016-12-03,52
2016-12-10,47
2016-12-17,44
2016-12-24,61
2016-12-31,95
