Search Term,recipes
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2012-11-24,70
2012-12-01,77
2012-12-08,80
2012-12-15,91
2012-12-22,96
2012-12-29,95
2013-01-05,82
2013-01-12,86
2013-01-19,83
2013-01-26,82
2013-02-02,78
2013-02-09,83
2013-02-16,78
2013-02-23,75
2013-03-02,76
2013-03-09,76
2013-03-16,79
2013-03-23,84
2013-03-30,71
2013-04-06,75
2013-04-13,77
2013-04-20,75
2013-04-27,73
2013-05-04,70
2013-05-11,68
2013-05-18,69
2013-05-25,69
2013-06-01,68
2013-06-08,71
2013-06-15,69
2013-06-22,75
2013-06-29,77
2013-07-06,78
2013-07-13,79
2013-07-20,74
2013-07-27,76
2013-08-03,77
2013-08-10,77
2013-08-17,77
2013-08-24,77
2013-08-31,76
2013-09-07,75
2013-09-14,75
2013-09-21,75
2013-09-28,76
2013-10-05,77
2013-10-12,79
2013-10-19,80
2013-10-26,80
2013-11-02,79
2013-11-09,83
2013-11-16,86
2013-11-23,98
2013-11-30,76
2013-12-07,79
2013-12-14,83
2013-12-21,100
2013-12-28,95
2014-01-04,86
2014-01-11,82
2014-01-18,88
2014-01-25,81
2014-02-01,75
2014-02-08,76
2014-02-15,72
2014-02-22,73
2014-03-01,71
2014-03-08,72
2014-03-15,71
2014-03-22,69
2014-03-29,69
2014-04-05,69
2014-04-12,80
2014-04-19,67
2014-04-26,71
2014-05-03,67
2014-05-10,64
2014-05-17,62
2014-05-24,64
2014-05-31,65
2014-06-07,62
2014-06-14,63
2014-06-21,65
2014-06-28,71
2014-07-05,72
2014-07-12,72
2014-07-19,72
2014-07-26,71
2014-08-02,70
2014-08-09,72
2014-08-16,70
2014-08-23,68
2014-08-30,68
2014-09-06,68
2014-09-13,70
2014-09-20,70
2014-09-27,70
2014-10-04,67
2014-10-11,70
2014-10-18,71
2014-10-25,70
2014-11-01,70
2014-11-08,73
2014-11-15,81
2014-11-22,84
2014-11-29,67
2014-12-06,71
2014-12-13,74
2014-12-20,92
2014-12-27,88
2015-01-03,81
2015-01-10,81
2015-01-17,77
2015-01-24,80
2015-01-31,72
2015-02-07,71
2015-02-14,80
2015-02-21,71
2015-02-28,70
2015-03-07,68
2015-03-14,64
2015-03-21,64
2015-03-28,69
2015-04-04,61
2015-04-11,57
2015-04-18,62
2015-04-25,59
2015-05-02,58
2015-05-09,59
2015-05-16,60
2015-05-23,60
2015-05-30,60
2015-06-06,60
2015-06-13,63
2015-06-20,60
2015-06-27,68
2015-07-04,65
2015-07-11,64
2015-07-18,65
2015-07-25,67
2015-08-01,60
2015-08-08,62
2015-08-15,62
2015-08-22,60
2015-08-29,62
2015-09-05,59
2015-09-12,59
2015-09-19,62
2015-09-26,67
2015-10-03,66
2015-10-10,67
2015-10-17,64
2015-10-24,67
2015-10-31,68
2015-11-07,68
2015-11-14,70
2015-11-21,86
2015-11-28,61
2015-12-05,65
2015-12-12,72
2015-12-19,92
2015-12-26,79
2016-01-02,72
2016-01-09,72
2016-01-16,75
2016-01-23,68
2016-01-30,72
2016-02-06,67
2016-02-13,66
2016-02-20,62
2016-02-27,60
2016-03-05,58
2016-03-12,59
2016-03-19,63
2016-03-26,55
2016-04-02,59
2016-04-09,57
2016-04-16,53
2016-04-23,57
2016-04-30,58
2016-05-07,54
2016-05-14,56
2016-05-21,54
2016-05-28,56
2016-06-04,56
2016-06-11,54
2016-06-18,56
2016-06-25,60
2016-07-02,57
2016-07-09,54
2016-07-16,56
2016-07-23,57
2016-07-30,56
2016-08-06,53
2016-08-13,56
2016-08-20,54
2016-08-27,54
2016-09-03,58
2016-09-10,54
2016-09-17,57
2016-09-24,59
2016-10-01,57
2016-10-08,59
2016-10-15,56
2016-10-22,55
2016-10-29,57
2016-11-05,54
2016-11-12,60
2016-11-19,74
2016-11-26,52
2016-12-03,58
2016-12-10,61
2016-12-17,72
2016-12-24,65
2016-12-31,70
