Search Term,restaurant
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2003-12-27,63
2004-01-03,69
2004-01-10,78
2004-01-17,77
2004-01-24,78
2004-01-31,78
2004-02-07,100
2004-02-14,73
2004-02-21,71
2004-02-28,68
2004-03-06,74
2004-03-13,71
2004-03-20,71
2004-03-27,70
2004-04-03,70
2004-04-10,72
2004-04-17,70
2004-04-24,73
2004-05-01,78
2004-05-08,70
2004-05-15,68
2004-05-22,69
2004-05-29,71
2004-06-05,79
2004-06-12,70
2004-06-19,72
2004-06-26,71
2004-07-03,72
2004-07-10,72
2004-07-17,76
2004-07-24,78
2004-07-31,75
2004-08-07,78
2004-08-14,72
2004-08-21,74
2004-08-28,68
2004-09-04,67
2004-09-11,68
2004-09-18,69
2004-09-25,69
2004-10-02,71
2004-10-09,71
2004-10-16,75
2004-10-23,69
2004-10-30,75
2004-11-06,77
2004-11-13,77
2004-11-20,74
2004-11-27,78
2004-12-04,77
2004-12-11,80
2004-12-18,71
2004-12-25,76
2005-01-01,69
2005-01-08,79
2005-01-15,72
2005-01-22,76
2005-01-29,80
2005-02-05,89
2005-02-12,90
2005-02-19,78
2005-02-26,75
2005-03-05,73
2005-03-12,71
2005-03-19,74
2005-03-26,73
2005-04-02,73
2005-04-09,74
2005-04-16,74
2005-04-23,73
2005-04-30,84
2005-05-07,73
2005-05-14,67
2005-05-21,71
2005-05-28,73
2005-06-04,72
2005-06-11,74
2005-06-18,74
2005-06-25,70
2005-07-02,72
2005-07-09,74
2005-07-16,79
2005-07-23,75
2005-07-30,81
2005-08-06,78
2005-08-13,78
2005-08-20,79
2005-08-27,68
2005-09-03,68
2005-09-10,72
2005-09-17,73
2005-09-24,72
2005-10-01,76
2005-10-08,75
2005-10-15,75
2005-10-22,74
2005-10-29,77
2005-11-05,81
2005-11-12,81
2005-11-19,73
2005-11-26,79
2005-12-03,80
2005-12-10,84
2005-12-17,77
2005-12-24,77
2005-12-31,74
2006-01-07,78
2006-01-14,76
2006-01-21,80
2006-01-28,81
2006-02-04,79
2006-02-11,91
2006-02-18,73
2006-02-25,73
2006-03-04,70
2006-03-11,70
2006-03-18,72
2006-03-25,74
2006-04-01,71
2006-04-08,70
2006-04-15,69
2006-04-22,71
2006-04-29,70
2006-05-06,76
2006-05-13,72
2006-05-20,72
2006-05-27,63
2006-06-03,68
2006-06-10,71
2006-06-17,71
2006-06-24,70
2006-07-01,70
2006-07-08,73
2006-07-15,73
2006-07-22,78
2006-07-29,73
2006-08-05,77
2006-08-12,79
2006-08-19,75
2006-08-26,67
2006-09-02,72
2006-09-09,69
2006-09-16,69
2006-09-23,72
2006-09-30,78
2006-10-07,74
2006-10-14,76
2006-10-21,76
2006-10-28,79
2006-11-04,74
2006-11-11,76
2006-11-18,73
2006-11-25,76
2006-12-02,81
2006-12-09,81
2006-12-16,75
2006-12-23,75
2006-12-30,72
2007-01-06,76
2007-01-13,70
2007-01-20,77
2007-01-27,80
2007-02-03,79
2007-02-10,93
2007-02-17,76
2007-02-24,72
2007-03-03,72
2007-03-10,71
2007-03-17,69
2007-03-24,68
2007-03-31,71
2007-04-07,65
2007-04-14,69
2007-04-21,71
2007-04-28,71
2007-05-05,75
2007-05-12,71
2007-05-19,67
2007-05-26,69
2007-06-02,71
2007-06-09,71
2007-06-16,69
2007-06-23,73
2007-06-30,70
2007-07-07,73
2007-07-14,78
2007-07-21,76
2007-07-28,76
2007-08-04,77
2007-08-11,77
2007-08-18,72
2007-08-25,71
2007-09-01,68
2007-09-08,71
2007-09-15,71
2007-09-22,69
2007-09-29,75
2007-10-06,74
2007-10-13,70
2007-10-20,70
2007-10-27,73
2007-11-03,75
2007-11-10,74
2007-11-17,69
2007-11-24,69
2007-12-01,83
2007-12-08,75
2007-12-15,76
2007-12-22,75
2007-12-29,74
2008-01-05,71
2008-01-12,69
2008-01-19,72
2008-01-26,71
2008-02-02,75
2008-02-09,87
2008-02-16,70
2008-02-23,68
2008-03-01,70
2008-03-08,68
2008-03-15,70
2008-03-22,68
2008-03-29,67
2008-04-05,71
2008-04-12,68
2008-04-19,67
2008-04-26,68
2008-05-03,71
2008-05-10,66
2008-05-17,67
2008-05-24,64
2008-05-31,67
2008-06-07,64
2008-06-14,64
2008-06-21,66
2008-06-28,61
2008-07-05,68
2008-07-12,71
2008-07-19,70
2008-07-26,68
2008-08-02,69
2008-08-09,73
2008-08-16,69
2008-08-23,67
2008-08-30,67
2008-09-06,67
2008-09-13,66
2008-09-20,63
2008-09-27,65
2008-10-04,66
2008-10-11,66
2008-10-18,66
2008-10-25,63
2008-11-01,63
2008-11-08,70
2008-11-15,66
2008-11-22,62
2008-11-29,64
2008-12-06,71
2008-12-13,68
2008-12-20,62
2008-12-27,71
