,Search Term,restaurants
0,2003-12-27,44.33107808393147
1,2004-01-03,42.15086112898403
2,2004-01-10,47.964773008843885
3,2004-01-17,48.69151199382637
4,2004-01-24,49.41825097880886
5,2004-01-31,52.325206918738786
6,2004-02-07,72.67389849824832
7,2004-02-14,46.51129503887893
8,2004-02-21,45.057817068913955
9,2004-02-28,39.97064417403657
10,2004-03-06,42.87760011396651
11,2004-03-13,45.78455605389644
12,2004-03-20,45.78455605389644
13,2004-03-27,44.33107808393147
14,2004-04-03,47.23803402386141
15,2004-04-10,44.33107808393147
16,2004-04-17,42.87760011396651
17,2004-04-24,45.057817068913955
18,2004-05-01,48.69151199382637
19,2004-05-08,43.60433909894899
20,2004-05-15,43.60433909894899
21,2004-05-22,44.33107808393147
22,2004-05-29,42.87760011396651
23,2004-06-05,43.60433909894899
24,2004-06-12,42.15086112898403
25,2004-06-19,43.60433909894899
26,2004-06-26,42.87760011396651
27,2004-07-03,45.78455605389644
28,2004-07-10,47.23803402386141
29,2004-07-17,46.51129503887893
30,2004-07-24,47.23803402386141
31,2004-07-31,47.23803402386141
32,2004-08-07,47.964773008843885
33,2004-08-14,45.78455605389644
34,2004-08-21,44.33107808393147
35,2004-08-28,42.15086112898403
36,2004-09-04,40.697383159019054
37,2004-09-11,42.87760011396651
38,2004-09-18,41.424122144001544
39,2004-09-25,44.33107808393147
40,2004-10-02,45.78455605389644
41,2004-10-09,45.057817068913955
42,2004-10-16,45.057817068913955
43,2004-10-23,42.87760011396651
44,2004-10-30,45.057817068913955
45,2004-11-06,45.78455605389644
46,2004-11-13,46.51129503887893
47,2004-11-20,41.424122144001544
48,2004-11-27,43.60433909894899
49,2004-12-04,45.78455605389644
50,2004-12-11,44.33107808393147
51,2004-12-18,42.87760011396651
52,2004-12-25,45.78455605389644
53,2005-01-01,42.87760011396651
54,2005-01-08,44.33107808393147
55,2005-01-15,43.60433909894899
56,2005-01-22,44.33107808393147
57,2005-01-29,47.23803402386141
58,2005-02-05,58.86585778358114
59,2005-02-12,51.59846793375631
60,2005-02-19,43.60433909894899
61,2005-02-26,44.33107808393147
62,2005-03-05,44.33107808393147
63,2005-03-12,43.60433909894899
64,2005-03-19,47.23803402386141
65,2005-03-26,42.87760011396651
66,2005-04-02,44.33107808393147
67,2005-04-09,44.33107808393147
68,2005-04-16,45.78455605389644
69,2005-04-23,45.78455605389644
70,2005-04-30,50.87172894877382
71,2005-05-07,44.33107808393147
72,2005-05-14,42.15086112898403
73,2005-05-21,44.33107808393147
74,2005-05-28,38.51716620407161
75,2005-06-04,42.15086112898403
76,2005-06-11,45.78455605389644
77,2005-06-18,42.15086112898403
78,2005-06-25,42.15086112898403
79,2005-07-02,42.87760011396651
80,2005-07-09,46.51129503887893
81,2005-07-16,46.51129503887893
82,2005-07-23,46.51129503887893
83,2005-07-30,47.964773008843885
84,2005-08-06,47.964773008843885
85,2005-08-13,47.964773008843885
86,2005-08-20,44.33107808393147
87,2005-08-27,39.97064417403657
88,2005-09-03,40.697383159019054
89,2005-09-10,41.424122144001544
90,2005-09-17,42.15086112898403
91,2005-09-24,42.15086112898403
92,2005-10-01,45.057817068913955
93,2005-10-08,45.057817068913955
94,2005-10-15,44.33107808393147
95,2005-10-22,42.15086112898403
96,2005-10-29,45.78455605389644
97,2005-11-05,44.33107808393147
98,2005-11-12,46.51129503887893
99,2005-11-19,40.697383159019054
100,2005-11-26,42.15086112898403
101,2005-12-03,45.057817068913955
102,2005-12-10,44.33107808393147
103,2005-12-17,44.33107808393147
104,2005-12-24,46.51129503887893
105,2005-12-31,41.424122144001544
106,2006-01-07,42.87760011396651
107,2006-01-14,45.057817068913955
108,2006-01-21,45.057817068913955
109,2006-01-28,45.057817068913955
110,2006-02-04,50.14498996379134
111,2006-02-11,55.23216285866872
112,2006-02-18,42.87760011396651
113,2006-02-25,42.87760011396651
114,2006-03-04,42.15086112898403
115,2006-03-11,42.87760011396651
116,2006-03-18,44.33107808393147
117,2006-03-25,42.15086112898403
118,2006-04-01,40.697383159019054
119,2006-04-08,43.60433909894899
120,2006-04-15,40.697383159019054
121,2006-04-22,42.15086112898403
122,2006-04-29,44.33107808393147
123,2006-05-06,44.33107808393147
124,2006-05-13,42.15086112898403
125,2006-05-20,42.87760011396651
126,2006-05-27,40.697383159019054
127,2006-06-03,39.97064417403657
128,2006-06-10,44.33107808393147
129,2006-06-17,41.424122144001544
130,2006-06-24,40.697383159019054
131,2006-07-01,42.87760011396651
132,2006-07-08,45.78455605389644
133,2006-07-15,45.78455605389644
134,2006-07-22,44.33107808393147
135,2006-07-29,44.33107808393147
136,2006-08-05,46.51129503887893
137,2006-08-12,47.964773008843885
138,2006-08-19,43.60433909894899
139,2006-08-26,38.51716620407161
140,2006-09-02,39.97064417403657
141,2006-09-09,40.697383159019054
142,2006-09-16,39.97064417403657
143,2006-09-23,42.87760011396651
144,2006-09-30,45.057817068913955
145,2006-10-07,41.424122144001544
146,2006-10-14,45.057817068913955
147,2006-10-21,43.60433909894899
148,2006-10-28,43.60433909894899
149,2006-11-04,42.87760011396651
150,2006-11-11,42.87760011396651
151,2006-11-18,40.697383159019054
152,2006-11-25,40.697383159019054
153,2006-12-02,42.15086112898403
154,2006-12-09,43.60433909894899
155,2006-12-16,41.424122144001544
156,2006-12-23,44.33107808393147
157,2006-12-30,42.15086112898403
158,2007-01-06,39.97064417403657
159,2007-01-13,39.97064417403657
160,2007-01-20,41.424122144001544
161,2007-01-27,44.33107808393147
162,2007-02-03,45.057817068913955
163,2007-02-10,54.50542387368624
164,2007-02-17,42.15086112898403
165,2007-02-24,40.697383159019054
166,2007-03-03,39.97064417403657
167,2007-03-10,39.2439051890541
168,2007-03-17,39.97064417403657
169,2007-03-24,39.2439051890541
170,2007-03-31,42.15086112898403
171,2007-04-07,40.697383159019054
172,2007-04-14,38.51716620407161
173,2007-04-21,39.2439051890541
174,2007-04-28,39.97064417403657
175,2007-05-05,42.87760011396651
176,2007-05-12,42.15086112898403
177,2007-05-19,39.2439051890541
178,2007-05-26,38.51716620407161
179,2007-06-02,39.2439051890541
180,2007-06-09,41.424122144001544
181,2007-06-16,42.15086112898403
182,2007-06-23,39.97064417403657
183,2007-06-30,42.15086112898403
184,2007-07-07,42.87760011396651
185,2007-07-14,44.33107808393147
186,2007-07-21,43.60433909894899
187,2007-07-28,42.87760011396651
188,2007-08-04,42.87760011396651
189,2007-08-11,45.78455605389644
190,2007-08-18,42.87760011396651
191,2007-08-25,39.97064417403657
192,2007-09-01,37.06368823410664
193,2007-09-08,37.790427219089125
194,2007-09-15,38.51716620407161
195,2007-09-22,39.2439051890541
196,2007-09-29,39.2439051890541
197,2007-10-06,42.15086112898403
198,2007-10-13,40.697383159019054
199,2007-10-20,38.51716620407161
200,2007-10-27,39.97064417403657
201,2007-11-03,41.424122144001544
202,2007-11-10,40.697383159019054
203,2007-11-17,35.61021026414168
204,2007-11-24,37.790427219089125
