,Search Term,food
864,2020-07-18,95.94851767053221
865,2020-07-25,92.95012649332809
866,2020-08-01,94.94905394479751
867,2020-08-08,92.95012649332809
868,2020-08-15,88.95227159038924
869,2020-08-22,86.95334413891983
870,2020-08-29,92.95012649332809
871,2020-09-05,90.95119904185867
872,2020-09-12,85.95388041318512
873,2020-09-19,85.95388041318512
874,2020-09-26,87.95280786465453
875,2020-10-03,84.9544166874504
876,2020-10-10,88.95227159038924
877,2020-10-17,78.95763433304214
878,2020-10-24,82.95548923598098
879,2020-10-31,76.95870688157271
880,2020-11-07,85.95388041318512
881,2020-11-14,85.95388041318512
882,2020-11-21,86.95334413891983
883,2020-11-28,82.95548923598098
884,2020-12-05,87.95280786465453
885,2020-12-12,84.9544166874504
886,2020-12-19,88.95227159038924
887,2020-12-26,92.95012649332809
888,2021-01-02,77.95817060730744
889,2021-01-09,86.95334413891983
890,2021-01-16,83.95495296171569
891,2021-01-23,83.95495296171569
892,2021-01-30,84.9544166874504
893,2021-02-06,83.95495296171569
894,2021-02-13,81.95602551024628
895,2021-02-20,86.95334413891983
896,2021-02-27,82.95548923598098
897,2021-03-06,82.95548923598098
898,2021-03-13,88.95227159038924
899,2021-03-20,86.95334413891983
900,2021-03-27,90.95119904185867
901,2021-04-03,88.95227159038924
902,2021-04-10,86.95334413891983
903,2021-04-17,90.95119904185867
904,2021-04-24,85.95388041318512
905,2021-05-01,87.95280786465453
906,2021-05-08,89.95173531612396
907,2021-05-15,86.95334413891983
908,2021-05-22,89.95173531612396
909,2021-05-29,92.95012649332809
910,2021-06-05,94.94905394479751
911,2021-06-12,93.9495902190628
912,2021-06-19,93.9495902190628
913,2021-06-26,91.95066276759339
914,2021-07-03,93.9495902190628
915,2021-07-10,95.94851767053221
916,2021-07-17,97.94744512200164
917,2021-07-24,95.94851767053221
918,2021-07-31,92.95012649332809
919,2021-08-07,94.94905394479751
920,2021-08-14,94.94905394479751
921,2021-08-21,91.95066276759339
922,2021-08-28,93.9495902190628
923,2021-09-04,90.95119904185867
924,2021-09-11,92.95012649332809
925,2021-09-18,90.95119904185867
926,2021-09-25,90.95119904185867
927,2021-10-02,96.94798139626694
928,2021-10-09,92.95012649332809
929,2021-10-16,96.94798139626694
930,2021-10-23,95.94851767053221
931,2021-10-30,92.95012649332809
932,2021-11-06,93.9495902190628
933,2021-11-13,92.95012649332809
934,2021-11-20,91.95066276759339
935,2021-11-27,84.9544166874504
936,2021-12-04,91.95066276759339
937,2021-12-11,89.95173531612396
938,2021-12-18,96.94798139626694
939,2021-12-25,94.94905394479751
940,2022-01-01,88.95227159038924
941,2022-01-08,85.95388041318512
942,2022-01-15,80.95656178451156
943,2022-01-22,84.9544166874504
944,2022-01-29,85.95388041318512
945,2022-02-05,89.95173531612396
946,2022-02-12,91.95066276759339
947,2022-02-19,92.95012649332809
948,2022-02-26,90.95119904185867
949,2022-03-05,91.95066276759339
950,2022-03-12,92.95012649332809
951,2022-03-19,97.94744512200164
952,2022-03-26,93.9495902190628
953,2022-04-02,96.94798139626694
954,2022-04-09,99.94637257347107
955,2022-04-16,98.94690884773635
956,2022-04-23,94.94905394479751
957,2022-04-30,98.94690884773635
958,2022-05-07,94.94905394479751
959,2022-05-14,94.94905394479751
960,2022-05-21,93.9495902190628
961,2022-05-28,91.95066276759339
962,2022-06-04,97.94744512200164
963,2022-06-11,97.94744512200164
964,2022-06-18,96.94798139626694
965,2022-06-25,92.95012649332809
966,2022-07-02,99.94637257347107
967,2022-07-09,91.95066276759339
968,2022-07-16,92.95012649332809
969,2022-07-23,95.94851767053221
970,2022-07-30,93.9495902190628
971,2022-08-06,91.95066276759339
972,2022-08-13,94.94905394479751
973,2022-08-20,92.95012649332809
974,2022-08-27,92.95012649332809
975,2022-09-03,92.95012649332809
976,2022-09-10,93.9495902190628
977,2022-09-17,94.94905394479751
978,2022-09-24,92.95012649332809
979,2022-10-01,90.95119904185867
980,2022-10-08,91.95066276759339
981,2022-10-15,90.95119904185867
982,2022-10-22,87.95280786465453
983,2022-10-29,89.95173531612396
984,2022-11-05,90.95119904185867
985,2022-11-12,91.95066276759339
986,2022-11-19,82.95548923598098
987,2022-11-26,84.9544166874504
988,2022-12-03,86.95334413891983
989,2022-12-10,86.95334413891983
990,2022-12-17,88.95227159038924
991,2022-12-24,97.94744512200164
992,2022-12-31,86.95334413891983
993,2023-01-07,88.95227159038924
994,2023-01-14,89.95173531612396
995,2023-01-21,86.95334413891983
996,2023-01-28,89.95173531612396
997,2023-02-04,90.95119904185867
998,2023-02-11,89.95173531612396
999,2023-02-18,94.94905394479751
1000,2023-02-25,91.95066276759339
1001,2023-03-04,91.95066276759339
1002,2023-03-11,88.95227159038924
1003,2023-03-18,93.9495902190628
1004,2023-03-25,93.9495902190628
1005,2023-04-01,90.95119904185867
1006,2023-04-08,89.95173531612396
1007,2023-04-15,90.95119904185867
1008,2023-04-22,92.95012649332809
1009,2023-04-29,95.94851767053221
1010,2023-05-06,93.9495902190628
1011,2023-05-13,89.95173531612396
1012,2023-05-20,93.9495902190628
1013,2023-05-27,94.94905394479751
1014,2023-06-03,94.94905394479751
1015,2023-06-10,92.95012649332809
1016,2023-06-17,94.94905394479751
1017,2023-06-24,97.94744512200164
1018,2023-07-01,97.94744512200164
1019,2023-07-08,94.94905394479751
1020,2023-07-15,95.94851767053221
1021,2023-07-22,95.94851767053221
1022,2023-07-29,96.94798139626694
1023,2023-08-05,94.94905394479751
1024,2023-08-12,95.94851767053221
1025,2023-08-19,88.95227159038924
1026,2023-08-26,95.94851767053221
1027,2023-09-02,90.95119904185867
1028,2023-09-09,89.95173531612396
1029,2023-09-16,90.95119904185867
1030,2023-09-23,91.95066276759339
1031,2023-09-30,94.94905394479751
1032,2023-10-07,87.95280786465453
1033,2023-10-14,87.95280786465453
1034,2023-10-21,90.95119904185867
1035,2023-10-28,89.95173531612396
1036,2023-11-04,89.95173531612396
1037,2023-11-11,87.95280786465453
1038,2023-11-18,87.95280786465453
1039,2023-11-25,91.95066276759339
1040,2023-12-02,87.95280786465453
1041,2023-12-09,89.95173531612396
1042,2023-12-16,89.95173531612396
1043,2023-12-23,98.94690884773635
1044,2023-12-30,93.9495902190628
1045,2024-01-06,89.95173531612396
1046,2024-01-13,88.95227159038924
1047,2024-01-20,86.95334413891983
1048,2024-01-27,91.95066276759339
1049,2024-02-03,93.9495902190628
1050,2024-02-10,97.94744512200164
1051,2024-02-17,90.95119904185867
1052,2024-02-24,91.95066276759339
1053,2024-03-02,91.95066276759339
1054,2024-03-09,90.95119904185867
1055,2024-03-16,94.94905394479751
1056,2024-03-23,98.94690884773635
1057,2024-03-30,91.95066276759339
1058,2024-04-06,93.9495902190628
1059,2024-04-13,90.95119904185867
1060,2024-04-20,91.95066276759339
1061,2024-04-27,91.95066276759339
1062,2024-05-04,91.95066276759339
1063,2024-05-11,92.95012649332809
1064,2024-05-18,86.95334413891983
1065,2024-05-25,96.94798139626694
