,Search Term,vegetarian restaurant near me
270,2018-01-27,43.42691415313226
271,2018-02-03,37.46635730858469
272,2018-02-10,48.53596287703017
273,2018-02-17,47.68445475638052
274,2018-02-24,35.76334106728539
275,2018-03-03,38.317865429234345
276,2018-03-10,41.72389791183295
277,2018-03-17,44.278422273781906
278,2018-03-24,53.645011600928086
279,2018-03-31,49.38747099767982
280,2018-04-07,41.72389791183295
281,2018-04-14,44.278422273781906
282,2018-04-21,50.238979118329475
283,2018-04-28,49.38747099767982
284,2018-05-05,47.68445475638052
285,2018-05-12,50.238979118329475
286,2018-05-19,51.09048723897912
287,2018-05-26,59.60556844547564
288,2018-06-02,56.199535962877036
289,2018-06-09,57.90255220417635
290,2018-06-16,54.49651972157773
291,2018-06-23,50.238979118329475
292,2018-06-30,52.79350348027844
293,2018-07-07,53.645011600928086
294,2018-07-14,44.278422273781906
295,2018-07-21,53.645011600928086
296,2018-07-28,52.79350348027844
297,2018-08-04,56.199535962877036
298,2018-08-11,59.60556844547564
299,2018-08-18,51.09048723897912
300,2018-08-25,51.09048723897912
301,2018-09-01,55.34802784222739
302,2018-09-08,50.238979118329475
303,2018-09-15,50.238979118329475
304,2018-09-22,50.238979118329475
305,2018-09-29,53.645011600928086
306,2018-10-06,55.34802784222739
307,2018-10-13,63.01160092807425
308,2018-10-20,53.645011600928086
309,2018-10-27,45.12993039443156
310,2018-11-03,56.199535962877036
311,2018-11-10,50.238979118329475
312,2018-11-17,45.12993039443156
313,2018-11-24,50.238979118329475
314,2018-12-01,45.981438515081216
315,2018-12-08,61.30858468677495
316,2018-12-15,56.199535962877036
317,2018-12-22,85.15081206496521
318,2018-12-29,71.52668213457078
319,2019-01-05,57.90255220417635
320,2019-01-12,56.199535962877036
321,2019-01-19,47.68445475638052
322,2019-01-26,45.12993039443156
323,2019-02-02,53.645011600928086
324,2019-02-09,51.94199535962878
325,2019-02-16,55.34802784222739
326,2019-02-23,48.53596287703017
327,2019-03-02,59.60556844547564
328,2019-03-09,54.49651972157773
329,2019-03-16,57.05104408352669
330,2019-03-23,60.45707656612529
331,2019-03-30,66.41763341067286
332,2019-04-06,57.05104408352669
333,2019-04-13,74.93271461716938
334,2019-04-20,64.71461716937355
335,2019-04-27,55.34802784222739
336,2019-05-04,61.30858468677495
337,2019-05-11,69.82366589327147
338,2019-05-18,75.78422273781904
339,2019-05-25,69.82366589327147
340,2019-06-01,76.63573085846869
341,2019-06-08,66.41763341067286
342,2019-06-15,78.33874709976799
343,2019-06-22,68.97215777262181
344,2019-06-29,82.59628770301626
345,2019-07-06,74.08120649651973
346,2019-07-13,72.37819025522043
347,2019-07-20,74.93271461716938
348,2019-07-27,74.08120649651973
349,2019-08-03,72.37819025522043
350,2019-08-10,80.89327146171695
351,2019-08-17,66.41763341067286
352,2019-08-24,70.67517401392112
353,2019-08-31,73.22969837587009
354,2019-09-07,68.97215777262181
355,2019-09-14,65.56612529002321
356,2019-09-21,63.863109048723906
357,2019-09-28,81.7447795823666
358,2019-10-05,73.22969837587009
359,2019-10-12,68.12064965197217
360,2019-10-19,58.754060324826
361,2019-10-26,73.22969837587009
362,2019-11-02,57.90255220417635
363,2019-11-09,46.83294663573086
364,2019-11-16,46.83294663573086
365,2019-11-23,48.53596287703017
366,2019-11-30,40.8723897911833
367,2019-12-07,42.575406032482604
368,2019-12-14,46.83294663573086
369,2019-12-21,73.22969837587009
370,2019-12-28,62.160092807424604
371,2020-01-04,41.72389791183295
372,2020-01-11,54.49651972157773
373,2020-01-18,64.71461716937355
374,2020-01-25,62.0
375,2020-02-01,53.0
376,2020-02-08,67.0
377,2020-02-15,68.0
378,2020-02-22,60.0
379,2020-02-29,56.99999999999999
380,2020-03-07,55.00000000000001
381,2020-03-14,20.0
382,2020-03-21,9.0
383,2020-03-28,8.0
384,2020-04-04,10.0
385,2020-04-11,9.0
386,2020-04-18,5.0
387,2020-04-25,8.0
388,2020-05-02,11.0
389,2020-05-09,17.0
390,2020-05-16,19.0
391,2020-05-23,18.0
392,2020-05-30,18.0
393,2020-06-06,22.0
394,2020-06-13,24.0
395,2020-06-20,30.0
396,2020-06-27,31.0
397,2020-07-04,33.0
398,2020-07-11,31.0
399,2020-07-18,34.0
400,2020-07-25,38.0
401,2020-08-01,42.0
402,2020-08-08,43.0
403,2020-08-15,39.0
404,2020-08-22,39.0
405,2020-08-29,48.0
406,2020-09-05,40.0
407,2020-09-12,47.0
408,2020-09-19,40.0
409,2020-09-26,42.0
410,2020-10-03,42.0
411,2020-10-10,37.0
412,2020-10-17,44.0
413,2020-10-24,40.0
414,2020-10-31,35.0
415,2020-11-07,33.0
416,2020-11-14,35.0
417,2020-11-21,33.0
418,2020-11-28,34.0
419,2020-12-05,40.0
420,2020-12-12,39.0
421,2020-12-19,52.0
422,2020-12-26,56.00000000000001
423,2021-01-02,46.0
424,2021-01-09,38.0
425,2021-01-16,40.0
426,2021-01-23,39.0
427,2021-01-30,35.0
428,2021-02-06,41.0
429,2021-02-13,50.0
430,2021-02-20,52.0
431,2021-02-27,53.0
432,2021-03-06,60.0
433,2021-03-13,54.0
434,2021-03-20,55.00000000000001
435,2021-03-27,64.0
436,2021-04-03,53.0
437,2021-04-10,52.0
438,2021-04-17,43.0
439,2021-04-24,42.0
440,2021-05-01,46.0
441,2021-05-08,48.0
442,2021-05-15,38.0
443,2021-05-22,47.0
444,2021-05-29,47.0
445,2021-06-05,44.0
446,2021-06-12,51.0
447,2021-06-19,52.0
448,2021-06-26,54.0
449,2021-07-03,64.0
450,2021-07-10,56.00000000000001
451,2021-07-17,68.0
452,2021-07-24,66.0
453,2021-07-31,61.0
454,2021-08-07,70.0
455,2021-08-14,59.0
456,2021-08-21,52.0
457,2021-08-28,55.00000000000001
458,2021-09-04,55.00000000000001
459,2021-09-11,52.0
460,2021-09-18,60.0
461,2021-09-25,57.99999999999999
462,2021-10-02,69.0
463,2021-10-09,67.0
464,2021-10-16,59.0
465,2021-10-23,51.0
466,2021-10-30,66.0
467,2021-11-06,66.0
468,2021-11-13,71.0
469,2021-11-20,57.99999999999999
470,2021-11-27,66.0
471,2021-12-04,65.0
472,2021-12-11,64.0
473,2021-12-18,74.0
474,2021-12-25,81.0
475,2022-01-01,60.0
476,2022-01-08,56.99999999999999
477,2022-01-15,45.0
478,2022-01-22,47.0
479,2022-01-29,66.0
480,2022-02-05,53.0
481,2022-02-12,62.0
482,2022-02-19,56.99999999999999
483,2022-02-26,67.0
484,2022-03-05,59.0
485,2022-03-12,64.0
486,2022-03-19,65.0
487,2022-03-26,63.0
488,2022-04-02,62.0
489,2022-04-09,86.0
490,2022-04-16,69.0
491,2022-04-23,65.0
492,2022-04-30,80.0
493,2022-05-07,69.0
494,2022-05-14,65.0
495,2022-05-21,67.0
496,2022-05-28,73.0
497,2022-06-04,67.0
498,2022-06-11,74.0
499,2022-06-18,75.0
500,2022-06-25,77.0
501,2022-07-02,73.0
502,2022-07-09,75.0
503,2022-07-16,82.0
504,2022-07-23,81.0
505,2022-07-30,80.0
506,2022-08-06,80.0
507,2022-08-13,85.0
508,2022-08-20,70.0
509,2022-08-27,73.0
510,2022-09-03,78.0
511,2022-09-10,72.0
512,2022-09-17,76.0
