,Search Term,vegan recipes
0,2003-12-27,24.496870486278283
1,2004-01-03,34.99552926611184
2,2004-01-10,18.547630511039273
3,2004-01-17,21.34727285232822
4,2004-01-24,21.34727285232822
5,2004-01-31,17.49776463305592
6,2004-02-07,22.747094022972693
7,2004-02-14,23.09704931563381
8,2004-02-21,24.496870486278283
9,2004-02-28,19.597496389022627
10,2004-03-06,0.0
11,2004-03-13,23.796959900956047
12,2004-03-20,17.847719925717033
13,2004-03-27,22.747094022972693
14,2004-04-03,20.297406974344863
15,2004-04-10,10.148703487172432
16,2004-04-17,18.89758580370039
17,2004-04-24,18.547630511039273
18,2004-05-01,13.298301121122497
19,2004-05-08,17.147809340394797
20,2004-05-15,17.147809340394797
21,2004-05-22,11.198569365155787
22,2004-05-29,21.34727285232822
23,2004-06-05,16.797854047733683
24,2004-06-12,20.297406974344863
25,2004-06-19,18.89758580370039
26,2004-06-26,17.147809340394797
27,2004-07-03,16.797854047733683
28,2004-07-10,17.49776463305592
29,2004-07-17,17.147809340394797
30,2004-07-24,23.09704931563381
31,2004-07-31,16.44789875507256
32,2004-08-07,17.49776463305592
33,2004-08-14,20.9973175596671
34,2004-08-21,16.797854047733683
35,2004-08-28,16.797854047733683
36,2004-09-04,15.048077584428087
37,2004-09-11,20.297406974344863
38,2004-09-18,14.348166999105851
39,2004-09-25,23.09704931563381
40,2004-10-02,15.048077584428087
41,2004-10-09,18.89758580370039
42,2004-10-16,19.597496389022627
43,2004-10-23,24.146915193617165
44,2004-10-30,19.597496389022627
45,2004-11-06,20.297406974344863
46,2004-11-13,26.946557534906113
47,2004-11-20,32.89579751014512
48,2004-11-27,18.547630511039273
49,2004-12-04,20.647362267005985
50,2004-12-11,24.496870486278283
51,2004-12-18,30.796065754178414
52,2004-12-25,24.146915193617165
53,2005-01-01,21.697228144989335
54,2005-01-08,24.146915193617165
55,2005-01-15,20.9973175596671
56,2005-01-22,16.44789875507256
57,2005-01-29,16.797854047733683
58,2005-02-05,19.947451681683745
59,2005-02-12,22.047183437650457
60,2005-02-19,17.847719925717033
61,2005-02-26,22.397138730311575
62,2005-03-05,20.297406974344863
63,2005-03-12,17.847719925717033
64,2005-03-19,19.24754109636151
65,2005-03-26,19.597496389022627
66,2005-04-02,24.8468257789394
67,2005-04-09,17.847719925717033
68,2005-04-16,17.49776463305592
69,2005-04-23,17.147809340394797
70,2005-04-30,21.697228144989335
71,2005-05-07,18.89758580370039
72,2005-05-14,17.847719925717033
73,2005-05-21,16.44789875507256
74,2005-05-28,15.398032877089207
75,2005-06-04,15.398032877089207
76,2005-06-11,15.747988169750327
77,2005-06-18,17.49776463305592
78,2005-06-25,17.847719925717033
79,2005-07-02,12.948345828461377
80,2005-07-09,19.24754109636151
81,2005-07-16,19.597496389022627
82,2005-07-23,16.44789875507256
83,2005-07-30,18.89758580370039
84,2005-08-06,18.547630511039273
85,2005-08-13,18.547630511039273
86,2005-08-20,17.49776463305592
87,2005-08-27,15.048077584428087
88,2005-09-03,19.597496389022627
89,2005-09-10,13.998211706444733
90,2005-09-17,15.398032877089207
91,2005-09-24,18.547630511039273
92,2005-10-01,17.49776463305592
93,2005-10-08,17.49776463305592
94,2005-10-15,18.197675218378155
95,2005-10-22,19.24754109636151
96,2005-10-29,20.297406974344863
97,2005-11-05,20.647362267005985
98,2005-11-12,22.747094022972693
99,2005-11-19,29.746199876195057
100,2005-11-26,19.597496389022627
101,2005-12-03,18.547630511039273
102,2005-12-10,19.24754109636151
103,2005-12-17,23.44700460829493
104,2005-12-24,20.9973175596671
105,2005-12-31,15.747988169750327
106,2006-01-07,19.947451681683745
107,2006-01-14,17.49776463305592
108,2006-01-21,14.348166999105851
109,2006-01-28,15.398032877089207
110,2006-02-04,18.197675218378155
111,2006-02-11,18.197675218378155
112,2006-02-18,17.847719925717033
113,2006-02-25,17.147809340394797
114,2006-03-04,16.44789875507256
115,2006-03-11,16.097943462411443
116,2006-03-18,16.797854047733683
117,2006-03-25,17.49776463305592
118,2006-04-01,15.747988169750327
119,2006-04-08,19.947451681683745
120,2006-04-15,15.747988169750327
121,2006-04-22,15.398032877089207
122,2006-04-29,16.44789875507256
123,2006-05-06,15.398032877089207
124,2006-05-13,15.398032877089207
125,2006-05-20,13.648256413783615
126,2006-05-27,14.348166999105851
127,2006-06-03,15.048077584428087
128,2006-06-10,16.44789875507256
129,2006-06-17,17.147809340394797
130,2006-06-24,20.297406974344863
131,2006-07-01,16.44789875507256
132,2006-07-08,17.147809340394797
133,2006-07-15,17.49776463305592
134,2006-07-22,21.34727285232822
135,2006-07-29,17.147809340394797
136,2006-08-05,15.048077584428087
137,2006-08-12,16.797854047733683
138,2006-08-19,19.24754109636151
139,2006-08-26,15.398032877089207
140,2006-09-02,17.49776463305592
141,2006-09-09,17.147809340394797
142,2006-09-16,16.797854047733683
143,2006-09-23,16.797854047733683
144,2006-09-30,17.147809340394797
145,2006-10-07,17.847719925717033
146,2006-10-14,19.597496389022627
147,2006-10-21,18.547630511039273
148,2006-10-28,16.097943462411443
149,2006-11-04,18.89758580370039
150,2006-11-11,19.947451681683745
151,2006-11-18,22.747094022972693
152,2006-11-25,17.49776463305592
153,2006-12-02,15.747988169750327
