Search Term,vegan recipes
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2020-01-25,97
2020-02-01,87
2020-02-08,89
2020-02-15,90
2020-02-22,85
2020-02-29,83
2020-03-07,72
2020-03-14,66
2020-03-21,84
2020-03-28,88
2020-04-04,100
2020-04-11,95
2020-04-18,91
2020-04-25,97
2020-05-02,92
2020-05-09,87
2020-05-16,88
2020-05-23,84
2020-05-30,78
2020-06-06,81
2020-06-13,77
2020-06-20,74
2020-06-27,80
2020-07-04,77
2020-07-11,73
2020-07-18,80
2020-07-25,77
2020-08-01,79
2020-08-08,73
2020-08-15,70
2020-08-22,70
2020-08-29,68
2020-09-05,71
2020-09-12,67
2020-09-19,60
2020-09-26,60
2020-10-03,63
2020-10-10,62
2020-10-17,63
2020-10-24,58
2020-10-31,54
2020-11-07,58
2020-11-14,60
2020-11-21,61
2020-11-28,54
2020-12-05,56
2020-12-12,60
2020-12-19,60
2020-12-26,81
2021-01-02,82
2021-01-09,76
2021-01-16,71
2021-01-23,69
2021-01-30,63
2021-02-06,61
2021-02-13,60
2021-02-20,56
2021-02-27,51
2021-03-06,53
2021-03-13,55
2021-03-20,52
2021-03-27,60
2021-04-03,54
2021-04-10,52
2021-04-17,52
2021-04-24,51
2021-05-01,48
2021-05-08,51
2021-05-15,48
2021-05-22,49
2021-05-29,46
2021-06-05,47
2021-06-12,52
2021-06-19,45
2021-06-26,48
2021-07-03,41
2021-07-10,47
2021-07-17,46
2021-07-24,48
2021-07-31,48
2021-08-07,45
2021-08-14,46
2021-08-21,44
2021-08-28,45
2021-09-04,45
2021-09-11,47
2021-09-18,46
2021-09-25,46
2021-10-02,46
2021-10-09,45
2021-10-16,44
2021-10-23,51
2021-10-30,46
2021-11-06,53
2021-11-13,51
2021-11-20,53
2021-11-27,44
2021-12-04,50
2021-12-11,48
2021-12-18,62
2021-12-25,55
2022-01-01,64
2022-01-08,60
2022-01-15,51
2022-01-22,54
2022-01-29,49
2022-02-05,50
2022-02-12,43
2022-02-19,44
2022-02-26,44
2022-03-05,50
2022-03-12,43
2022-03-19,44
2022-03-26,45
2022-04-02,40
2022-04-09,50
2022-04-16,41
2022-04-23,39
2022-04-30,42
2022-05-07,39
2022-05-14,38
2022-05-21,37
2022-05-28,37
2022-06-04,41
2022-06-11,39
2022-06-18,40
2022-06-25,42
2022-07-02,41
2022-07-09,41
2022-07-16,40
2022-07-23,41
2022-07-30,35
2022-08-06,41
2022-08-13,37
2022-08-20,37
2022-08-27,38
2022-09-03,34
2022-09-10,36
2022-09-17,37
2022-09-24,36
2022-10-01,39
2022-10-08,37
2022-10-15,35
2022-10-22,36
2022-10-29,38
2022-11-05,39
2022-11-12,41
2022-11-19,42
2022-11-26,32
2022-12-03,37
2022-12-10,39
2022-12-17,45
2022-12-24,41
2022-12-31,46
2023-01-07,39
2023-01-14,41
2023-01-21,40
2023-01-28,38
2023-02-04,36
2023-02-11,34
2023-02-18,37
2023-02-25,38
2023-03-04,33
2023-03-11,35
2023-03-18,35
2023-03-25,35
2023-04-01,36
2023-04-08,29
2023-04-15,31
2023-04-22,31
2023-04-29,34
2023-05-06,31
2023-05-13,29
2023-05-20,29
2023-05-27,29
2023-06-03,31
2023-06-10,31
2023-06-17,30
2023-06-24,34
2023-07-01,32
2023-07-08,33
2023-07-15,30
2023-07-22,29
2023-07-29,29
2023-08-05,31
2023-08-12,30
2023-08-19,29
2023-08-26,29
2023-09-02,28
2023-09-09,29
2023-09-16,28
2023-09-23,31
2023-09-30,30
2023-10-07,32
2023-10-14,30
2023-10-21,32
2023-10-28,31
2023-11-04,33
2023-11-11,36
2023-11-18,35
2023-11-25,31
2023-12-02,34
2023-12-09,29
2023-12-16,47
2023-12-23,33
2023-12-30,59
2024-01-06,55
2024-01-13,45
2024-01-20,40
2024-01-27,37
2024-02-03,39
2024-02-10,37
2024-02-17,33
2024-02-24,35
2024-03-02,33
2024-03-09,32
2024-03-16,33
2024-03-23,36
2024-03-30,33
2024-04-06,31
2024-04-13,30
2024-04-20,29
2024-04-27,30
2024-05-04,29
2024-05-11,26
2024-05-18,27
2024-05-25,28
