,Search Term,vegetarian restaurants
0,2003-12-27,65.42623823048443
1,2004-01-03,64.6473544420263
2,2004-01-10,47.511911095947035
3,2004-01-17,35.82865426907481
4,2004-01-24,42.059724576739995
5,2004-01-31,61.5318192881937
6,2004-02-07,77.88837884581481
7,2004-02-14,49.84856246132148
8,2004-02-21,41.28084078828185
9,2004-02-28,45.17525973057259
10,2004-03-06,46.73302730748888
11,2004-03-13,62.31070307665184
12,2004-03-20,50.62744624977963
13,2004-03-27,49.069678672863326
14,2004-04-03,50.62744624977963
15,2004-04-10,63.08958686510999
16,2004-04-17,28.818700172951477
17,2004-04-24,35.82865426907481
18,2004-05-01,44.39637594211444
19,2004-05-08,35.82865426907481
20,2004-05-15,49.84856246132148
21,2004-05-22,33.49200290370037
22,2004-05-29,38.94418942290741
23,2004-06-05,45.95414351903074
24,2004-06-12,49.84856246132148
25,2004-06-19,40.501956999823705
26,2004-06-26,49.069678672863326
27,2004-07-03,52.964097615154074
28,2004-07-10,49.84856246132148
29,2004-07-17,62.31070307665184
30,2004-07-24,54.521865192070365
31,2004-07-31,73.99395990352406
32,2004-08-07,62.31070307665184
33,2004-08-14,56.858516557444815
34,2004-08-21,56.858516557444815
35,2004-08-28,50.62744624977963
36,2004-09-04,53.74298140361222
37,2004-09-11,53.74298140361222
38,2004-09-18,34.27088669215851
39,2004-09-25,45.17525973057259
40,2004-10-02,48.29079488440518
41,2004-10-09,60.75293549973555
42,2004-10-16,40.501956999823705
43,2004-10-23,59.195167922819245
44,2004-10-30,44.39637594211444
45,2004-11-06,44.39637594211444
46,2004-11-13,68.54177338431703
47,2004-11-20,37.386421845991116
48,2004-11-27,44.39637594211444
49,2004-12-04,36.607538057532956
50,2004-12-11,49.84856246132148
51,2004-12-18,42.83860836519814
52,2004-12-25,37.386421845991116
53,2005-01-01,39.72307321136556
54,2005-01-08,42.059724576739995
55,2005-01-15,37.386421845991116
56,2005-01-22,36.607538057532956
57,2005-01-29,47.511911095947035
58,2005-02-05,66.20512201894259
59,2005-02-12,53.74298140361222
60,2005-02-19,37.386421845991116
61,2005-02-26,48.29079488440518
62,2005-03-05,47.511911095947035
63,2005-03-12,50.62744624977963
64,2005-03-19,50.62744624977963
65,2005-03-26,57.637400345902954
66,2005-04-02,44.39637594211444
67,2005-04-09,42.83860836519814
68,2005-04-16,45.17525973057259
69,2005-04-23,41.28084078828185
70,2005-04-30,49.069678672863326
71,2005-05-07,45.17525973057259
72,2005-05-14,40.501956999823705
73,2005-05-21,49.069678672863326
74,2005-05-28,62.31070307665184
75,2005-06-04,47.511911095947035
76,2005-06-11,46.73302730748888
77,2005-06-18,43.61749215365629
78,2005-06-25,58.416284134361106
79,2005-07-02,59.195167922819245
80,2005-07-09,50.62744624977963
81,2005-07-16,62.31070307665184
82,2005-07-23,45.95414351903074
83,2005-07-30,63.08958686510999
84,2005-08-06,50.62744624977963
85,2005-08-13,66.98400580740073
86,2005-08-20,56.07963276898666
87,2005-08-27,43.61749215365629
88,2005-09-03,38.16530563444926
89,2005-09-10,39.72307321136556
90,2005-09-17,42.059724576739995
91,2005-09-24,45.95414351903074
92,2005-10-01,48.29079488440518
93,2005-10-08,37.386421845991116
94,2005-10-15,43.61749215365629
95,2005-10-22,45.17525973057259
96,2005-10-29,43.61749215365629
97,2005-11-05,45.17525973057259
98,2005-11-12,48.29079488440518
99,2005-11-19,47.511911095947035
100,2005-11-26,40.501956999823705
101,2005-12-03,41.28084078828185
102,2005-12-10,31.934235326784073
103,2005-12-17,39.72307321136556
104,2005-12-24,48.29079488440518
105,2005-12-31,42.059724576739995
106,2006-01-07,45.17525973057259
107,2006-01-14,46.73302730748888
108,2006-01-21,39.72307321136556
109,2006-01-28,48.29079488440518
110,2006-02-04,53.74298140361222
111,2006-02-11,48.29079488440518
112,2006-02-18,41.28084078828185
113,2006-02-25,42.059724576739995
114,2006-03-04,45.95414351903074
115,2006-03-11,46.73302730748888
116,2006-03-18,44.39637594211444
117,2006-03-25,39.72307321136556
118,2006-04-01,41.28084078828185
119,2006-04-08,38.16530563444926
120,2006-04-15,38.94418942290741
121,2006-04-22,43.61749215365629
122,2006-04-29,40.501956999823705
123,2006-05-06,49.84856246132148
124,2006-05-13,42.83860836519814
125,2006-05-20,48.29079488440518
126,2006-05-27,42.83860836519814
127,2006-06-03,36.607538057532956
128,2006-06-10,46.73302730748888
129,2006-06-17,42.83860836519814
130,2006-06-24,38.94418942290741
131,2006-07-01,43.61749215365629
132,2006-07-08,45.95414351903074
133,2006-07-15,51.40633003823777
134,2006-07-22,48.29079488440518
135,2006-07-29,44.39637594211444
136,2006-08-05,44.39637594211444
137,2006-08-12,49.069678672863326
138,2006-08-19,49.069678672863326
139,2006-08-26,38.94418942290741
140,2006-09-02,36.607538057532956
141,2006-09-09,36.607538057532956
142,2006-09-16,34.27088669215851
143,2006-09-23,45.95414351903074
144,2006-09-30,39.72307321136556
145,2006-10-07,37.386421845991116
146,2006-10-14,42.059724576739995
147,2006-10-21,37.386421845991116
148,2006-10-28,45.95414351903074
149,2006-11-04,36.607538057532956
150,2006-11-11,39.72307321136556
151,2006-11-18,32.713119115242215
152,2006-11-25,35.04977048061666
153,2006-12-02,35.04977048061666
154,2006-12-09,36.607538057532956
155,2006-12-16,38.16530563444926
156,2006-12-23,35.82865426907481
157,2006-12-30,45.17525973057259
158,2007-01-06,41.28084078828185
159,2007-01-13,35.82865426907481
160,2007-01-20,45.17525973057259
161,2007-01-27,36.607538057532956
162,2007-02-03,38.16530563444926
163,2007-02-10,42.83860836519814
164,2007-02-17,38.16530563444926
165,2007-02-24,31.15535153832592
166,2007-03-03,33.49200290370037
167,2007-03-10,46.73302730748888
168,2007-03-17,38.94418942290741
169,2007-03-24,42.83860836519814
170,2007-03-31,42.83860836519814
171,2007-04-07,37.386421845991116
172,2007-04-14,40.501956999823705
173,2007-04-21,38.16530563444926
174,2007-04-28,38.94418942290741
175,2007-05-05,35.04977048061666
176,2007-05-12,41.28084078828185
177,2007-05-19,39.72307321136556
178,2007-05-26,40.501956999823705
179,2007-06-02,37.386421845991116
180,2007-06-09,43.61749215365629
181,2007-06-16,41.28084078828185
182,2007-06-23,41.28084078828185
183,2007-06-30,44.39637594211444
184,2007-07-07,48.29079488440518
185,2007-07-14,41.28084078828185
186,2007-07-21,45.95414351903074
187,2007-07-28,44.39637594211444
188,2007-08-04,42.83860836519814
189,2007-08-11,46.73302730748888
190,2007-08-18,45.95414351903074
191,2007-08-25,35.04977048061666
192,2007-09-01,35.04977048061666
193,2007-09-08,39.72307321136556
194,2007-09-15,38.16530563444926
195,2007-09-22,38.94418942290741
196,2007-09-29,41.28084078828185
197,2007-10-06,35.82865426907481
198,2007-10-13,35.82865426907481
199,2007-10-20,36.607538057532956
200,2007-10-27,31.15535153832592
201,2007-11-03,37.386421845991116
202,2007-11-10,34.27088669215851
203,2007-11-17,33.49200290370037
204,2007-11-24,33.49200290370037
205,2007-12-01,28.818700172951477
206,2007-12-08,33.49200290370037
207,2007-12-15,33.49200290370037
208,2007-12-22,45.17525973057259
209,2007-12-29,47.511911095947035
210,2008-01-05,38.16530563444926
211,2008-01-12,40.501956999823705
212,2008-01-19,39.72307321136556
213,2008-01-26,37.386421845991116
214,2008-02-02,40.501956999823705
215,2008-02-09,46.73302730748888
216,2008-02-16,35.04977048061666
217,2008-02-23,41.28084078828185
218,2008-03-01,38.16530563444926
219,2008-03-08,36.607538057532956
220,2008-03-15,41.28084078828185
221,2008-03-22,43.61749215365629
222,2008-03-29,38.16530563444926
223,2008-04-05,35.82865426907481
224,2008-04-12,39.72307321136556
225,2008-04-19,37.386421845991116
226,2008-04-26,37.386421845991116
227,2008-05-03,37.386421845991116
228,2008-05-10,38.16530563444926
229,2008-05-17,42.059724576739995
230,2008-05-24,39.72307321136556
231,2008-05-31,36.607538057532956
232,2008-06-07,38.94418942290741
233,2008-06-14,38.16530563444926
234,2008-06-21,41.28084078828185
235,2008-06-28,38.16530563444926
236,2008-07-05,35.04977048061666
237,2008-07-12,38.94418942290741
238,2008-07-19,45.17525973057259
239,2008-07-26,42.059724576739995
240,2008-08-02,44.39637594211444
241,2008-08-09,43.61749215365629
242,2008-08-16,41.28084078828185
243,2008-08-23,38.16530563444926
244,2008-08-30,38.16530563444926
245,2008-09-06,35.04977048061666
246,2008-09-13,38.94418942290741
247,2008-09-20,35.82865426907481
248,2008-09-27,34.27088669215851
249,2008-10-04,38.16530563444926
250,2008-10-11,33.49200290370037
251,2008-10-18,31.15535153832592
252,2008-10-25,29.597583961409622
253,2008-11-01,32.713119115242215
254,2008-11-08,35.04977048061666
255,2008-11-15,31.15535153832592
256,2008-11-22,31.15535153832592
257,2008-11-29,26.768721313051213
258,2008-12-06,30.04652392281258
259,2008-12-13,25.12982000817053
260,2008-12-20,32.778026097613726
261,2008-12-27,42.611433926897845
