Search Term,vegan recipes
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,38
2016-12-03,38
2016-12-10,37
2016-12-17,44
2016-12-24,38
2016-12-31,45
2017-01-07,44
2017-01-14,39
2017-01-21,39
2017-01-28,38
2017-02-04,37
2017-02-11,33
2017-02-18,35
2017-02-25,37
2017-03-04,38
2017-03-11,38
2017-03-18,37
2017-03-25,38
2017-04-01,36
2017-04-08,40
2017-04-15,34
2017-04-22,35
2017-04-29,36
2017-05-06,34
2017-05-13,32
2017-05-20,32
2017-05-27,39
2017-06-03,35
2017-06-10,35
2017-06-17,40
2017-06-24,45
2017-07-01,55
2017-07-08,67
2017-07-15,66
2017-07-22,73
2017-07-29,72
2017-08-05,74
2017-08-12,70
2017-08-19,63
2017-08-26,61
2017-09-02,59
2017-09-09,58
2017-09-16,55
2017-09-23,54
2017-09-30,55
2017-10-07,52
2017-10-14,49
2017-10-21,51
2017-10-28,52
2017-11-04,57
2017-11-11,59
2017-11-18,62
2017-11-25,51
2017-12-02,51
2017-12-09,52
2017-12-16,61
2017-12-23,60
2017-12-30,81
2018-01-06,72
2018-01-13,68
2018-01-20,65
2018-01-27,60
2018-02-03,57
2018-02-10,57
2018-02-17,57
2018-02-24,52
2018-03-03,55
2018-03-10,51
2018-03-17,51
2018-03-24,62
2018-03-31,53
2018-04-07,47
2018-04-14,43
2018-04-21,43
2018-04-28,44
2018-05-05,44
2018-05-12,43
2018-05-19,41
2018-05-26,46
2018-06-02,43
2018-06-09,44
2018-06-16,41
2018-06-23,41
2018-06-30,42
2018-07-07,42
2018-07-14,42
2018-07-21,44
2018-07-28,40
2018-08-04,45
2018-08-11,43
2018-08-18,43
2018-08-25,39
2018-09-01,43
2018-09-08,40
2018-09-15,42
2018-09-22,41
2018-09-29,42
2018-10-06,43
2018-10-13,43
2018-10-20,42
2018-10-27,43
2018-11-03,48
2018-11-10,56
2018-11-17,53
2018-11-24,43
2018-12-01,44
2018-12-08,47
2018-12-15,50
2018-12-22,49
2018-12-29,66
2019-01-05,61
2019-01-12,55
2019-01-19,53
2019-01-26,48
2019-02-02,45
2019-02-09,44
2019-02-16,43
2019-02-23,41
2019-03-02,41
2019-03-09,43
2019-03-16,43
2019-03-23,40
2019-03-30,39
2019-04-06,42
2019-04-13,46
2019-04-20,39
2019-04-27,37
2019-05-04,41
2019-05-11,35
2019-05-18,37
2019-05-25,36
2019-06-01,39
2019-06-08,41
2019-06-15,38
2019-06-22,37
2019-06-29,39
2019-07-06,39
2019-07-13,41
2019-07-20,41
2019-07-27,42
2019-08-03,40
2019-08-10,40
2019-08-17,40
2019-08-24,38
2019-08-31,40
2019-09-07,39
2019-09-14,39
2019-09-21,43
2019-09-28,38
2019-10-05,44
2019-10-12,44
2019-10-19,63
2019-10-26,65
2019-11-02,70
2019-11-09,73
2019-11-16,82
2019-11-23,69
2019-11-30,61
2019-12-07,61
2019-12-14,67
2019-12-21,70
2019-12-28,100
2020-01-04,87
2020-01-11,72
2020-01-18,70
2020-01-25,66
2020-02-01,59
2020-02-08,60
2020-02-15,61
2020-02-22,58
2020-02-29,56
