Search Term,vegetarian recipes
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2020-01-25,92
2020-02-01,82
2020-02-08,83
2020-02-15,81
2020-02-22,83
2020-02-29,77
2020-03-07,63
2020-03-14,57
2020-03-21,68
2020-03-28,79
2020-04-04,92
2020-04-11,87
2020-04-18,90
2020-04-25,93
2020-05-02,89
2020-05-09,90
2020-05-16,87
2020-05-23,80
2020-05-30,78
2020-06-06,81
2020-06-13,76
2020-06-20,74
2020-06-27,81
2020-07-04,78
2020-07-11,78
2020-07-18,70
2020-07-25,70
2020-08-01,66
2020-08-08,69
2020-08-15,66
2020-08-22,69
2020-08-29,73
2020-09-05,79
2020-09-12,71
2020-09-19,69
2020-09-26,72
2020-10-03,66
2020-10-10,70
2020-10-17,72
2020-10-24,68
2020-10-31,67
2020-11-07,72
2020-11-14,72
2020-11-21,64
2020-11-28,60
2020-12-05,65
2020-12-12,61
2020-12-19,70
2020-12-26,96
2021-01-02,100
2021-01-09,86
2021-01-16,84
2021-01-23,76
2021-01-30,75
2021-02-06,73
2021-02-13,76
2021-02-20,69
2021-02-27,67
2021-03-06,65
2021-03-13,63
2021-03-20,60
2021-03-27,66
2021-04-03,68
2021-04-10,62
2021-04-17,63
2021-04-24,57
2021-05-01,61
2021-05-08,57
2021-05-15,54
2021-05-22,56
2021-05-29,56
2021-06-05,53
2021-06-12,52
2021-06-19,52
2021-06-26,54
2021-07-03,54
2021-07-10,58
2021-07-17,58
2021-07-24,54
2021-07-31,53
2021-08-07,52
2021-08-14,56
2021-08-21,52
2021-08-28,55
2021-09-04,55
2021-09-11,52
2021-09-18,52
2021-09-25,54
2021-10-02,62
2021-10-09,53
2021-10-16,50
2021-10-23,53
2021-10-30,55
2021-11-06,58
2021-11-13,55
2021-11-20,52
2021-11-27,50
2021-12-04,51
2021-12-11,50
2021-12-18,56
2021-12-25,65
2022-01-01,81
2022-01-08,72
2022-01-15,62
2022-01-22,69
2022-01-29,56
2022-02-05,57
2022-02-12,54
2022-02-19,58
2022-02-26,55
2022-03-05,55
2022-03-12,54
2022-03-19,54
2022-03-26,54
2022-04-02,53
2022-04-09,50
2022-04-16,44
2022-04-23,47
2022-04-30,50
2022-05-07,44
2022-05-14,42
2022-05-21,43
2022-05-28,45
2022-06-04,46
2022-06-11,49
2022-06-18,49
2022-06-25,47
2022-07-02,48
2022-07-09,46
2022-07-16,48
2022-07-23,48
2022-07-30,47
2022-08-06,47
2022-08-13,47
2022-08-20,44
2022-08-27,45
2022-09-03,50
2022-09-10,43
2022-09-17,48
2022-09-24,45
2022-10-01,47
2022-10-08,43
2022-10-15,45
2022-10-22,42
2022-10-29,45
2022-11-05,46
2022-11-12,49
2022-11-19,44
2022-11-26,43
2022-12-03,41
2022-12-10,43
2022-12-17,44
2022-12-24,53
2022-12-31,57
2023-01-07,51
2023-01-14,44
2023-01-21,47
2023-01-28,45
2023-02-04,43
2023-02-11,42
2023-02-18,49
2023-02-25,44
2023-03-04,43
2023-03-11,43
2023-03-18,40
2023-03-25,43
2023-04-01,45
2023-04-08,41
2023-04-15,38
2023-04-22,39
2023-04-29,42
2023-05-06,40
2023-05-13,38
2023-05-20,36
2023-05-27,39
2023-06-03,41
2023-06-10,38
2023-06-17,37
2023-06-24,39
2023-07-01,43
2023-07-08,42
2023-07-15,41
2023-07-22,41
2023-07-29,39
2023-08-05,39
2023-08-12,40
2023-08-19,39
2023-08-26,44
2023-09-02,41
2023-09-09,38
2023-09-16,38
2023-09-23,39
2023-09-30,38
2023-10-07,33
2023-10-14,39
2023-10-21,38
2023-10-28,40
2023-11-04,38
2023-11-11,39
2023-11-18,38
2023-11-25,38
2023-12-02,40
2023-12-09,40
2023-12-16,43
2023-12-23,43
2023-12-30,59
2024-01-06,60
2024-01-13,51
2024-01-20,48
2024-01-27,43
2024-02-03,42
2024-02-10,42
2024-02-17,43
2024-02-24,42
2024-03-02,38
2024-03-09,38
2024-03-16,38
2024-03-23,41
2024-03-30,35
2024-04-06,38
2024-04-13,38
2024-04-20,35
2024-04-27,37
2024-05-04,35
2024-05-11,34
2024-05-18,33
2024-05-25,34
