Search Term,vegetarian restaurants
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,47
2016-12-03,46
2016-12-10,49
2016-12-17,55
2016-12-24,63
2016-12-31,62
2017-01-07,55
2017-01-14,57
2017-01-21,59
2017-01-28,59
2017-02-04,58
2017-02-11,66
2017-02-18,62
2017-02-25,59
2017-03-04,63
2017-03-11,59
2017-03-18,66
2017-03-25,62
2017-04-01,64
2017-04-08,67
2017-04-15,57
2017-04-22,59
2017-04-29,58
2017-05-06,61
2017-05-13,64
2017-05-20,62
2017-05-27,69
2017-06-03,60
2017-06-10,67
2017-06-17,69
2017-06-24,75
2017-07-01,77
2017-07-08,78
2017-07-15,87
2017-07-22,81
2017-07-29,79
2017-08-05,100
2017-08-12,78
2017-08-19,78
2017-08-26,92
2017-09-02,71
2017-09-09,69
2017-09-16,71
2017-09-23,78
2017-09-30,69
2017-10-07,71
2017-10-14,67
2017-10-21,66
2017-10-28,64
2017-11-04,64
2017-11-11,63
2017-11-18,58
2017-11-25,57
2017-12-02,60
2017-12-09,58
2017-12-16,64
2017-12-23,76
2017-12-30,74
2018-01-06,65
2018-01-13,66
2018-01-20,67
2018-01-27,66
2018-02-03,64
2018-02-10,78
2018-02-17,74
2018-02-24,62
2018-03-03,69
2018-03-10,67
2018-03-17,67
2018-03-24,73
2018-03-31,68
2018-04-07,66
2018-04-14,61
2018-04-21,65
2018-04-28,62
2018-05-05,71
2018-05-12,67
2018-05-19,67
2018-05-26,70
2018-06-02,68
2018-06-09,69
2018-06-16,69
2018-06-23,67
2018-06-30,68
2018-07-07,72
2018-07-14,74
2018-07-21,77
2018-07-28,72
2018-08-04,72
2018-08-11,74
2018-08-18,71
2018-08-25,65
2018-09-01,66
2018-09-08,61
2018-09-15,63
2018-09-22,60
2018-09-29,60
2018-10-06,63
2018-10-13,64
2018-10-20,60
2018-10-27,60
2018-11-03,58
2018-11-10,58
2018-11-17,56
2018-11-24,54
2018-12-01,54
2018-12-08,55
2018-12-15,59
2018-12-22,76
2018-12-29,76
2019-01-05,63
2019-01-12,60
2019-01-19,60
2019-01-26,57
2019-02-02,60
2019-02-09,60
2019-02-16,61
2019-02-23,59
2019-03-02,65
2019-03-09,63
2019-03-16,66
2019-03-23,67
2019-03-30,66
2019-04-06,67
2019-04-13,71
2019-04-20,63
2019-04-27,63
2019-05-04,67
2019-05-11,67
2019-05-18,66
2019-05-25,66
2019-06-01,66
2019-06-08,70
2019-06-15,72
2019-06-22,69
2019-06-29,71
2019-07-06,71
2019-07-13,70
2019-07-20,66
2019-07-27,76
2019-08-03,74
2019-08-10,68
2019-08-17,74
2019-08-24,66
2019-08-31,68
2019-09-07,63
2019-09-14,65
2019-09-21,61
2019-09-28,70
2019-10-05,61
2019-10-12,65
2019-10-19,62
2019-10-26,63
2019-11-02,63
2019-11-09,69
2019-11-16,68
2019-11-23,68
2019-11-30,60
2019-12-07,65
2019-12-14,68
2019-12-21,81
2019-12-28,86
2020-01-04,69
2020-01-11,73
2020-01-18,68
2020-01-25,75
2020-02-01,68
2020-02-08,74
2020-02-15,71
2020-02-22,63
2020-02-29,57
