Search Term,vegan restaurant
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,15
2016-12-03,15
2016-12-10,16
2016-12-17,17
2016-12-24,19
2016-12-31,20
2017-01-07,19
2017-01-14,19
2017-01-21,17
2017-01-28,19
2017-02-04,18
2017-02-11,19
2017-02-18,19
2017-02-25,18
2017-03-04,20
2017-03-11,20
2017-03-18,20
2017-03-25,19
2017-04-01,19
2017-04-08,21
2017-04-15,19
2017-04-22,19
2017-04-29,20
2017-05-06,21
2017-05-13,20
2017-05-20,20
2017-05-27,21
2017-06-03,20
2017-06-10,21
2017-06-17,22
2017-06-24,25
2017-07-01,29
2017-07-08,29
2017-07-15,30
2017-07-22,31
2017-07-29,31
2017-08-05,32
2017-08-12,31
2017-08-19,30
2017-08-26,29
2017-09-02,27
2017-09-09,25
2017-09-16,26
2017-09-23,26
2017-09-30,26
2017-10-07,28
2017-10-14,26
2017-10-21,26
2017-10-28,25
2017-11-04,27
2017-11-11,25
2017-11-18,24
2017-11-25,22
2017-12-02,24
2017-12-09,23
2017-12-16,26
2017-12-23,30
2017-12-30,31
2018-01-06,30
2018-01-13,29
2018-01-20,29
2018-01-27,29
2018-02-03,28
2018-02-10,32
2018-02-17,29
2018-02-24,27
2018-03-03,29
2018-03-10,29
2018-03-17,27
2018-03-24,29
2018-03-31,30
2018-04-07,28
2018-04-14,27
2018-04-21,28
2018-04-28,28
2018-05-05,30
2018-05-12,27
2018-05-19,29
2018-05-26,29
2018-06-02,29
2018-06-09,31
2018-06-16,29
2018-06-23,29
2018-06-30,30
2018-07-07,31
2018-07-14,31
2018-07-21,31
2018-07-28,29
2018-08-04,30
2018-08-11,32
2018-08-18,30
2018-08-25,29
2018-09-01,29
2018-09-08,27
2018-09-15,28
2018-09-22,27
2018-09-29,27
2018-10-06,28
2018-10-13,27
2018-10-20,27
2018-10-27,27
2018-11-03,27
2018-11-10,26
2018-11-17,24
2018-11-24,24
2018-12-01,25
2018-12-08,26
2018-12-15,27
2018-12-22,31
2018-12-29,32
2019-01-05,33
2019-01-12,31
2019-01-19,37
2019-01-26,32
2019-02-02,35
2019-02-09,32
2019-02-16,32
2019-02-23,33
2019-03-02,32
2019-03-09,34
2019-03-16,34
2019-03-23,35
2019-03-30,26
2019-04-06,34
2019-04-13,32
2019-04-20,29
2019-04-27,32
2019-05-04,30
2019-05-11,31
2019-05-18,29
2019-05-25,29
2019-06-01,28
2019-06-08,31
2019-06-15,40
2019-06-22,100
2019-06-29,41
2019-07-06,34
2019-07-13,37
2019-07-20,34
2019-07-27,35
2019-08-03,36
2019-08-10,36
2019-08-17,38
2019-08-24,31
2019-08-31,33
2019-09-07,29
2019-09-14,30
2019-09-21,31
2019-09-28,30
2019-10-05,31
2019-10-12,31
2019-10-19,32
2019-10-26,33
2019-11-02,34
2019-11-09,31
2019-11-16,34
2019-11-23,33
2019-11-30,31
2019-12-07,30
2019-12-14,33
2019-12-21,33
2019-12-28,38
2020-01-04,36
2020-01-11,37
2020-01-18,36
2020-01-25,35
2020-02-01,32
2020-02-08,37
2020-02-15,35
2020-02-22,32
2020-02-29,32
