,Search Term,plant based near me
164,2020-01-18,75.63972286374134
165,2020-01-25,66.0
166,2020-02-01,62.0
167,2020-02-08,61.0
168,2020-02-15,71.0
169,2020-02-22,55.00000000000001
170,2020-02-29,53.0
171,2020-03-07,44.0
172,2020-03-14,23.0
173,2020-03-21,15.0
174,2020-03-28,20.0
175,2020-04-04,16.0
176,2020-04-11,24.0
177,2020-04-18,25.0
178,2020-04-25,24.0
179,2020-05-02,32.0
180,2020-05-09,34.0
181,2020-05-16,39.0
182,2020-05-23,33.0
183,2020-05-30,30.0
184,2020-06-06,33.0
185,2020-06-13,41.0
186,2020-06-20,47.0
187,2020-06-27,43.0
188,2020-07-04,47.0
189,2020-07-11,50.0
190,2020-07-18,43.0
191,2020-07-25,51.0
192,2020-08-01,53.0
193,2020-08-08,53.0
194,2020-08-15,54.0
195,2020-08-22,46.0
196,2020-08-29,53.0
197,2020-09-05,43.0
198,2020-09-12,46.0
199,2020-09-19,51.0
200,2020-09-26,48.0
201,2020-10-03,47.0
202,2020-10-10,54.0
203,2020-10-17,42.0
204,2020-10-24,41.0
205,2020-10-31,32.0
206,2020-11-07,42.0
207,2020-11-14,48.0
208,2020-11-21,38.0
209,2020-11-28,36.0
210,2020-12-05,46.0
211,2020-12-12,43.0
212,2020-12-19,48.0
213,2020-12-26,54.0
214,2021-01-02,63.0
215,2021-01-09,62.0
216,2021-01-16,55.00000000000001
217,2021-01-23,52.0
218,2021-01-30,51.0
219,2021-02-06,42.0
220,2021-02-13,52.0
221,2021-02-20,62.0
222,2021-02-27,43.0
223,2021-03-06,44.0
224,2021-03-13,56.00000000000001
225,2021-03-20,60.0
226,2021-03-27,73.0
227,2021-04-03,64.0
228,2021-04-10,59.0
229,2021-04-17,67.0
230,2021-04-24,56.99999999999999
231,2021-05-01,65.0
232,2021-05-08,61.0
233,2021-05-15,56.99999999999999
234,2021-05-22,64.0
235,2021-05-29,56.00000000000001
236,2021-06-05,65.0
237,2021-06-12,74.0
238,2021-06-19,63.0
239,2021-06-26,68.0
240,2021-07-03,69.0
241,2021-07-10,69.0
242,2021-07-17,76.0
243,2021-07-24,62.0
244,2021-07-31,59.0
245,2021-08-07,59.0
246,2021-08-14,64.0
247,2021-08-21,63.0
248,2021-08-28,56.99999999999999
249,2021-09-04,56.99999999999999
250,2021-09-11,59.0
251,2021-09-18,62.0
252,2021-09-25,60.0
253,2021-10-02,62.0
254,2021-10-09,61.0
255,2021-10-16,51.0
256,2021-10-23,53.0
257,2021-10-30,51.0
258,2021-11-06,47.0
259,2021-11-13,54.0
260,2021-11-20,50.0
261,2021-11-27,46.0
262,2021-12-04,46.0
263,2021-12-11,47.0
264,2021-12-18,49.0
265,2021-12-25,62.0
266,2022-01-01,64.0
267,2022-01-08,66.0
268,2022-01-15,88.0
269,2022-01-22,50.0
270,2022-01-29,66.0
271,2022-02-05,61.0
272,2022-02-12,54.0
273,2022-02-19,62.0
274,2022-02-26,51.0
275,2022-03-05,59.0
276,2022-03-12,56.99999999999999
277,2022-03-19,60.0
278,2022-03-26,49.0
279,2022-04-02,54.0
280,2022-04-09,48.0
281,2022-04-16,50.0
282,2022-04-23,54.0
283,2022-04-30,61.0
284,2022-05-07,52.0
285,2022-05-14,46.0
286,2022-05-21,36.0
287,2022-05-28,48.0
288,2022-06-04,47.0
289,2022-06-11,55.00000000000001
290,2022-06-18,53.0
291,2022-06-25,50.0
292,2022-07-02,51.0
293,2022-07-09,62.0
294,2022-07-16,51.0
295,2022-07-23,55.00000000000001
296,2022-07-30,56.00000000000001
297,2022-08-06,54.0
298,2022-08-13,48.0
299,2022-08-20,50.0
300,2022-08-27,47.0
301,2022-09-03,46.0
302,2022-09-10,74.0
303,2022-09-17,44.0
304,2022-09-24,53.0
305,2022-10-01,47.0
306,2022-10-08,44.0
307,2022-10-15,46.0
308,2022-10-22,43.0
309,2022-10-29,40.0
310,2022-11-05,41.0
311,2022-11-12,42.0
312,2022-11-19,34.0
313,2022-11-26,39.0
314,2022-12-03,36.0
315,2022-12-10,40.0
316,2022-12-17,37.0
317,2022-12-24,36.0
318,2022-12-31,42.0
319,2023-01-07,39.0
320,2023-01-14,54.0
321,2023-01-21,52.0
322,2023-01-28,64.0
323,2023-02-04,47.0
324,2023-02-11,49.0
325,2023-02-18,52.0
326,2023-02-25,51.0
327,2023-03-04,45.0
328,2023-03-11,56.99999999999999
329,2023-03-18,59.0
330,2023-03-25,47.0
331,2023-04-01,47.0
332,2023-04-08,72.0
333,2023-04-15,47.0
334,2023-04-22,51.0
335,2023-04-29,39.0
336,2023-05-06,65.0
337,2023-05-13,43.0
338,2023-05-20,46.0
339,2023-05-27,50.0
340,2023-06-03,49.0
341,2023-06-10,63.0
342,2023-06-17,46.0
343,2023-06-24,55.00000000000001
344,2023-07-01,49.0
345,2023-07-08,60.0
346,2023-07-15,48.0
347,2023-07-22,54.0
348,2023-07-29,45.0
349,2023-08-05,45.0
350,2023-08-12,66.0
351,2023-08-19,40.0
352,2023-08-26,49.0
353,2023-09-02,40.0
354,2023-09-09,56.99999999999999
355,2023-09-16,45.0
356,2023-09-23,41.0
357,2023-09-30,39.0
358,2023-10-07,45.0
359,2023-10-14,33.0
360,2023-10-21,40.0
361,2023-10-28,31.0
362,2023-11-04,40.0
363,2023-11-11,31.0
364,2023-11-18,28.999999999999996
365,2023-11-25,28.000000000000004
366,2023-12-02,33.0
367,2023-12-09,47.0
368,2023-12-16,37.0
369,2023-12-23,32.0
370,2023-12-30,100.0
371,2024-01-06,88.0
372,2024-01-13,72.0
373,2024-01-20,53.0
374,2024-01-27,48.0
375,2024-02-03,50.0
376,2024-02-10,44.0
377,2024-02-17,52.0
378,2024-02-24,47.0
379,2024-03-02,41.0
380,2024-03-09,40.0
381,2024-03-16,46.0
382,2024-03-23,35.0
383,2024-03-30,42.0
384,2024-04-06,44.0
385,2024-04-13,39.0
386,2024-04-20,45.0
387,2024-04-27,36.0
388,2024-05-04,40.0
389,2024-05-11,40.0
390,2024-05-18,42.0
391,2024-05-25,33.0
