,Search Term,plant based near me
0,2016-11-26,0.0
1,2016-12-03,0.0
2,2016-12-10,0.0
3,2016-12-17,0.0
4,2016-12-24,0.0
5,2016-12-31,0.0
6,2017-01-07,9.348729792147806
7,2017-01-14,0.0
8,2017-01-21,0.0
9,2017-01-28,0.0
10,2017-02-04,0.0
11,2017-02-11,0.0
12,2017-02-18,0.0
13,2017-02-25,0.0
14,2017-03-04,0.0
15,2017-03-11,0.0
16,2017-03-18,6.799076212471132
17,2017-03-25,0.0
18,2017-04-01,0.0
19,2017-04-08,0.0
20,2017-04-15,0.0
21,2017-04-22,0.0
22,2017-04-29,0.0
23,2017-05-06,11.04849884526559
24,2017-05-13,0.0
25,2017-05-20,0.0
26,2017-05-27,0.0
27,2017-06-03,0.0
28,2017-06-10,0.0
29,2017-06-17,9.348729792147806
30,2017-06-24,8.498845265588916
31,2017-07-01,10.198614318706698
32,2017-07-08,19.547344110854503
33,2017-07-15,15.297921478060047
34,2017-07-22,25.496535796766747
35,2017-07-29,16.99769053117783
36,2017-08-05,17.84757505773672
37,2017-08-12,14.448036951501155
38,2017-08-19,14.448036951501155
39,2017-08-26,10.198614318706698
40,2017-09-02,11.89838337182448
41,2017-09-09,13.598152424942263
42,2017-09-16,10.198614318706698
43,2017-09-23,0.0
44,2017-09-30,8.498845265588916
45,2017-10-07,13.598152424942263
46,2017-10-14,11.89838337182448
47,2017-10-21,10.198614318706698
48,2017-10-28,7.648960739030024
49,2017-11-04,9.348729792147806
50,2017-11-11,6.799076212471132
51,2017-11-18,0.0
52,2017-11-25,11.89838337182448
53,2017-12-02,7.648960739030024
54,2017-12-09,9.348729792147806
55,2017-12-16,0.0
56,2017-12-23,9.348729792147806
57,2017-12-30,10.198614318706698
58,2018-01-06,16.14780600461894
59,2018-01-13,10.198614318706698
60,2018-01-20,11.89838337182448
61,2018-01-27,21.247113163972287
62,2018-02-03,11.89838337182448
63,2018-02-10,12.748267898383373
64,2018-02-17,12.748267898383373
65,2018-02-24,8.498845265588916
66,2018-03-03,14.448036951501155
67,2018-03-10,10.198614318706698
68,2018-03-17,11.89838337182448
69,2018-03-24,18.69745958429561
70,2018-03-31,10.198614318706698
71,2018-04-07,12.748267898383373
72,2018-04-14,7.648960739030024
73,2018-04-21,0.0
74,2018-04-28,6.799076212471132
75,2018-05-05,12.748267898383373
76,2018-05-12,10.198614318706698
77,2018-05-19,10.198614318706698
78,2018-05-26,14.448036951501155
79,2018-06-02,11.04849884526559
80,2018-06-09,6.799076212471132
81,2018-06-16,11.89838337182448
82,2018-06-23,9.348729792147806
83,2018-06-30,13.598152424942263
84,2018-07-07,16.14780600461894
85,2018-07-14,13.598152424942263
86,2018-07-21,13.598152424942263
87,2018-07-28,12.748267898383373
88,2018-08-04,13.598152424942263
89,2018-08-11,17.84757505773672
90,2018-08-18,15.297921478060047
91,2018-08-25,12.748267898383373
92,2018-09-01,13.598152424942263
93,2018-09-08,14.448036951501155
94,2018-09-15,12.748267898383373
95,2018-09-22,16.14780600461894
96,2018-09-29,15.297921478060047
97,2018-10-06,13.598152424942263
98,2018-10-13,11.04849884526559
99,2018-10-20,15.297921478060047
100,2018-10-27,12.748267898383373
101,2018-11-03,17.84757505773672
102,2018-11-10,15.297921478060047
103,2018-11-17,14.448036951501155
104,2018-11-24,20.397228637413395
105,2018-12-01,15.297921478060047
106,2018-12-08,11.89838337182448
107,2018-12-15,10.198614318706698
108,2018-12-22,11.04849884526559
109,2018-12-29,18.69745958429561
110,2019-01-05,18.69745958429561
111,2019-01-12,17.84757505773672
112,2019-01-19,19.547344110854503
113,2019-01-26,19.547344110854503
114,2019-02-02,15.297921478060047
115,2019-02-09,16.99769053117783
116,2019-02-16,22.09699769053118
117,2019-02-23,23.79676674364896
118,2019-03-02,18.69745958429561
119,2019-03-09,20.397228637413395
120,2019-03-16,23.79676674364896
121,2019-03-23,16.99769053117783
122,2019-03-30,22.94688221709007
123,2019-04-06,18.69745958429561
124,2019-04-13,23.79676674364896
125,2019-04-20,22.09699769053118
126,2019-04-27,25.496535796766747
127,2019-05-04,22.94688221709007
128,2019-05-11,22.09699769053118
129,2019-05-18,21.247113163972287
130,2019-05-25,25.496535796766747
131,2019-06-01,22.09699769053118
132,2019-06-08,30.595842956120094
133,2019-06-15,21.247113163972287
134,2019-06-22,28.04618937644342
135,2019-06-29,27.196304849884527
136,2019-07-06,31.445727482678983
137,2019-07-13,36.545034642032334
138,2019-07-20,44.19399538106236
139,2019-07-27,33.14549653579677
140,2019-08-03,41.64434180138568
141,2019-08-10,28.89607390300231
142,2019-08-17,27.196304849884527
143,2019-08-24,41.64434180138568
144,2019-08-31,28.04618937644342
145,2019-09-07,45.043879907621246
146,2019-09-14,33.99538106235566
147,2019-09-21,33.14549653579677
148,2019-09-28,35.69515011547344
149,2019-10-05,36.545034642032334
150,2019-10-12,41.64434180138568
151,2019-10-19,70.540415704388
152,2019-10-26,84.13856812933025
153,2019-11-02,79.03926096997691
154,2019-11-09,80.73903002309468
155,2019-11-16,73.93995381062356
156,2019-11-23,58.64203233256351
157,2019-11-30,56.942263279445726
158,2019-12-07,48.443418013856814
159,2019-12-14,53.54272517321017
160,2019-12-21,52.69284064665128
161,2019-12-28,84.98845265588915
162,2020-01-04,77.33949191685912
163,2020-01-11,75.63972286374134
