,Search Term,plant based restaurants
204,2020-10-24,27.0
205,2020-10-31,25.0
206,2020-11-07,22.0
207,2020-11-14,24.0
208,2020-11-21,27.0
209,2020-11-28,24.0
210,2020-12-05,28.000000000000004
211,2020-12-12,25.0
212,2020-12-19,22.0
213,2020-12-26,38.0
214,2021-01-02,26.0
215,2021-01-09,38.0
216,2021-01-16,34.0
217,2021-01-23,40.0
218,2021-01-30,41.0
219,2021-02-06,27.0
220,2021-02-13,32.0
221,2021-02-20,52.0
222,2021-02-27,26.0
223,2021-03-06,33.0
224,2021-03-13,37.0
225,2021-03-20,36.0
226,2021-03-27,50.0
227,2021-04-03,42.0
228,2021-04-10,52.0
229,2021-04-17,48.0
230,2021-04-24,49.0
231,2021-05-01,54.0
232,2021-05-08,46.0
233,2021-05-15,42.0
234,2021-05-22,53.0
235,2021-05-29,43.0
236,2021-06-05,40.0
237,2021-06-12,45.0
238,2021-06-19,54.0
239,2021-06-26,42.0
240,2021-07-03,42.0
241,2021-07-10,45.0
242,2021-07-17,55.00000000000001
243,2021-07-24,51.0
244,2021-07-31,43.0
245,2021-08-07,41.0
246,2021-08-14,49.0
247,2021-08-21,43.0
248,2021-08-28,44.0
249,2021-09-04,47.0
250,2021-09-11,42.0
251,2021-09-18,32.0
252,2021-09-25,44.0
253,2021-10-02,42.0
254,2021-10-09,37.0
255,2021-10-16,40.0
256,2021-10-23,42.0
257,2021-10-30,40.0
258,2021-11-06,39.0
259,2021-11-13,44.0
260,2021-11-20,34.0
261,2021-11-27,32.0
262,2021-12-04,33.0
263,2021-12-11,37.0
264,2021-12-18,31.0
265,2021-12-25,38.0
266,2022-01-01,50.0
267,2022-01-08,39.0
268,2022-01-15,50.0
269,2022-01-22,43.0
270,2022-01-29,42.0
271,2022-02-05,51.0
272,2022-02-12,57.99999999999999
273,2022-02-19,41.0
274,2022-02-26,45.0
275,2022-03-05,40.0
276,2022-03-12,53.0
277,2022-03-19,45.0
278,2022-03-26,40.0
279,2022-04-02,44.0
280,2022-04-09,46.0
281,2022-04-16,46.0
282,2022-04-23,55.00000000000001
283,2022-04-30,47.0
284,2022-05-07,44.0
285,2022-05-14,33.0
286,2022-05-21,39.0
287,2022-05-28,37.0
288,2022-06-04,41.0
289,2022-06-11,37.0
290,2022-06-18,47.0
291,2022-06-25,40.0
292,2022-07-02,39.0
293,2022-07-09,50.0
294,2022-07-16,46.0
295,2022-07-23,49.0
296,2022-07-30,50.0
297,2022-08-06,45.0
298,2022-08-13,37.0
299,2022-08-20,33.0
300,2022-08-27,36.0
301,2022-09-03,32.0
302,2022-09-10,80.0
303,2022-09-17,36.0
304,2022-09-24,48.0
305,2022-10-01,33.0
306,2022-10-08,33.0
307,2022-10-15,30.0
308,2022-10-22,33.0
309,2022-10-29,23.0
310,2022-11-05,35.0
311,2022-11-12,36.0
312,2022-11-19,20.0
313,2022-11-26,26.0
314,2022-12-03,35.0
315,2022-12-10,40.0
316,2022-12-17,32.0
317,2022-12-24,38.0
318,2022-12-31,35.0
319,2023-01-07,38.0
320,2023-01-14,34.0
321,2023-01-21,40.0
322,2023-01-28,63.0
323,2023-02-04,39.0
324,2023-02-11,46.0
325,2023-02-18,36.0
326,2023-02-25,42.0
327,2023-03-04,30.0
328,2023-03-11,53.0
329,2023-03-18,38.0
330,2023-03-25,49.0
331,2023-04-01,46.0
332,2023-04-08,69.0
333,2023-04-15,53.0
334,2023-04-22,44.0
335,2023-04-29,49.0
336,2023-05-06,61.0
337,2023-05-13,46.0
338,2023-05-20,42.0
339,2023-05-27,50.0
340,2023-06-03,50.0
341,2023-06-10,71.0
342,2023-06-17,54.0
343,2023-06-24,50.0
344,2023-07-01,49.0
345,2023-07-08,80.0
346,2023-07-15,59.0
347,2023-07-22,65.0
348,2023-07-29,54.0
349,2023-08-05,63.0
350,2023-08-12,81.0
351,2023-08-19,39.0
352,2023-08-26,47.0
353,2023-09-02,41.0
354,2023-09-09,51.0
355,2023-09-16,53.0
356,2023-09-23,50.0
357,2023-09-30,47.0
358,2023-10-07,59.0
359,2023-10-14,35.0
360,2023-10-21,42.0
361,2023-10-28,43.0
362,2023-11-04,44.0
363,2023-11-11,43.0
364,2023-11-18,48.0
365,2023-11-25,36.0
366,2023-12-02,42.0
367,2023-12-09,54.0
368,2023-12-16,39.0
369,2023-12-23,35.0
370,2023-12-30,94.0
371,2024-01-06,100.0
372,2024-01-13,79.0
373,2024-01-20,56.00000000000001
374,2024-01-27,56.99999999999999
375,2024-02-03,39.0
376,2024-02-10,43.0
377,2024-02-17,39.0
378,2024-02-24,25.0
379,2024-03-02,35.0
380,2024-03-09,33.0
381,2024-03-16,37.0
382,2024-03-23,36.0
383,2024-03-30,38.0
384,2024-04-06,43.0
385,2024-04-13,35.0
386,2024-04-20,34.0
387,2024-04-27,32.0
388,2024-05-04,37.0
389,2024-05-11,43.0
390,2024-05-18,25.0
391,2024-05-25,28.000000000000004
