Search Term,vegetarian restaurant
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2020-01-25,82
2020-02-01,74
2020-02-08,81
2020-02-15,78
2020-02-22,72
2020-02-29,69
2020-03-07,58
2020-03-14,26
2020-03-21,15
2020-03-28,16
2020-04-04,16
2020-04-11,16
2020-04-18,16
2020-04-25,16
2020-05-02,22
2020-05-09,23
2020-05-16,26
2020-05-23,27
2020-05-30,29
2020-06-06,31
2020-06-13,36
2020-06-20,40
2020-06-27,41
2020-07-04,43
2020-07-11,43
2020-07-18,45
2020-07-25,49
2020-08-01,57
2020-08-08,54
2020-08-15,55
2020-08-22,49
2020-08-29,57
2020-09-05,51
2020-09-12,55
2020-09-19,51
2020-09-26,52
2020-10-03,47
2020-10-10,45
2020-10-17,50
2020-10-24,47
2020-10-31,35
2020-11-07,37
2020-11-14,38
2020-11-21,35
2020-11-28,39
2020-12-05,40
2020-12-12,44
2020-12-19,48
2020-12-26,54
2021-01-02,40
2021-01-09,39
2021-01-16,39
2021-01-23,38
2021-01-30,37
2021-02-06,48
2021-02-13,47
2021-02-20,47
2021-02-27,46
2021-03-06,53
2021-03-13,50
2021-03-20,51
2021-03-27,57
2021-04-03,51
2021-04-10,49
2021-04-17,43
2021-04-24,44
2021-05-01,46
2021-05-08,47
2021-05-15,42
2021-05-22,46
2021-05-29,49
2021-06-05,47
2021-06-12,50
2021-06-19,52
2021-06-26,51
2021-07-03,62
2021-07-10,56
2021-07-17,64
2021-07-24,59
2021-07-31,59
2021-08-07,66
2021-08-14,61
2021-08-21,58
2021-08-28,56
2021-09-04,58
2021-09-11,56
2021-09-18,60
2021-09-25,58
2021-10-02,67
2021-10-09,67
2021-10-16,56
2021-10-23,55
2021-10-30,64
2021-11-06,65
2021-11-13,64
2021-11-20,60
2021-11-27,65
2021-12-04,62
2021-12-11,64
2021-12-18,64
2021-12-25,75
2022-01-01,60
2022-01-08,57
2022-01-15,54
2022-01-22,57
2022-01-29,75
2022-02-05,61
2022-02-12,70
2022-02-19,64
2022-02-26,65
2022-03-05,62
2022-03-12,67
2022-03-19,71
2022-03-26,70
2022-04-02,73
2022-04-09,87
2022-04-16,78
2022-04-23,72
2022-04-30,82
2022-05-07,73
2022-05-14,79
2022-05-21,68
2022-05-28,74
2022-06-04,72
2022-06-11,82
2022-06-18,78
2022-06-25,77
2022-07-02,80
2022-07-09,73
2022-07-16,77
2022-07-23,81
2022-07-30,82
2022-08-06,85
2022-08-13,87
2022-08-20,72
2022-08-27,78
2022-09-03,78
2022-09-10,69
2022-09-17,78
2022-09-24,90
2022-10-01,80
2022-10-08,81
2022-10-15,67
2022-10-22,72
2022-10-29,68
2022-11-05,67
2022-11-12,71
2022-11-19,68
2022-11-26,67
2022-12-03,71
2022-12-10,73
2022-12-17,81
2022-12-24,89
2022-12-31,86
2023-01-07,81
2023-01-14,76
2023-01-21,90
2023-01-28,88
2023-02-04,81
2023-02-11,76
2023-02-18,78
2023-02-25,70
2023-03-04,75
2023-03-11,71
2023-03-18,67
2023-03-25,73
2023-04-01,80
2023-04-08,71
2023-04-15,74
2023-04-22,78
2023-04-29,80
2023-05-06,81
2023-05-13,81
2023-05-20,77
2023-05-27,85
2023-06-03,75
2023-06-10,81
2023-06-17,84
2023-06-24,86
2023-07-01,86
2023-07-08,78
2023-07-15,88
2023-07-22,83
2023-07-29,90
2023-08-05,89
2023-08-12,87
2023-08-19,77
2023-08-26,88
2023-09-02,78
2023-09-09,71
2023-09-16,75
2023-09-23,84
2023-09-30,74
2023-10-07,78
2023-10-14,100
2023-10-21,68
2023-10-28,74
2023-11-04,65
2023-11-11,78
2023-11-18,75
2023-11-25,66
2023-12-02,74
2023-12-09,77
2023-12-16,82
2023-12-23,97
2023-12-30,88
2024-01-06,70
2024-01-13,74
2024-01-20,84
2024-01-27,72
2024-02-03,82
2024-02-10,81
2024-02-17,77
2024-02-24,75
2024-03-02,75
2024-03-09,73
2024-03-16,69
2024-03-23,83
2024-03-30,73
2024-04-06,82
2024-04-13,71
2024-04-20,73
2024-04-27,72
2024-05-04,78
2024-05-11,76
2024-05-18,81
2024-05-25,73
