,Search Term,plant based diet plan
133,2015-06-13,6.710327455919394
134,2015-06-20,4.7153652392947105
135,2015-06-27,6.8916876574307295
136,2015-07-04,0.0
137,2015-07-11,5.6221662468513856
138,2015-07-18,8.342569269521409
139,2015-07-25,6.347607052896724
140,2015-08-01,4.896725440806045
141,2015-08-08,8.161209068010075
142,2015-08-15,0.0
143,2015-08-22,4.171284634760704
144,2015-08-29,0.0
145,2015-09-05,0.0
146,2015-09-12,4.534005037783375
147,2015-09-19,4.534005037783375
148,2015-09-26,7.2544080604534
149,2015-10-03,5.9848866498740545
150,2015-10-10,5.9848866498740545
151,2015-10-17,4.171284634760704
152,2015-10-24,5.0780856423173795
153,2015-10-31,0.0
154,2015-11-07,4.896725440806045
155,2015-11-14,0.0
156,2015-11-21,4.7153652392947105
157,2015-11-28,7.435768261964734
158,2015-12-05,5.259445843828715
159,2015-12-12,0.0
160,2015-12-19,0.0
161,2015-12-26,11.788413098236775
162,2016-01-02,0.0
163,2016-01-09,6.8916876574307295
164,2016-01-16,4.171284634760704
165,2016-01-23,6.710327455919394
166,2016-01-30,4.7153652392947105
167,2016-02-06,5.80352644836272
168,2016-02-13,6.16624685138539
169,2016-02-20,5.259445843828715
170,2016-02-27,8.523929471032746
171,2016-03-05,9.430730478589421
172,2016-03-12,7.798488664987405
173,2016-03-19,8.523929471032746
174,2016-03-26,9.430730478589421
175,2016-04-02,7.2544080604534
176,2016-04-09,5.44080604534005
177,2016-04-16,6.528967254408061
178,2016-04-23,9.06801007556675
179,2016-04-30,5.44080604534005
180,2016-05-07,6.347607052896724
181,2016-05-14,10.337531486146096
182,2016-05-21,5.6221662468513856
183,2016-05-28,6.16624685138539
184,2016-06-04,6.710327455919394
185,2016-06-11,9.79345088161209
186,2016-06-18,4.35264483627204
187,2016-06-25,6.8916876574307295
188,2016-07-02,4.7153652392947105
189,2016-07-09,6.347607052896724
190,2016-07-16,0.0
191,2016-07-23,9.430730478589421
192,2016-07-30,6.528967254408061
193,2016-08-06,8.342569269521409
194,2016-08-13,6.16624685138539
195,2016-08-20,4.534005037783375
196,2016-08-27,8.161209068010075
197,2016-09-03,8.161209068010075
198,2016-09-10,5.6221662468513856
199,2016-09-17,0.0
200,2016-09-24,4.7153652392947105
201,2016-10-01,6.8916876574307295
202,2016-10-08,10.337531486146096
203,2016-10-15,6.528967254408061
204,2016-10-22,5.259445843828715
205,2016-10-29,4.35264483627204
206,2016-11-05,5.44080604534005
207,2016-11-12,8.886649874055415
208,2016-11-19,10.51889168765743
209,2016-11-26,13.0
210,2016-12-03,10.0
211,2016-12-10,7.999999999999999
212,2016-12-17,10.0
213,2016-12-24,13.0
214,2016-12-31,17.999999999999996
215,2017-01-07,11.999999999999998
216,2017-01-14,10.999999999999998
217,2017-01-21,11.999999999999998
218,2017-01-28,10.999999999999998
219,2017-02-04,10.999999999999998
220,2017-02-11,7.999999999999999
221,2017-02-18,5.0
222,2017-02-25,8.999999999999998
223,2017-03-04,10.0
224,2017-03-11,13.0
225,2017-03-18,6.999999999999999
226,2017-03-25,7.999999999999999
227,2017-04-01,0.0
228,2017-04-08,5.999999999999999
229,2017-04-15,7.999999999999999
230,2017-04-22,10.0
231,2017-04-29,0.0
232,2017-05-06,6.999999999999999
233,2017-05-13,14.999999999999996
234,2017-05-20,8.999999999999998
235,2017-05-27,6.999999999999999
236,2017-06-03,8.999999999999998
237,2017-06-10,10.0
238,2017-06-17,29.999999999999993
239,2017-06-24,52.0
240,2017-07-01,40.0
241,2017-07-08,47.0
242,2017-07-15,50.99999999999999
243,2017-07-22,46.0
244,2017-07-29,38.99999999999999
245,2017-08-05,41.99999999999999
246,2017-08-12,41.0
247,2017-08-19,35.99999999999999
248,2017-08-26,29.999999999999993
249,2017-09-02,25.0
250,2017-09-09,23.0
251,2017-09-16,21.999999999999996
252,2017-09-23,17.0
253,2017-09-30,23.0
254,2017-10-07,17.999999999999996
255,2017-10-14,15.999999999999998
256,2017-10-21,17.0
257,2017-10-28,14.999999999999996
258,2017-11-04,13.0
259,2017-11-11,17.0
260,2017-11-18,14.999999999999996
261,2017-11-25,17.999999999999996
262,2017-12-02,11.999999999999998
263,2017-12-09,7.999999999999999
264,2017-12-16,7.999999999999999
265,2017-12-23,15.999999999999998
266,2017-12-30,20.999999999999996
267,2018-01-06,20.999999999999996
268,2018-01-13,17.0
269,2018-01-20,17.0
270,2018-01-27,13.999999999999998
271,2018-02-03,18.999999999999996
272,2018-02-10,17.0
273,2018-02-17,15.999999999999998
274,2018-02-24,10.999999999999998
275,2018-03-03,13.999999999999998
276,2018-03-10,13.999999999999998
277,2018-03-17,8.999999999999998
278,2018-03-24,11.999999999999998
279,2018-03-31,15.999999999999998
280,2018-04-07,13.999999999999998
281,2018-04-14,13.0
282,2018-04-21,13.0
283,2018-04-28,15.999999999999998
284,2018-05-05,10.0
285,2018-05-12,13.0
286,2018-05-19,10.0
287,2018-05-26,11.999999999999998
288,2018-06-02,13.999999999999998
289,2018-06-09,10.999999999999998
290,2018-06-16,6.999999999999999
291,2018-06-23,10.0
292,2018-06-30,13.999999999999998
293,2018-07-07,10.0
294,2018-07-14,13.0
295,2018-07-21,11.999999999999998
296,2018-07-28,13.0
297,2018-08-04,10.999999999999998
298,2018-08-11,11.999999999999998
299,2018-08-18,11.999999999999998
300,2018-08-25,13.0
301,2018-09-01,14.999999999999996
302,2018-09-08,13.999999999999998
303,2018-09-15,10.0
304,2018-09-22,11.999999999999998
305,2018-09-29,10.999999999999998
306,2018-10-06,11.999999999999998
307,2018-10-13,6.999999999999999
308,2018-10-20,10.0
309,2018-10-27,13.999999999999998
310,2018-11-03,10.0
311,2018-11-10,8.999999999999998
312,2018-11-17,7.999999999999999
313,2018-11-24,10.999999999999998
314,2018-12-01,10.999999999999998
315,2018-12-08,5.0
316,2018-12-15,8.999999999999998
317,2018-12-22,11.999999999999998
318,2018-12-29,20.999999999999996
319,2019-01-05,17.999999999999996
320,2019-01-12,13.0
321,2019-01-19,13.999999999999998
322,2019-01-26,18.999999999999996
323,2019-02-02,15.999999999999998
324,2019-02-09,17.999999999999996
325,2019-02-16,13.0
326,2019-02-23,18.999999999999996
327,2019-03-02,13.999999999999998
328,2019-03-09,13.999999999999998
329,2019-03-16,13.999999999999998
330,2019-03-23,13.0
331,2019-03-30,13.0
332,2019-04-06,13.0
333,2019-04-13,10.999999999999998
334,2019-04-20,15.999999999999998
335,2019-04-27,17.999999999999996
336,2019-05-04,13.999999999999998
337,2019-05-11,13.0
338,2019-05-18,14.999999999999996
339,2019-05-25,11.999999999999998
340,2019-06-01,13.0
341,2019-06-08,20.0
342,2019-06-15,13.999999999999998
343,2019-06-22,17.0
344,2019-06-29,13.0
345,2019-07-06,17.999999999999996
346,2019-07-13,17.0
347,2019-07-20,21.999999999999996
348,2019-07-27,23.999999999999996
349,2019-08-03,20.999999999999996
350,2019-08-10,18.999999999999996
351,2019-08-17,15.999999999999998
352,2019-08-24,17.999999999999996
353,2019-08-31,21.999999999999996
354,2019-09-07,15.999999999999998
355,2019-09-14,13.0
356,2019-09-21,8.999999999999998
357,2019-09-28,13.999999999999998
358,2019-10-05,20.0
359,2019-10-12,31.999999999999996
360,2019-10-19,100.0
361,2019-10-26,90.99999999999999
362,2019-11-02,92.0
363,2019-11-09,84.99999999999999
364,2019-11-16,67.0
365,2019-11-23,62.0
366,2019-11-30,54.99999999999999
367,2019-12-07,46.0
368,2019-12-14,44.99999999999999
369,2019-12-21,52.0
370,2019-12-28,77.0
371,2020-01-04,53.0
372,2020-01-11,53.0
373,2020-01-18,40.0
374,2020-01-25,34.93282149712092
375,2020-02-01,31.090211132437616
376,2020-02-08,28.994241842610364
377,2020-02-15,34.2341650671785
378,2020-02-22,26.548944337811896
379,2020-02-29,26.19961612284069
380,2020-03-07,20.61036468330134
381,2020-03-14,12.226487523992322
382,2020-03-21,11.527831094049903
383,2020-03-28,12.92514395393474
384,2020-04-04,11.178502879078692
385,2020-04-11,12.57581573896353
386,2020-04-18,13.274472168905948
387,2020-04-25,20.261036468330133
388,2020-05-02,18.863723608445294
389,2020-05-09,19.213051823416507
390,2020-05-16,15.719769673704413
391,2020-05-23,22.007677543186176
392,2020-05-30,16.767754318618042
393,2020-06-06,16.767754318618042
394,2020-06-13,17.81573896353167
395,2020-06-20,22.357005758157385
396,2020-06-27,19.213051823416507
397,2020-07-04,22.007677543186176
398,2020-07-11,20.261036468330133
399,2020-07-18,17.11708253358925
400,2020-07-25,17.46641074856046
401,2020-08-01,15.719769673704413
402,2020-08-08,16.767754318618042
403,2020-08-15,15.719769673704413
404,2020-08-22,16.418426103646834
405,2020-08-29,13.973128598848367
406,2020-09-05,15.021113243761993
407,2020-09-12,16.069097888675625
408,2020-09-19,14.671785028790785
409,2020-09-26,17.81573896353167
410,2020-10-03,15.021113243761993
411,2020-10-10,16.418426103646834
412,2020-10-17,15.370441458733202
413,2020-10-24,15.719769673704413
414,2020-10-31,9.431861804222647
415,2020-11-07,12.226487523992322
416,2020-11-14,11.178502879078692
417,2020-11-21,9.082533589251438
418,2020-11-28,11.877159309021113
419,2020-12-05,11.877159309021113
420,2020-12-12,12.92514395393474
421,2020-12-19,10.130518234165066
422,2020-12-26,16.069097888675625
423,2021-01-02,17.46641074856046
424,2021-01-09,12.92514395393474
425,2021-01-16,17.11708253358925
426,2021-01-23,15.719769673704413
427,2021-01-30,10.479846449136275
428,2021-02-06,15.370441458733202
429,2021-02-13,13.274472168905948
430,2021-02-20,20.61036468330134
431,2021-02-27,14.322456813819576
432,2021-03-06,9.781190019193858
433,2021-03-13,10.130518234165066
434,2021-03-20,11.877159309021113
435,2021-03-27,18.165067178502877
436,2021-04-03,17.11708253358925
437,2021-04-10,15.021113243761993
438,2021-04-17,13.623800383877157
439,2021-04-24,10.829174664107484
440,2021-05-01,12.226487523992322
441,2021-05-08,8.73320537428023
442,2021-05-15,12.57581573896353
443,2021-05-22,15.719769673704413
444,2021-05-29,9.781190019193858
445,2021-06-05,10.479846449136275
446,2021-06-12,12.226487523992322
447,2021-06-19,13.274472168905948
448,2021-06-26,11.178502879078692
449,2021-07-03,13.274472168905948
450,2021-07-10,13.274472168905948
451,2021-07-17,13.623800383877157
452,2021-07-24,14.322456813819576
453,2021-07-31,12.226487523992322
454,2021-08-07,15.719769673704413
455,2021-08-14,8.034548944337812
456,2021-08-21,12.226487523992322
457,2021-08-28,9.431861804222647
458,2021-09-04,9.781190019193858
459,2021-09-11,11.178502879078692
460,2021-09-18,11.178502879078692
461,2021-09-25,4.890595009596929
462,2021-10-02,9.431861804222647
463,2021-10-09,8.73320537428023
464,2021-10-16,10.829174664107484
465,2021-10-23,11.527831094049903
466,2021-10-30,9.431861804222647
467,2021-11-06,11.178502879078692
468,2021-11-13,7.685220729366601
469,2021-11-20,5.938579654510557
470,2021-11-27,10.479846449136275
471,2021-12-04,7.685220729366601
472,2021-12-11,8.034548944337812
473,2021-12-18,6.986564299424184
474,2021-12-25,13.973128598848367
475,2022-01-01,12.92514395393474
476,2022-01-08,7.335892514395392
477,2022-01-15,11.877159309021113
478,2022-01-22,10.130518234165066
479,2022-01-29,8.034548944337812
480,2022-02-05,8.034548944337812
481,2022-02-12,8.73320537428023
482,2022-02-19,6.287907869481765
483,2022-02-26,9.082533589251438
484,2022-03-05,7.335892514395392
485,2022-03-12,6.637236084452974
486,2022-03-19,9.431861804222647
487,2022-03-26,9.082533589251438
488,2022-04-02,8.383877159309021
489,2022-04-09,7.335892514395392
490,2022-04-16,9.431861804222647
491,2022-04-23,8.73320537428023
492,2022-04-30,7.685220729366601
493,2022-05-07,9.082533589251438
494,2022-05-14,6.986564299424184
495,2022-05-21,6.287907869481765
496,2022-05-28,8.034548944337812
497,2022-06-04,9.781190019193858
498,2022-06-11,9.431861804222647
499,2022-06-18,8.034548944337812
500,2022-06-25,7.685220729366601
501,2022-07-02,6.287907869481765
502,2022-07-09,8.73320537428023
503,2022-07-16,6.986564299424184
504,2022-07-23,7.685220729366601
505,2022-07-30,7.335892514395392
506,2022-08-06,6.637236084452974
507,2022-08-13,6.986564299424184
508,2022-08-20,9.781190019193858
509,2022-08-27,5.2399232245681375
510,2022-09-03,5.938579654510557
511,2022-09-10,6.986564299424184
512,2022-09-17,4.541266794625719
513,2022-09-24,5.938579654510557
514,2022-10-01,7.335892514395392
515,2022-10-08,6.986564299424184
516,2022-10-15,5.938579654510557
517,2022-10-22,6.637236084452974
518,2022-10-29,4.541266794625719
519,2022-11-05,6.637236084452974
520,2022-11-12,2.794625719769673
521,2022-11-19,5.938579654510557
522,2022-11-26,5.589251439539346
523,2022-12-03,6.637236084452974
524,2022-12-10,5.2399232245681375
525,2022-12-17,4.541266794625719
526,2022-12-24,6.637236084452974
527,2022-12-31,8.034548944337812
528,2023-01-07,7.685220729366601
529,2023-01-14,6.637236084452974
530,2023-01-21,7.685220729366601
531,2023-01-28,5.938579654510557
532,2023-02-04,7.335892514395392
533,2023-02-11,7.335892514395392
534,2023-02-18,6.637236084452974
535,2023-02-25,6.287907869481765
536,2023-03-04,6.287907869481765
537,2023-03-11,5.2399232245681375
538,2023-03-18,6.287907869481765
539,2023-03-25,6.637236084452974
540,2023-04-01,7.335892514395392
541,2023-04-08,13.274472168905948
542,2023-04-15,10.829174664107484
543,2023-04-22,6.637236084452974
544,2023-04-29,8.383877159309021
545,2023-05-06,7.335892514395392
546,2023-05-13,5.2399232245681375
547,2023-05-20,4.890595009596929
548,2023-05-27,9.781190019193858
549,2023-06-03,5.589251439539346
550,2023-06-10,6.986564299424184
551,2023-06-17,8.034548944337812
552,2023-06-24,6.287907869481765
553,2023-07-01,5.589251439539346
554,2023-07-08,7.685220729366601
555,2023-07-15,7.335892514395392
556,2023-07-22,8.73320537428023
557,2023-07-29,6.287907869481765
558,2023-08-05,6.637236084452974
559,2023-08-12,5.589251439539346
560,2023-08-19,5.938579654510557
561,2023-08-26,4.890595009596929
562,2023-09-02,6.986564299424184
563,2023-09-09,5.589251439539346
564,2023-09-16,6.287907869481765
565,2023-09-23,6.287907869481765
566,2023-09-30,9.082533589251438
567,2023-10-07,4.890595009596929
568,2023-10-14,7.335892514395392
569,2023-10-21,4.541266794625719
570,2023-10-28,5.938579654510557
571,2023-11-04,5.2399232245681375
572,2023-11-11,4.890595009596929
573,2023-11-18,5.2399232245681375
574,2023-11-25,5.2399232245681375
575,2023-12-02,4.541266794625719
576,2023-12-09,5.2399232245681375
577,2023-12-16,0.0
578,2023-12-23,8.73320537428023
579,2023-12-30,25.85028790786948
580,2024-01-06,18.863723608445294
581,2024-01-13,12.226487523992322
582,2024-01-20,12.92514395393474
583,2024-01-27,8.383877159309021
584,2024-02-03,8.383877159309021
585,2024-02-10,8.73320537428023
586,2024-02-17,7.335892514395392
587,2024-02-24,5.589251439539346
588,2024-03-02,6.287907869481765
589,2024-03-09,3.493282149712092
590,2024-03-16,8.034548944337812
591,2024-03-23,7.685220729366601
592,2024-03-30,7.685220729366601
593,2024-04-06,4.541266794625719
594,2024-04-13,4.1919385796545106
595,2024-04-20,5.938579654510557
596,2024-04-27,5.589251439539346
597,2024-05-04,5.2399232245681375
598,2024-05-11,4.890595009596929
599,2024-05-18,5.2399232245681375
600,2024-05-25,4.890595009596929
