,Search Term,vegan diet plan
0,2008-11-29,0.0
1,2008-12-06,0.0
2,2008-12-13,0.0
3,2008-12-20,0.0
4,2008-12-27,0.0
5,2009-01-03,14.77544154751892
6,2009-01-10,0.0
7,2009-01-17,0.0
8,2009-01-24,0.0
9,2009-01-31,21.594876107912267
10,2009-02-07,0.0
11,2009-02-14,0.0
12,2009-02-21,0.0
13,2009-02-28,0.0
14,2009-03-07,0.0
15,2009-03-14,0.0
16,2009-03-21,0.0
17,2009-03-28,0.0
18,2009-04-04,0.0
19,2009-04-11,0.0
20,2009-04-18,14.77544154751892
21,2009-04-25,0.0
22,2009-05-02,0.0
23,2009-05-09,0.0
24,2009-05-16,14.207155334152807
25,2009-05-23,13.638869120786696
26,2009-05-30,13.070582907420583
27,2009-06-06,14.207155334152807
28,2009-06-13,0.0
29,2009-06-20,17.048586400983368
30,2009-06-27,16.480300187617257
31,2009-07-04,0.0
32,2009-07-11,31.824027948502287
33,2009-07-18,18.185158827715593
34,2009-07-25,0.0
35,2009-08-01,14.77544154751892
36,2009-08-08,0.0
37,2009-08-15,14.207155334152807
38,2009-08-22,0.0
39,2009-08-29,0.0
40,2009-09-05,14.207155334152807
41,2009-09-12,18.753445041081704
42,2009-09-19,21.026589894546156
43,2009-09-26,14.77544154751892
44,2009-10-03,0.0
45,2009-10-10,12.502296694054468
46,2009-10-17,13.638869120786696
47,2009-10-24,15.912013974251144
48,2009-10-31,34.66545901533285
49,2009-11-07,35.23374522869896
50,2009-11-14,22.16316232127838
51,2009-11-21,14.207155334152807
52,2009-11-28,22.731448534644493
53,2009-12-05,14.207155334152807
54,2009-12-12,17.61687261434948
55,2009-12-19,0.0
56,2009-12-26,26.141165814841166
57,2010-01-02,25.57287960147505
58,2010-01-09,18.185158827715593
59,2010-01-16,21.594876107912267
60,2010-01-23,28.414310668305614
61,2010-01-30,27.8460244549395
62,2010-02-06,27.27773824157339
63,2010-02-13,22.731448534644493
64,2010-02-20,16.480300187617257
65,2010-02-27,24.436307174742826
66,2010-03-06,36.9386038687973
67,2010-03-13,30.68745552177006
68,2010-03-20,35.23374522869896
69,2010-03-27,32.3923141618684
70,2010-04-03,28.982596881671725
71,2010-04-10,25.57287960147505
72,2010-04-17,22.16316232127838
73,2010-04-24,24.436307174742826
74,2010-05-01,15.34372776088503
75,2010-05-08,19.32173125444782
76,2010-05-15,25.004593388108937
77,2010-05-22,13.070582907420583
78,2010-05-29,24.436307174742826
79,2010-06-05,31.824027948502287
80,2010-06-12,16.480300187617257
81,2010-06-19,19.32173125444782
82,2010-06-26,23.86802096137672
83,2010-07-03,19.89001746781393
84,2010-07-10,23.86802096137672
85,2010-07-17,0.0
86,2010-07-24,14.77544154751892
87,2010-07-31,15.34372776088503
88,2010-08-07,18.185158827715593
89,2010-08-14,18.185158827715593
90,2010-08-21,19.89001746781393
91,2010-08-28,17.048586400983368
92,2010-09-04,14.77544154751892
93,2010-09-11,18.753445041081704
94,2010-09-18,28.414310668305614
95,2010-09-25,15.34372776088503
96,2010-10-02,18.753445041081704
97,2010-10-09,16.480300187617257
98,2010-10-16,22.16316232127838
99,2010-10-23,15.34372776088503
100,2010-10-30,20.458303681180045
101,2010-11-06,22.731448534644493
102,2010-11-13,14.207155334152807
103,2010-11-20,14.207155334152807
104,2010-11-27,14.77544154751892
105,2010-12-04,14.77544154751892
106,2010-12-11,14.207155334152807
107,2010-12-18,11.365724267322246
108,2010-12-25,28.414310668305614
109,2011-01-01,26.141165814841166
110,2011-01-08,15.34372776088503
111,2011-01-15,27.8460244549395
112,2011-01-22,16.480300187617257
113,2011-01-29,56.82862133661123
114,2011-02-05,22.16316232127838
115,2011-02-12,22.731448534644493
116,2011-02-19,21.026589894546156
117,2011-02-26,21.594876107912267
118,2011-03-05,35.23374522869896
119,2011-03-12,22.731448534644493
120,2011-03-19,34.66545901533285
121,2011-03-26,28.414310668305614
122,2011-04-02,32.96060037523451
123,2011-04-09,19.32173125444782
124,2011-04-16,28.982596881671725
125,2011-04-23,30.119169308403954
126,2011-04-30,14.77544154751892
127,2011-05-07,28.414310668305614
128,2011-05-14,19.32173125444782
129,2011-05-21,24.436307174742826
130,2011-05-28,19.32173125444782
131,2011-06-04,25.004593388108937
132,2011-06-11,20.458303681180045
133,2011-06-18,26.141165814841166
134,2011-06-25,17.61687261434948
135,2011-07-02,21.594876107912267
136,2011-07-09,22.16316232127838
137,2011-07-16,23.86802096137672
138,2011-07-23,22.16316232127838
139,2011-07-30,22.731448534644493
140,2011-08-06,22.731448534644493
141,2011-08-13,43.189752215824534
142,2011-08-20,40.34832114899397
143,2011-08-27,31.255741735136176
144,2011-09-03,46.03118328265509
145,2011-09-10,36.37031765543119
146,2011-09-17,30.119169308403954
147,2011-09-24,26.141165814841166
148,2011-10-01,22.16316232127838
149,2011-10-08,27.8460244549395
150,2011-10-15,26.70945202820728
151,2011-10-22,26.141165814841166
152,2011-10-29,25.57287960147505
153,2011-11-05,30.119169308403954
154,2011-11-12,25.004593388108937
155,2011-11-19,26.70945202820728
156,2011-11-26,32.96060037523451
157,2011-12-03,23.299734748010604
158,2011-12-10,30.119169308403954
159,2011-12-17,16.480300187617257
160,2011-12-24,40.91660736236009
161,2011-12-31,38.07517629552953
162,2012-01-07,34.66545901533285
163,2012-01-14,31.255741735136176
164,2012-01-21,35.23374522869896
165,2012-01-28,30.68745552177006
166,2012-02-04,31.255741735136176
167,2012-02-11,31.255741735136176
168,2012-02-18,29.55088309503784
169,2012-02-25,36.37031765543119
170,2012-03-03,27.8460244549395
171,2012-03-10,34.097172801966735
172,2012-03-17,35.80203144206507
173,2012-03-24,28.414310668305614
174,2012-03-31,33.52888658860063
175,2012-04-07,35.80203144206507
176,2012-04-14,26.141165814841166
177,2012-04-21,36.37031765543119
178,2012-04-28,39.211748722261746
179,2012-05-05,33.52888658860063
180,2012-05-12,35.80203144206507
181,2012-05-19,43.189752215824534
182,2012-05-26,38.64346250889564
183,2012-06-02,52.85061784304844
184,2012-06-09,43.75803842919064
185,2012-06-16,41.484893575726204
186,2012-06-23,40.91660736236009
187,2012-06-30,35.80203144206507
188,2012-07-07,41.484893575726204
189,2012-07-14,43.75803842919064
190,2012-07-21,36.9386038687973
191,2012-07-28,36.9386038687973
192,2012-08-04,30.68745552177006
193,2012-08-11,46.59946949602121
194,2012-08-18,44.89461085592287
195,2012-08-25,36.37031765543119
196,2012-09-01,40.34832114899397
197,2012-09-08,38.07517629552953
198,2012-09-15,30.119169308403954
199,2012-09-22,30.119169308403954
200,2012-09-29,30.119169308403954
201,2012-10-06,36.9386038687973
202,2012-10-13,32.96060037523451
203,2012-10-20,30.68745552177006
204,2012-10-27,23.299734748010604
205,2012-11-03,34.097172801966735
206,2012-11-10,27.27773824157339
207,2012-11-17,31.824027948502287
208,2012-11-24,38.68292682926829
209,2012-12-01,30.747967479674788
210,2012-12-08,30.747967479674788
211,2012-12-15,27.77235772357723
212,2012-12-22,41.658536585365844
213,2012-12-29,44.634146341463406
214,2013-01-05,44.634146341463406
215,2013-01-12,32.731707317073166
216,2013-01-19,36.699186991869915
217,2013-01-26,37.691056910569095
218,2013-02-02,31.739837398373975
219,2013-02-09,33.72357723577235
220,2013-02-16,40.66666666666666
221,2013-02-23,38.68292682926829
222,2013-03-02,32.731707317073166
223,2013-03-09,30.747967479674788
224,2013-03-16,34.71544715447153
225,2013-03-23,39.67479674796747
226,2013-03-30,38.68292682926829
227,2013-04-06,38.68292682926829
228,2013-04-13,33.72357723577235
229,2013-04-20,43.64227642276422
230,2013-04-27,29.756097560975604
231,2013-05-04,36.699186991869915
232,2013-05-11,31.739837398373975
233,2013-05-18,38.68292682926829
234,2013-05-25,27.77235772357723
235,2013-06-01,31.739837398373975
236,2013-06-08,33.72357723577235
237,2013-06-15,31.739837398373975
238,2013-06-22,33.72357723577235
239,2013-06-29,29.756097560975604
240,2013-07-06,34.71544715447153
241,2013-07-13,34.71544715447153
242,2013-07-20,29.756097560975604
243,2013-07-27,38.68292682926829
244,2013-08-03,35.70731707317073
245,2013-08-10,39.67479674796747
246,2013-08-17,34.71544715447153
247,2013-08-24,33.72357723577235
248,2013-08-31,31.739837398373975
249,2013-09-07,34.71544715447153
250,2013-09-14,32.731707317073166
251,2013-09-21,28.764227642276417
252,2013-09-28,33.72357723577235
253,2013-10-05,36.699186991869915
254,2013-10-12,31.739837398373975
255,2013-10-19,29.756097560975604
256,2013-10-26,31.739837398373975
257,2013-11-02,27.77235772357723
258,2013-11-09,26.78048780487804
259,2013-11-16,24.79674796747967
260,2013-11-23,25.788617886178855
261,2013-11-30,39.67479674796747
262,2013-12-07,39.67479674796747
263,2013-12-14,22.813008130081297
264,2013-12-21,40.66666666666666
265,2013-12-28,61.495934959349576
266,2014-01-04,53.56097560975608
267,2014-01-11,46.61788617886178
268,2014-01-18,42.65040650406503
269,2014-01-25,99.18699186991869
270,2014-02-01,64.47154471544714
271,2014-02-08,57.528455284552834
272,2014-02-15,76.37398373983739
273,2014-02-22,52.569105691056905
274,2014-03-01,55.54471544715446
275,2014-03-08,53.56097560975608
276,2014-03-15,58.52032520325202
277,2014-03-22,51.57723577235771
278,2014-03-29,46.61788617886178
279,2014-04-05,48.601626016260155
280,2014-04-12,47.60975609756096
281,2014-04-19,46.61788617886178
282,2014-04-26,46.61788617886178
283,2014-05-03,42.65040650406503
284,2014-05-10,50.58536585365852
285,2014-05-17,53.56097560975608
286,2014-05-24,40.66666666666666
287,2014-05-31,47.60975609756096
288,2014-06-07,39.67479674796747
289,2014-06-14,36.699186991869915
290,2014-06-21,38.68292682926829
291,2014-06-28,44.634146341463406
292,2014-07-05,52.569105691056905
293,2014-07-12,42.65040650406503
294,2014-07-19,47.60975609756096
295,2014-07-26,49.59349593495934
296,2014-08-02,37.691056910569095
297,2014-08-09,37.691056910569095
298,2014-08-16,34.71544715447153
299,2014-08-23,37.691056910569095
300,2014-08-30,37.691056910569095
301,2014-09-06,34.71544715447153
302,2014-09-13,31.739837398373975
303,2014-09-20,36.699186991869915
304,2014-09-27,30.747967479674788
305,2014-10-04,39.67479674796747
306,2014-10-11,41.658536585365844
307,2014-10-18,30.747967479674788
308,2014-10-25,36.699186991869915
309,2014-11-01,37.691056910569095
310,2014-11-08,35.70731707317073
311,2014-11-15,32.731707317073166
312,2014-11-22,24.79674796747967
313,2014-11-29,33.72357723577235
314,2014-12-06,29.756097560975604
315,2014-12-13,29.756097560975604
316,2014-12-20,32.731707317073166
317,2014-12-27,47.60975609756096
318,2015-01-03,43.64227642276422
319,2015-01-10,41.658536585365844
320,2015-01-17,42.65040650406503
321,2015-01-24,35.70731707317073
322,2015-01-31,59.51219512195121
323,2015-02-07,42.65040650406503
324,2015-02-14,40.66666666666666
325,2015-02-21,46.61788617886178
326,2015-02-28,36.699186991869915
327,2015-03-07,38.68292682926829
328,2015-03-14,39.67479674796747
329,2015-03-21,31.739837398373975
330,2015-03-28,38.68292682926829
331,2015-04-04,56.53658536585364
332,2015-04-11,48.601626016260155
333,2015-04-18,43.64227642276422
334,2015-04-25,43.64227642276422
335,2015-05-02,52.569105691056905
336,2015-05-09,53.56097560975608
337,2015-05-16,40.66666666666666
338,2015-05-23,44.634146341463406
339,2015-05-30,39.67479674796747
340,2015-06-06,96.21138211382112
341,2015-06-13,46.61788617886178
342,2015-06-20,46.61788617886178
343,2015-06-27,49.59349593495934
344,2015-07-04,40.66666666666666
345,2015-07-11,41.658536585365844
346,2015-07-18,49.59349593495934
347,2015-07-25,42.65040650406503
348,2015-08-01,47.60975609756096
349,2015-08-08,50.58536585365852
350,2015-08-15,43.64227642276422
351,2015-08-22,39.67479674796747
352,2015-08-29,41.658536585365844
353,2015-09-05,39.67479674796747
354,2015-09-12,36.699186991869915
355,2015-09-19,42.65040650406503
356,2015-09-26,41.658536585365844
357,2015-10-03,42.65040650406503
358,2015-10-10,40.66666666666666
359,2015-10-17,39.67479674796747
360,2015-10-24,35.70731707317073
361,2015-10-31,47.60975609756096
362,2015-11-07,43.64227642276422
363,2015-11-14,35.70731707317073
364,2015-11-21,41.658536585365844
365,2015-11-28,38.68292682926829
366,2015-12-05,41.658536585365844
367,2015-12-12,37.691056910569095
368,2015-12-19,32.731707317073166
369,2015-12-26,63.47967479674795
370,2016-01-02,55.54471544715446
371,2016-01-09,45.626016260162594
372,2016-01-16,39.67479674796747
373,2016-01-23,46.61788617886178
374,2016-01-30,45.626016260162594
375,2016-02-06,46.61788617886178
376,2016-02-13,53.56097560975608
377,2016-02-20,49.59349593495934
378,2016-02-27,54.55284552845527
379,2016-03-05,43.64227642276422
380,2016-03-12,42.65040650406503
381,2016-03-19,49.59349593495934
382,2016-03-26,47.60975609756096
383,2016-04-02,58.52032520325202
384,2016-04-09,57.528455284552834
385,2016-04-16,52.569105691056905
386,2016-04-23,48.601626016260155
387,2016-04-30,54.55284552845527
388,2016-05-07,42.65040650406503
389,2016-05-14,56.53658536585364
390,2016-05-21,44.634146341463406
391,2016-05-28,54.55284552845527
392,2016-06-04,51.57723577235771
393,2016-06-11,45.626016260162594
394,2016-06-18,48.601626016260155
395,2016-06-25,42.65040650406503
396,2016-07-02,50.58536585365852
397,2016-07-09,44.634146341463406
398,2016-07-16,46.61788617886178
399,2016-07-23,46.61788617886178
400,2016-07-30,45.626016260162594
401,2016-08-06,44.634146341463406
402,2016-08-13,40.66666666666666
403,2016-08-20,45.626016260162594
404,2016-08-27,44.634146341463406
405,2016-09-03,40.66666666666666
406,2016-09-10,42.65040650406503
407,2016-09-17,35.70731707317073
408,2016-09-24,41.658536585365844
409,2016-10-01,34.71544715447153
410,2016-10-08,30.747967479674788
411,2016-10-15,38.68292682926829
412,2016-10-22,36.699186991869915
413,2016-10-29,39.67479674796747
414,2016-11-05,34.71544715447153
415,2016-11-12,35.70731707317073
416,2016-11-19,40.66666666666666
417,2016-11-26,41.0
418,2016-12-03,32.99999999999999
419,2016-12-10,34.0
420,2016-12-17,28.999999999999996
421,2016-12-24,46.0
422,2016-12-31,61.0
423,2017-01-07,50.0
424,2017-01-14,46.0
425,2017-01-21,48.0
426,2017-01-28,45.0
427,2017-02-04,36.0
428,2017-02-11,46.99999999999999
429,2017-02-18,48.99999999999999
430,2017-02-25,54.99999999999999
431,2017-03-04,50.0
432,2017-03-11,51.0
433,2017-03-18,50.0
434,2017-03-25,48.99999999999999
435,2017-04-01,48.99999999999999
436,2017-04-08,46.0
437,2017-04-15,45.0
438,2017-04-22,48.0
439,2017-04-29,46.0
440,2017-05-06,41.99999999999999
441,2017-05-13,43.0
442,2017-05-20,46.0
443,2017-05-27,41.99999999999999
444,2017-06-03,43.0
445,2017-06-10,41.0
446,2017-06-17,59.999999999999986
447,2017-06-24,82.0
448,2017-07-01,83.0
449,2017-07-08,92.0
450,2017-07-15,100.0
451,2017-07-22,93.0
452,2017-07-29,90.99999999999999
453,2017-08-05,90.99999999999999
454,2017-08-12,77.0
455,2017-08-19,77.99999999999999
456,2017-08-26,67.0
457,2017-09-02,63.0
458,2017-09-09,59.0
459,2017-09-16,65.99999999999999
460,2017-09-23,57.99999999999999
461,2017-09-30,56.99999999999999
462,2017-10-07,53.99999999999999
463,2017-10-14,53.99999999999999
464,2017-10-21,51.99999999999999
465,2017-10-28,50.0
466,2017-11-04,48.99999999999999
467,2017-11-11,67.0
468,2017-11-18,48.99999999999999
469,2017-11-25,59.0
470,2017-12-02,51.0
471,2017-12-09,57.99999999999999
472,2017-12-16,54.99999999999999
473,2017-12-23,65.99999999999999
474,2017-12-30,90.99999999999999
475,2018-01-06,81.0
476,2018-01-13,65.99999999999999
477,2018-01-20,65.99999999999999
478,2018-01-27,64.99999999999999
479,2018-02-03,63.0
480,2018-02-10,55.99999999999999
481,2018-02-17,57.99999999999999
482,2018-02-24,50.0
483,2018-03-03,59.0
484,2018-03-10,56.99999999999999
485,2018-03-17,51.0
486,2018-03-24,53.0
487,2018-03-31,59.999999999999986
488,2018-04-07,61.0
489,2018-04-14,59.999999999999986
490,2018-04-21,53.0
491,2018-04-28,53.99999999999999
492,2018-05-05,51.0
493,2018-05-12,48.99999999999999
494,2018-05-19,46.0
495,2018-05-26,53.0
496,2018-06-02,50.0
497,2018-06-09,51.99999999999999
498,2018-06-16,45.0
499,2018-06-23,46.99999999999999
500,2018-06-30,38.99999999999999
501,2018-07-07,46.0
502,2018-07-14,43.99999999999999
503,2018-07-21,51.99999999999999
504,2018-07-28,55.99999999999999
505,2018-08-04,51.99999999999999
506,2018-08-11,50.0
507,2018-08-18,46.0
508,2018-08-25,41.99999999999999
509,2018-09-01,48.0
510,2018-09-08,40.0
511,2018-09-15,36.99999999999999
512,2018-09-22,40.0
