,Search Term,vegetarian restaurant
187,2007-07-28,59.03432506870894
188,2007-08-04,64.56879304390041
189,2007-08-11,64.56879304390041
190,2007-08-18,62.72397038550325
191,2007-08-25,55.344679751914626
192,2007-09-01,54.422268422716044
193,2007-09-08,53.49985709351748
194,2007-09-15,58.111913739510356
195,2007-09-22,55.344679751914626
196,2007-09-29,59.03432506870894
197,2007-10-06,60.87914772710609
198,2007-10-13,54.422268422716044
199,2007-10-20,59.03432506870894
200,2007-10-27,51.655034435120314
201,2007-11-03,56.26709108111319
202,2007-11-10,57.18950241031179
203,2007-11-17,57.18950241031179
204,2007-11-24,51.655034435120314
205,2007-12-01,49.810211776723165
206,2007-12-08,52.577445764318895
207,2007-12-15,59.956736397907505
208,2007-12-22,60.87914772710609
209,2007-12-29,63.64638171470182
210,2008-01-05,54.422268422716044
211,2008-01-12,49.810211776723165
212,2008-01-19,56.26709108111319
213,2008-01-26,57.18950241031179
214,2008-02-02,60.87914772710609
215,2008-02-09,67.33602703149613
216,2008-02-16,52.577445764318895
217,2008-02-23,55.344679751914626
218,2008-03-01,55.344679751914626
219,2008-03-08,50.73262310592174
220,2008-03-15,57.18950241031179
221,2008-03-22,59.956736397907505
222,2008-03-29,58.111913739510356
223,2008-04-05,51.655034435120314
224,2008-04-12,56.26709108111319
225,2008-04-19,49.810211776723165
226,2008-04-26,53.49985709351748
227,2008-05-03,56.26709108111319
228,2008-05-10,52.577445764318895
229,2008-05-17,57.18950241031179
230,2008-05-24,58.111913739510356
231,2008-05-31,56.26709108111319
232,2008-06-07,53.49985709351748
233,2008-06-14,59.956736397907505
234,2008-06-21,61.80155905630467
235,2008-06-28,59.956736397907505
236,2008-07-05,59.03432506870894
237,2008-07-12,61.80155905630467
238,2008-07-19,55.344679751914626
239,2008-07-26,63.64638171470182
240,2008-08-02,64.56879304390041
241,2008-08-09,65.49120437309898
242,2008-08-16,51.655034435120314
243,2008-08-23,53.49985709351748
244,2008-08-30,59.03432506870894
245,2008-09-06,50.73262310592174
246,2008-09-13,49.810211776723165
247,2008-09-20,43.35333247233312
248,2008-09-27,50.73262310592174
249,2008-10-04,53.49985709351748
250,2008-10-11,48.88780044752459
251,2008-10-18,49.810211776723165
252,2008-10-25,39.66368715553881
253,2008-11-01,43.35333247233312
254,2008-11-08,42.43092114313455
255,2008-11-15,46.12056645992885
256,2008-11-22,48.88780044752459
257,2008-11-29,39.618198377660526
258,2008-12-06,50.00985696852231
259,2008-12-13,38.319241053802806
260,2008-12-20,46.11298499694914
261,2008-12-27,62.999430207099515
262,2009-01-03,46.762463658878
263,2009-01-10,44.16454901116255
264,2009-01-17,50.65933563045116
265,2009-01-24,45.46350633502028
266,2009-01-31,46.762463658878
267,2009-02-07,64.9478661928861
268,2009-02-14,44.81402767309141
269,2009-02-21,48.71089964466458
270,2009-02-28,44.81402767309141
271,2009-03-07,47.41194232080686
272,2009-03-14,46.11298499694914
273,2009-03-21,47.41194232080686
274,2009-03-28,45.46350633502028
275,2009-04-04,51.95829295430888
276,2009-04-11,51.30881429238002
277,2009-04-18,44.16454901116255
278,2009-04-25,53.2572502781666
279,2009-05-02,51.30881429238002
280,2009-05-09,54.55620760202433
281,2009-05-16,50.00985696852231
282,2009-05-23,46.762463658878
283,2009-05-30,39.618198377660526
284,2009-06-06,44.16454901116255
285,2009-06-13,48.06142098273571
286,2009-06-20,48.71089964466458
287,2009-06-27,45.46350633502028
288,2009-07-04,53.2572502781666
289,2009-07-11,54.55620760202433
290,2009-07-18,57.15412224973977
291,2009-07-25,49.36037830659344
292,2009-08-01,59.10255823552636
293,2009-08-08,56.50464358781091
294,2009-08-15,53.2572502781666
295,2009-08-22,48.71089964466458
296,2009-08-29,44.81402767309141
297,2009-09-05,49.36037830659344
298,2009-09-12,46.11298499694914
299,2009-09-19,50.00985696852231
300,2009-09-26,47.41194232080686
301,2009-10-03,46.11298499694914
302,2009-10-10,50.65933563045116
303,2009-10-17,48.71089964466458
304,2009-10-24,46.762463658878
305,2009-10-31,43.51507034923369
306,2009-11-07,45.46350633502028
307,2009-11-14,48.06142098273571
308,2009-11-21,44.81402767309141
309,2009-11-28,40.91715570151825
310,2009-12-05,46.11298499694914
311,2009-12-12,41.56663436344711
312,2009-12-19,48.71089964466458
313,2009-12-26,50.00985696852231
314,2010-01-02,48.71089964466458
315,2010-01-09,50.65933563045116
316,2010-01-16,52.60777161623774
317,2010-01-23,46.11298499694914
318,2010-01-30,49.36037830659344
319,2010-02-06,59.10255823552636
320,2010-02-13,53.90672894009547
321,2010-02-20,46.11298499694914
322,2010-02-27,51.30881429238002
323,2010-03-06,48.71089964466458
324,2010-03-13,53.90672894009547
325,2010-03-20,53.90672894009547
326,2010-03-27,53.2572502781666
327,2010-04-03,51.30881429238002
328,2010-04-10,46.762463658878
329,2010-04-17,48.71089964466458
330,2010-04-24,54.55620760202433
331,2010-05-01,47.41194232080686
332,2010-05-08,50.00985696852231
333,2010-05-15,49.36037830659344
334,2010-05-22,49.36037830659344
335,2010-05-29,51.95829295430888
336,2010-06-05,47.41194232080686
337,2010-06-12,53.2572502781666
338,2010-06-19,45.46350633502028
339,2010-06-26,48.06142098273571
340,2010-07-03,60.40151555938408
341,2010-07-10,56.50464358781091
342,2010-07-17,57.80360091166863
343,2010-07-24,56.50464358781091
344,2010-07-31,57.15412224973977
345,2010-08-07,55.20568626395319
346,2010-08-14,56.50464358781091
347,2010-08-21,55.20568626395319
348,2010-08-28,51.30881429238002
349,2010-09-04,52.60777161623774
350,2010-09-11,53.90672894009547
351,2010-09-18,56.50464358781091
352,2010-09-25,48.06142098273571
353,2010-10-02,53.2572502781666
354,2010-10-09,53.2572502781666
355,2010-10-16,51.30881429238002
356,2010-10-23,48.71089964466458
357,2010-10-30,47.41194232080686
358,2010-11-06,45.46350633502028
359,2010-11-13,48.71089964466458
360,2010-11-20,42.86559168730483
361,2010-11-27,42.21611302537597
362,2010-12-04,39.618198377660526
363,2010-12-11,38.319241053802806
364,2010-12-18,46.762463658878
365,2010-12-25,55.20568626395319
366,2011-01-01,46.762463658878
367,2011-01-08,47.41194232080686
368,2011-01-15,51.30881429238002
369,2011-01-22,52.60777161623774
370,2011-01-29,51.95829295430888
371,2011-02-05,56.50464358781091
372,2011-02-12,53.90672894009547
373,2011-02-19,45.46350633502028
374,2011-02-26,46.762463658878
375,2011-03-05,49.36037830659344
376,2011-03-12,50.00985696852231
377,2011-03-19,47.41194232080686
378,2011-03-26,48.06142098273571
379,2011-04-02,54.55620760202433
380,2011-04-09,51.95829295430888
381,2011-04-16,50.00985696852231
382,2011-04-23,50.00985696852231
383,2011-04-30,48.71089964466458
384,2011-05-07,53.90672894009547
385,2011-05-14,50.65933563045116
386,2011-05-21,50.65933563045116
387,2011-05-28,50.65933563045116
388,2011-06-04,46.762463658878
389,2011-06-11,57.15412224973977
390,2011-06-18,50.65933563045116
391,2011-06-25,51.30881429238002
392,2011-07-02,51.30881429238002
393,2011-07-09,51.95829295430888
394,2011-07-16,50.00985696852231
395,2011-07-23,53.90672894009547
396,2011-07-30,61.70047288324181
397,2011-08-06,55.20568626395319
398,2011-08-13,52.60777161623774
399,2011-08-20,51.30881429238002
400,2011-08-27,47.41194232080686
401,2011-09-03,50.65933563045116
402,2011-09-10,46.762463658878
403,2011-09-17,48.06142098273571
404,2011-09-24,48.71089964466458
405,2011-10-01,45.46350633502028
406,2011-10-08,49.36037830659344
407,2011-10-15,48.71089964466458
408,2011-10-22,43.51507034923369
409,2011-10-29,46.11298499694914
410,2011-11-05,46.11298499694914
411,2011-11-12,46.762463658878
412,2011-11-19,47.41194232080686
413,2011-11-26,46.11298499694914
414,2011-12-03,42.21611302537597
415,2011-12-10,46.11298499694914
416,2011-12-17,43.51507034923369
417,2011-12-24,57.15412224973977
418,2011-12-31,50.00985696852231
419,2012-01-07,50.65933563045116
420,2012-01-14,46.11298499694914
421,2012-01-21,51.30881429238002
422,2012-01-28,43.51507034923369
423,2012-02-04,46.762463658878
424,2012-02-11,51.95829295430888
425,2012-02-18,48.71089964466458
426,2012-02-25,45.46350633502028
427,2012-03-03,48.06142098273571
428,2012-03-10,49.36037830659344
429,2012-03-17,46.762463658878
430,2012-03-24,46.762463658878
431,2012-03-31,47.41194232080686
432,2012-04-07,46.762463658878
433,2012-04-14,50.00985696852231
434,2012-04-21,48.06142098273571
435,2012-04-28,47.41194232080686
436,2012-05-05,51.30881429238002
437,2012-05-12,49.36037830659344
438,2012-05-19,52.60777161623774
439,2012-05-26,48.06142098273571
440,2012-06-02,50.65933563045116
441,2012-06-09,59.10255823552636
442,2012-06-16,51.30881429238002
443,2012-06-23,55.20568626395319
444,2012-06-30,52.60777161623774
445,2012-07-07,55.20568626395319
446,2012-07-14,54.55620760202433
447,2012-07-21,54.55620760202433
448,2012-07-28,55.20568626395319
449,2012-08-04,52.60777161623774
450,2012-08-11,59.10255823552636
451,2012-08-18,59.75203689745522
452,2012-08-25,61.05099422131295
453,2012-09-01,57.15412224973977
454,2012-09-08,51.30881429238002
455,2012-09-15,49.36037830659344
456,2012-09-22,49.36037830659344
457,2012-09-29,49.36037830659344
458,2012-10-06,45.46350633502028
459,2012-10-13,53.90672894009547
460,2012-10-20,50.00985696852231
461,2012-10-27,43.51507034923369
462,2012-11-03,44.16454901116255
463,2012-11-10,43.51507034923369
464,2012-11-17,44.16454901116255
465,2012-11-24,47.12948207171314
466,2012-12-01,44.73306772908366
467,2012-12-08,42.336653386454174
468,2012-12-15,42.336653386454174
469,2012-12-22,54.318725099601586
470,2012-12-29,57.51394422310756
471,2013-01-05,51.12350597609561
472,2013-01-12,50.32470119521911
473,2013-01-19,52.7211155378486
474,2013-01-26,47.928286852589636
475,2013-02-02,51.12350597609561
476,2013-02-09,64.70318725099602
477,2013-02-16,53.5199203187251
478,2013-02-23,55.11752988047808
479,2013-03-02,56.71513944223106
480,2013-03-09,54.318725099601586
481,2013-03-16,51.92231075697211
482,2013-03-23,56.71513944223106
483,2013-03-30,49.525896414342625
484,2013-04-06,50.32470119521911
485,2013-04-13,51.92231075697211
486,2013-04-20,50.32470119521911
487,2013-04-27,51.12350597609561
488,2013-05-04,54.318725099601586
489,2013-05-11,52.7211155378486
490,2013-05-18,57.51394422310756
491,2013-05-25,52.7211155378486
492,2013-06-01,53.5199203187251
493,2013-06-08,55.11752988047808
494,2013-06-15,55.11752988047808
495,2013-06-22,54.318725099601586
496,2013-06-29,55.11752988047808
497,2013-07-06,55.91633466135457
498,2013-07-13,52.7211155378486
499,2013-07-20,57.51394422310756
500,2013-07-27,55.91633466135457
501,2013-08-03,63.10557768924302
502,2013-08-10,61.50796812749003
503,2013-08-17,59.11155378486055
504,2013-08-24,56.71513944223106
505,2013-08-31,52.7211155378486
506,2013-09-07,47.928286852589636
507,2013-09-14,49.525896414342625
508,2013-09-21,51.92231075697211
509,2013-09-28,55.11752988047808
510,2013-10-05,54.318725099601586
511,2013-10-12,55.11752988047808
512,2013-10-19,52.7211155378486
513,2013-10-26,51.12350597609561
514,2013-11-02,51.92231075697211
515,2013-11-09,49.525896414342625
516,2013-11-16,48.727091633466124
517,2013-11-23,44.73306772908366
518,2013-11-30,48.727091633466124
519,2013-12-07,47.12948207171314
520,2013-12-14,52.7211155378486
521,2013-12-21,56.71513944223106
522,2013-12-28,63.10557768924302
523,2014-01-04,54.318725099601586
524,2014-01-11,58.31274900398405
525,2014-01-18,49.525896414342625
526,2014-01-25,52.7211155378486
527,2014-02-01,51.12350597609561
528,2014-02-08,60.709163346613536
529,2014-02-15,49.525896414342625
530,2014-02-22,51.12350597609561
531,2014-03-01,51.92231075697211
532,2014-03-08,52.7211155378486
533,2014-03-15,56.71513944223106
534,2014-03-22,54.318725099601586
535,2014-03-29,55.11752988047808
536,2014-04-05,55.91633466135457
537,2014-04-12,63.904382470119515
538,2014-04-19,54.318725099601586
539,2014-04-26,54.318725099601586
540,2014-05-03,58.31274900398405
541,2014-05-10,59.11155378486055
542,2014-05-17,56.71513944223106
543,2014-05-24,55.91633466135457
544,2014-05-31,52.7211155378486
545,2014-06-07,59.11155378486055
546,2014-06-14,55.11752988047808
547,2014-06-21,55.91633466135457
548,2014-06-28,53.5199203187251
549,2014-07-05,55.11752988047808
550,2014-07-12,56.71513944223106
551,2014-07-19,56.71513944223106
552,2014-07-26,60.709163346613536
553,2014-08-02,64.70318725099602
554,2014-08-09,59.11155378486055
555,2014-08-16,58.31274900398405
556,2014-08-23,57.51394422310756
557,2014-08-30,55.11752988047808
558,2014-09-06,51.92231075697211
559,2014-09-13,51.92231075697211
560,2014-09-20,54.318725099601586
561,2014-09-27,56.71513944223106
562,2014-10-04,56.71513944223106
563,2014-10-11,52.7211155378486
564,2014-10-18,51.12350597609561
565,2014-10-25,48.727091633466124
566,2014-11-01,52.7211155378486
567,2014-11-08,51.92231075697211
568,2014-11-15,49.525896414342625
569,2014-11-22,49.525896414342625
570,2014-11-29,48.727091633466124
571,2014-12-06,52.7211155378486
572,2014-12-13,51.12350597609561
573,2014-12-20,57.51394422310756
574,2014-12-27,66.300796812749
575,2015-01-03,54.318725099601586
576,2015-01-10,54.318725099601586
577,2015-01-17,56.71513944223106
578,2015-01-24,55.11752988047808
579,2015-01-31,51.12350597609561
580,2015-02-07,58.31274900398405
581,2015-02-14,54.318725099601586
582,2015-02-21,57.51394422310756
583,2015-02-28,57.51394422310756
584,2015-03-07,59.11155378486055
585,2015-03-14,55.91633466135457
586,2015-03-21,55.91633466135457
587,2015-03-28,59.11155378486055
588,2015-04-04,52.7211155378486
589,2015-04-11,52.7211155378486
590,2015-04-18,51.92231075697211
591,2015-04-25,55.11752988047808
592,2015-05-02,59.11155378486055
593,2015-05-09,61.50796812749003
594,2015-05-16,55.11752988047808
595,2015-05-23,58.31274900398405
596,2015-05-30,61.50796812749003
597,2015-06-06,55.11752988047808
598,2015-06-13,55.11752988047808
599,2015-06-20,57.51394422310756
600,2015-06-27,59.91035856573704
601,2015-07-04,55.11752988047808
602,2015-07-11,62.306772908366526
603,2015-07-18,66.300796812749
604,2015-07-25,63.10557768924302
605,2015-08-01,66.300796812749
606,2015-08-08,64.70318725099602
607,2015-08-15,63.904382470119515
608,2015-08-22,59.11155378486055
609,2015-08-29,55.91633466135457
610,2015-09-05,60.709163346613536
611,2015-09-12,57.51394422310756
612,2015-09-19,59.91035856573704
613,2015-09-26,56.71513944223106
614,2015-10-03,56.71513944223106
615,2015-10-10,63.904382470119515
616,2015-10-17,61.50796812749003
617,2015-10-24,56.71513944223106
618,2015-10-31,53.5199203187251
619,2015-11-07,56.71513944223106
620,2015-11-14,53.5199203187251
621,2015-11-21,51.12350597609561
622,2015-11-28,55.91633466135457
623,2015-12-05,57.51394422310756
624,2015-12-12,57.51394422310756
625,2015-12-19,67.89840637450199
626,2015-12-26,78.2828685258964
627,2016-01-02,59.91035856573704
628,2016-01-09,60.709163346613536
629,2016-01-16,55.91633466135457
630,2016-01-23,59.91035856573704
631,2016-01-30,60.709163346613536
632,2016-02-06,67.09960159362548
633,2016-02-13,66.300796812749
634,2016-02-20,62.306772908366526
635,2016-02-27,59.91035856573704
636,2016-03-05,63.10557768924302
637,2016-03-12,59.11155378486055
638,2016-03-19,65.5019920318725
639,2016-03-26,65.5019920318725
640,2016-04-02,64.70318725099602
641,2016-04-09,64.70318725099602
642,2016-04-16,63.904382470119515
643,2016-04-23,64.70318725099602
644,2016-04-30,71.89243027888446
645,2016-05-07,73.49003984063744
646,2016-05-14,70.29482071713146
647,2016-05-21,71.89243027888446
648,2016-05-28,71.09362549800797
649,2016-06-04,67.09960159362548
650,2016-06-11,69.49601593625498
651,2016-06-18,68.69721115537848
652,2016-06-25,67.89840637450199
653,2016-07-02,75.08764940239044
654,2016-07-09,69.49601593625498
655,2016-07-16,74.28884462151395
656,2016-07-23,71.09362549800797
657,2016-07-30,71.89243027888446
658,2016-08-06,67.89840637450199
659,2016-08-13,67.09960159362548
660,2016-08-20,70.29482071713146
661,2016-08-27,67.09960159362548
662,2016-09-03,67.09960159362548
663,2016-09-10,70.29482071713146
664,2016-09-17,65.5019920318725
665,2016-09-24,67.09960159362548
666,2016-10-01,68.69721115537848
667,2016-10-08,66.300796812749
668,2016-10-15,64.70318725099602
669,2016-10-22,59.11155378486055
670,2016-10-29,64.70318725099602
671,2016-11-05,60.709163346613536
672,2016-11-12,61.50796812749003
673,2016-11-19,59.11155378486055
674,2016-11-26,60.0
675,2016-12-03,60.0
676,2016-12-10,63.0
677,2016-12-17,65.0
678,2016-12-24,80.0
679,2016-12-31,73.00000000000001
680,2017-01-07,70.0
681,2017-01-14,64.0
682,2017-01-21,75.0
683,2017-01-28,70.0
684,2017-02-04,67.0
685,2017-02-11,70.0
686,2017-02-18,68.0
687,2017-02-25,68.0
688,2017-03-04,67.0
689,2017-03-11,68.0
690,2017-03-18,66.0
691,2017-03-25,71.0
692,2017-04-01,70.0
693,2017-04-08,76.0
694,2017-04-15,71.0
695,2017-04-22,71.0
696,2017-04-29,72.0
697,2017-05-06,78.0
698,2017-05-13,73.00000000000001
699,2017-05-20,72.0
700,2017-05-27,78.0
701,2017-06-03,74.0
702,2017-06-10,74.0
703,2017-06-17,80.0
704,2017-06-24,84.00000000000001
705,2017-07-01,84.00000000000001
706,2017-07-08,83.0
707,2017-07-15,87.0
708,2017-07-22,87.0
709,2017-07-29,82.0
710,2017-08-05,88.0
711,2017-08-12,90.0
712,2017-08-19,81.0
713,2017-08-26,83.0
714,2017-09-02,80.0
715,2017-09-09,72.0
716,2017-09-16,82.0
717,2017-09-23,83.0
718,2017-09-30,76.0
719,2017-10-07,79.0
720,2017-10-14,79.0
721,2017-10-21,79.0
722,2017-10-28,74.0
723,2017-11-04,78.0
724,2017-11-11,73.00000000000001
725,2017-11-18,73.00000000000001
726,2017-11-25,72.0
727,2017-12-02,75.0
728,2017-12-09,72.0
729,2017-12-16,82.0
730,2017-12-23,95.0
731,2017-12-30,91.0
732,2018-01-06,73.00000000000001
733,2018-01-13,84.00000000000001
734,2018-01-20,77.0
735,2018-01-27,77.0
736,2018-02-03,75.0
737,2018-02-10,93.0
738,2018-02-17,77.0
739,2018-02-24,72.0
740,2018-03-03,75.0
741,2018-03-10,73.00000000000001
742,2018-03-17,75.0
743,2018-03-24,88.0
744,2018-03-31,79.0
745,2018-04-07,72.0
746,2018-04-14,75.0
747,2018-04-21,77.0
748,2018-04-28,76.0
749,2018-05-05,80.0
750,2018-05-12,74.0
751,2018-05-19,78.0
752,2018-05-26,89.0
753,2018-06-02,81.0
754,2018-06-09,83.0
755,2018-06-16,82.0
756,2018-06-23,76.0
757,2018-06-30,78.0
758,2018-07-07,84.00000000000001
759,2018-07-14,83.0
760,2018-07-21,85.0
761,2018-07-28,84.00000000000001
762,2018-08-04,87.0
763,2018-08-11,87.0
764,2018-08-18,85.0
765,2018-08-25,75.0
766,2018-09-01,77.0
767,2018-09-08,75.0
768,2018-09-15,76.0
769,2018-09-22,75.0
770,2018-09-29,73.00000000000001
771,2018-10-06,81.0
772,2018-10-13,87.0
773,2018-10-20,77.0
774,2018-10-27,75.0
775,2018-11-03,76.0
776,2018-11-10,73.00000000000001
777,2018-11-17,71.0
778,2018-11-24,70.0
779,2018-12-01,71.0
780,2018-12-08,75.0
781,2018-12-15,78.0
782,2018-12-22,97.0
783,2018-12-29,91.0
784,2019-01-05,82.0
785,2019-01-12,75.0
786,2019-01-19,76.0
787,2019-01-26,72.0
788,2019-02-02,86.0
789,2019-02-09,82.0
790,2019-02-16,77.0
791,2019-02-23,68.0
792,2019-03-02,77.0
793,2019-03-09,74.0
794,2019-03-16,80.0
795,2019-03-23,85.0
796,2019-03-30,79.0
797,2019-04-06,76.0
798,2019-04-13,84.00000000000001
799,2019-04-20,78.0
800,2019-04-27,75.0
801,2019-05-04,84.00000000000001
802,2019-05-11,85.0
803,2019-05-18,86.0
804,2019-05-25,82.0
805,2019-06-01,87.0
806,2019-06-08,82.0
807,2019-06-15,84.00000000000001
808,2019-06-22,83.0
809,2019-06-29,87.0
810,2019-07-06,86.0
811,2019-07-13,88.0
812,2019-07-20,84.00000000000001
813,2019-07-27,90.0
814,2019-08-03,92.0
815,2019-08-10,90.0
816,2019-08-17,83.0
817,2019-08-24,85.0
818,2019-08-31,82.0
819,2019-09-07,79.0
820,2019-09-14,78.0
821,2019-09-21,78.0
822,2019-09-28,92.0
823,2019-10-05,81.0
824,2019-10-12,82.0
825,2019-10-19,78.0
826,2019-10-26,81.0
827,2019-11-02,76.0
828,2019-11-09,78.0
829,2019-11-16,78.0
830,2019-11-23,77.0
831,2019-11-30,70.0
832,2019-12-07,70.0
833,2019-12-14,77.0
834,2019-12-21,93.0
835,2019-12-28,100.0
836,2020-01-04,78.0
837,2020-01-11,78.0
838,2020-01-18,78.0
839,2020-01-25,80.74122807017542
840,2020-02-01,72.86403508771929
841,2020-02-08,79.75657894736841
842,2020-02-15,76.80263157894736
843,2020-02-22,70.89473684210526
844,2020-02-29,67.9407894736842
845,2020-03-07,57.10964912280701
846,2020-03-14,25.600877192982452
847,2020-03-21,14.76973684210526
848,2020-03-28,15.754385964912279
849,2020-04-04,15.754385964912279
850,2020-04-11,15.754385964912279
851,2020-04-18,15.754385964912279
852,2020-04-25,15.754385964912279
853,2020-05-02,21.662280701754383
854,2020-05-09,22.6469298245614
855,2020-05-16,25.600877192982452
