ds,Time,Month,taylor_swift,taylor_swift_lyrics,taylor_swift_album,taylor_swift_songs,taylor_swift_tour,speak_now,ts_1989,red,reputation,lover,drake,drake_lyrics,drake_album,drake_songs,drake_tour,views,scorpion,nwts,tml,take_care,all_ts_albums,all_drake_albums
2006-07-31,31,8,1.0,0.63,0.0,0.0,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,5.368421052631579,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2006-08-31,32,9,2.0,0.8099999999999999,0.0,0.030000000000000002,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,5.368421052631579,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2006-09-30,33,10,3.0,1.26,0.0,0.060000000000000005,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,5.368421052631579,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2006-10-31,34,11,3.0,1.89,0.0,0.09000000000000001,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2006-11-30,35,12,3.0,1.71,0.0,0.09000000000000001,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.7105263157894735,0.5032894736842105,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2006-12-31,36,1,3.0,1.7999999999999998,0.0,0.09000000000000001,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-01-31,37,2,4.0,1.71,0.0,0.060000000000000005,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,5.368421052631579,0.3355263157894737,0.0,0.0,0.02348684210526316,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-02-28,38,3,3.0,1.6199999999999999,0.0,0.060000000000000005,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,5.368421052631579,0.16776315789473684,0.0,0.016776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-03-31,39,4,4.0,1.89,0.0,0.12000000000000001,0.07,0.0,0.5714285714285714,0.45,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,1.2382960413080895,0.0
2007-04-30,40,5,5.0,1.98,0.05000000000000001,0.12000000000000001,0.07,0.0,0.5714285714285714,0.45,0.0,0.2168674698795181,5.368421052631579,0.3355263157894737,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,1.2382960413080895,0.0
2007-05-31,41,6,4.0,1.71,0.05000000000000001,0.12000000000000001,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.039473684210526,0.3355263157894737,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-06-30,42,7,4.0,1.71,0.05000000000000001,0.12000000000000001,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.7105263157894735,0.3355263157894737,0.0,0.050328947368421056,0.02348684210526316,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-07-31,43,8,4.0,1.3499999999999999,0.05000000000000001,0.12000000000000001,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,8.723684210526315,0.6710526315789473,0.0,0.08388157894736842,0.02348684210526316,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-08-31,44,9,3.0,1.26,0.0,0.12000000000000001,0.0,0.0,0.2857142857142857,0.45,0.0,0.0,7.381578947368421,0.16776315789473684,0.0,0.03355263157894737,0.02348684210526316,0.0,0.0,0.0,0.0,0.0,0.7357142857142858,0.0
2007-09-30,45,10,4.0,1.6199999999999999,0.05000000000000001,0.12000000000000001,0.0,0.0,0.5714285714285714,0.45,0.0,0.2168674698795181,6.7105263157894735,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,1.2382960413080895,0.0
2007-10-31,46,11,7.0,2.4299999999999997,0.05000000000000001,0.21000000000000002,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.7105263157894735,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-11-30,47,12,8.0,2.34,0.10000000000000002,0.27,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,7.381578947368421,0.16776315789473684,0.0,0.050328947368421056,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2007-12-31,48,1,7.0,2.16,0.05000000000000001,0.24000000000000002,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.7105263157894735,0.16776315789473684,0.0,0.050328947368421056,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2008-01-31,49,2,7.0,2.07,0.05000000000000001,0.24000000000000002,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.7105263157894735,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2008-02-29,50,3,7.0,1.7999999999999998,0.05000000000000001,0.24000000000000002,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,8.052631578947368,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2008-03-31,51,4,7.0,1.7999999999999998,0.05000000000000001,0.27,0.07,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,6.7105263157894735,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2008-04-30,52,5,8.0,1.7999999999999998,0.05000000000000001,0.30000000000000004,0.07,0.0,0.2857142857142857,0.9,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,1.4025817555938038,0.0
