ds,Time,Month,taylor_swift,taylor_swift_lyrics,taylor_swift_album,taylor_swift_songs,taylor_swift_tour,speak_now,ts_1989,red,reputation,lover,drake,drake_lyrics,drake_album,drake_songs,drake_tour,views,scorpion,nwts,tml,take_care,all_ts_albums,all_drake_albums
2005-01-31,13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.4337349397590362,6.7105263157894735,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7194492254733219,0.0
2005-02-28,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.4337349397590362,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0051635111876076,0.0
2005-03-31,15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.45,0.0,0.2168674698795181,6.039473684210526,0.3355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5240103270223753,0.0
2005-04-30,16,5,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.8571428571428571,0.0,0.0,0.4337349397590362,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6370316430557397,0.0
2005-05-31,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2168674698795181,5.368421052631579,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882960413080895,0.0
2005-06-30,18,7,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.4337349397590362,5.368421052631579,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7194492254733219,0.0
2005-07-31,19,8,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.45,0.0,0.4337349397590362,6.7105263157894735,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.169449225473322,0.0
2005-08-31,20,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.4337349397590362,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0051635111876076,0.0
2005-09-30,21,10,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2168674698795181,6.7105263157894735,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025817555938038,0.0
2005-10-31,22,11,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882960413080895,0.0
2005-11-30,23,12,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.0,0.04697368421052632,0.0,0.0,0.0,0.0,0.0,0.5025817555938038,0.0
2005-12-31,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2168674698795181,8.052631578947368,0.3355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882960413080895,0.0
2006-01-31,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2168674698795181,6.7105263157894735,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.5025817555938038,0.0
2006-02-28,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.4337349397590362,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7194492254733219,0.0
2006-03-31,27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.03355263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.7882960413080895,0.0
2006-04-30,28,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.2168674698795181,6.039473684210526,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0740103270223753,0.0
2006-05-31,29,6,0.0,0.09,0.0,0.0,0.0,0.0,0.2857142857142857,0.45,0.0,0.2168674698795181,5.368421052631579,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525817555938039,0.0
2006-06-30,30,7,1.0,0.27,0.0,0.0,0.0,0.0,0.2857142857142857,0.45,0.0,0.0,5.368421052631579,0.16776315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357142857142858,0.0
