Search Term,sustainability
Geography,Worldwide
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2003-12-27,50
2004-01-03,75
2004-01-10,82
2004-01-17,76
2004-01-24,83
2004-01-31,85
2004-02-07,89
2004-02-14,84
2004-02-21,84
2004-02-28,94
2004-03-06,80
2004-03-13,93
2004-03-20,79
2004-03-27,91
2004-04-03,86
2004-04-10,87
2004-04-17,93
2004-04-24,96
2004-05-01,95
2004-05-08,99
2004-05-15,94
2004-05-22,100
2004-05-29,86
2004-06-05,90
2004-06-12,82
2004-06-19,77
2004-06-26,73
2004-07-03,63
2004-07-10,61
2004-07-17,60
2004-07-24,60
2004-07-31,61
2004-08-07,60
2004-08-14,67
2004-08-21,74
2004-08-28,75
2004-09-04,79
2004-09-11,82
2004-09-18,85
2004-09-25,82
2004-10-02,89
2004-10-09,83
2004-10-16,94
2004-10-23,91
2004-10-30,85
2004-11-06,87
2004-11-13,98
2004-11-20,98
2004-11-27,92
2004-12-04,83
2004-12-11,80
2004-12-18,52
2004-12-25,42
2005-01-01,63
2005-01-08,76
2005-01-15,70
2005-01-22,73
2005-01-29,72
2005-02-05,71
2005-02-12,75
2005-02-19,83
2005-02-26,83
2005-03-05,82
2005-03-12,83
2005-03-19,74
2005-03-26,76
2005-04-02,84
2005-04-09,86
2005-04-16,87
2005-04-23,87
2005-04-30,82
2005-05-07,84
2005-05-14,87
2005-05-21,85
2005-05-28,83
2005-06-04,81
2005-06-11,77
2005-06-18,70
2005-06-25,63
2005-07-02,53
2005-07-09,57
2005-07-16,55
2005-07-23,54
2005-07-30,54
2005-08-06,59
2005-08-13,59
2005-08-20,64
2005-08-27,66
2005-09-03,70
2005-09-10,74
2005-09-17,74
2005-09-24,74
2005-10-01,81
2005-10-08,76
2005-10-15,83
2005-10-22,76
2005-10-29,81
2005-11-05,77
2005-11-12,80
2005-11-19,78
2005-11-26,78
2005-12-03,73
2005-12-10,66
2005-12-17,50
2005-12-24,37
2005-12-31,51
2006-01-07,65
2006-01-14,67
2006-01-21,66
2006-01-28,73
2006-02-04,75
2006-02-11,68
2006-02-18,69
2006-02-25,74
2006-03-04,75
2006-03-11,74
2006-03-18,71
2006-03-25,72
2006-04-01,74
2006-04-08,64
2006-04-15,70
2006-04-22,71
2006-04-29,72
2006-05-06,74
2006-05-13,73
2006-05-20,63
2006-05-27,78
2006-06-03,90
2006-06-10,72
2006-06-17,63
2006-06-24,57
2006-07-01,51
2006-07-08,50
2006-07-15,50
2006-07-22,46
2006-07-29,47
2006-08-05,50
2006-08-12,54
2006-08-19,53
2006-08-26,59
2006-09-02,57
2006-09-09,67
2006-09-16,62
2006-09-23,70
2006-09-30,61
2006-10-07,68
2006-10-14,75
2006-10-21,67
2006-10-28,65
2006-11-04,67
2006-11-11,68
2006-11-18,69
2006-11-25,66
2006-12-02,68
2006-12-09,62
2006-12-16,47
2006-12-23,29
2006-12-30,43
2007-01-06,56
2007-01-13,58
2007-01-20,57
2007-01-27,62
2007-02-03,62
2007-02-10,62
2007-02-17,59
2007-02-24,65
2007-03-03,67
2007-03-10,65
2007-03-17,69
2007-03-24,68
2007-03-31,62
2007-04-07,62
2007-04-14,65
2007-04-21,72
2007-04-28,64
2007-05-05,75
2007-05-12,77
2007-05-19,78
2007-05-26,75
2007-06-02,74
2007-06-09,73
2007-06-16,62
2007-06-23,56
2007-06-30,52
2007-07-07,51
2007-07-14,51
2007-07-21,45
2007-07-28,48
2007-08-04,53
2007-08-11,51
2007-08-18,61
2007-08-25,64
2007-09-01,64
2007-09-08,71
2007-09-15,77
2007-09-22,78
2007-09-29,81
2007-10-06,79
2007-10-13,80
2007-10-20,83
2007-10-27,80
2007-11-03,81
2007-11-10,82
2007-11-17,80
2007-11-24,80
2007-12-01,77
2007-12-08,74
2007-12-15,52
2007-12-22,31
2007-12-29,42
2008-01-05,67
2008-01-12,67
2008-01-19,66
2008-01-26,69
2008-02-02,67
2008-02-09,72
2008-02-16,72
2008-02-23,75
2008-03-01,76
2008-03-08,80
2008-03-15,65
2008-03-22,71
2008-03-29,83
2008-04-05,85
2008-04-12,84
2008-04-19,80
2008-04-26,82
2008-05-03,80
2008-05-10,80
2008-05-17,79
2008-05-24,78
2008-05-31,81
2008-06-07,79
2008-06-14,69
2008-06-21,65
2008-06-28,60
2008-07-05,56
2008-07-12,53
2008-07-19,52
2008-07-26,53
2008-08-02,54
2008-08-09,58
2008-08-16,67
2008-08-23,72
2008-08-30,71
2008-09-06,79
2008-09-13,80
2008-09-20,76
2008-09-27,77
2008-10-04,83
2008-10-11,77
2008-10-18,85
2008-10-25,79
2008-11-01,79
2008-11-08,81
2008-11-15,82
2008-11-22,79
2008-11-29,77
2008-12-06,70
2008-12-13,58
2008-12-20,30
2008-12-27,32
