,Search Term,sustainability
164,2007-02-17,37.90336498725655
165,2007-02-24,41.757944477486035
166,2007-03-03,43.04280430756253
167,2007-03-10,41.757944477486035
168,2007-03-17,44.32766413763902
169,2007-03-24,43.68523422260077
170,2007-03-31,39.83065473237129
171,2007-04-07,39.83065473237129
172,2007-04-14,41.757944477486035
173,2007-04-21,46.25495388275376
174,2007-04-28,41.115514562447785
175,2007-05-05,48.1822436278685
176,2007-05-12,49.467103457944994
177,2007-05-19,50.109533372983236
178,2007-05-26,48.1822436278685
179,2007-06-02,47.53981371283025
180,2007-06-09,46.897383797792
181,2007-06-16,39.83065473237129
182,2007-06-23,35.97607524214181
183,2007-06-30,33.40635558198883
184,2007-07-07,32.76392566695058
185,2007-07-14,32.76392566695058
186,2007-07-21,28.909346176721094
187,2007-07-28,30.836635921835835
188,2007-08-04,34.04878549702707
189,2007-08-11,32.76392566695058
190,2007-08-18,39.188224817333044
191,2007-08-25,41.115514562447785
192,2007-09-01,41.115514562447785
193,2007-09-08,45.61252396771551
194,2007-09-15,49.467103457944994
195,2007-09-22,50.109533372983236
196,2007-09-29,52.03682311809798
197,2007-10-06,50.751963288021486
198,2007-10-13,51.39439320305974
199,2007-10-20,53.32168294817446
200,2007-10-27,51.39439320305974
201,2007-11-03,52.03682311809798
202,2007-11-10,52.679253033136234
203,2007-11-17,51.39439320305974
204,2007-11-24,51.39439320305974
205,2007-12-01,49.467103457944994
206,2007-12-08,47.53981371283025
207,2007-12-15,33.40635558198883
208,2007-12-22,19.915327366185647
209,2007-12-29,26.98205643160636
210,2008-01-05,43.04280430756253
211,2008-01-12,43.04280430756253
212,2008-01-19,42.40037439252428
213,2008-01-26,44.32766413763902
214,2008-02-02,43.04280430756253
215,2008-02-09,46.25495388275376
216,2008-02-16,46.25495388275376
217,2008-02-23,48.1822436278685
218,2008-03-01,48.824673542906744
219,2008-03-08,51.39439320305974
220,2008-03-15,41.757944477486035
221,2008-03-22,45.61252396771551
222,2008-03-29,53.32168294817446
223,2008-04-05,54.60654277825097
224,2008-04-12,53.96411286321272
225,2008-04-19,51.39439320305974
226,2008-04-26,52.679253033136234
227,2008-05-03,51.39439320305974
228,2008-05-10,51.39439320305974
229,2008-05-17,50.751963288021486
230,2008-05-24,50.109533372983236
231,2008-05-31,52.03682311809798
232,2008-06-07,50.751963288021486
233,2008-06-14,44.32766413763902
234,2008-06-21,41.757944477486035
235,2008-06-28,38.5457949022948
236,2008-07-05,35.97607524214181
237,2008-07-12,34.04878549702707
238,2008-07-19,33.40635558198883
239,2008-07-26,34.04878549702707
240,2008-08-02,34.69121541206532
241,2008-08-09,37.2609350722183
242,2008-08-16,43.04280430756253
243,2008-08-23,46.25495388275376
244,2008-08-30,45.61252396771551
245,2008-09-06,50.751963288021486
246,2008-09-13,51.39439320305974
247,2008-09-20,48.824673542906744
248,2008-09-27,49.467103457944994
249,2008-10-04,53.32168294817446
250,2008-10-11,49.467103457944994
251,2008-10-18,54.60654277825097
252,2008-10-25,50.751963288021486
253,2008-11-01,50.751963288021486
254,2008-11-08,52.03682311809798
255,2008-11-15,52.679253033136234
256,2008-11-22,50.751963288021486
257,2008-11-29,49.66826838083574
